epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.47802,0.4418,50000,10000,6.909,ok,
0,linear_svm,0.5408,0.3873,10000,10000,15.17,ok,
0,rbf_svm,0.5959,0.421,10000,10000,6.871,ok,
0,random_forest,1.0,0.3947,50000,10000,2.226,ok,
1,logistic_regression,0.6136,0.5852,50000,10000,6.606,ok,
1,linear_svm,0.6528,0.5406,10000,10000,16.996,ok,
1,rbf_svm,0.6048,0.5413,10000,10000,4.165,ok,
1,random_forest,1.0,0.5366,50000,10000,2.28,ok,
2,logistic_regression,0.74802,0.7056,50000,10000,5.762,ok,
2,linear_svm,0.7906,0.6625,10000,10000,11.24,ok,
2,rbf_svm,0.7489,0.6847,10000,10000,2.726,ok,
2,random_forest,1.0,0.6773,50000,10000,2.426,ok,
3,logistic_regression,0.79196,0.7542,50000,10000,5.13,ok,
3,linear_svm,0.8389,0.7126,10000,10000,9.882,ok,
3,rbf_svm,0.7887,0.7356,10000,10000,2.281,ok,
3,random_forest,1.0,0.732,50000,10000,2.418,ok,
4,logistic_regression,0.8424,0.8049,50000,10000,3.921,ok,
4,linear_svm,0.8862,0.7636,10000,10000,7.192,ok,
4,rbf_svm,0.8332,0.7894,10000,10000,1.821,ok,
4,random_forest,1.0,0.7871,50000,10000,2.686,ok,
5,logistic_regression,0.8677,0.831,50000,10000,4.524,ok,
5,linear_svm,0.9193,0.7907,10000,10000,6.484,ok,
5,rbf_svm,0.8578,0.8186,10000,10000,1.582,ok,
5,random_forest,1.0,0.8178,50000,10000,2.553,ok,
6,logistic_regression,0.87954,0.8377,50000,10000,4.602,ok,
6,linear_svm,0.9284,0.8038,10000,10000,6.383,ok,
6,rbf_svm,0.8633,0.8203,10000,10000,1.447,ok,
6,random_forest,1.0,0.8196,50000,10000,2.535,ok,
7,logistic_regression,0.89482,0.8526,50000,10000,4.925,ok,
7,linear_svm,0.9442,0.8185,10000,10000,5.716,ok,
7,rbf_svm,0.8765,0.8398,10000,10000,1.277,ok,
7,random_forest,1.0,0.8391,50000,10000,2.591,ok,
8,logistic_regression,0.8957,0.8512,50000,10000,4.332,ok,
8,linear_svm,0.9443,0.8233,10000,10000,5.965,ok,
