epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
0,0.1,,,0.1008,,0.069306,0.092816,0,51.15529063,1.708891,1.84561462,1.40685508,0.79182,0.4418,0.3873,0.421,0.3947,,,0.06802715,0.85373779,1242.19870612,0.0,1242198706118499.8,500,50,1,0.5115000000000001,0.4636373176618743,0.5648,0.4064434882988771,0.5310999999999999,0.4418092139783818,0.5576000000000001,0.4142092559555043,,
1,0.1,1.7798685739517213,0.35452,0.3839,0.696561,0.379091,0.481997,0,16.30584049,1.212343,1.7939353,0.69598084,0.40022,0.5852,0.5406,0.5413,0.5366,,0.20741749,0.09138212,0.84341794,17.89253341,0.0,17892533407843.645,500,50,1,0.3681,0.6141253017105678,0.4115,0.5673208101584636,0.41079999999999994,0.5680554098016581,0.41570000000000007,0.5631230979116382,,
2,0.099993831624083,1.2006820764160155,0.56434,0.5444,0.384837,0.513646,0.651766,0,3.20191095,0.505409,1.48357822,0.67179143,0.31202,0.7056,0.6625,0.6847,0.6773,,0.16318174,0.11586579,0.89580365,26.64781759,0.0,26647817585167.355,500,50,1,0.24770000000000003,0.7404764403400147,0.28959999999999997,0.6952460908804702,0.26739999999999997,0.7185433938503516,0.275,0.7107776261937244,,
3,0.0999753280182865,0.930544467639923,0.67034,0.6021,0.182104,0.558556,0.696802,0,1.92184121,0.283718,1.27724407,0.69731916,0.26162,0.7542,0.7126,0.7356,0.732,,0.08312538,0.19128211,0.86734553,22.57612041,0.0,22576120409753.8,500,50,1,0.19910000000000005,0.7914786441389443,0.23949999999999994,0.7478224367719594,0.21649999999999991,0.7719592821912058,0.22030000000000005,0.7681813411690629,,
4,0.0999444937480985,0.7593682263374328,0.7328,0.69,0.210016,0.636293,0.737163,0,1.12888936,0.052651,0.97918564,0.54088639,0.19596,0.8049,0.7636,0.7894,0.7871,,0.12137779,0.06923187,0.92061383,21.87081259,0.0,21870812585645.246,500,50,1,0.1484000000000001,0.8446846468674573,0.1885,0.8013432679189841,0.16269999999999996,0.8284185119110086,0.1652,0.8260048273690839,,
5,0.0999013364214135,0.6607578956222534,0.77172,0.7546,0.182278,0.649025,0.756715,0,0.94011004,-0.026821,0.91332896,0.58259082,0.13836,0.831,0.7907,0.8186,0.8178,,0.09394066,0.16356249,0.88620722,22.56015312,0.0,22560153123826.383,500,50,1,0.12230000000000008,0.8720747192779935,0.1614,0.8297827683912268,0.13349999999999995,0.8590618113128345,0.13450000000000006,0.8582222688634694,,
6,0.0998458666866564,0.5814458651542663,0.79948,0.7224,0.166506,0.630016,0.74597,0,0.82996299,-0.080941,0.9773515,0.59019246,0.19366,0.8377,0.8038,0.8203,0.8196,,0.06859953,0.18026047,0.86623688,30.66925023,0.0,30669250225510.51,500,50,1,0.11560000000000004,0.8791058872914262,0.1483,0.8435302759995802,0.13179999999999992,0.8608458390177354,0.13270000000000004,0.8601112393745409,,
7,0.099778098230154,0.5365108236312867,0.81574,0.8018,0.154092,0.684926,0.780781,0,0.67762303,-0.169012,0.87053835,0.55132581,0.11478,0.8526,0.8185,0.8398,0.8391,,0.07032003,0.17640199,0.88934841,29.43108989,0.0,29431089893114.76,500,50,1,0.10070000000000001,0.8947423654108512,0.13359999999999994,0.8589568685066639,0.11229999999999996,0.8813096862210096,0.11320000000000008,0.880575086577815,,
8,0.099698047772759,0.5043798488235474,0.82606,0.7787,0.168115,0.693667,0.778268,0,0.69521312,-0.157882,0.80598265,0.50635872,0.10964,0.8512,0.8233,0.8383,0.8367,,0.07025259,0.10986467,0.91997538,24.5513191,0.0,24551319104451.64,500,50,1,0.10210000000000008,0.8932731661244622,0.12879999999999991,0.8639941232028545,0.1137999999999999,0.8797355441284501,0.11560000000000004,0.8780564592297199,,
9,0.0996057350657239,0.4836447882843017,0.83264,0.772,0.167315,0.694594,0.781345,0,0.65907512,-0.181065,0.92443395,0.51716474,0.1535,0.8569,0.8286,0.8447,0.8429,,0.06335362,0.11873414,0.91447642,26.34344918,0.0,26343449180812.707,500,50,1,0.09640000000000004,0.8992549060761885,0.12349999999999994,0.8695560919298982,0.10739999999999994,0.8864518837233708,0.10940000000000005,0.8845629132122993,,
