epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,24,26,28,30,35,40,45,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200
0,1.0,0.137094,0.101412,0.104881,0.088365,0.067902,0.064758,0.052613,0.065221,0.052402,0.055482,0.065056,0.07184,0.067763,0.059444,0.070494,0.062326,0.035477,0.05252,0.047575,0.055388,0.056897,0.050064,0.035978,0.062251,0.044675,0.046958,0.048376,0.060974,0.041788,0.043309,0.059701,0.04406,0.058816,0.040684,0.055338,0.04035,0.04385,0.05495,0.051062,0.041298,0.046529,0.043046,0.042045,0.041685
1,0.137094,1.0,0.725433,0.661068,0.62062,0.576067,0.568321,0.510372,0.45023,0.520582,0.50752,0.530702,0.537075,0.504056,0.50528,0.450247,0.51258,0.473973,0.506048,0.466166,0.466704,0.505976,0.457862,0.454084,0.415035,0.423583,0.379607,0.348216,0.416756,0.442342,0.498163,0.469768,0.481446,0.563429,0.361754,0.48397,0.459348,0.439008,0.414753,0.392533,0.351109,0.36111,0.342166,0.349193,0.351857
2,0.101412,0.725433,1.0,0.738737,0.667696,0.656867,0.624952,0.572123,0.51501,0.654062,0.538545,0.578947,0.601318,0.533179,0.590931,0.508453,0.569102,0.528405,0.554432,0.513479,0.490228,0.537553,0.564627,0.500853,0.466379,0.523921,0.484175,0.453494,0.485326,0.503247,0.529712,0.51009,0.539089,0.585514,0.434708,0.54515,0.541052,0.52045,0.484663,0.474198,0.435138,0.429005,0.403366,0.410345,0.414498
3,0.104881,0.661068,0.738737,1.0,0.726045,0.732476,0.660044,0.660096,0.655926,0.639104,0.606479,0.655434,0.674142,0.613183,0.646163,0.607194,0.613318,0.620416,0.636022,0.597202,0.597519,0.622686,0.608171,0.590478,0.572098,0.637313,0.557644,0.531739,0.573804,0.583973,0.58426,0.598653,0.567216,0.646441,0.512259,0.605172,0.600542,0.575653,0.563745,0.535113,0.499651,0.494009,0.474629,0.48214,0.486928
4,0.088365,0.62062,0.667696,0.726045,1.0,0.740705,0.802462,0.756618,0.754527,0.721538,0.592532,0.663035,0.773578,0.673284,0.728823,0.66133,0.701148,0.655452,0.741848,0.59952,0.728391,0.694542,0.682588,0.61672,0.660812,0.587561,0.58702,0.525078,0.598131,0.696205,0.670393,0.638743,0.656927,0.702227,0.60602,0.668396,0.605535,0.624826,0.585007,0.568318,0.527147,0.517209,0.504436,0.514431,0.519936
5,0.067902,0.576067,0.656867,0.732476,0.740705,1.0,0.819571,0.786298,0.792573,0.770595,0.712304,0.768502,0.793912,0.77478,0.764836,0.739196,0.762658,0.763068,0.768401,0.754373,0.710312,0.771828,0.757316,0.724404,0.683291,0.747561,0.664101,0.636952,0.730016,0.722898,0.737328,0.710802,0.711765,0.787402,0.69101,0.743386,0.733619,0.697777,0.689325,0.662955,0.629845,0.610456,0.592048,0.602469,0.605854
6,0.064758,0.568321,0.624952,0.660044,0.802462,0.819571,1.0,0.811221,0.817093,0.787246,0.691797,0.763539,0.818463,0.777835,0.790594,0.73927,0.800481,0.746172,0.793895,0.707971,0.771163,0.781828,0.770977,0.731412,0.711674,0.690079,0.686348,0.633598,0.701698,0.767148,0.742319,0.737105,0.758413,0.792599,0.71706,0.752419,0.714176,0.720299,0.696961,0.678656,0.638915,0.630335,0.61125,0.621848,0.625778
7,0.052613,0.510372,0.572123,0.660096,0.756618,0.786298,0.811221,1.0,0.813415,0.748287,0.650541,0.744568,0.804795,0.759287,0.795367,0.766944,0.780027,0.747375,0.796494,0.719876,0.786022,0.788131,0.755107,0.735469,0.703223,0.714822,0.652779,0.630271,0.703463,0.767552,0.754975,0.714412,0.720372,0.774752,0.695657,0.743446,0.710259,0.689924,0.685115,0.665953,0.618095,0.606368,0.596935,0.605923,0.611587
8,0.065221,0.45023,0.51501,0.655926,0.754527,0.792573,0.817093,0.813415,1.0,0.708375,0.63955,0.756418,0.813087,0.776558,0.795579,0.779972,0.778383,0.788983,0.826812,0.72588,0.798435,0.787614,0.781273,0.761391,0.744449,0.717674,0.694087,0.650559,0.745887,0.792632,0.720628,0.737376,0.716389,0.757487,0.765738,0.756997,0.708265,0.714314,0.698033,0.687496,0.647834,0.638412,0.622002,0.633166,0.63794
