epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.137094
0,2,2040,0.101412
0,3,2040,0.104881
0,4,2040,0.088365
0,5,2040,0.067902
0,6,2040,0.064758
0,7,2040,0.052613
0,8,2040,0.065221
0,9,2040,0.052402
0,10,2040,0.055482
0,11,2040,0.065056
0,12,2040,0.07184
0,13,2040,0.067763
0,14,2040,0.059444
0,15,2040,0.070494
0,16,2040,0.062326
0,17,2040,0.035477
0,18,2040,0.05252
0,19,2040,0.047575
0,20,2040,0.055388
0,22,2040,0.056897
0,24,2040,0.050064
0,26,2040,0.035978
0,28,2040,0.062251
0,30,2040,0.044675
0,35,2040,0.046958
0,40,2040,0.048376
0,45,2040,0.060974
0,50,2040,0.041788
0,60,2040,0.043309
0,70,2040,0.059701
0,80,2040,0.04406
0,90,2040,0.058816
0,100,2040,0.040684
0,110,2040,0.055338
0,120,2040,0.04035
0,130,2040,0.04385
0,140,2040,0.05495
0,150,2040,0.051062
0,160,2040,0.041298
0,170,2040,0.046529
0,180,2040,0.043046
0,190,2040,0.042045
0,200,2040,0.041685
1,1,2040,1.0
1,2,2040,0.725433
1,3,2040,0.661068
1,4,2040,0.62062
1,5,2040,0.576067
1,6,2040,0.568321
1,7,2040,0.510372
1,8,2040,0.45023
1,9,2040,0.520582
1,10,2040,0.50752
1,11,2040,0.530702
1,12,2040,0.537075
1,13,2040,0.504056
1,14,2040,0.50528
1,15,2040,0.450247
1,16,2040,0.51258
1,17,2040,0.473973
1,18,2040,0.506048
1,19,2040,0.466166
1,20,2040,0.466704
1,22,2040,0.505976
1,24,2040,0.457862
1,26,2040,0.454084
1,28,2040,0.415035
1,30,2040,0.423583
1,35,2040,0.379607
1,40,2040,0.348216
1,45,2040,0.416756
1,50,2040,0.442342
1,60,2040,0.498163
1,70,2040,0.469768
1,80,2040,0.481446
1,90,2040,0.563429
1,100,2040,0.361754
1,110,2040,0.48397
1,120,2040,0.459348
1,130,2040,0.439008
1,140,2040,0.414753
1,150,2040,0.392533
1,160,2040,0.351109
1,170,2040,0.36111
1,180,2040,0.342166
1,190,2040,0.349193
1,200,2040,0.351857
2,2,2040,1.0
2,3,2040,0.738737
2,4,2040,0.667696
2,5,2040,0.656867
2,6,2040,0.624952
2,7,2040,0.572123
2,8,2040,0.51501
2,9,2040,0.654062
2,10,2040,0.538545
