epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.47654,0.4421,50000,10000,7.988,ok,
0,linear_svm,0.5292,0.3893,10000,10000,14.764,ok,
0,rbf_svm,0.5583,0.4029,10000,10000,7.011,ok,
0,random_forest,1.0,0.3745,50000,10000,2.191,ok,
1,logistic_regression,0.4379,0.4173,50000,10000,4.843,ok,
1,linear_svm,0.4868,0.3895,10000,10000,437.888,ok,
1,rbf_svm,0.4892,0.3865,10000,10000,6.046,ok,
1,random_forest,1.0,0.4225,50000,10000,0.877,ok,
2,logistic_regression,0.5816,0.5472,50000,10000,4.276,ok,
2,linear_svm,0.6297,0.5118,10000,10000,22.126,ok,
2,rbf_svm,0.6621,0.5269,10000,10000,4.868,ok,
2,random_forest,1.0,0.5337,50000,10000,1.326,ok,
3,logistic_regression,0.68688,0.6561,50000,10000,6.595,ok,
3,linear_svm,0.7343,0.6162,10000,10000,14.963,ok,
3,rbf_svm,0.7128,0.6284,10000,10000,3.439,ok,
3,random_forest,1.0,0.6303,50000,10000,1.797,ok,
4,logistic_regression,0.75032,0.7166,50000,10000,5.033,ok,
4,linear_svm,0.7985,0.6712,10000,10000,12.461,ok,
4,rbf_svm,0.759,0.6923,10000,10000,2.877,ok,
4,random_forest,1.0,0.6894,50000,10000,2.102,ok,
5,logistic_regression,0.81166,0.7772,50000,10000,5.418,ok,
5,linear_svm,0.8664,0.7347,10000,10000,8.291,ok,
5,rbf_svm,0.8148,0.7569,10000,10000,2.139,ok,
5,random_forest,1.0,0.7534,50000,10000,2.431,ok,
6,logistic_regression,0.8368,0.8017,50000,10000,4.184,ok,
6,linear_svm,0.8866,0.7654,10000,10000,7.931,ok,
6,rbf_svm,0.8284,0.7784,10000,10000,1.943,ok,
6,random_forest,1.0,0.7759,50000,10000,2.602,ok,
7,logistic_regression,0.83736,0.7959,50000,10000,4.844,ok,
7,linear_svm,0.8852,0.7611,10000,10000,7.902,ok,
7,rbf_svm,0.8234,0.7758,10000,10000,2.01,ok,
7,random_forest,1.0,0.7691,50000,10000,2.563,ok,
8,logistic_regression,0.86582,0.8235,50000,10000,3.629,ok,
8,linear_svm,0.9164,0.7862,10000,10000,6.638,ok,
8,rbf_svm,0.8556,0.8114,10000,10000,1.672,ok,
8,random_forest,1.0,0.8075,50000,10000,2.918,ok,
9,logistic_regression,0.85608,0.8182,50000,10000,5.37,ok,
9,linear_svm,0.9038,0.7795,10000,10000,7.75,ok,
9,rbf_svm,0.8398,0.7991,10000,10000,1.867,ok,
9,random_forest,1.0,0.794,50000,10000,2.368,ok,
10,logistic_regression,0.85994,0.8185,50000,10000,5.498,ok,
10,linear_svm,0.9074,0.7804,10000,10000,7.477,ok,
10,rbf_svm,0.8391,0.7986,10000,10000,1.848,ok,
10,random_forest,1.0,0.7907,50000,10000,2.455,ok,
11,logistic_regression,0.88134,0.8392,50000,10000,4.274,ok,
11,linear_svm,0.9281,0.8069,10000,10000,6.455,ok,
11,rbf_svm,0.8623,0.8277,10000,10000,1.52,ok,
11,random_forest,1.0,0.8249,50000,10000,2.584,ok,
12,logistic_regression,0.87872,0.837,50000,10000,3.631,ok,
12,linear_svm,0.9302,0.7974,10000,10000,6.321,ok,
12,rbf_svm,0.8611,0.8182,10000,10000,1.578,ok,
12,random_forest,1.0,0.8176,50000,10000,2.565,ok,
13,logistic_regression,0.8765,0.8326,50000,10000,3.668,ok,
13,linear_svm,0.9252,0.8027,10000,10000,6.531,ok,
13,rbf_svm,0.8571,0.8201,10000,10000,1.581,ok,
13,random_forest,1.0,0.8146,50000,10000,2.781,ok,
14,logistic_regression,0.8834,0.8419,50000,10000,4.331,ok,
14,linear_svm,0.9269,0.8102,10000,10000,6.361,ok,
14,rbf_svm,0.8653,0.8258,10000,10000,1.526,ok,
14,random_forest,1.0,0.8205,50000,10000,2.663,ok,
15,logistic_regression,0.86886,0.8282,50000,10000,4.175,ok,
15,linear_svm,0.9164,0.7965,10000,10000,6.693,ok,
15,rbf_svm,0.8491,0.8044,10000,10000,1.701,ok,
15,random_forest,1.0,0.8046,50000,10000,2.666,ok,
16,logistic_regression,0.88736,0.8413,50000,10000,3.815,ok,
16,linear_svm,0.9355,0.8148,10000,10000,5.66,ok,
16,rbf_svm,0.8683,0.8272,10000,10000,1.418,ok,
16,random_forest,1.0,0.826,50000,10000,2.619,ok,
17,logistic_regression,0.88674,0.84,50000,10000,4.636,ok,
17,linear_svm,0.9348,0.8091,10000,10000,5.995,ok,
17,rbf_svm,0.8687,0.8251,10000,10000,1.514,ok,
17,random_forest,1.0,0.8197,50000,10000,2.545,ok,
18,logistic_regression,0.89908,0.8571,50000,10000,4.391,ok,
18,linear_svm,0.9471,0.8236,10000,10000,5.719,ok,
18,rbf_svm,0.8821,0.8413,10000,10000,1.336,ok,
18,random_forest,1.0,0.8413,50000,10000,2.787,ok,
19,logistic_regression,0.8908,0.8473,50000,10000,4.213,ok,
19,linear_svm,0.9415,0.8203,10000,10000,7.493,ok,
19,rbf_svm,0.8733,0.8329,10000,10000,1.397,ok,
19,random_forest,1.0,0.8309,50000,10000,2.679,ok,
20,logistic_regression,0.89524,0.85,50000,10000,4.228,ok,
20,linear_svm,0.9437,0.8215,10000,10000,5.557,ok,
20,rbf_svm,0.8795,0.8422,10000,10000,1.409,ok,
20,random_forest,1.0,0.8387,50000,10000,2.75,ok,
22,logistic_regression,0.90352,0.8573,50000,10000,4.347,ok,
22,linear_svm,0.9489,0.8282,10000,10000,5.946,ok,
22,rbf_svm,0.8841,0.8442,10000,10000,1.298,ok,
22,random_forest,1.0,0.8421,50000,10000,2.691,ok,
24,logistic_regression,0.9021,0.8598,50000,10000,4.313,ok,
24,linear_svm,0.9488,0.8291,10000,10000,5.287,ok,
24,rbf_svm,0.8849,0.842,10000,10000,1.29,ok,
24,random_forest,1.0,0.8399,50000,10000,2.632,ok,
26,logistic_regression,0.88784,0.8508,50000,10000,4.119,ok,
26,linear_svm,0.9374,0.8121,10000,10000,5.926,ok,
26,rbf_svm,0.8599,0.8298,10000,10000,1.481,ok,
26,random_forest,1.0,0.8258,50000,10000,2.683,ok,
28,logistic_regression,0.87898,0.8389,50000,10000,3.982,ok,
28,linear_svm,0.9277,0.8065,10000,10000,6.727,ok,
28,rbf_svm,0.8508,0.8116,10000,10000,1.798,ok,
28,random_forest,1.0,0.7994,50000,10000,2.616,ok,
30,logistic_regression,0.89808,0.8594,50000,10000,4.65,ok,
30,linear_svm,0.9445,0.8247,10000,10000,5.737,ok,
30,rbf_svm,0.8767,0.8373,10000,10000,1.381,ok,
30,random_forest,1.0,0.8362,50000,10000,2.526,ok,
35,logistic_regression,0.90678,0.8629,50000,10000,4.221,ok,
35,linear_svm,0.9507,0.8312,10000,10000,5.244,ok,
35,rbf_svm,0.8802,0.8432,10000,10000,1.364,ok,
35,random_forest,1.0,0.8417,50000,10000,2.703,ok,
40,logistic_regression,0.91124,0.8712,50000,10000,4.425,ok,
40,linear_svm,0.9585,0.8428,10000,10000,5.152,ok,
40,rbf_svm,0.8927,0.8492,10000,10000,1.238,ok,
40,random_forest,1.0,0.8493,50000,10000,2.641,ok,
