epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.4709,0.4361,50000,10000,6.358,ok,
0,linear_svm,0.5218,0.3852,10000,10000,14.74,ok,
1,logistic_regression,0.52402,0.4983,50000,10000,10.503,ok,
1,linear_svm,0.5854,0.4558,10000,10000,30.069,ok,
2,logistic_regression,0.61648,0.579,50000,10000,6.505,ok,
2,linear_svm,0.6728,0.5384,10000,10000,16.519,ok,
3,logistic_regression,0.71016,0.6735,50000,10000,5.517,ok,
3,linear_svm,0.7637,0.6256,10000,10000,12.973,ok,
4,logistic_regression,0.773,0.7269,50000,10000,4.929,ok,
4,linear_svm,0.8283,0.6839,10000,10000,9.852,ok,
5,logistic_regression,0.8241,0.7817,50000,10000,4.631,ok,
5,linear_svm,0.8838,0.7477,10000,10000,7.53,ok,
6,logistic_regression,0.85168,0.8054,50000,10000,3.808,ok,
6,linear_svm,0.9084,0.7658,10000,10000,6.647,ok,
7,logistic_regression,0.86074,0.8122,50000,10000,3.764,ok,
7,linear_svm,0.9133,0.7734,10000,10000,6.439,ok,
8,logistic_regression,0.87756,0.8349,50000,10000,3.945,ok,
8,linear_svm,0.9315,0.798,10000,10000,5.784,ok,
9,logistic_regression,0.89354,0.8472,50000,10000,3.945,ok,
9,linear_svm,0.9481,0.8136,10000,10000,5.443,ok,
10,logistic_regression,0.89768,0.848,50000,10000,3.976,ok,
10,linear_svm,0.9499,0.8192,10000,10000,5.272,ok,
11,logistic_regression,0.90494,0.8553,50000,10000,3.929,ok,
11,linear_svm,0.9544,0.8275,10000,10000,4.933,ok,
12,logistic_regression,0.90928,0.862,50000,10000,3.786,ok,
12,linear_svm,0.96,0.8316,10000,10000,4.707,ok,
13,logistic_regression,0.91728,0.8681,50000,10000,4.007,ok,
13,linear_svm,0.9637,0.8371,10000,10000,4.694,ok,
14,logistic_regression,0.9173,0.8699,50000,10000,4.489,ok,
14,linear_svm,0.9646,0.8387,10000,10000,4.504,ok,
15,logistic_regression,0.91572,0.8584,50000,10000,3.559,ok,
15,linear_svm,0.9632,0.8345,10000,10000,4.526,ok,
16,logistic_regression,0.91796,0.8754,50000,10000,3.674,ok,
16,linear_svm,0.9675,0.8466,10000,10000,4.543,ok,
17,logistic_regression,0.92422,0.8748,50000,10000,3.66,ok,
17,linear_svm,0.9699,0.849,10000,10000,4.274,ok,
18,logistic_regression,0.91848,0.8712,50000,10000,3.833,ok,
18,linear_svm,0.9658,0.8417,10000,10000,4.552,ok,
19,logistic_regression,0.93142,0.88,50000,10000,3.199,ok,
19,linear_svm,0.9775,0.8563,10000,10000,4.153,ok,
20,logistic_regression,0.93256,0.8778,50000,10000,3.508,ok,
20,linear_svm,0.978,0.8527,10000,10000,4.142,ok,
22,logistic_regression,0.93132,0.8827,50000,10000,3.684,ok,
22,linear_svm,0.9723,0.8579,10000,10000,4.151,ok,
24,logistic_regression,0.93602,0.8875,50000,10000,3.547,ok,
24,linear_svm,0.9783,0.8656,10000,10000,3.975,ok,
26,logistic_regression,0.93552,0.8829,50000,10000,3.234,ok,
26,linear_svm,0.9784,0.8587,10000,10000,3.972,ok,
28,logistic_regression,0.9386,0.8859,50000,10000,3.588,ok,
28,linear_svm,0.9801,0.8689,10000,10000,3.999,ok,
30,logistic_regression,0.9457,0.8939,50000,10000,3.147,ok,
30,linear_svm,0.9832,0.8734,10000,10000,3.71,ok,
35,logistic_regression,0.94082,0.8831,50000,10000,3.21,ok,
35,linear_svm,0.9809,0.8606,10000,10000,3.929,ok,
40,logistic_regression,0.94482,0.8906,50000,10000,3.243,ok,
40,linear_svm,0.9836,0.8693,10000,10000,3.746,ok,
45,logistic_regression,0.9534,0.9002,50000,10000,2.994,ok,
45,linear_svm,0.9872,0.8831,10000,10000,3.578,ok,
50,logistic_regression,0.94866,0.895,50000,10000,2.753,ok,
50,linear_svm,0.9869,0.8724,10000,10000,3.557,ok,
60,logistic_regression,0.95432,0.9025,50000,10000,2.662,ok,
60,linear_svm,0.9885,0.8862,10000,10000,3.518,ok,
70,logistic_regression,0.9659,0.9131,50000,10000,2.48,ok,
70,linear_svm,0.9932,0.8958,10000,10000,3.14,ok,
80,logistic_regression,0.96298,0.9073,50000,10000,2.387,ok,
80,linear_svm,0.992,0.8878,10000,10000,3.278,ok,
90,logistic_regression,0.97138,0.9095,50000,10000,2.559,ok,
90,linear_svm,0.9958,0.8983,10000,10000,2.857,ok,
100,logistic_regression,0.97284,0.9165,50000,10000,2.137,ok,
100,linear_svm,0.9965,0.9001,10000,10000,2.784,ok,
110,logistic_regression,0.9802,0.9172,50000,10000,2.095,ok,
110,linear_svm,0.9985,0.9079,10000,10000,2.553,ok,
120,logistic_regression,0.9879,0.9268,50000,10000,1.71,ok,
