run,lr,seed,epoch,basis,test_acc,test_nll,test_margin,k
final_lr010_seed5,0.1,5,0,self,0.1161764705882353,2.274486215863713,-0.20574242775632523,1
final_lr010_seed5,0.1,5,0,self,0.18284313725490195,2.1749326172301244,-0.39964626683686705,2
final_lr010_seed5,0.1,5,0,self,0.22254901960784312,2.128238085759808,-0.44839596856624087,4
final_lr010_seed5,0.1,5,0,self,0.2735294117647059,1.9887577819333286,-0.5032031118427608,8
final_lr010_seed5,0.1,5,0,self,0.3161764705882353,1.9063880935515993,-0.5018323607636327,16
final_lr010_seed5,0.1,5,0,self,0.3446078431372549,1.8458868602700742,-0.4845111573850168,32
final_lr010_seed5,0.1,5,0,self,0.3475490196078431,1.8298185614968188,-0.49061573940287073,39
final_lr010_seed5,0.1,5,0,self,0.3607843137254902,1.7930006439340578,-0.4735972138890728,52
final_lr010_seed5,0.1,5,0,self,0.367156862745098,1.783714450426088,-0.4750239869035428,64
final_lr010_seed5,0.1,5,0,self,0.37058823529411766,1.7455460180256197,-0.4840351856803321,128
final_lr010_seed5,0.1,5,0,self,0.3926470588235294,1.7315561504390162,-0.48180920514836034,256
final_lr010_seed5,0.1,5,0,self,0.3779411764705882,1.8846856277284458,-0.6642375762766842,512
final_lr010_seed5,0.1,5,0,final,0.125,2.264952838169436,-0.2416404956729517,1
final_lr010_seed5,0.1,5,0,final,0.14901960784313725,2.2271424276962892,-0.3763698540341123,2
final_lr010_seed5,0.1,5,0,final,0.18333333333333332,2.1646616150893183,-0.45191068276246255,4
final_lr010_seed5,0.1,5,0,final,0.23284313725490197,2.111908330575796,-0.4979818544530205,8
final_lr010_seed5,0.1,5,0,final,0.2833333333333333,2.0036185921930363,-0.4999918765472198,16
final_lr010_seed5,0.1,5,0,final,0.2916666666666667,1.9502647135640903,-0.5306893273857465,32
final_lr010_seed5,0.1,5,0,final,0.29558823529411765,1.927126376515703,-0.5222758970697708,39
final_lr010_seed5,0.1,5,0,final,0.30686274509803924,1.9105122168638222,-0.530371358837798,52
final_lr010_seed5,0.1,5,0,final,0.3338235294117647,1.8670115518215415,-0.5027020978454668,64
final_lr010_seed5,0.1,5,0,final,0.3686274509803922,1.7925137210742437,-0.4869876442965048,128
final_lr010_seed5,0.1,5,0,final,0.3803921568627451,1.7592490971107044,-0.5000344742392531,256
final_lr010_seed5,0.1,5,0,final,0.39166666666666666,1.8322163113463663,-0.6005550999124567,512
final_lr010_seed5,0.1,5,2,self,0.2549019607843137,1.86187757714187,-0.3068925468744705,1
final_lr010_seed5,0.1,5,2,self,0.3318627450980392,1.628073145261511,-0.29206489305637945,2
final_lr010_seed5,0.1,5,2,self,0.45245098039215687,1.427137705883682,-0.16855289183077585,4
final_lr010_seed5,0.1,5,2,self,0.5171568627450981,1.3345591705584183,0.014607614511731187,8
final_lr010_seed5,0.1,5,2,self,0.5161764705882353,1.292470374461158,0.09040087683919466,16
final_lr010_seed5,0.1,5,2,self,0.5367647058823529,1.265907686258332,0.11414185171757069,32
final_lr010_seed5,0.1,5,2,self,0.5338235294117647,1.2633601863470456,0.1280989426672607,39
final_lr010_seed5,0.1,5,2,self,0.5416666666666666,1.244549390287007,0.17009177382998944,52
final_lr010_seed5,0.1,5,2,self,0.5465686274509803,1.2392716379375008,0.19135432417407625,64
final_lr010_seed5,0.1,5,2,self,0.5450980392156862,1.2338895050247127,0.24234788552636619,128
final_lr010_seed5,0.1,5,2,self,0.542156862745098,1.275134695235605,0.2607234274874717,256
