epoch,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included
0,nan,0.06718099,0.86429166,1410.79232981,0.0,1410792329805704.8,500,50,1
1,0.15119169,0.08978876,0.90265254,65.91300815,0.0,65913008147796.914,500,50,1
2,0.05935077,0.07626519,0.90467075,58.00332697,0.0,58003326966148.08,500,50,1
3,0.04484567,0.08035245,0.92665192,59.36004642,0.0,59360046423304.43,500,50,1
4,0.12843601,0.23029428,0.81198298,69.40219513,0.0,69402195132476.72,500,50,1
5,0.14523902,0.1012673,0.91827339,69.76310174,0.0,69763101737443.85,500,50,1
6,0.0658035,0.14197583,0.88733865,64.44985263,0.0,64449852630088.48,500,50,1
7,0.06611353,0.12962499,0.90345722,85.47450035,0.0,85474500353518.77,500,50,1
8,0.03398688,0.14774831,0.89701847,67.46666174,0.0,67466661737038.71,500,50,1
9,0.06241913,0.13898349,0.89287381,63.41541384,0.0,63415413836202.97,500,50,1
10,0.05947019,0.11160629,0.91285553,51.85000495,0.0,51850004950523.61,500,50,1
11,0.04628965,0.08825335,0.92155662,46.72376246,0.0,46723762464596.76,500,50,1
12,0.09494165,0.14946362,0.8840341,40.14622563,0.0,40146225625712.055,500,50,1
13,0.10599452,0.18038033,0.86060124,48.61849898,0.0,48618498984290.21,500,50,1
14,0.0584262,0.09978963,0.92386014,44.99862461,0.0,44998624607593.6,500,50,1
15,0.09034051,0.09141815,0.91704252,42.09548658,0.0,42095486579868.37,500,50,1
16,0.07379658,0.09244993,0.92561819,37.7293962,0.0,37729396195044.27,500,50,1
17,0.05615342,0.09906274,0.92202781,39.24064525,0.0,39240645248839.92,500,50,1
18,0.04604878,0.11683782,0.90562164,35.00879162,0.0,35008791622806.03,500,50,1
19,0.03988432,0.08736387,0.92696837,33.52519721,0.0,33525197209809.535,500,50,1
20,0.05754653,0.09400309,0.92112449,29.27898268,0.0,29278982680682.562,500,50,1
22,0.06045612,0.09633647,0.91857966,33.12583848,0.0,33125838483458.887,500,50,1
24,0.06967107,0.08059627,0.92670433,35.69652099,0.0,35696520992154.12,500,50,1
26,0.04943351,0.06590648,0.93931193,31.68949925,0.0,31689499246215.79,500,50,1
28,0.0358509,0.07569301,0.93311171,33.60808798,0.0,33608087980136.695,500,50,1
30,0.04836928,0.09062675,0.91915742,35.89997656,0.0,35899976559922.45,500,50,1
35,0.07272762,0.07249198,0.93293102,34.69644043,0.0,34696440430692.996,500,50,1
40,0.09315123,0.09791003,0.91148127,40.83267718,0.0,40832677178419.49,500,50,1
45,0.04080819,0.0775707,0.92610593,39.05352413,0.0,39053524125171.414,500,50,1
50,0.03386257,0.05901985,0.94346643,36.49478844,0.0,36494788437390.96,500,50,1
60,0.05955612,0.05132608,0.94847178,37.70290792,0.0,37702907919080.71,500,50,1
70,0.05123323,0.051942,0.95120726,36.4473419,0.0,36447341901779.42,500,50,1
80,0.05103423,0.03866461,0.95772599,37.1592223,0.0,37159222295888.914,500,50,1
90,0.0546261,0.04814357,0.9485742,39.72419528,0.0,39724195280713.875,500,50,1
100,0.05142244,0.02836843,0.97067541,37.32955598,0.0,37329555976856.016,500,50,1
110,0.02907555,0.03022603,0.96801242,37.51963809,0.0,37519638086506.8,500,50,1
120,0.03964498,0.02645713,0.97133609,40.55842827,0.0,40558428270108.21,500,50,1
130,0.03171874,0.01954041,0.97786728,36.00858382,0.0,36008583821773.01,500,50,1
140,0.02314118,0.01130282,0.98821687,36.6612626,0.0,36661262596353.71,500,50,1
150,0.0125726,0.00864766,0.99232751,36.08962639,0.0,36089626385497.54,500,50,1
160,0.00757509,0.00244171,0.99804302,34.37003216,0.0,34370032163555.848,500,50,1
170,0.00181775,0.00071313,0.99937486,33.52577825,0.0,33525778252668.844,500,50,1
180,0.00066378,0.0006785,0.99944847,33.35134097,0.0,33351340970855.13,500,50,1
190,0.00042457,0.0004541,0.9995459,33.41398645,0.0,33413986445855.586,500,50,1
200,0.0004541,0.0,nan,33.46538668,0.0,33465386675397.07,500,50,1
