epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.47654,0.4421,50000,10000,7.597,ok,
0,linear_svm,0.5292,0.3893,10000,10000,14.979,ok,
0,rbf_svm,0.5583,0.4029,10000,10000,6.936,ok,
0,random_forest,1.0,0.3745,50000,10000,2.066,ok,
1,logistic_regression,0.69286,0.6488,50000,10000,4.637,ok,
1,linear_svm,0.7462,0.6108,10000,10000,10.589,ok,
1,rbf_svm,0.6946,0.6335,10000,10000,3.209,ok,
1,random_forest,1.0,0.6276,50000,10000,2.582,ok,
2,logistic_regression,0.79178,0.7516,50000,10000,4.239,ok,
2,linear_svm,0.8424,0.7047,10000,10000,7.489,ok,
2,rbf_svm,0.7963,0.7322,10000,10000,1.707,ok,
2,random_forest,1.0,0.7282,50000,10000,2.573,ok,
3,logistic_regression,0.83786,0.7973,50000,10000,3.456,ok,
3,linear_svm,0.8906,0.7564,10000,10000,6.516,ok,
3,rbf_svm,0.8386,0.7886,10000,10000,1.714,ok,
3,random_forest,1.0,0.7863,50000,10000,2.85,ok,
4,logistic_regression,0.86798,0.82,50000,10000,4.503,ok,
4,linear_svm,0.9202,0.781,10000,10000,6.317,ok,
4,rbf_svm,0.8589,0.8072,10000,10000,1.526,ok,
4,random_forest,1.0,0.8084,50000,10000,2.808,ok,
5,logistic_regression,0.8887,0.839,50000,10000,4.352,ok,
5,linear_svm,0.9396,0.806,10000,10000,5.208,ok,
5,rbf_svm,0.8774,0.8326,10000,10000,1.048,ok,
5,random_forest,1.0,0.8316,50000,10000,2.924,ok,
6,logistic_regression,0.90004,0.8426,50000,10000,3.58,ok,
6,linear_svm,0.943,0.8122,10000,10000,5.442,ok,
6,rbf_svm,0.8849,0.8385,10000,10000,1.258,ok,
6,random_forest,1.0,0.8396,50000,10000,2.879,ok,
7,logistic_regression,0.91452,0.8579,50000,10000,4.433,ok,
7,linear_svm,0.9633,0.8344,10000,10000,4.674,ok,
7,rbf_svm,0.8988,0.8541,10000,10000,1.113,ok,
7,random_forest,1.0,0.8519,50000,10000,2.918,ok,
8,logistic_regression,0.92482,0.8702,50000,10000,3.367,ok,
8,linear_svm,0.9688,0.8414,10000,10000,4.44,ok,
8,rbf_svm,0.9038,0.8621,10000,10000,0.783,ok,
8,random_forest,1.0,0.8638,50000,10000,2.875,ok,
9,logistic_regression,0.92776,0.8737,50000,10000,4.121,ok,
9,linear_svm,0.9712,0.8453,10000,10000,4.37,ok,
9,rbf_svm,0.9112,0.868,10000,10000,0.984,ok,
9,random_forest,1.0,0.8673,50000,10000,2.635,ok,
10,logistic_regression,0.93638,0.8818,50000,10000,3.949,ok,
10,linear_svm,0.9747,0.8556,10000,10000,4.431,ok,
10,rbf_svm,0.9138,0.8739,10000,10000,0.963,ok,
10,random_forest,1.0,0.8721,50000,10000,2.627,ok,
11,logistic_regression,0.93756,0.8778,50000,10000,3.996,ok,
11,linear_svm,0.9804,0.8538,10000,10000,4.38,ok,
11,rbf_svm,0.9128,0.8687,10000,10000,0.784,ok,
11,random_forest,1.0,0.867,50000,10000,2.543,ok,
