lr,epoch,cka_biased_tofinal_mean,cka_biased_tofinal_std,cka_debiased_tofinal_mean,cka_debiased_tofinal_std,svcca_tofinal_mean,svcca_tofinal_std,cka_biased_consec_mean,cka_biased_consec_std,cka_debiased_consec_mean,cka_debiased_consec_std,test_acc_mean,test_acc_std,test_nll_mean,test_nll_std,test_margin_mean,test_margin_std
0.05,10,0.7120500515502437,0.017130166499991547,0.7113372443525439,0.01711102630467406,0.6906740778962248,0.0052176200599408275,0.8691894107311541,0.01895549654274383,0.8688666808191551,0.018996246164170758,0.8663725490196079,0.004365222913900609,0.5009267788959834,0.012128138539590006,7.128891664003477,0.1359023163271199
0.05,11,0.6935777708168929,0.022863735707108934,0.6928417083534281,0.02286068868033811,0.6880773230567415,0.005128511795750376,0.8626970585801699,0.03147575484482456,0.8623141380593948,0.03159123705801387,0.8642156862745098,0.0028372149271544567,0.5031925409487963,0.03499192928438446,7.174003423954654,0.16498744732053727
0.05,12,0.724865069024243,0.020627775069590168,0.7241790755411606,0.020632287223390604,0.6943685409248717,0.009344444837451671,0.8307067135528987,0.029083606656944344,0.8303303180710907,0.029125085731195436,0.8745098039215687,0.007657107525398653,0.4876619140753702,0.018829335035006237,7.474583074717482,0.41311327562696804
0.05,13,0.7160879654506783,0.02010838384138554,0.7154202821600573,0.0201244360367013,0.687738075652055,0.006673515083927481,0.8372134485753728,0.021498037404585255,0.836847782444617,0.021507168529141356,0.8731372549019607,0.004293065499178676,0.4750257160173585,0.03358126964674932,7.52915162055555,0.40273307663046193
0.05,14,0.7294325201111077,0.00951949311665435,0.7287564743858388,0.009563546962124764,0.6918872473950347,0.006770824776894589,0.8591318765051043,0.02742131414060897,0.8588181756241081,0.027460358832321143,0.8854901960784314,0.004182495883863044,0.4283957818809978,0.024840413467064674,7.402036726202747,0.24032814933222393
0.05,15,0.7316679510699011,0.01805475997827141,0.7309728092171156,0.018108227423183493,0.6919850712573333,0.004482846291653643,0.8487406362798273,0.025457570619944508,0.8483720777903938,0.02551015167188726,0.8818627450980392,0.005256767301354691,0.4552634417853789,0.026135952121590953,7.9934055843756155,0.4219340329397606
0.05,16,0.7431742156604161,0.019203901369326776,0.7425040185262363,0.019260757154545144,0.6932706373338704,0.010175395280472612,0.8452078300250558,0.033992351565913466,0.8448036145196591,0.03408845963431949,0.8825490196078432,0.006148004743181643,0.4478186466221666,0.025284925998151544,8.1312575461162,0.2672216110531462
0.05,17,0.7442982843896948,0.012639759905453208,0.7436860763588025,0.012690716879357834,0.6914330476726935,0.0127915378443192,0.8474463479975818,0.013604757698679026,0.8470454198663825,0.013652471933004357,0.8796078431372549,0.003961196833497431,0.44183916017881336,0.017678661367223163,8.087672700665168,0.40633233275973246
0.05,18,0.7436169145268066,0.01665513904742639,0.7429581294321463,0.016684748402546763,0.6878942868571752,0.008477087591705115,0.8437627665556133,0.015908255326333016,0.8433639793411778,0.015916439324941713,0.8760784313725491,0.004376218455032459,0.45915650538217034,0.028040164191904127,7.50302746938266,0.3213466696505618
0.05,19,0.7503623408418459,0.01369967925287959,0.7497330871157892,0.013731171026652474,0.6885885894483813,0.006816278346444039,0.8512114567293398,0.021248231973332126,0.8508121691630459,0.02129787241480226,0.8887254901960784,0.005810426270161643,0.4239222115064454,0.044066677091092056,7.741764099245557,0.3234464833564855
0.05,20,0.7547607203999818,0.006412519319990147,0.754157176514914,0.0064611681373371475,0.6873488630525111,0.008738110321836641,0.8502349999391846,0.040320697103808915,0.8498192726644384,0.04047359026921701,0.8879411764705882,0.005331657031834799,0.41246048949625835,0.0112010542097079,7.683290602612535,0.18644261249436295
0.05,22,0.7650904690593009,0.01080266772642377,0.764515304806081,0.010806192030185919,0.6891289571602631,0.006571713635649314,0.8460888567753864,0.02060216253103728,0.8456759249287742,0.020648595713029894,0.8929411764705882,0.005263619488449477,0.3945919877383285,0.027174231875991783,7.892034842484357,0.11751553261495473
0.05,24,0.7706458548742503,0.014299527039573752,0.770071220421612,0.014327995149545667,0.68710740880389,0.010058708870197336,0.8465174154073569,0.015721522128751716,0.8461128058466499,0.015768466175585,0.8911764705882353,0.0052681826618149056,0.3933935091054008,0.020771781955889947,8.3141701952137,0.28399331303124103
0.05,26,0.7692780141760029,0.015815647288936818,0.7687004532011188,0.015844943376387702,0.6870437315616089,0.009024273845573595,0.8516903891748248,0.02631648416653319,0.8513057246358153,0.026385927168361707,0.8975490196078433,0.006827641312345169,0.385968561523968,0.013582241409075869,7.821576041143809,0.3701946161165591
0.05,28,0.7670838494333947,0.0224076532033107,0.7665058392185159,0.02249127465115761,0.6822610547720264,0.018659844308222904,0.8358382745772112,0.02278694644776556,0.8354166110138648,0.022853810915914888,0.8927450980392158,0.009114220313251941,0.3894207896574082,0.036007953503865375,8.001237983978589,0.9107347716898272
0.05,30,0.7754432605958685,0.014472054660465541,0.7748860196989144,0.014531608278802314,0.6907873353960907,0.009536455587835498,0.8322843180319228,0.01884849917752881,0.8318470972866026,0.018910302141992186,0.8976470588235295,0.005783482825001013,0.38337951137894133,0.015060612138319392,8.24186237739622,0.6161920404754843
0.05,35,0.7845597497097317,0.015625601477416356,0.7840207960373231,0.015695176213854297,0.6895578203420463,0.006565692529930026,0.830717191829683,0.030969762383709607,0.8302827159473086,0.031030471640748566,0.9004901960784315,0.0025234387600458243,0.36250039864569944,0.006844537023504282,8.166518501668444,0.6504056427957745
0.05,40,0.7907482759810576,0.012578307542413382,0.7902379003990054,0.012614708909438074,0.6940102686368357,0.011265754625874013,0.8269160739038718,0.019538236290578305,0.8264474996877869,0.019586259059185755,0.9056862745098039,0.005089547981340142,0.37604008374106757,0.03514831419117037,8.350739884419877,0.2537764018243184
0.05,45,0.8055295920805206,0.00447271591732764,0.805019938580133,0.004497452381797443,0.7002148347705992,0.005654904224926006,0.8300326698426665,0.02347953803947405,0.8295532847424241,0.02356142045145234,0.9036274509803922,0.006283311840848732,0.35730490625468375,0.017174064069393074,8.376776044131722,0.5003244709168476
0.05,50,0.8032909796407814,0.014210476168356335,0.8027853757642858,0.014265039218849442,0.6984041866318841,0.008992574240176356,0.8413828442382958,0.019679435367531754,0.8409399762108336,0.019732991412209758,0.9051960784313724,0.005929143966356266,0.36961567833603376,0.03390101492223787,8.818015508716996,0.3171806185223082
0.05,60,0.8106468019799891,0.014827681194224935,0.8101471452738215,0.014877231993770121,0.7004376310570867,0.0066596286450530465,0.8318468422336425,0.02527307902570212,0.8313702247763175,0.025358526754495146,0.906078431372549,0.006235324947512831,0.3708730293724929,0.02739434254605262,8.901638065458414,0.45667178451422424
0.05,70,0.8275197751535777,0.008193665480169946,0.8270520023755491,0.008211081229564094,0.7090105947150662,0.012814633283922905,0.8374649718165061,0.02395706501182934,0.8369721407576451,0.024049818694094376,0.908235294117647,0.004389924152399594,0.3747704800540048,0.018937744962254317,8.857602344501187,0.7506277013504239
0.05,80,0.8341518810031395,0.01447414519958583,0.8336930258528765,0.014514732115276104,0.7163113368972379,0.013953044186524686,0.8353429624204878,0.021896164253089396,0.8348446266769649,0.021969285093459242,0.9096078431372548,0.007108688252665686,0.38307123945981647,0.036772025544586785,9.292048762101153,0.5047329537554104
0.05,90,0.8445795960882106,0.006524596892869509,0.8441388058247575,0.0065446138685167346,0.7293904515739168,0.01110811539752324,0.8374748280913386,0.020126727199186244,0.8369565226238134,0.02018586562461695,0.915,0.005476172566183903,0.3773403278974294,0.028475331480783794,9.855483652716,0.29354544018930767
0.05,100,0.8609635334647947,0.006406519328394548,0.8605461965295838,0.006430576554011906,0.7416836974324574,0.012012278170063916,0.8514045992841744,0.012570969740278552,0.8509207105135124,0.012614039174828421,0.9174509803921568,0.005606266060978775,0.39806646706752746,0.058872561456473946,10.71490805762902,1.242951756497492
0.05,110,0.868895873687198,0.007931473898675637,0.8684870809817188,0.007962788424114652,0.7459149720960865,0.007712545702684426,0.8589811056435408,0.009290713833510317,0.8585014163338004,0.009342555414521227,0.9185294117647059,0.006679989571022813,0.4485300156686748,0.024152483513669314,11.164026022971475,1.098199750068799
0.05,120,0.8922626602587188,0.005539360910104245,0.8919057721638639,0.00555779935860519,0.7752183398945965,0.011127436587982665,0.8648708619777448,0.011015107421028496,0.8644159459319418,0.011056529289652941,0.9194117647058823,0.0028498905595586224,0.48051558998662197,0.05259460838810029,11.932921683191381,1.0790992418502592
0.05,130,0.892820432665637,0.005754129389247345,0.8924523800268107,0.005777211767656413,0.7841248855223674,0.007296221961440662,0.8700208419322936,0.005061880295767674,0.8695523269156216,0.005079837746929382,0.9210784313725491,0.005222371508005616,0.4756413765549031,0.03464304474612515,11.995302648374356,0.8409513660061866
0.05,140,0.9268497289582758,0.004384525233041536,0.9265961669135283,0.004397184985794937,0.8360281415813535,0.004846441678976203,0.8847661530343405,0.0029047165357933623,0.8843567843137272,0.0029158987386368597,0.9284313725490196,0.005748058529195345,0.5713834933936885,0.0730431498140587,13.731922346156528,0.7177923966154337
0.05,150,0.9490355909569084,0.003961841953304263,0.9488640062505986,0.003981385457250147,0.8807286894780784,0.010839565826282744,0.9185385191010405,0.0017486866090057384,0.9182423023812702,0.0017612284285204727,0.9318627450980392,0.0027292962562892424,0.5452395628172961,0.13787366426209108,14.266301731711485,1.9055297684882087
0.05,160,0.9820396527525475,0.002123074629034558,0.9819847926699184,0.0021316497470100816,0.9493544710566733,0.005749645077311533,0.9446563224152686,0.005283158678794677,0.9444567740222805,0.005308000216222659,0.9441176470588234,0.003997428046642137,0.31811177936057894,0.02593450195305724,10.381540105056313,0.3161321315123916
0.05,170,0.9957812328498459,0.00037444697437725153,0.9957679935743868,0.00037578863472884143,0.984974885131145,0.001450754373409483,0.9826392408335621,0.0021241259115540503,0.9825815703868873,0.002132322939885619,0.9473529411764705,0.003150248826090072,0.24973513689361093,0.0158674534641022,8.64743844636009,0.04097440127857736
0.05,180,0.998731665790076,7.946858186421606e-05,0.9987276955564104,7.979332135755668e-05,0.9954567376267589,0.0007003736512951057,0.9960187867553433,0.00037830454697369354,0.9960056506237722,0.0003800569739362532,0.9488235294117647,0.0029329951571865935,0.23845323598259904,0.01800256561244091,8.69676094064144,0.04137735385232314
0.05,190,0.9993165976769622,0.0001436620693879943,0.99931472342679,0.0001440138156526594,0.9958132388299799,0.003371008250711743,0.9986562396523657,0.0004024547286675131,0.9986519904062694,0.0004035807071264728,0.9492156862745098,0.003131121455425767,0.23602151235694255,0.01648938325092011,8.71023154582613,0.030193103617513987
0.05,200,1.0,0.0,1.0,0.0,0.9999999999999998,2.2887833992611187e-16,0.9993165976769622,0.00014366206938806408,0.99931472342679,0.0001440138156526594,0.9496078431372549,0.00310801323218575,0.23604426464546258,0.01631623877290739,8.710325447888664,0.03269553479396006
0.1,0,0.06027662676203076,0.01119289516226504,0.05878375121819054,0.011246109337292759,0.347028749474775,0.03354703238003257,,,,,0.3854901960784313,0.004447026835310498,1.8027403549717633,0.014860269885634398,-0.5822196256464671,0.027310954314991656
0.1,1,0.34251689539798374,0.0328001175843115,0.3417142282506086,0.03209311410849772,0.3460364905395473,0.032159750404714145,0.19486938877753265,0.06474645467304212,0.1946669120429192,0.0645785001697714,0.5072549019607843,0.02512798841162506,1.453860570737654,0.06288534318157833,0.028154357358012805,0.14966805751122206
0.1,2,0.48235224014967315,0.024465525505728888,0.4808380368389443,0.024601380158897044,0.4638611160597644,0.03418515597960688,0.643198444478803,0.0510385189688135,0.643978314800388,0.04994075917325082,0.6168627450980392,0.034082907149841205,1.19052559890616,0.06515026844483406,1.0509712287557131,0.5076071434719495
0.1,3,0.5367362630798146,0.02097827203648576,0.5354533782553493,0.0211147340706065,0.5146386158692835,0.023766970571271997,0.8036461124598564,0.019588916591901543,0.803224820558297,0.019695095531225063,0.6937254901960784,0.018450527176613763,1.0309745085481175,0.0572661060662546,2.171969188304547,0.5371784639448238
0.1,4,0.5965996556073598,0.030723484582777353,0.5954502870906122,0.030764923393785303,0.5587928230773953,0.024726625664797785,0.7861662407813345,0.03370225202705439,0.7856785905742016,0.033791546532788354,0.7359803921568627,0.017764451584553947,0.8701206203052878,0.0308775340736434,3.045396471751328,0.5647775544280559
0.1,5,0.6282223609898748,0.014889966975707051,0.6271708691698347,0.015019794715860041,0.5834616301013609,0.013707419120123104,0.8171668487212781,0.03307665533813426,0.8167168323693659,0.033142482896881,0.7757843137254902,0.017200923814859014,0.7902792292614155,0.04414518735265875,3.812971848103288,0.5896332651844882
0.1,6,0.6555762822116855,0.017317073483407264,0.654698840778703,0.01732149616067789,0.598709131607337,0.006571486848019595,0.8335634846621852,0.029517319297907678,0.8331376153324666,0.029622831623789918,0.7997058823529412,0.013728115995330076,0.7035473729824663,0.04395278931684602,4.579709237083594,0.27353552869794306
0.1,7,0.6687816345574525,0.017447903137373842,0.6679557218025864,0.017530546761361735,0.600706759308708,0.011420045794944466,0.8580798623815117,0.02225672659487452,0.8577559089940786,0.022334147744709803,0.8147058823529412,0.014375370880995272,0.6432886453479391,0.043568461568018274,4.686641180638462,0.26166945020040006
0.1,8,0.6655229509531241,0.023425516918770456,0.6647093609671664,0.023407501550240756,0.6014984394892683,0.012083575150920284,0.8277755316850441,0.021449321755403095,0.8274098092865639,0.021499448775254896,0.8265686274509804,0.004991823379647449,0.6108580701448721,0.027351927758735337,4.9559555925993495,0.24919783278001725
0.1,9,0.672810040889046,0.023931731825186014,0.6719447082113159,0.024019345163862692,0.5988807136456333,0.012035844571093758,0.8014371158850867,0.04939899521655902,0.8010217661540832,0.04946353699330894,0.831078431372549,0.002993810095020125,0.5890724707010927,0.02300983669204266,5.011612222391912,0.23061159199612938
0.1,10,0.6776756296845395,0.024975057103586332,0.6769031030428393,0.02490235622703955,0.5999921078188567,0.010869768286698993,0.8029766422700098,0.041596046479612125,0.8025410908558068,0.04170685829726756,0.837843137254902,0.004745037270717656,0.5444528754038189,0.03593650461346735,5.220529283265865,0.27637066536266836
0.1,11,0.6989647703085817,0.009346134702453868,0.698269822432674,0.009405352200157268,0.6006086899599394,0.005652915220049429,0.8032137180940964,0.017315738635218562,0.8027842347801789,0.0173639479072652,0.8472549019607843,0.006225683183669201,0.5240239537506867,0.023734714522308218,5.416669328853739,0.18973995600467677
0.1,12,0.6949456727488801,0.013537910607469221,0.6942495250156452,0.013534867251168512,0.6001672990231086,0.0056619098478375655,0.8175981014727055,0.025541756392560528,0.8172295378778809,0.025560714099235105,0.8516666666666666,0.009029459666475755,0.5072396285008164,0.027364598307598284,5.470837693068379,0.14504415520276037
0.1,13,0.6962238279439376,0.008799851238464362,0.695540045608271,0.008824444038673667,0.596912256537476,0.009624904578313097,0.8004099492880726,0.039014422542476924,0.7999731165732192,0.039091378879911244,0.8508823529411764,0.005484941463019335,0.5123668198576523,0.011990628970709186,5.623943686979888,0.23854008249853598
0.1,14,0.6893377321205946,0.02459878061206018,0.6886157680189642,0.024638349609119523,0.5919238249758274,0.011072406504884174,0.8189267991542959,0.031248553104903525,0.8185532652736333,0.03132711923154111,0.856764705882353,0.0070134023397958895,0.47621460127982934,0.01002546070153033,5.642639334557147,0.15701566828298766
0.1,15,0.6852350767642934,0.016691144012622085,0.6845216297200872,0.016782738449438027,0.5996226331851344,0.012434637374722784,0.7985031973849721,0.02837874589445772,0.7980833286429636,0.02845453686830602,0.8549019607843137,0.010123468837286003,0.477159062818499,0.032578437900635554,5.864584124869576,0.24915528748342355
0.1,16,0.7172016197262121,0.00834440366587153,0.7165506900616581,0.008388972102697621,0.6059952681762732,0.011681127277530231,0.7925910177261416,0.025911175271189454,0.7921183675909911,0.02600061431560904,0.8616666666666667,0.009361333432229295,0.46463230010027684,0.04003393369514325,6.072374925056982,0.27476446868103405
0.1,17,0.7102818494646315,0.008431024608887136,0.7096573766278357,0.008405746360038666,0.5992838375899093,0.008034076354351176,0.8045006036954387,0.018801988479512585,0.8040483252775102,0.018870476893709326,0.8661764705882353,0.004071874442606885,0.44992647083013076,0.027835172029952723,5.877256218159995,0.27644763558376
0.1,18,0.706331906988679,0.01645255123533366,0.7057031242390159,0.016453720974258977,0.6017199737693769,0.013775926128141462,0.7799699007822759,0.04970681771736335,0.7794976004976821,0.049811880175036814,0.860686274509804,0.006252642655458212,0.4742112768724159,0.02951408625571685,5.901720491804639,0.23327044517588924
0.1,19,0.718401235706898,0.02010380477765006,0.7177829678452629,0.020178063065547022,0.6062646985279194,0.012559276672137349,0.8068785570572871,0.04090921420265612,0.8064441896432786,0.04104622999852907,0.8701960784313725,0.011519086346143249,0.4493593313478487,0.037029609202199824,5.980251745104295,0.24375198842968654
0.1,20,0.7194990475167558,0.022379347866628672,0.7189036019592316,0.02243696117566893,0.6074787302389607,0.0113347447106043,0.8071413377405655,0.0328725645702255,0.8067307449455624,0.03295997214595629,0.8690196078431371,0.008633576256975195,0.4339732789015659,0.022284127146594054,6.158929641532608,0.15649918641021163
0.1,22,0.7181933508597536,0.015177003223176952,0.7175960064868445,0.015226474810055379,0.608953236872393,0.011648748629155565,0.7998845065752908,0.028048473851089873,0.7993992647167057,0.028127501004445592,0.870686274509804,0.008234710530209317,0.43735334326323044,0.029252108279432455,6.443566271845401,0.29702057670323856
0.1,24,0.7234848142823459,0.011857138976442382,0.7228944142678131,0.011901842936290045,0.6096437748602178,0.007639432232741471,0.8132161548375938,0.028511099074026,0.812795713778446,0.028605697436617634,0.8715686274509803,0.006438198792433162,0.43776391198904374,0.015125145091399035,6.45342522980985,0.24342234184890746
0.1,26,0.7224666743131207,0.014274256619169734,0.7218812050158387,0.014323404012195357,0.611524178561859,0.009089567985178,0.8213002569704193,0.014535315546853004,0.8209458118323327,0.0145553665379204,0.8735294117647058,0.0066673875042820565,0.4216476744400701,0.014682882176752638,6.485429294096076,0.3126458801611662
0.1,28,0.7360897525816412,0.008150671857427046,0.7355529726603984,0.008162748262066198,0.615014738431096,0.004931194229981446,0.8050405848504381,0.025238143095764817,0.8046361820621737,0.025262928418409814,0.8784313725490197,0.0067835061289696075,0.4195374916041012,0.019831774484742503,6.6050525748833495,0.2981359707582249
0.1,30,0.7284094989969236,0.033069756924786635,0.7278544289228185,0.033142211391573605,0.6162534520352257,0.009873168024655099,0.810596691160786,0.03928708926083887,0.8102013507560952,0.039351030484783764,0.8761764705882353,0.005847527630763382,0.4347289492759182,0.02281870984368643,6.628701968328049,0.264157743585213
0.1,35,0.7396682276451084,0.004351007464318176,0.7391655926120284,0.00433341273243896,0.6181713256736607,0.009440570318255095,0.8063881319890214,0.048198003579521725,0.8059649470307093,0.04828818719112246,0.8791176470588236,0.0061480047431815964,0.42096662891606673,0.026532670007825013,6.598965134416588,0.1592790632466524
0.1,40,0.7363019930708053,0.025734185495435127,0.7357494590230842,0.025798154189060674,0.6173705991796413,0.014455486916436621,0.8057194473440245,0.041701362110391195,0.8053053315050157,0.04179287876291153,0.8834313725490196,0.007746028735344428,0.3990823386005226,0.02700577657254936,6.772410486512724,0.25055072006853246
0.1,45,0.7476090767772647,0.013134758179518103,0.7470599514864131,0.01316380390262055,0.6271465634845976,0.006449100684546382,0.8017428603535939,0.036619023999250586,0.801298715099423,0.03671663176279622,0.882156862745098,0.004514064483616195,0.4087203126792535,0.02336159952243553,7.030095096185332,0.23091487723130777
0.1,50,0.7562520903670416,0.017249442543627636,0.7557643434396113,0.017283044843011047,0.6293521720907755,0.006120781028616463,0.8230702863511435,0.016562282922032132,0.8227143437492664,0.016571107752999956,0.887549019607843,0.008044295382247468,0.39340276063202795,0.022967861521936903,7.137004869816954,0.40141663456807014
0.1,60,0.7579534084272884,0.02042094901784886,0.7574403749066977,0.020488001977506033,0.6292887588991075,0.011314813778316715,0.8017825263633165,0.026785704376414105,0.8013488877313512,0.026804607389791197,0.8873529411764706,0.00659855634135836,0.40570098866435156,0.017321133312758155,7.518471328757324,0.7717535315363796
0.1,70,0.772294293188704,0.012277689233881109,0.771853940436204,0.01228262308163957,0.6417241147987277,0.006579082327106352,0.8012967545092881,0.025680478020855255,0.8008189702427175,0.02572927215660688,0.893921568627451,0.0027642886627199277,0.37274055433413744,0.02712124426763155,7.639568581633353,0.4339396452300261
0.1,80,0.7833178898977758,0.01709926113025533,0.7828985901489994,0.01715902490985158,0.6465771905516513,0.005895982549223539,0.8154321537351412,0.025329745218540815,0.8150180928728815,0.025390186993367637,0.8994117647058824,0.004293065499178678,0.35569009127063966,0.012652276637671314,8.006119706649013,0.3969926162136173
0.1,90,0.8008819648452812,0.00570065295749792,0.8004536142653856,0.005690319121865665,0.6581784080951466,0.008430856474710634,0.8344573257948955,0.016626460488874745,0.834037304087272,0.016678507112665667,0.9077450980392158,0.005238450983291188,0.3292092560913473,0.013161805995721296,8.44196417879522,0.2568710405693392
0.1,100,0.8161886125535422,0.006870249048177463,0.8158053845207093,0.0068772600284084245,0.6698689694220527,0.005629318299302168,0.8379656785862875,0.011090853129649539,0.8375406641494185,0.011106847238913318,0.9059803921568627,0.0012688410887789253,0.3590311457869762,0.013872129506823446,8.821951945058952,0.09509662825604208
0.1,110,0.8326954532599018,0.01411486059160797,0.8323303182833021,0.014148720442281649,0.6766579599946134,0.014629797237277569,0.8440230152983024,0.013895023077743674,0.8436058372290003,0.0139315462853984,0.9098039215686274,0.004840298445620449,0.33867233767066535,0.011878835399576404,9.210698475120694,0.46239551067620555
0.1,120,0.8529595046515912,0.00710228336095583,0.8525946962788671,0.007113559964131963,0.6948189586440051,0.008062931567555465,0.8578252062415551,0.01439055844203963,0.8574061260210891,0.014430176623136275,0.9146078431372547,0.0031464326540942508,0.3685511545288237,0.013310859983021216,10.19098454379816,0.2845754792144645
0.1,130,0.8662567316501406,0.008274277840991473,0.8658992483241027,0.008308957367277613,0.7202384639548842,0.016543068131169493,0.8518291433723922,0.004977675286101253,0.8513392932104658,0.005014659518114895,0.9192156862745098,0.0029897942513680206,0.3912411174972695,0.023248000226180766,10.96889633179281,0.7096746571580921
0.1,140,0.8840186053747251,0.007909588055984256,0.8836733371296799,0.007940685046153957,0.7437126392045582,0.012152628786956594,0.859494170579316,0.01141636700187822,0.8590290193726039,0.01146837045456634,0.9197058823529412,0.005668074321397082,0.42853966373144914,0.03439909176352177,11.252753945102844,0.532557807866628
0.1,150,0.900987647731775,0.006630073219824305,0.9006681369283305,0.006642332599342951,0.7792515243506605,0.010828248321181717,0.8601852412577266,0.017890202466766883,0.8596968466380916,0.017956854884217638,0.9251960784313725,0.004860115512919832,0.46670394404677984,0.049128603068288465,12.809247968283751,1.1839426546047171
0.1,160,0.9397131015957398,0.003911697483838997,0.9395101806348889,0.003932984721485047,0.8442767338108845,0.008411649319115469,0.8913177628818284,0.009520450705895729,0.8909395276814316,0.00954383208377553,0.9320588235294117,0.002912441328924121,0.5289561559473661,0.037315137470709504,14.811131010368518,1.1859106532252888
0.1,170,0.9816909554808569,0.001713627771686732,0.9816318109565654,0.001722628901098766,0.9446641309635057,0.0026607820267854215,0.938019715408393,0.003551828903529125,0.9378064063591832,0.0035695592520240413,0.9422549019607842,0.003755682609681948,0.32818715804962834,0.02680943287444211,10.63420026634401,0.3781729207634486
0.1,180,0.9968563029599571,0.0005506059920907928,0.9968463539514435,0.0005534110393491775,0.9890067346332796,0.0017762841760658936,0.9819642163446118,0.0024905752944963133,0.9819026231349746,0.0025021715459646967,0.9484313725490197,0.0014868383223630695,0.2447381341244589,0.014417294822617218,8.853432638258052,0.326739252570694
0.1,190,0.999211763899465,7.52220500831931e-05,0.999209486173098,7.53026268725555e-05,0.9973370395579131,0.0005642328273443617,0.9968622053911538,0.0006414826887187031,0.99685211284394,0.0006443341084781994,0.9496078431372549,0.00164050985594924,0.23348750198744947,0.007255618306994367,8.739380602399265,0.22149067681017034
0.1,200,1.0,1.5700924586837752e-16,1.0,0.0,1.0,0.0,0.999211763899465,7.52220500831931e-05,0.999209486173098,7.53026268725555e-05,0.9498039215686275,0.002153517905538084,0.23356315813441295,0.009334470089568718,8.737287275901837,0.22805986308051018
0.2,0,0.06096894262672979,0.011263780113742383,0.05946921323771774,0.011327580121712293,0.3337398414076519,0.03548214131714577,,,,,0.3854901960784313,0.004447026835310498,1.8027403549717633,0.014860269885634398,-0.5822196256464671,0.027310954314991656
0.2,1,0.298142813046099,0.03832760687339659,0.29690258375365086,0.03843223530247942,0.3087050622341404,0.05757328149635813,0.1718029911231416,0.022448102404541263,0.1712491088427818,0.022444554815088624,0.377156862745098,0.06531446571004072,2.057389235539189,0.279228729632504,-0.8835829402351519,0.41861013367398203
