epoch,nc1_papyan,log10_nc1_papyan,nc2_etf_deviation,nc3_self_duality_frobenius,nc4_ncc_disagreement,nc1,log10_nc1,nc3_weight_mean_alignment,nc4_ncm_disagreement
0,38.57398884,1.586295,1.97024619,1.41764685,0.94914,38.57398884,1.586295,1.41764685,0.94914
1,32.09117794,1.506386,1.71396088,0.71511186,0.41922,32.09117794,1.506386,0.71511186,0.41922
2,5.15698081,0.712396,1.31815477,0.60207321,0.2106,5.15698081,0.712396,0.60207321,0.2106
3,2.43023538,0.385648,1.24030453,0.60507779,0.27326,2.43023538,0.385648,0.60507779,0.27326
4,1.47303706,0.168214,1.04055631,0.61159166,0.17734,1.47303706,0.168214,0.61159166,0.17734
5,1.07003847,0.029399,0.90937452,0.58653415,0.21158,1.07003847,0.029399,0.58653415,0.21158
6,0.86343663,-0.06377,0.84335569,0.50927829,0.0959,0.86343663,-0.06377,0.50927829,0.0959
7,0.77647306,-0.109874,0.96996003,0.56650711,0.23388,0.77647306,-0.109874,0.56650711,0.23388
8,0.73927216,-0.131196,0.87458988,0.48112488,0.11844,0.73927216,-0.131196,0.48112488,0.11844
9,0.74311541,-0.128944,0.92525844,0.50459196,0.15774,0.74311541,-0.128944,0.50459196,0.15774
10,0.64926612,-0.187577,0.83926333,0.45993178,0.11672,0.64926612,-0.187577,0.45993178,0.11672
11,0.66017387,-0.180342,0.88998722,0.48375589,0.1606,0.66017387,-0.180342,0.48375589,0.1606
12,0.56389349,-0.248803,0.81879202,0.45746771,0.0872,0.56389349,-0.248803,0.45746771,0.0872
13,0.61996167,-0.207635,0.81734086,0.44852595,0.09756,0.61996167,-0.207635,0.44852595,0.09756
14,0.68485514,-0.164401,0.87539551,0.49810093,0.24312,0.68485514,-0.164401,0.49810093,0.24312
15,0.58856015,-0.230209,0.78765271,0.41875915,0.16166,0.58856015,-0.230209,0.41875915,0.16166
16,0.60003495,-0.221823,0.75930024,0.40799413,0.1486,0.60003495,-0.221823,0.40799413,0.1486
17,0.52790748,-0.277442,0.71318569,0.43389986,0.14086,0.52790748,-0.277442,0.43389986,0.14086
18,0.61441927,-0.211535,0.70776388,0.40930457,0.13574,0.61441927,-0.211535,0.40930457,0.13574
19,0.5448655,-0.263711,0.66190543,0.40781051,0.13136,0.5448655,-0.263711,0.40781051,0.13136
20,0.4811527,-0.317717,0.63035538,0.35955556,0.06734,0.4811527,-0.317717,0.35955556,0.06734
22,0.46898225,-0.328844,0.64881921,0.38149095,0.09674,0.46898225,-0.328844,0.38149095,0.09674
24,0.4978787,-0.302876,0.70839321,0.36181051,0.09904,0.4978787,-0.302876,0.36181051,0.09904
26,0.4996004,-0.301377,0.71413819,0.3843855,0.08218,0.4996004,-0.301377,0.3843855,0.08218
28,0.43886283,-0.357671,0.61004641,0.37297927,0.088,0.43886283,-0.357671,0.37297927,0.088
30,0.4690868,-0.328747,0.73765824,0.38076549,0.0726,0.4690868,-0.328747,0.38076549,0.0726
35,0.49207392,-0.30797,0.68624078,0.37485082,0.0979,0.49207392,-0.30797,0.37485082,0.0979
40,0.43241176,-0.364103,0.66036011,0.38865392,0.06144,0.43241176,-0.364103,0.38865392,0.06144
45,0.4354478,-0.361064,0.65419235,0.33717923,0.08274,0.4354478,-0.361064,0.33717923,0.08274
50,0.4290182,-0.367524,0.795984,0.38650462,0.10474,0.4290182,-0.367524,0.38650462,0.10474
60,0.38866896,-0.41042,0.65915143,0.33016612,0.04736,0.38866896,-0.41042,0.33016612,0.04736
70,0.37560207,-0.425272,0.55342023,0.29695719,0.05298,0.37560207,-0.425272,0.29695719,0.05298
80,0.32883767,-0.483018,0.56529976,0.299158,0.06232,0.32883767,-0.483018,0.299158,0.06232
90,0.33727397,-0.472017,0.51854355,0.29549672,0.07288,0.33727397,-0.472017,0.29549672,0.07288
100,0.29454698,-0.530845,0.46488507,0.28141849,0.03874,0.29454698,-0.530845,0.28141849,0.03874
110,0.29715078,-0.527023,0.49144975,0.29631121,0.07154,0.29715078,-0.527023,0.29631121,0.07154
120,0.23088982,-0.636595,0.42571321,0.23307669,0.0155,0.23088982,-0.636595,0.23307669,0.0155
130,0.20620758,-0.685695,0.38662506,0.22270299,0.0191,0.20620758,-0.685695,0.22270299,0.0191
140,0.18122003,-0.741794,0.34431379,0.22199111,0.02094,0.18122003,-0.741794,0.22199111,0.02094
150,0.13759939,-0.861383,0.27814632,0.19702317,0.00646,0.13759939,-0.861383,0.19702317,0.00646
160,0.08468974,-1.072169,0.22267117,0.16969167,0.001,0.08468974,-1.072169,0.16969167,0.001
170,0.04504497,-1.346354,0.18818412,0.16769724,0.0001,0.04504497,-1.346354,0.16769724,0.0001
180,0.0263478,-1.579256,0.19556473,0.16898244,0.0,0.0263478,-1.579256,0.16898244,0.0
190,0.02233306,-1.651052,0.19897115,0.17163775,0.0,0.02233306,-1.651052,0.17163775,0.0
200,0.02186686,-1.660214,0.19984559,0.17381731,0.0,0.02186686,-1.660214,0.17381731,0.0
