epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.17656
0,2,2040,0.137068
0,3,2040,0.155936
0,4,2040,0.102159
0,5,2040,0.100866
0,6,2040,0.096807
0,7,2040,0.096963
0,8,2040,0.085039
0,9,2040,0.078499
0,10,2040,0.068354
0,11,2040,0.114594
0,12,2040,0.093002
0,13,2040,0.07628
0,14,2040,0.079606
0,15,2040,0.10682
0,16,2040,0.100296
0,17,2040,0.078506
0,18,2040,0.077263
0,19,2040,0.097918
0,20,2040,0.101718
0,22,2040,0.077563
0,24,2040,0.085546
0,26,2040,0.073659
0,28,2040,0.064551
0,30,2040,0.076581
0,35,2040,0.084045
0,40,2040,0.066677
0,45,2040,0.090659
0,50,2040,0.083919
0,60,2040,0.086336
0,70,2040,0.072143
0,80,2040,0.088188
0,90,2040,0.086112
0,100,2040,0.080364
0,110,2040,0.071695
0,120,2040,0.090455
0,130,2040,0.075561
0,140,2040,0.073312
0,150,2040,0.064496
0,160,2040,0.06438
0,170,2040,0.062185
0,180,2040,0.062111
0,190,2040,0.063006
0,200,2040,0.062864
1,1,2040,1.0
1,2,2040,0.575542
1,3,2040,0.554752
1,4,2040,0.467714
1,5,2040,0.398354
1,6,2040,0.453094
1,7,2040,0.451803
1,8,2040,0.427661
1,9,2040,0.432556
1,10,2040,0.409158
1,11,2040,0.435761
1,12,2040,0.398955
1,13,2040,0.430195
1,14,2040,0.386557
1,15,2040,0.424657
1,16,2040,0.405927
1,17,2040,0.400763
1,18,2040,0.454529
1,19,2040,0.383965
1,20,2040,0.410134
1,22,2040,0.382185
1,24,2040,0.429096
1,26,2040,0.374726
1,28,2040,0.332497
1,30,2040,0.382441
1,35,2040,0.413871
1,40,2040,0.37607
1,45,2040,0.447705
1,50,2040,0.429806
1,60,2040,0.402093
1,70,2040,0.367758
1,80,2040,0.390103
1,90,2040,0.372675
1,100,2040,0.377489
1,110,2040,0.369476
1,120,2040,0.387609
1,130,2040,0.330549
1,140,2040,0.357815
1,150,2040,0.31191
1,160,2040,0.308867
1,170,2040,0.305155
1,180,2040,0.300414
1,190,2040,0.305026
1,200,2040,0.306383
2,2,2040,1.0
2,3,2040,0.77199
2,4,2040,0.698506
2,5,2040,0.66658
2,6,2040,0.676799
2,7,2040,0.654351
2,8,2040,0.643116
2,9,2040,0.611973
2,10,2040,0.584105
2,11,2040,0.63397
2,12,2040,0.614664
2,13,2040,0.622463
2,14,2040,0.579486
2,15,2040,0.6079
2,16,2040,0.596939
2,17,2040,0.565157
2,18,2040,0.600329
2,19,2040,0.577664
2,20,2040,0.607026
2,22,2040,0.581711
2,24,2040,0.607374
2,26,2040,0.589002
2,28,2040,0.564345
2,30,2040,0.59767
2,35,2040,0.595607
2,40,2040,0.573844
2,45,2040,0.604285
2,50,2040,0.572633
2,60,2040,0.600415
2,70,2040,0.566783
2,80,2040,0.555268
2,90,2040,0.556579
2,100,2040,0.543784
2,110,2040,0.527794
2,120,2040,0.5396
2,130,2040,0.48814
2,140,2040,0.501238
2,150,2040,0.468012
2,160,2040,0.448432
2,170,2040,0.449207
2,180,2040,0.449359
2,190,2040,0.454827
2,200,2040,0.45854
3,3,2040,1.0
3,4,2040,0.793601
3,5,2040,0.72036
3,6,2040,0.740981
3,7,2040,0.72691
3,8,2040,0.705194
3,9,2040,0.678078
3,10,2040,0.671689
3,11,2040,0.714767
3,12,2040,0.687474
3,13,2040,0.684599
3,14,2040,0.611202
3,15,2040,0.676953
3,16,2040,0.669402
3,17,2040,0.626612
3,18,2040,0.661148
3,19,2040,0.647016
3,20,2040,0.667696
3,22,2040,0.642216
3,24,2040,0.682693
3,26,2040,0.650278
3,28,2040,0.608646
3,30,2040,0.66085
3,35,2040,0.653016
3,40,2040,0.638857
3,45,2040,0.673834
3,50,2040,0.644774
3,60,2040,0.652029
3,70,2040,0.6243
3,80,2040,0.625888
3,90,2040,0.616473
3,100,2040,0.610171
3,110,2040,0.593318
3,120,2040,0.609195
3,130,2040,0.547693
3,140,2040,0.55409
3,150,2040,0.524222
3,160,2040,0.511117
3,170,2040,0.513124
3,180,2040,0.512719
3,190,2040,0.517763
3,200,2040,0.521742
4,4,2040,1.0
4,5,2040,0.830393
4,6,2040,0.797152
4,7,2040,0.757033
4,8,2040,0.796917
4,9,2040,0.725893
4,10,2040,0.704785
4,11,2040,0.772635
4,12,2040,0.753385
4,13,2040,0.716787
4,14,2040,0.672546
4,15,2040,0.741076
4,16,2040,0.734096
4,17,2040,0.709512
4,18,2040,0.698033
4,19,2040,0.685208
4,20,2040,0.748692
4,22,2040,0.746667
4,24,2040,0.724671
4,26,2040,0.733883
4,28,2040,0.717859
4,30,2040,0.72895
4,35,2040,0.733924
4,40,2040,0.737905
4,45,2040,0.705128
4,50,2040,0.701756
4,60,2040,0.746423
4,70,2040,0.680553
4,80,2040,0.691562
4,90,2040,0.687424
4,100,2040,0.709749
4,110,2040,0.645116
4,120,2040,0.646293
4,130,2040,0.619545
4,140,2040,0.622379
4,150,2040,0.57779
4,160,2040,0.567653
4,170,2040,0.571145
4,180,2040,0.577446
4,190,2040,0.581896
4,200,2040,0.589427
5,5,2040,1.0
5,6,2040,0.801473
5,7,2040,0.784807
5,8,2040,0.794742
5,9,2040,0.737956
5,10,2040,0.733496
5,11,2040,0.788475
5,12,2040,0.802511
5,13,2040,0.746621
5,14,2040,0.707134
5,15,2040,0.728843
5,16,2040,0.752621
5,17,2040,0.744799
5,18,2040,0.675143
5,19,2040,0.723442
5,20,2040,0.77525
5,22,2040,0.753501
5,24,2040,0.753379
5,26,2040,0.745486
5,28,2040,0.749259
5,30,2040,0.777822
5,35,2040,0.745368
5,40,2040,0.752531
5,45,2040,0.683992
5,50,2040,0.684017
5,60,2040,0.747616
5,70,2040,0.719168
5,80,2040,0.729592
5,90,2040,0.72743
5,100,2040,0.729422
5,110,2040,0.677413
5,120,2040,0.675245
5,130,2040,0.641461
5,140,2040,0.641444
5,150,2040,0.624807
5,160,2040,0.591365
5,170,2040,0.595325
5,180,2040,0.603804
5,190,2040,0.605844
5,200,2040,0.613191
6,6,2040,1.0
6,7,2040,0.831276
6,8,2040,0.847944
6,9,2040,0.803332
6,10,2040,0.811828
6,11,2040,0.816386
6,12,2040,0.822384
6,13,2040,0.809663
6,14,2040,0.77298
6,15,2040,0.790444
6,16,2040,0.806888
6,17,2040,0.79375
6,18,2040,0.795938
6,19,2040,0.749788
6,20,2040,0.817521
6,22,2040,0.798651
6,24,2040,0.810595
6,26,2040,0.780192
6,28,2040,0.765043
6,30,2040,0.789569
6,35,2040,0.788399
6,40,2040,0.788599
6,45,2040,0.782114
6,50,2040,0.777004
6,60,2040,0.796785
6,70,2040,0.76425
6,80,2040,0.77314
6,90,2040,0.766398
6,100,2040,0.758138
6,110,2040,0.750264
6,120,2040,0.742974
6,130,2040,0.710777
6,140,2040,0.709169
6,150,2040,0.661231
6,160,2040,0.663387
6,170,2040,0.660651
6,180,2040,0.663939
6,190,2040,0.670178
6,200,2040,0.673948
7,7,2040,1.0
7,8,2040,0.794011
7,9,2040,0.783454
7,10,2040,0.81686
7,11,2040,0.775515
7,12,2040,0.835987
7,13,2040,0.801921
7,14,2040,0.758173
7,15,2040,0.755125
7,16,2040,0.801023
7,17,2040,0.781829
7,18,2040,0.733861
7,19,2040,0.715793
7,20,2040,0.785146
7,22,2040,0.748851
7,24,2040,0.752121
7,26,2040,0.720712
7,28,2040,0.717556
7,30,2040,0.785754
7,35,2040,0.755421
7,40,2040,0.806807
7,45,2040,0.741072
7,50,2040,0.781511
7,60,2040,0.741441
7,70,2040,0.741491
7,80,2040,0.779983
7,90,2040,0.736509
7,100,2040,0.727759
7,110,2040,0.746573
7,120,2040,0.724102
7,130,2040,0.692702
7,140,2040,0.684871
7,150,2040,0.627699
7,160,2040,0.630116
7,170,2040,0.628005
7,180,2040,0.630017
7,190,2040,0.632661
7,200,2040,0.638933
8,8,2040,1.0
8,9,2040,0.814848
8,10,2040,0.828597
8,11,2040,0.828426
8,12,2040,0.821242
8,13,2040,0.808889
8,14,2040,0.784646
8,15,2040,0.794099
8,16,2040,0.823209
8,17,2040,0.79986
8,18,2040,0.768083
8,19,2040,0.755683
8,20,2040,0.83064
8,22,2040,0.803186
8,24,2040,0.802009
8,26,2040,0.807199
8,28,2040,0.777439
8,30,2040,0.812697
8,35,2040,0.804413
8,40,2040,0.777964
8,45,2040,0.769134
8,50,2040,0.782819
8,60,2040,0.80905
8,70,2040,0.755891
8,80,2040,0.765615
8,90,2040,0.767826
8,100,2040,0.753588
8,110,2040,0.737597
8,120,2040,0.722465
8,130,2040,0.701572
8,140,2040,0.708971
8,150,2040,0.65555
8,160,2040,0.653349
8,170,2040,0.649256
8,180,2040,0.65639
8,190,2040,0.661974
8,200,2040,0.666295
9,9,2040,1.0
9,10,2040,0.833799
9,11,2040,0.801776
9,12,2040,0.803824
9,13,2040,0.797012
9,14,2040,0.770837
9,15,2040,0.779294
9,16,2040,0.783276
9,17,2040,0.774127
9,18,2040,0.744451
9,19,2040,0.717316
9,20,2040,0.78534
9,22,2040,0.758782
9,24,2040,0.772596
9,26,2040,0.765098
9,28,2040,0.737482
9,30,2040,0.777056
9,35,2040,0.760978
9,40,2040,0.76664
9,45,2040,0.726953
9,50,2040,0.771242
9,60,2040,0.767349
9,70,2040,0.733015
9,80,2040,0.756806
