run_name,lr,seed,epoch,component,probe,train_acc,test_acc,k_main,threshold_mode,threshold_value
final_lr010_seed3,0.1,3,0,full,logistic_regression,0.47378,0.4411,243,singular_mass,0.8
final_lr010_seed3,0.1,3,0,main,logistic_regression,0.44594,0.4292,243,singular_mass,0.8
final_lr010_seed3,0.1,3,0,residual,logistic_regression,0.19662,0.1787,243,singular_mass,0.8
final_lr010_seed3,0.1,3,1,full,logistic_regression,0.57756,0.5491,158,singular_mass,0.8
final_lr010_seed3,0.1,3,1,main,logistic_regression,0.53492,0.5347,158,singular_mass,0.8
final_lr010_seed3,0.1,3,1,residual,logistic_regression,0.23966,0.2161,158,singular_mass,0.8
final_lr010_seed3,0.1,3,2,full,logistic_regression,0.6825,0.6492,192,singular_mass,0.8
final_lr010_seed3,0.1,3,2,main,logistic_regression,0.6545,0.6385,192,singular_mass,0.8
final_lr010_seed3,0.1,3,2,residual,logistic_regression,0.21326,0.1946,192,singular_mass,0.8
final_lr010_seed3,0.1,3,3,full,logistic_regression,0.74858,0.7087,197,singular_mass,0.8
final_lr010_seed3,0.1,3,3,main,logistic_regression,0.72778,0.7013,197,singular_mass,0.8
final_lr010_seed3,0.1,3,3,residual,logistic_regression,0.21322,0.1977,197,singular_mass,0.8
final_lr010_seed3,0.1,3,4,full,logistic_regression,0.80166,0.7613,195,singular_mass,0.8
final_lr010_seed3,0.1,3,4,main,logistic_regression,0.78274,0.7612,195,singular_mass,0.8
final_lr010_seed3,0.1,3,4,residual,logistic_regression,0.22124,0.1931,195,singular_mass,0.8
final_lr010_seed3,0.1,3,5,full,logistic_regression,0.84248,0.795,196,singular_mass,0.8
final_lr010_seed3,0.1,3,5,main,logistic_regression,0.82314,0.798,196,singular_mass,0.8
final_lr010_seed3,0.1,3,5,residual,logistic_regression,0.22316,0.2014,196,singular_mass,0.8
final_lr010_seed3,0.1,3,6,full,logistic_regression,0.87188,0.8238,199,singular_mass,0.8
final_lr010_seed3,0.1,3,6,main,logistic_regression,0.85418,0.8276,199,singular_mass,0.8
final_lr010_seed3,0.1,3,6,residual,logistic_regression,0.22868,0.2166,199,singular_mass,0.8
final_lr010_seed3,0.1,3,7,full,logistic_regression,0.87852,0.8291,181,singular_mass,0.8
final_lr010_seed3,0.1,3,7,main,logistic_regression,0.85942,0.8332,181,singular_mass,0.8
