epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
11,0.0993844170297569,0.4773148213386535,0.83652,0.7678,0.213691,0.6873,0.764603,0,0.66017387,-0.180342,0.88998722,0.48375589,0.1606,0.8644,0.8323,0.8488,0.8485,,0.07781599,0.15059266,0.9002063,21.00360863,0.0,21003608632310.105,500,50,1,0.09010000000000007,0.9060796645702306,0.12219999999999998,0.8724318658280923,0.10550000000000004,0.889727463312369,0.10609999999999997,0.889412997903564,,
12,0.0992554663077387,0.4538238046073913,0.84398,0.8328,0.164492,0.695653,0.774117,0,0.56389349,-0.248803,0.81879202,0.45746771,0.0872,0.8674,0.8409,0.856,0.8582,,0.06207057,0.1733531,0.89105629,25.32869332,0.0,25328693317417.504,500,50,1,0.08710000000000007,0.9092243186582809,0.11360000000000003,0.8814465408805031,0.09830000000000005,0.8972746331236897,0.09640000000000004,0.8995807127882599,,
13,0.0991143625364344,0.4493187359333038,0.84648,0.8092,0.154636,0.698432,0.768148,0,0.61996167,-0.207635,0.81734086,0.44852595,0.09756,0.8662,0.8401,0.8547,0.8543,,0.05521943,0.1406489,0.89821722,21.17145561,0.0,21171455612464.03,500,50,1,0.08830000000000005,0.9079664570230608,0.11440000000000006,0.8806079664570231,0.09960000000000002,0.8959119496855347,0.10030000000000006,0.8954926624737946,,
14,0.0989611405310883,0.4395316699790955,0.84794,0.7046,0.209933,0.64962,0.725013,0,0.68485514,-0.164401,0.87539551,0.49810093,0.24312,0.8645,0.8368,0.8417,0.8419,,0.11417331,0.17844289,0.86359066,30.17670759,0.0,30176707594996.37,500,50,1,0.08999999999999997,0.9061844863731657,0.11770000000000003,0.8771488469601677,0.11260000000000003,0.8822851153039832,0.11270000000000002,0.8824947589098533,,
15,0.0987958380969373,0.4255260427856445,0.85376,0.7657,0.241492,0.689182,0.75562,0,0.58856015,-0.230209,0.78765271,0.41875915,0.16166,0.8706,0.8387,0.8497,0.8508,,0.15446576,0.11947445,0.90505846,24.67402301,0.0,24674023007615.11,500,50,1,0.08389999999999997,0.9125786163522014,0.11580000000000001,0.8791404612159329,0.10460000000000003,0.8906708595387841,0.1038,0.8918238993710692,,
16,0.0986184960198838,0.4173292272949219,0.85846,0.781,0.189646,0.708107,0.772513,0,0.60003495,-0.221823,0.75930024,0.40799413,0.1486,0.8641,0.8407,0.8478,0.8491,,0.05780851,0.09928541,0.91795213,25.50373239,0.0,25503732394794.06,500,50,1,0.09040000000000004,0.9057651991614256,0.11380000000000001,0.8812368972746332,0.10650000000000004,0.8886792452830189,0.10550000000000004,0.890041928721174,,
17,0.0984291580564315,0.4151520030498504,0.85698,0.8107,0.182921,0.703906,0.760935,0,0.52790748,-0.277442,0.71318569,0.43389986,0.14086,0.8807,0.859,0.8706,0.8724,,0.07161035,0.13723977,0.9043305,27.53838179,0.0,27538381787448.297,500,50,1,0.07379999999999998,0.9231656184486374,0.09550000000000003,0.90041928721174,0.0837,0.9125786163522014,0.08220000000000005,0.9144654088050315,,
18,0.0982278709228899,0.3983110086250305,0.86308,0.7934,0.237725,0.693175,0.747229,0,0.61441927,-0.211535,0.70776388,0.40930457,0.13574,0.8736,0.8506,0.854,0.8554,,0.10174753,0.13180641,0.89671839,26.18553862,0.0,26185538623792.203,500,50,1,0.08089999999999997,0.9157232704402517,0.10389999999999999,0.8916142557651993,0.10030000000000006,0.8951781970649896,0.09919999999999995,0.8966457023060798,,
19,0.0980146842838471,0.3941415307044983,0.86458,0.7949,0.263573,0.69164,0.739191,0,0.5448655,-0.263711,0.66190543,0.40781051,0.13136,0.8736,0.8468,0.857,0.8575,,0.1036481,0.10349029,0.91270043,23.2624997,0.0,23262499700744.95,500,50,1,0.08089999999999997,0.9157232704402517,0.10770000000000002,0.8876310272536688,0.09730000000000005,0.8983228511530399,0.09709999999999996,0.8988469601677149,,
20,0.0977896507399165,0.3906916863441467,0.86668,0.8466,0.204618,0.741882,0.795242,0,0.4811527,-0.317717,0.63035538,0.35955556,0.06734,0.8862,0.8612,0.8765,0.8784,,0.06753999,0.10358127,0.92709273,24.94441085,0.0,24944410851824.426,500,50,1,0.06830000000000003,0.9289308176100629,0.09330000000000005,0.9027253668763102,0.07780000000000009,0.9187631027253669,0.07620000000000005,0.9207547169811321,,
22,0.0973042679413772,0.3769478580474854,0.8716,0.8394,0.167549,0.730387,0.783665,0,0.46898225,-0.328844,0.64881921,0.38149095,0.09674,0.8863,0.8699,0.8763,0.8791,,0.06239197,0.12629381,0.90778499,22.5612899,0.0,22561289904095.234,500,50,1,0.06820000000000004,0.9290356394129979,0.08460000000000001,0.9118448637316562,0.07800000000000007,0.9185534591194968,0.07550000000000001,0.9214884696016772,,
24,0.0967722015414933,0.3678014554023742,0.87388,0.8334,0.165098,0.738362,0.785054,0,0.4978787,-0.302876,0.70839321,0.36181051,0.09904,0.8893,0.8704,0.8737,0.8788,,0.06622976,0.1019241,0.91884059,26.09360634,0.0,26093606341652.44,500,50,1,0.06520000000000004,0.9321802935010483,0.08410000000000006,0.9123689727463312,0.0806,0.9158280922431866,0.07579999999999998,0.9211740041928722,,
26,0.0961939766255643,0.3564422705650329,0.8775,0.8277,0.171907,0.721876,0.765456,0,0.4996004,-0.301377,0.71413819,0.3843855,0.08218,0.8876,0.8685,0.8721,0.8739,,0.06798827,0.11114016,0.90978928,27.7069946,0.0,27706994597564.93,500,50,1,0.06690000000000007,0.930398322851153,0.08599999999999997,0.9103773584905661,0.08220000000000005,0.9141509433962265,0.0807,0.9160377358490567,,
28,0.0955701638317722,0.3570247533607483,0.8784,0.8437,0.170273,0.730333,0.766421,0,0.43886283,-0.357671,0.61004641,0.37297927,0.088,0.8963,0.8751,0.887,0.8867,,0.05791455,0.12021626,0.90317438,27.55495773,0.0,27554957728385.73,500,50,1,0.05820000000000003,0.939517819706499,0.07940000000000003,0.9172955974842768,0.06730000000000003,0.929769392033543,0.06789999999999996,0.929454926624738,,
30,0.0949013787880307,0.3476781025123596,0.88182,0.8411,0.191551,0.741579,0.78168,0,0.4690868,-0.328747,0.73765824,0.38076549,0.0726,0.889,0.8686,0.8779,0.8767,,0.08138859,0.11637932,0.9137306,26.78187148,0.0,26781871475479.555,500,50,1,0.0655,0.9318658280922433,0.08589999999999998,0.9104821802935011,0.07640000000000002,0.9202306079664571,0.07789999999999997,0.9189727463312369,,
35,0.0930371013501972,0.3354068858528137,0.88588,0.8254,0.179616,0.73835,0.778966,0,0.49207392,-0.30797,0.68624078,0.37485082,0.0979,0.8891,0.8674,0.8714,0.8732,,0.05025825,0.11884438,0.91175609,26.82762803,0.0,26827628033908.68,500,50,1,0.06540000000000001,0.9319706498951782,0.08710000000000007,0.9092243186582809,0.08290000000000008,0.9134171907756813,0.08140000000000003,0.9153039832285116,,
40,0.0909074858712512,0.3239748968887329,0.88914,0.8591,0.174899,0.737067,0.774559,0,0.43241176,-0.364103,0.66036011,0.38865392,0.06144,0.8982,0.8763,0.8825,0.8825,,0.0604909,0.15887363,0.88538068,28.67283536,0.0,28672835360159.84,500,50,1,0.05630000000000002,0.9415094339622642,0.07820000000000005,0.9185534591194968,0.07180000000000009,0.9250524109014675,0.07210000000000005,0.9250524109014675,,
45,0.0885256621387895,0.3104932659626007,0.89422,0.8395,0.212329,0.743796,0.771786,0,0.4354478,-0.361064,0.65419235,0.33717923,0.08274,0.8986,0.8794,0.8863,0.8866,,0.09960494,0.09024373,0.91961227,30.31543444,0.0,30315434440434.684,500,50,1,0.05590000000000006,0.9419287211740042,0.07510000000000006,0.9218029350104822,0.06800000000000006,0.9290356394129979,0.06799999999999995,0.929350104821803,,
50,0.0859063148881594,0.3010983159923553,0.89728,0.8246,0.200861,0.73462,0.760138,0,0.4290182,-0.367524,0.795984,0.38650462,0.10474,0.9015,0.88,0.885,0.8856,,0.09097235,0.13199526,0.89440743,28.00458414,0.0,28004584138169.83,500,50,1,0.05300000000000005,0.9449685534591195,0.07450000000000001,0.9224318658280923,0.06930000000000003,0.9276729559748428,0.06899999999999995,0.928301886792453,,
60,0.0800210112662942,0.2827702167320251,0.90456,0.8673,0.177583,0.762177,0.783682,0,0.38866896,-0.41042,0.65915143,0.33016612,0.04736,0.9042,0.8893,0.8931,0.893,,0.06619623,0.11127863,0.90626335,30.79488379,0.0,30794883788474.125,500,50,1,0.05030000000000001,0.9477987421383648,0.06520000000000004,0.9321802935010483,0.06120000000000003,0.9361635220125787,0.06159999999999999,0.9360587002096437,,
70,0.0733964907130287,0.2542362964916229,0.91304,0.8695,0.186115,0.779365,0.797332,0,0.37560207,-0.425272,0.55342023,0.29695719,0.05298,0.9045,0.8903,0.8932,0.8929,,0.07612427,0.09625373,0.918538,28.40758738,0.0,28407587380096.277,500,50,1,0.050000000000000044,0.9481132075471698,0.06420000000000003,0.9332285115303983,0.06110000000000004,0.9362683438155137,0.06169999999999998,0.9359538784067086,,
80,0.0661958709099075,0.242917331905365,0.91646,0.878,0.152481,0.800076,0.814925,0,0.32883767,-0.483018,0.56529976,0.299158,0.06232,0.9082,0.8947,0.9,0.9001,,0.04790925,0.09127284,0.92536793,32.26867457,0.0,32268674571002.72,500,50,1,0.04630000000000001,0.9519916142557653,0.059799999999999964,0.9378406708595389,0.054300000000000015,0.9433962264150944,0.05449999999999999,0.9435010482180294,,
90,0.0585964550139705,0.2165388138198852,0.92482,0.8604,0.170448,0.795813,0.801665,0,0.33727397,-0.472017,0.51854355,0.29549672,0.07288,0.9117,0.8984,0.9015,0.9026,,0.06501329,0.10808249,0.91054212,35.04937691,0.0,35049376905293.42,500,50,1,0.04280000000000006,0.9556603773584905,0.05610000000000004,0.9417190775681342,0.05280000000000007,0.9449685534591195,0.052000000000000046,0.9461215932914047,,
100,0.050785365865591,0.1912577338647842,0.93426,0.8907,0.162679,0.815255,0.815246,0,0.29454698,-0.530845,0.46488507,0.28141849,0.03874,0.9178,0.9066,0.9128,0.9125,,0.05649083,0.08774229,0.92043272,34.33451518,0.0,34334515181241.67,500,50,1,0.036700000000000066,0.9620545073375262,0.047900000000000054,0.950314465408805,0.04150000000000009,0.9568134171907756,0.042100000000000026,0.9564989517819706,,
110,0.0429549384031209,0.1629807594776153,0.94436,0.8638,0.179829,0.809512,0.813908,0,0.29715078,-0.527023,0.49144975,0.29631121,0.07154,0.9151,0.9049,0.9089,0.9081,,0.06907331,0.08272549,0.92938589,36.29867767,0.0,36298677672901.08,500,50,1,0.03939999999999999,0.959224318658281,0.04959999999999998,0.9485324947589099,0.045399999999999996,0.9527253668763104,0.046499999999999986,0.9518867924528303,,
120,0.0352979837383848,0.1312515884685516,0.95494,0.9144,0.166257,0.844954,0.842692,0,0.23088982,-0.636595,0.42571321,0.23307669,0.0155,0.926,0.9205,0.9219,0.9222,,0.04751832,0.0573844,0.94530134,36.64513738,0.0,36645137377552.87,500,50,1,0.02849999999999997,0.9706498951781971,0.03400000000000003,0.9648846960167715,0.032399999999999984,0.9663522012578617,0.032399999999999984,0.9666666666666667,,
130,0.0280030415072042,0.1075167164754867,0.96228,0.9057,0.154027,0.855523,0.853847,0,0.20620758,-0.685695,0.38662506,0.22270299,0.0191,0.9296,0.9251,0.9239,0.9247,,0.03654171,0.04125805,0.9589542,38.10662513,0.0,38106625125979.52,500,50,1,0.024900000000000033,0.9744234800838575,0.02939999999999998,0.9697064989517821,0.030399999999999983,0.9684486373165619,0.029900000000000038,0.969287211740042,,
140,0.021249737397836,0.0762600650978088,0.97394,0.9013,0.136399,0.875675,0.868796,0,0.18122003,-0.741794,0.34431379,0.22199111,0.02094,0.9263,0.9211,0.9234,0.9242,,0.03146493,0.03331552,0.96513812,38.45765371,0.0,38457653708108.85,500,50,1,0.028200000000000003,0.9709643605870022,0.033399999999999985,0.9655136268343816,0.03090000000000004,0.9679245283018868,0.030399999999999983,0.9687631027253669,,
150,0.0152043601703842,0.0467131578588485,0.98462,0.9242,0.155844,0.89463,0.891954,0,0.13759939,-0.861383,0.27814632,0.19702317,0.00646,0.9327,0.9318,0.9307,0.9322,,0.03747115,0.02388524,0.97477362,35.75367493,0.0,35753674925560.8,500,50,1,0.02180000000000004,0.9776729559748428,0.022700000000000053,0.9767295597484277,0.023600000000000065,0.9755765199161426,0.022399999999999975,0.9771488469601678,,
160,0.0100157670756454,0.0187862764623761,0.9948,0.9392,0.117664,0.943115,0.94331,0,0.08468974,-1.072169,0.22267117,0.16969167,0.001,0.9403,0.9413,0.9432,0.9412,,0.02824382,0.00911899,0.9908426,35.79541863,0.0,35795418634135.67,500,50,1,0.01419999999999999,0.9856394129979036,0.01319999999999999,0.9866876310272538,0.011099999999999999,0.988679245283019,0.013399999999999967,0.9865828092243187,,
170,0.0058117184955653,0.0050572428973764,0.99896,0.9492,0.056986,0.98299,0.983483,0,0.04504497,-1.346354,0.18818412,0.16769724,0.0001,0.9486,0.9475,0.9476,0.9488,,0.00965171,0.00362291,0.99675813,35.20146175,0.0,35201461751024.36,500,50,1,0.005900000000000016,0.9943396226415094,0.007000000000000006,0.9931865828092243,0.006700000000000039,0.9932914046121594,0.005800000000000027,0.9945492662473795,,
180,0.0026957320586227,0.0020111389403045,0.99994,0.9524,0.015898,0.996828,0.997024,1,0.0263478,-1.579256,0.19556473,0.16898244,0.0,0.9529,0.9529,0.9534,0.9529,,0.00294522,0.00099042,0.99926363,34.07587583,0.0,34075875830605.1,500,50,1,0.0016000000000000458,0.9988469601677149,0.0016000000000000458,0.9988469601677149,0.0009000000000000119,0.99937106918239,0.0017000000000000348,0.9988469601677149,,
190,0.0007445336922613,0.0017361416782811,0.99998,0.9545,0.00278,0.999142,0.999142,1,0.02233306,-1.651052,0.19897115,0.17163775,0.0,0.954,0.9543,0.954,0.9535,,0.00048232,0.00063327,0.99936673,33.79365668,0.0,33793656676963.523,500,50,1,0.000500000000000056,1.0,0.00019999999999997797,1.0003144654088052,0.000300000000000078,1.0,0.0010999999999999899,0.999475890985325,,
200,6.168375916970619e-06,0.0016612010584771,1.0,0.954,0.000858,1.0,,1,0.02186686,-1.660214,0.19984559,0.17381731,0.0,0.9545,0.9545,0.9543,0.9546,,0.00063327,0.0,,33.63374297,0.0,33633742972265.35,500,50,1,0.0,1.000524109014675,0.0,1.000524109014675,0.0,1.0003144654088052,0.0,1.0006289308176102,,
