epoch,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included
0,nan,0.07042661,0.83087959,1242.19870612,0.0,1242198706118499.8,500,50,1
1,0.25954185,0.26254522,0.76457206,5.67075062,0.0,5670750618461.178,500,50,1
2,0.26286896,0.1234856,0.84139123,7.62096596,0.0,7620965956772.782,500,50,1
3,0.0850863,0.10478941,0.88029966,8.35467329,0.0,8354673287661.94,500,50,1
4,0.07697082,0.10215239,0.84866831,11.01351312,0.0,11013513118030.898,500,50,1
5,0.16289931,0.16845841,0.89054143,10.64373755,0.0,10643737554684.812,500,50,1
6,0.08833839,0.19859962,0.86772754,15.16158264,0.0,15161582641967.6,500,50,1
7,0.07957971,0.20195578,0.87289241,16.76895604,0.0,16768956043601.457,500,50,1
8,0.08719634,0.18039316,0.88433344,18.12586738,0.0,18125867382559.074,500,50,1
9,0.09129455,0.16698666,0.89124988,14.89170117,0.0,14891701174232.662,500,50,1
10,0.07703456,0.18022211,0.88693296,14.71142488,0.0,14711424881323.164,500,50,1
11,0.10371794,0.19210132,0.8775206,14.70034971,0.0,14700349714859.727,500,50,1
12,0.10085706,0.17005292,0.86992419,16.67033076,0.0,16670330760535.354,500,50,1
13,0.13807351,0.19116617,0.8826425,18.94496962,0.0,18944969618905.207,500,50,1
14,0.08755821,0.17530123,0.87333807,23.4042629,0.0,23404262898341.254,500,50,1
15,0.12500665,0.24950112,0.84387781,21.9078114,0.0,21907811397577.254,500,50,1
16,0.06055245,0.2185938,0.85994202,19.30911329,0.0,19309113287031.727,500,50,1
17,0.18323566,0.14189155,0.86583387,19.49548022,0.0,19495480223349.918,500,50,1
18,0.21564941,0.24871605,0.83434805,20.10790776,0.0,20107907758960.22,500,50,1
19,0.08876906,0.18211341,0.88221706,17.97299606,0.0,17972996057996.69,500,50,1
20,0.07820375,0.19673689,0.86564563,17.18997333,0.0,17189973329991.982,500,50,1
22,0.10655792,0.15646124,0.87702457,16.48615458,0.0,16486154580118.41,500,50,1
24,0.09859222,0.16622734,0.88135695,19.05318164,0.0,19053181635443.63,500,50,1
26,0.06706958,0.18035438,0.8696725,17.20305305,0.0,17203053045151.975,500,50,1
28,0.1272944,0.10626727,0.89511497,16.44173213,0.0,16441732127519.781,500,50,1
30,0.07734125,0.14579672,0.88278412,21.52428378,0.0,21524283775883.133,500,50,1
35,0.11288359,0.19122876,0.86801624,23.39550248,0.0,23395502478612.832,500,50,1
40,0.14135952,0.16384986,0.86318058,23.82530003,0.0,23825300025417.137,500,50,1
45,0.16408999,0.17835424,0.85452473,21.65948298,0.0,21659482976279.62,500,50,1
50,0.17829326,0.17411451,0.85039576,19.10408639,0.0,19104086389887.703,500,50,1
60,0.1331086,0.21024861,0.84644642,22.24555175,0.0,22245551751885.887,500,50,1
70,0.16071064,0.14753132,0.8796367,24.11722489,0.0,24117224889484.92,500,50,1
80,0.14681172,0.18460685,0.85823406,23.63666186,0.0,23636661856313.176,500,50,1
90,0.11727615,0.16747237,0.86593471,24.07902174,0.0,24079021736578.863,500,50,1
100,0.10988854,0.123296,0.89984667,24.30464997,0.0,24304649970789.64,500,50,1
110,0.08942806,0.10402726,0.91288497,29.65680826,0.0,29656808264146.895,500,50,1
120,0.10522883,0.09481263,0.91662012,30.44486821,0.0,30444868205986.668,500,50,1
130,0.06198307,0.0743877,0.93867844,35.17039354,0.0,35170393535922.17,500,50,1
140,0.04296256,0.07420393,0.93819135,34.7263426,0.0,34726342595920.016,500,50,1
150,0.04243457,0.04115385,0.96239231,38.42314188,0.0,38423141882529.9,500,50,1
160,0.03126563,0.02965722,0.97112933,38.48443137,0.0,38484431366287.125,500,50,1
170,0.02527663,0.01405582,0.98556548,36.15610553,0.0,36156105527700.1,500,50,1
180,0.0143311,0.00214032,0.99753829,35.12276139,0.0,35122761392371.496,500,50,1
190,0.0027831,0.00107902,0.99892098,34.48150227,0.0,34481502274720.71,500,50,1
200,0.00107902,-0.0,nan,34.50403734,0.0,34504037335984.38,500,50,1
