epoch,nc1_papyan,log10_nc1_papyan,nc2_etf_deviation,nc3_self_duality_frobenius,nc4_ncc_disagreement,nc1,log10_nc1,nc3_weight_mean_alignment,nc4_ncm_disagreement
0,43.26733288,1.63616,2.03561796,1.41560673,0.92824,43.26733288,1.63616,1.41560673,0.92824
1,5.34626137,0.72805,1.53779632,0.63732481,0.34048,5.34626137,0.72805,0.63732481,0.34048
2,2.2816171,0.358243,1.33297793,0.67165679,0.2295,2.2816171,0.358243,0.67165679,0.2295
3,1.26998815,0.1038,1.12471711,0.64226014,0.22108,1.26998815,0.1038,0.64226014,0.22108
4,0.98582244,-0.006201,0.98513593,0.62171121,0.14972,0.98582244,-0.006201,0.62171121,0.14972
5,0.8198639,-0.086258,0.98964117,0.6213617,0.16852,0.8198639,-0.086258,0.6213617,0.16852
6,0.73232339,-0.135297,0.85586028,0.56039724,0.13402,0.73232339,-0.135297,0.56039724,0.13402
7,0.61498096,-0.211138,1.02454546,0.58024674,0.07904,0.61498096,-0.211138,0.58024674,0.07904
8,0.62217213,-0.206089,0.81041973,0.55648094,0.1188,0.62217213,-0.206089,0.55648094,0.1188
9,0.56549184,-0.247574,0.75654441,0.51254602,0.08422,0.56549184,-0.247574,0.51254602,0.08422
10,0.52009227,-0.28392,0.84915617,0.52329512,0.092,0.52009227,-0.28392,0.52329512,0.092
11,0.5127558,-0.290089,0.8753176,0.53195221,0.1039,0.5127558,-0.290089,0.53195221,0.1039
12,0.47884932,-0.319801,0.7182116,0.46394966,0.07836,0.47884932,-0.319801,0.46394966,0.07836
13,0.51825492,-0.285457,0.88496929,0.53493382,0.10644,0.51825492,-0.285457,0.53493382,0.10644
14,0.47373864,-0.324461,0.74345168,0.45985737,0.07782,0.47373864,-0.324461,0.45985737,0.07782
15,0.46242477,-0.334959,0.71052232,0.41845086,0.04642,0.46242477,-0.334959,0.41845086,0.04642
16,0.43825987,-0.358268,0.67457413,0.41978217,0.06682,0.43825987,-0.358268,0.41978217,0.06682
17,0.45729618,-0.339802,0.68817443,0.43834564,0.09744,0.45729618,-0.339802,0.43834564,0.09744
18,0.39446734,-0.403989,0.61653791,0.39948789,0.06998,0.39446734,-0.403989,0.39948789,0.06998
19,0.43720396,-0.359316,0.72294822,0.43665746,0.07288,0.43720396,-0.359316,0.43665746,0.07288
20,0.41298018,-0.384071,0.56932565,0.39768372,0.09618,0.41298018,-0.384071,0.39768372,0.09618
22,0.36732678,-0.434947,0.73706682,0.37121869,0.05054,0.36732678,-0.434947,0.37121869,0.05054
24,0.39554394,-0.402805,0.70662972,0.39269568,0.08218,0.39554394,-0.402805,0.39269568,0.08218
26,0.35649139,-0.447951,0.55998593,0.37686224,0.07796,0.35649139,-0.447951,0.37686224,0.07796
28,0.34223509,-0.465675,0.59561311,0.34382609,0.04244,0.34223509,-0.465675,0.34382609,0.04244
30,0.3950149,-0.403387,0.66589903,0.36749904,0.0852,0.3950149,-0.403387,0.36749904,0.0852
35,0.33065233,-0.480628,0.52683755,0.33367877,0.06472,0.33065233,-0.480628,0.33367877,0.06472
40,0.31086402,-0.50743,0.51202658,0.29096308,0.03268,0.31086402,-0.50743,0.29096308,0.03268
45,0.3008048,-0.521715,0.54434776,0.29492825,0.06044,0.3008048,-0.521715,0.29492825,0.06044
50,0.31531291,-0.501258,0.57263505,0.28248426,0.04714,0.31531291,-0.501258,0.28248426,0.04714
60,0.27958068,-0.553493,0.53497553,0.28137917,0.0365,0.27958068,-0.553493,0.28137917,0.0365
70,0.25315624,-0.596611,0.42829249,0.25468956,0.0242,0.25315624,-0.596611,0.25468956,0.0242
80,0.23830146,-0.622873,0.46114346,0.23569345,0.03122,0.23830146,-0.622873,0.23569345,0.03122
90,0.22587484,-0.646132,0.3575148,0.23733985,0.02512,0.22587484,-0.646132,0.23733985,0.02512
100,0.17787813,-0.749877,0.38765086,0.21717878,0.01078,0.17787813,-0.749877,0.21717878,0.01078
110,0.16927659,-0.771403,0.39935203,0.20902311,0.01614,0.16927659,-0.771403,0.20902311,0.01614
120,0.13693113,-0.863498,0.24191694,0.20388279,0.00612,0.13693113,-0.863498,0.20388279,0.00612
130,0.13060724,-0.884033,0.26186602,0.19143095,0.007,0.13060724,-0.884033,0.19143095,0.007
140,0.09108127,-1.040571,0.22942411,0.18564333,0.00322,0.09108127,-1.040571,0.18564333,0.00322
150,0.0554752,-1.255901,0.17695683,0.16612405,0.00054,0.0554752,-1.255901,0.16612405,0.00054
160,0.03146775,-1.502134,0.17610055,0.16055716,2e-05,0.03146775,-1.502134,0.16055716,2e-05
170,0.01782014,-1.749089,0.17968608,0.16587208,0.0,0.01782014,-1.749089,0.16587208,0.0
180,0.01476429,-1.830787,0.17831645,0.16667741,0.0,0.01476429,-1.830787,0.16667741,0.0
190,0.01356454,-1.867595,0.17745523,0.16724295,0.0,0.01356454,-1.867595,0.16724295,0.0
200,0.01339287,-1.873126,0.17735794,0.16689863,0.0,0.01339287,-1.873126,0.16689863,0.0
