run,lr,seed,epoch,test_acc,test_nll,test_margin,head_acc_iter1,head_acc_iter3,head_acc_iter10
final_lr010_seed2,0.1,2,0,0.3892156862745098,1.79700688199852,-0.5875678006056614,0.28480392156862744,0.30686274509803924,0.32794117647058824
final_lr010_seed2,0.1,2,1,0.5303921568627451,1.39254647730658,0.15500664177269816,0.4279411764705882,0.4764705882352941,0.45098039215686275
final_lr010_seed2,0.1,2,2,0.6352941176470588,1.1557005397210065,1.267825520090515,0.582843137254902,0.6044117647058823,0.5872549019607843
final_lr010_seed2,0.1,2,3,0.7053921568627451,1.010053951391839,2.4872843124349036,0.6774509803921569,0.6936274509803921,0.6838235294117647
final_lr010_seed2,0.1,2,4,0.7495098039215686,0.8577657557691826,3.570226372138809,0.7622549019607843,0.7617647058823529,0.7475490196078431
final_lr010_seed2,0.1,2,5,0.7740196078431373,0.7783347574642457,3.8237780186137384,0.7612745098039215,0.7759803921568628,0.7696078431372549
final_lr010_seed2,0.1,2,6,0.8068627450980392,0.6682788281338423,4.8191063925338105,0.8024509803921569,0.8068627450980392,0.796078431372549
final_lr010_seed2,0.1,2,7,0.8259803921568627,0.6169335257218501,5.012498312525092,0.8220588235294117,0.8137254901960784,0.8230392156862745
final_lr010_seed2,0.1,2,8,0.828921568627451,0.6054683808114737,5.122283435601536,0.836764705882353,0.825,0.8024509803921569
final_lr010_seed2,0.1,2,9,0.8279411764705882,0.5981995724792729,5.27902527727472,0.8323529411764706,0.8313725490196079,0.8240196078431372
final_lr010_seed2,0.1,2,10,0.8382352941176471,0.5944656325880817,5.26631877721813,0.8303921568627451,0.8279411764705882,0.8318627450980393
final_lr010_seed2,0.1,2,11,0.842156862745098,0.5288675857062333,5.45344633365971,0.8519607843137255,0.8455882352941176,0.8495098039215686
final_lr010_seed2,0.1,2,12,0.8504901960784313,0.5253269696230081,5.2635072663334626,0.8357843137254902,0.8411764705882353,0.8186274509803921
final_lr010_seed2,0.1,2,13,0.8544117647058823,0.5190999192279795,5.841060127512004,0.8553921568627451,0.8539215686274509,0.8495098039215686
final_lr010_seed2,0.1,2,14,0.8666666666666667,0.475222261654645,5.452190296647831,0.8529411764705882,0.8578431372549019,0.8607843137254902
final_lr010_seed2,0.1,2,15,0.8686274509803922,0.44368133330685733,6.251247327112276,0.8637254901960785,0.8573529411764705,0.8700980392156863
final_lr010_seed2,0.1,2,16,0.871078431372549,0.41941780577054816,6.394144969518707,0.8647058823529412,0.8715686274509804,0.8622549019607844
final_lr010_seed2,0.1,2,17,0.8700980392156863,0.42737539271667463,5.514655936444761,0.8553921568627451,0.8568627450980392,0.8519607843137255
final_lr010_seed2,0.1,2,18,0.8676470588235294,0.4546074388817144,5.682950303126093,0.8578431372549019,0.8578431372549019,0.8475490196078431
final_lr010_seed2,0.1,2,19,0.8838235294117647,0.43725349931885665,6.215779272764156,0.8651960784313726,0.8666666666666667,0.8666666666666667
final_lr010_seed2,0.1,2,20,0.8622549019607844,0.4534302145073031,6.102988907261551,0.8583333333333333,0.8602941176470589,0.8568627450980392
final_lr010_seed2,0.1,2,22,0.8588235294117647,0.47621433852569106,6.224794655164022,0.8480392156862745,0.8509803921568627,0.8495098039215686
final_lr010_seed2,0.1,2,24,0.8794117647058823,0.4202026735138272,6.606245486500535,0.8774509803921569,0.8799019607843137,0.8745098039215686
final_lr010_seed2,0.1,2,26,0.8838235294117647,0.41548220317985224,6.734196716601103,0.8632352941176471,0.8700980392156863,0.8696078431372549
final_lr010_seed2,0.1,2,28,0.8715686274509804,0.43203141966091163,6.56920305867155,0.861764705882353,0.8691176470588236,0.8661764705882353
final_lr010_seed2,0.1,2,30,0.8808823529411764,0.4126457560065476,6.46968496292098,0.875,0.871078431372549,0.8720588235294118
final_lr010_seed2,0.1,2,35,0.8769607843137255,0.4418237831606688,6.671881831034512,0.8700980392156863,0.8696078431372549,0.8720588235294118
final_lr010_seed2,0.1,2,40,0.8818627450980392,0.40465426847162117,6.5407891723231675,0.8691176470588236,0.8764705882352941,0.8696078431372549
final_lr010_seed2,0.1,2,45,0.8848039215686274,0.3962805564981878,7.002259123370871,0.8818627450980392,0.8828431372549019,0.8794117647058823
final_lr010_seed2,0.1,2,50,0.8764705882352941,0.4049117233384832,6.582027230245035,0.8681372549019608,0.8686274509803922,0.8720588235294118
final_lr010_seed2,0.1,2,60,0.8808823529411764,0.4184496973754919,6.451425830415289,0.8745098039215686,0.8642156862745098,0.8720588235294118
final_lr010_seed2,0.1,2,70,0.8985294117647059,0.3528144879138296,7.452532408692789,0.8931372549019608,0.8799019607843137,0.8965686274509804
final_lr010_seed2,0.1,2,80,0.8931372549019608,0.36292810504623946,7.389783287589875,0.8897058823529411,0.8892156862745098,0.8941176470588236
final_lr010_seed2,0.1,2,90,0.9137254901960784,0.3158618960093483,8.25522933648496,0.9053921568627451,0.9053921568627451,0.9024509803921569
final_lr010_seed2,0.1,2,100,0.9068627450980392,0.35696539528311116,8.775879893305744,0.9088235294117647,0.907843137254902,0.9093137254901961
final_lr010_seed2,0.1,2,110,0.9117647058823529,0.32988189352440545,8.90440706235061,0.9127450980392157,0.9093137254901961,0.913235294117647
final_lr010_seed2,0.1,2,120,0.9147058823529411,0.38224255388188705,10.130414109741126,0.9137254901960784,0.9142156862745098,0.9151960784313725
final_lr010_seed2,0.1,2,130,0.9205882352941176,0.37956371167918596,10.191519851253029,0.9166666666666666,0.9186274509803921,0.9200980392156862
