run,lr,seed,epoch,test_acc,test_nll,test_margin,head_acc_iter1,head_acc_iter3,head_acc_iter10
final_lr020_seed0,0.2,0,0,0.3813725490196078,1.8197864443211351,-0.6205021678365419,0.2519607843137255,0.29362745098039217,0.33431372549019606
final_lr020_seed0,0.2,0,1,0.38333333333333336,2.146431809530282,-1.5051238336330475,0.3392156862745098,0.3352941176470588,0.3607843137254902
final_lr020_seed0,0.2,0,2,0.5083333333333333,1.503460352508582,0.08933352760695666,0.4568627450980392,0.46078431372549017,0.492156862745098
final_lr020_seed0,0.2,0,3,0.6186274509803922,1.2718537388255637,0.952328150293655,0.5495098039215687,0.557843137254902,0.5916666666666667
final_lr020_seed0,0.2,0,4,0.6715686274509803,1.132303944588377,2.0291969701798367,0.6416666666666667,0.6490196078431373,0.6490196078431373
final_lr020_seed0,0.2,0,5,0.7338235294117647,0.8841772523186668,2.9717418562756954,0.7220588235294118,0.7303921568627451,0.7166666666666667
final_lr020_seed0,0.2,0,6,0.7725490196078432,0.8180299901151724,3.4912355175758294,0.7392156862745098,0.7544117647058823,0.7607843137254902
final_lr020_seed0,0.2,0,7,0.7617647058823529,0.8179704646277035,3.6349137732809207,0.7568627450980392,0.7568627450980392,0.7681372549019608
final_lr020_seed0,0.2,0,8,0.8024509803921569,0.6961769126546099,4.3497952426991855,0.7877450980392157,0.8063725490196079,0.7877450980392157
final_lr020_seed0,0.2,0,9,0.7848039215686274,0.7094712505197909,3.9142657428513403,0.7892156862745098,0.7813725490196078,0.7872549019607843
final_lr020_seed0,0.2,0,10,0.7852941176470588,0.7230078055622368,3.967807449529105,0.7803921568627451,0.7759803921568628,0.7862745098039216
final_lr020_seed0,0.2,0,11,0.8220588235294117,0.6109465148272507,4.834368847858324,0.8156862745098039,0.8181372549019608,0.8191176470588235
final_lr020_seed0,0.2,0,12,0.8220588235294117,0.6408522404047265,4.443333123875054,0.8029411764705883,0.8063725490196079,0.8063725490196079
final_lr020_seed0,0.2,0,13,0.8024509803921569,0.6676703207987774,4.430678982734837,0.8024509803921569,0.8112745098039216,0.7926470588235294
