epoch_prev,epoch_curr,n_samples,cka_value,cka_change,below_tau
5,10,2040,0.808692,0.191308,0
10,15,2040,0.818078,0.181922,0
15,20,2040,0.780506,0.219494,0
20,25,2040,0.73862,0.26138,0
25,30,2040,0.813647,0.186353,0
30,35,2040,0.779655,0.220345,0
35,40,2040,0.798351,0.201649,0
40,45,2040,0.800673,0.199327,0
45,50,2040,0.827732,0.172268,0
50,55,2040,0.855511,0.144489,0
55,60,2040,0.824204,0.175796,0
60,65,2040,0.811076,0.188924,0
65,70,2040,0.800327,0.199673,0
70,75,2040,0.787673,0.212327,0
75,80,2040,0.791344,0.208656,0
80,85,2040,0.827058,0.172942,0
85,90,2040,0.83822,0.16178,0
90,95,2040,0.813606,0.186394,0
95,100,2040,0.815677,0.184323,0
100,105,2040,0.81116,0.18884,0
105,110,2040,0.815906,0.184094,0
110,115,2040,0.842027,0.157973,0
115,120,2040,0.841676,0.158324,0
120,125,2040,0.830762,0.169238,0
125,130,2040,0.82905,0.17095,0
130,135,2040,0.832095,0.167905,0
135,140,2040,0.860123,0.139877,0
140,145,2040,0.870954,0.129046,0
145,150,2040,0.856165,0.143835,0
150,155,2040,0.84574,0.15426,0
155,160,2040,0.843919,0.156081,0
160,165,2040,0.844475,0.155525,0
165,170,2040,0.826069,0.173931,0
170,175,2040,0.8384,0.1616,0
175,180,2040,0.856034,0.143966,0
180,185,2040,0.835688,0.164312,0
185,190,2040,0.848746,0.151254,0
190,195,2040,0.851589,0.148411,0
195,200,2040,0.853344,0.146656,0
200,205,2040,0.860951,0.139049,0
205,210,2040,0.847072,0.152928,0
210,215,2040,0.880903,0.119097,0
215,220,2040,0.881087,0.118913,0
220,225,2040,0.881467,0.118533,0
225,230,2040,0.896125,0.103875,0
230,235,2040,0.897239,0.102761,0
235,240,2040,0.915595,0.084405,0
240,245,2040,0.927794,0.072206,0
245,250,2040,0.93734,0.06266,0
250,255,2040,0.955249,0.044751,0
255,260,2040,0.981056,0.018944,1
260,265,2040,0.990863,0.009137,1
265,270,2040,0.996091,0.003909,1
270,275,2040,0.997717,0.002283,1
275,280,2040,0.998531,0.001469,1
280,285,2040,0.99927,0.00073,1
285,290,2040,0.999363,0.000637,1
290,295,2040,0.999364,0.000636,1
295,300,2040,0.999362,0.000638,1
