epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.46646,0.4346,50000,10000,7.26,ok,
0,linear_svm,0.532,0.3877,10000,10000,14.973,ok,
0,rbf_svm,0.5576,0.4099,10000,10000,6.967,ok,
0,random_forest,1.0,0.3806,50000,10000,2.282,ok,
1,logistic_regression,0.63156,0.5976,50000,10000,7.383,ok,
1,linear_svm,0.6912,0.553,10000,10000,18.228,ok,
1,rbf_svm,0.622,0.5605,10000,10000,3.699,ok,
1,random_forest,1.0,0.5655,50000,10000,2.374,ok,
2,logistic_regression,0.75556,0.7152,50000,10000,5.336,ok,
2,linear_svm,0.8047,0.6741,10000,10000,9.472,ok,
2,rbf_svm,0.7471,0.6945,10000,10000,2.488,ok,
2,random_forest,1.0,0.6931,50000,10000,2.751,ok,
3,logistic_regression,0.8163,0.7749,50000,10000,3.989,ok,
3,linear_svm,0.8675,0.7325,10000,10000,7.613,ok,
3,rbf_svm,0.8083,0.7607,10000,10000,1.896,ok,
3,random_forest,1.0,0.7601,50000,10000,3.865,ok,
4,logistic_regression,0.8536,0.8132,50000,10000,19.787,ok,
4,linear_svm,0.9083,0.776,10000,10000,6.592,ok,
4,rbf_svm,0.8458,0.7994,10000,10000,1.652,ok,
4,random_forest,1.0,0.7962,50000,10000,2.983,ok,
5,logistic_regression,0.87706,0.8302,50000,10000,4.619,ok,
5,linear_svm,0.9305,0.7997,10000,10000,5.858,ok,
5,rbf_svm,0.8661,0.8297,10000,10000,1.372,ok,
5,random_forest,1.0,0.825,50000,10000,3.982,ok,
6,logistic_regression,0.89508,0.8491,50000,10000,17.599,ok,
6,linear_svm,0.9475,0.8176,10000,10000,5.544,ok,
6,rbf_svm,0.8832,0.8397,10000,10000,1.264,ok,
6,random_forest,1.0,0.8391,50000,10000,2.693,ok,
7,logistic_regression,0.90768,0.8553,50000,10000,3.654,ok,
7,linear_svm,0.9524,0.8295,10000,10000,4.823,ok,
7,rbf_svm,0.892,0.8508,10000,10000,1.106,ok,
7,random_forest,1.0,0.8513,50000,10000,2.697,ok,
8,logistic_regression,0.9172,0.8644,50000,10000,3.957,ok,
8,linear_svm,0.9633,0.8343,10000,10000,4.859,ok,
8,rbf_svm,0.8998,0.8594,10000,10000,1.056,ok,
8,random_forest,1.0,0.8606,50000,10000,2.72,ok,
9,logistic_regression,0.92696,0.8704,50000,10000,4.137,ok,
9,linear_svm,0.9705,0.847,10000,10000,4.483,ok,
9,rbf_svm,0.9067,0.8642,10000,10000,0.973,ok,
9,random_forest,1.0,0.8644,50000,10000,2.591,ok,
10,logistic_regression,0.93396,0.8769,50000,10000,3.612,ok,
10,linear_svm,0.9782,0.8519,10000,10000,4.389,ok,
10,rbf_svm,0.9172,0.8733,10000,10000,0.917,ok,
10,random_forest,1.0,0.8711,50000,10000,2.925,ok,
11,logistic_regression,0.93866,0.8797,50000,10000,3.555,ok,
11,linear_svm,0.9784,0.8567,10000,10000,4.396,ok,
11,rbf_svm,0.9195,0.8766,10000,10000,0.889,ok,
11,random_forest,1.0,0.8762,50000,10000,2.654,ok,
12,logistic_regression,0.93836,0.88,50000,10000,3.299,ok,
12,linear_svm,0.9782,0.8573,10000,10000,4.196,ok,
12,rbf_svm,0.9216,0.8734,10000,10000,0.902,ok,
12,random_forest,1.0,0.8727,50000,10000,2.766,ok,
13,logistic_regression,0.94652,0.8862,50000,10000,3.024,ok,
13,linear_svm,0.9813,0.8642,10000,10000,4.241,ok,
13,rbf_svm,0.924,0.8806,10000,10000,0.82,ok,
13,random_forest,1.0,0.8798,50000,10000,2.879,ok,
14,logistic_regression,0.94696,0.8924,50000,10000,3.032,ok,
14,linear_svm,0.9851,0.8689,10000,10000,3.979,ok,
14,rbf_svm,0.9294,0.8822,10000,10000,0.806,ok,
14,random_forest,1.0,0.8817,50000,10000,2.799,ok,
15,logistic_regression,0.9535,0.8939,50000,10000,2.587,ok,
15,linear_svm,0.9882,0.8749,10000,10000,3.995,ok,
15,rbf_svm,0.936,0.8865,10000,10000,0.746,ok,
15,random_forest,1.0,0.8876,50000,10000,2.7,ok,
16,logistic_regression,0.9553,0.8964,50000,10000,2.73,ok,
16,linear_svm,0.989,0.8789,10000,10000,3.802,ok,
16,rbf_svm,0.936,0.8926,10000,10000,0.72,ok,
16,random_forest,1.0,0.8949,50000,10000,2.638,ok,
17,logistic_regression,0.95408,0.8962,50000,10000,3.091,ok,
17,linear_svm,0.9875,0.8764,10000,10000,3.916,ok,
17,rbf_svm,0.9355,0.8894,10000,10000,0.753,ok,
17,random_forest,1.0,0.8901,50000,10000,2.556,ok,
18,logistic_regression,0.95186,0.8934,50000,10000,2.894,ok,
18,linear_svm,0.9897,0.875,10000,10000,4.124,ok,
18,rbf_svm,0.9323,0.8856,10000,10000,0.763,ok,
18,random_forest,1.0,0.8853,50000,10000,2.871,ok,
19,logistic_regression,0.95698,0.903,50000,10000,2.533,ok,
19,linear_svm,0.9899,0.8816,10000,10000,3.729,ok,
19,rbf_svm,0.9395,0.8904,10000,10000,0.691,ok,
19,random_forest,1.0,0.8914,50000,10000,2.602,ok,
20,logistic_regression,0.95508,0.8986,50000,10000,2.992,ok,
20,linear_svm,0.9897,0.8784,10000,10000,3.75,ok,
20,rbf_svm,0.9337,0.8836,10000,10000,0.739,ok,
20,random_forest,1.0,0.8833,50000,10000,2.774,ok,
22,logistic_regression,0.95932,0.9009,50000,10000,2.986,ok,
22,linear_svm,0.9923,0.8832,10000,10000,3.405,ok,
22,rbf_svm,0.9432,0.8892,10000,10000,0.65,ok,
22,random_forest,1.0,0.8912,50000,10000,2.77,ok,
24,logistic_regression,0.96198,0.9044,50000,10000,3.556,ok,
24,linear_svm,0.9899,0.8923,10000,10000,3.722,ok,
24,rbf_svm,0.9439,0.8934,10000,10000,0.661,ok,
24,random_forest,1.0,0.8945,50000,10000,2.71,ok,
