epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.060413
0,2,2040,0.123838
0,3,2040,0.10089
0,4,2040,0.066441
0,5,2040,0.072056
0,6,2040,0.073899
0,7,2040,0.073675
0,8,2040,0.076689
0,9,2040,0.091381
0,10,2040,0.068176
0,11,2040,0.093775
0,12,2040,0.073747
0,13,2040,0.082265
0,14,2040,0.07628
0,15,2040,0.092294
0,16,2040,0.106683
0,17,2040,0.068063
0,18,2040,0.083208
0,19,2040,0.082819
0,20,2040,0.079442
0,22,2040,0.096586
0,24,2040,0.077871
0,26,2040,0.07547
0,28,2040,0.0791
0,30,2040,0.076182
0,35,2040,0.089648
0,40,2040,0.090525
0,45,2040,0.079344
0,50,2040,0.068936
0,60,2040,0.084733
0,70,2040,0.072614
0,80,2040,0.082923
0,90,2040,0.069183
0,100,2040,0.061412
0,110,2040,0.078476
0,120,2040,0.073368
0,130,2040,0.06778
0,140,2040,0.067973
0,150,2040,0.060694
0,160,2040,0.059116
0,170,2040,0.056301
0,180,2040,0.057045
0,190,2040,0.056624
0,200,2040,0.058217
1,1,2040,1.0
1,2,2040,0.423157
1,3,2040,0.333244
1,4,2040,0.545341
1,5,2040,0.249139
1,6,2040,0.223846
1,7,2040,0.215086
1,8,2040,0.23345
1,9,2040,0.232724
1,10,2040,0.204246
1,11,2040,0.226228
1,12,2040,0.198587
1,13,2040,0.225279
1,14,2040,0.19002
1,15,2040,0.218418
1,16,2040,0.221723
1,17,2040,0.200064
1,18,2040,0.208936
1,19,2040,0.212838
1,20,2040,0.217803
1,22,2040,0.198619
1,24,2040,0.209186
1,26,2040,0.199983
1,28,2040,0.215074
1,30,2040,0.202162
1,35,2040,0.218962
1,40,2040,0.197149
1,45,2040,0.192992
1,50,2040,0.198414
1,60,2040,0.2
1,70,2040,0.202186
1,80,2040,0.21704
1,90,2040,0.178945
1,100,2040,0.16619
1,110,2040,0.17691
1,120,2040,0.174538
1,130,2040,0.16168
1,140,2040,0.158505
1,150,2040,0.153431
1,160,2040,0.156273
1,170,2040,0.153645
1,180,2040,0.153958
1,190,2040,0.153509
1,200,2040,0.154277
2,2,2040,1.0
2,3,2040,0.830678
2,4,2040,0.717772
2,5,2040,0.791701
2,6,2040,0.755683
2,7,2040,0.758281
2,8,2040,0.75119
2,9,2040,0.731183
2,10,2040,0.704486
2,11,2040,0.728171
2,12,2040,0.713472
2,13,2040,0.716759
2,14,2040,0.682348
2,15,2040,0.695836
2,16,2040,0.693092
2,17,2040,0.6459
2,18,2040,0.677269
2,19,2040,0.673873
2,20,2040,0.697665
2,22,2040,0.668554
2,24,2040,0.698043
2,26,2040,0.689647
2,28,2040,0.652928
2,30,2040,0.657904
2,35,2040,0.679402
2,40,2040,0.650706
2,45,2040,0.64387
2,50,2040,0.621661
2,60,2040,0.635169
2,70,2040,0.621137
2,80,2040,0.641679
2,90,2040,0.550882
2,100,2040,0.554347
2,110,2040,0.57875
2,120,2040,0.55376
2,130,2040,0.5215
2,140,2040,0.494989
2,150,2040,0.50279
2,160,2040,0.502281
2,170,2040,0.504713
2,180,2040,0.510266
2,190,2040,0.510855
2,200,2040,0.514163
3,3,2040,1.0
3,4,2040,0.765676
3,5,2040,0.82749
3,6,2040,0.846788
3,7,2040,0.868303
3,8,2040,0.839835
3,9,2040,0.812505
3,10,2040,0.774332
3,11,2040,0.784535
3,12,2040,0.762782
3,13,2040,0.764941
3,14,2040,0.733295
3,15,2040,0.77116
3,16,2040,0.732237
3,17,2040,0.672781
3,18,2040,0.738215
3,19,2040,0.738305
3,20,2040,0.756177
3,22,2040,0.711639
3,24,2040,0.798368
3,26,2040,0.74786
3,28,2040,0.678221
3,30,2040,0.670624
3,35,2040,0.741814
3,40,2040,0.688555
3,45,2040,0.680153
3,50,2040,0.655933
3,60,2040,0.663073
