run,lr,seed,epoch,k,sv_mass,energy_mass,pa_mean_cos,pa_min_cos,pa_grassmann,cka_main_tofinal,cka_resid_tofinal
final_lr005_seed2,0.05,2,0,1,0.15080179704745533,0.8512842415157769,0.05006805949291923,0.05006805949291923,1.5207073251457026,0.07055911024468321,0.06470866721959305
final_lr005_seed2,0.05,2,0,2,0.1832846082972847,0.8907816659949643,0.04693979069137122,0.03713317302965991,2.155075701270919,0.05983377191057406,0.03583723491948103
final_lr005_seed2,0.05,2,0,4,0.21812214749868566,0.9140911244819468,0.09561436714238271,0.0005029958622612411,2.953787767153009,0.05343312530845686,0.017635539721499286
final_lr005_seed2,0.05,2,0,8,0.26354822795615035,0.9337679098421943,0.12228115798276812,0.003835886162339668,4.100345533876307,0.059081955393122866,0.009286679914462312
final_lr005_seed2,0.05,2,0,16,0.3184021793229571,0.9480395980150881,0.18524907660945739,0.0003786556606053391,5.568989157473593,0.05795828463744685,0.03953170622437436
final_lr005_seed2,0.05,2,0,32,0.39285567559905804,0.9611833499044354,0.23259712013534617,0.0022131789025687824,7.5967894846937085,0.0580751806511341,0.05345986291634536
final_lr005_seed2,0.05,2,0,39,0.4184664631100469,0.9646952111240455,0.25339842084087477,0.0006376462102826127,8.257744483090798,0.05809176144840222,0.060385130669557474
final_lr005_seed2,0.05,2,0,52,0.4602105501526618,0.9697219293942321,0.2900719460249893,1.8621062452079803e-05,9.267778525292146,0.05812497336240671,0.0764703382376489
final_lr005_seed2,0.05,2,0,64,0.49432628678601714,0.9733560719625303,0.31576594339301495,0.0008275787656739392,10.074939380399831,0.05814260203026634,0.0886334830147592
final_lr005_seed2,0.05,2,0,128,0.6333685217235581,0.9848222832581581,0.4416756787300876,0.0010158100966604024,12.780096157315647,0.058183537863873674,0.10350999062674607
final_lr005_seed2,0.05,2,0,256,0.8116125699502771,0.9942895134922519,0.6380040077256324,0.0003845052249655807,14.509336853809753,0.058204743307216616,0.09010263184331765
final_lr005_seed2,0.05,2,0,512,1.0000000000000007,0.9999999999999996,1.0,1.0,3.1786498141906486e-14,0.058216665115016296,0.9999759564191684
final_lr005_seed2,0.05,2,1,1,0.10910147094622846,0.4606330118369184,0.13748513817946637,0.13748513817946637,1.4328743346960953,0.017949825748987066,0.13603702573468518
final_lr005_seed2,0.05,2,1,2,0.18497573671493164,0.6834164233245283,0.4389452363855233,0.14117600788621062,1.6105628866817598,0.168079927163363,0.1658162556563016
final_lr005_seed2,0.05,2,1,4,0.27015061262235046,0.8244572260398744,0.5447659329685993,0.0633116982851182,2.034366005024411,0.18189382089457476,0.1318449271191756
final_lr005_seed2,0.05,2,1,8,0.36587371005923597,0.917275034937323,0.5272720777905534,0.00981106840943855,2.9270084526768487,0.15723761361750901,0.016726190554692495
final_lr005_seed2,0.05,2,1,16,0.45549973881135986,0.959439712541604,0.4645949975261713,0.01719311933116529,4.4407056676088255,0.1540698070576682,0.03915970607745563
final_lr005_seed2,0.05,2,1,32,0.5360912419011616,0.9757443710720809,0.41217523166246783,0.009937110870118823,6.589367393104238,0.15420515662150325,0.054401699019424564
final_lr005_seed2,0.05,2,1,39,0.5601347145475896,0.9789521837937187,0.41248204454623577,0.008408977767064387,7.2646878742707015,0.1542207987039755,0.06210344366069807
final_lr005_seed2,0.05,2,1,52,0.596654996336519,0.9829378669452742,0.4022625524841124,0.0028166463820091556,8.46752029634983,0.1542369610041978,0.07761688574043515
final_lr005_seed2,0.05,2,1,64,0.6242409090055369,0.9853984922187188,0.4131240112667558,0.0032766448292033826,9.29603093847215,0.15425043923766774,0.09002774437322204
final_lr005_seed2,0.05,2,1,128,0.7253224462658002,0.9917205099163885,0.49024535654139767,0.0038131106977420085,12.193142455463322,0.1542657098423464,0.10398490265810466
final_lr005_seed2,0.05,2,1,256,0.8497913342579314,0.9964900154652975,0.6620575125423472,0.0002216919044841936,13.993381364289597,0.15427253826117457,0.09139815551974294
final_lr005_seed2,0.05,2,1,512,1.0000000000000002,0.9999999999999988,1.0,1.0,3.16458445593366e-14,0.15427714948264326,0.9999681860670002
final_lr005_seed2,0.05,2,2,1,0.07369432340531318,0.3164906996186769,0.7601682933326924,0.7601682933326924,0.7072242290949284,0.7753711417072904,0.3795295273400124
final_lr005_seed2,0.05,2,2,2,0.12920242469118895,0.4960490573898837,0.6456515186067517,0.5224316269730701,1.2344584479811265,0.6377538047339979,0.2971223750147667
final_lr005_seed2,0.05,2,2,4,0.21031289482674437,0.6900211453435302,0.5302859777906801,0.04149362235331909,2.0708496030033396,0.5617993246761545,0.13558605652539749
final_lr005_seed2,0.05,2,2,8,0.31891150138441937,0.8719085375683711,0.5997921501693532,0.060109579058428786,2.6787695493197656,0.5245239969519976,0.025676825224861217
final_lr005_seed2,0.05,2,2,16,0.4051304401197657,0.9292067578951737,0.533936484681701,0.03882802091893869,4.111584769328701,0.5136037837645921,0.05993580567747313
final_lr005_seed2,0.05,2,2,32,0.49070112660469706,0.9568104298267885,0.4610148125772368,0.010215919216974949,6.290534711934696,0.5139729083943927,0.06794134132218592
final_lr005_seed2,0.05,2,2,39,0.5161909406925466,0.9622303935589751,0.45565494306225024,0.0066552321901219265,6.978759050223639,0.5140168050452271,0.07459285703312585
