run,lr,seed,epoch,k,sv_mass,energy_mass,pa_mean_cos,pa_min_cos,pa_grassmann,cka_main_tofinal,cka_resid_tofinal
final_lr020_seed6,0.2,6,0,1,0.1336233311790859,0.8298597901991756,0.01976155438526692,0.01976155438526692,1.5510334859730328,0.027749147470015726,0.053157557536647713
final_lr020_seed6,0.2,6,0,2,0.16195373833403034,0.8671629624286245,0.07139708180047441,0.02493766350652026,2.1212985148360404,0.033129393725942466,0.03488493221583826
final_lr020_seed6,0.2,6,0,4,0.19379308578212667,0.8914835560038878,0.11107732266065404,0.0506362433406218,2.9216511379602577,0.03628109478196965,0.02119584505617269
final_lr020_seed6,0.2,6,0,8,0.23575254975358143,0.9123183070696103,0.12148432295358967,0.024918660749809467,4.103861679556417,0.03239170993611168,0.0102927950337824
final_lr020_seed6,0.2,6,0,16,0.2929615164937403,0.9315367927291645,0.17385126909562842,0.0018861829971223555,5.6114136825082905,0.032924471750946475,0.03891615652085185
final_lr020_seed6,0.2,6,0,32,0.36882724580500403,0.9485307164046092,0.23136082212913525,0.007158540756471122,7.603356119923496,0.03313366013846333,0.05492600239205507
final_lr020_seed6,0.2,6,0,39,0.3947930139495994,0.9530128484750633,0.2535787798524821,0.0033722156705454235,8.256329329803698,0.033166120442160364,0.06444809399227154
final_lr020_seed6,0.2,6,0,52,0.4376656048457213,0.959591963414148,0.2883428599518697,0.0034634493775763976,9.285270880491314,0.03320796670496027,0.07579978973153888
final_lr020_seed6,0.2,6,0,64,0.47264653411878066,0.9643374597168983,0.31698153876849744,0.0022090306650131447,10.069450957190783,0.033240315193230174,0.08298068391330346
final_lr020_seed6,0.2,6,0,128,0.6157815314470567,0.9794011866341596,0.43600854519234905,0.006847547225514808,12.865567549438172,0.033307083682668506,0.09607982019743111
final_lr020_seed6,0.2,6,0,256,0.8018779411512,0.9922052891688882,0.6233811882346406,0.003198379697261929,14.85141097730609,0.033340665146403194,0.08283916826045845
final_lr020_seed6,0.2,6,0,512,1.0000000000000007,0.9999999999999981,1.0,1.0,3.127241688393283e-14,0.03335660697550602,0.9999325474333574
final_lr020_seed6,0.2,6,1,1,0.6230037721227055,0.9348169629784332,0.0866851297219218,0.0866851297219218,1.48400226514169,0.32399854161677094,0.008656307749256149
final_lr020_seed6,0.2,6,1,2,0.770931480676412,0.9875210496741053,0.08179341670456959,0.06206763926912905,2.1058020576748584,0.2908665698309877,0.004824134123309175
final_lr020_seed6,0.2,6,1,4,0.8530931199511634,0.9976245584695668,0.10746359013636712,0.03568761751852185,2.9292082432723037,0.2696998285828115,0.004598011135622574
final_lr020_seed6,0.2,6,1,8,0.9066276036682074,0.9994657396610196,0.1384752428312889,0.014745249626119976,4.05831783382163,0.22637740498005057,0.001559415029197167
final_lr020_seed6,0.2,6,1,16,0.9415433286182214,0.9998761087981687,0.2037544896355398,0.009670251395326745,5.486877024952732,0.22082075563646617,0.012156422498038404
final_lr020_seed6,0.2,6,1,32,0.9654678645111364,0.9999681794403492,0.26298481605190815,0.0021866252608327493,7.437853745884375,0.22086018437953975,0.017048253579406692
final_lr020_seed6,0.2,6,1,39,0.9713318543920129,0.9999800700113131,0.28389467699871684,0.0004515117399502154,8.089890806981545,0.2208682595720152,0.01998811293221254
final_lr020_seed6,0.2,6,1,52,0.9786812837604919,0.9999902959380997,0.30849553269700347,0.0007389171117574274,9.164320537336028,0.22087253684250807,0.02242687997349895
final_lr020_seed6,0.2,6,1,64,0.983212174640436,0.9999944777810024,0.323926482249474,0.0004241665530958111,10.042634788218884,0.22087751276854017,0.023349599229267506
final_lr020_seed6,0.2,6,1,128,0.9938450596714761,0.9999992836383087,0.44815128076955146,0.00023988500966096494,12.766007456998482,0.22088838640679845,0.026055666861394877
final_lr020_seed6,0.2,6,1,256,0.9993787269411304,0.9999999846695896,0.6342108064234266,0.0003411093545686532,14.753814863378926,0.22088978056935096,0.02198304225279474
final_lr020_seed6,0.2,6,1,512,1.0000000000000013,0.9999999999999991,1.0,1.0,3.146962780655219e-14,0.22089000031348124,0.9994108597173355
final_lr020_seed6,0.2,6,2,1,0.2625473237925552,0.5305304053599545,0.12597943259168307,0.12597943259168307,1.4444812588078364,0.459041280613953,0.15154501248221078
final_lr020_seed6,0.2,6,2,2,0.4312799420549484,0.7496560357888624,0.13489779003596064,0.1145944540226805,2.0302502088128183,0.40695960087231564,0.07182059319631465
final_lr020_seed6,0.2,6,2,4,0.6417964657822434,0.9212995334072863,0.1834058745941288,0.1419396496131526,2.773231859185816,0.3784552950720296,0.033665686095379246
final_lr020_seed6,0.2,6,2,8,0.8158862780361495,0.9905916529509636,0.17661045651764173,0.010018912666314687,3.9514281475770776,0.3251542325630586,0.0047294510346144675
final_lr020_seed6,0.2,6,2,16,0.9018734718512715,0.9987294646569911,0.2827898043047563,0.017134717074055738,5.174604090675334,0.3164745079216579,0.013129497761545478
final_lr020_seed6,0.2,6,2,32,0.9456311944900928,0.9998048057150255,0.3219835534443519,0.006318403157588085,7.1143369596703785,0.31653741520359147,0.024773208154416804
final_lr020_seed6,0.2,6,2,39,0.9536362031136325,0.999876100791669,0.34209776605150394,0.00034716431797136935,7.726618939621987,0.3165545789558409,0.029248771724564453
