epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.47654,0.4421,50000,10000,7.349,ok,
0,linear_svm,0.5292,0.3893,10000,10000,14.579,ok,
0,rbf_svm,0.5583,0.4029,10000,10000,6.986,ok,
0,random_forest,1.0,0.3745,50000,10000,2.166,ok,
1,logistic_regression,0.56212,0.5248,50000,10000,7.73,ok,
1,linear_svm,0.6112,0.4861,10000,10000,24.598,ok,
1,rbf_svm,0.5311,0.4731,10000,10000,4.649,ok,
1,random_forest,1.0,0.4905,50000,10000,2.285,ok,
2,logistic_regression,0.6578,0.6271,50000,10000,6.016,ok,
2,linear_svm,0.7143,0.5826,10000,10000,15.172,ok,
2,rbf_svm,0.6648,0.6015,10000,10000,2.764,ok,
2,random_forest,1.0,0.6024,50000,10000,2.413,ok,
3,logistic_regression,0.7415,0.7024,50000,10000,5.362,ok,
3,linear_svm,0.7912,0.6607,10000,10000,15.86,ok,
3,rbf_svm,0.7377,0.6815,10000,10000,2.683,ok,
3,random_forest,1.0,0.6778,50000,10000,2.444,ok,
4,logistic_regression,0.79606,0.7609,50000,10000,4.26,ok,
4,linear_svm,0.8498,0.7238,10000,10000,9.221,ok,
4,rbf_svm,0.7934,0.7422,10000,10000,2.102,ok,
4,random_forest,1.0,0.7458,50000,10000,2.5,ok,
5,logistic_regression,0.841,0.8055,50000,10000,4.429,ok,
5,linear_svm,0.8932,0.7687,10000,10000,7.061,ok,
5,rbf_svm,0.838,0.793,10000,10000,1.354,ok,
5,random_forest,1.0,0.7921,50000,10000,2.62,ok,
6,logistic_regression,0.8664,0.8269,50000,10000,4.648,ok,
6,linear_svm,0.9166,0.7927,10000,10000,6.55,ok,
6,rbf_svm,0.8595,0.8181,10000,10000,1.473,ok,
6,random_forest,1.0,0.8199,50000,10000,2.912,ok,
7,logistic_regression,0.87742,0.8368,50000,10000,4.066,ok,
7,linear_svm,0.9287,0.8021,10000,10000,5.936,ok,
7,rbf_svm,0.86,0.8269,10000,10000,1.4,ok,
7,random_forest,1.0,0.8231,50000,10000,2.742,ok,
8,logistic_regression,0.88902,0.849,50000,10000,4.422,ok,
8,linear_svm,0.943,0.8202,10000,10000,5.828,ok,
8,rbf_svm,0.8768,0.8399,10000,10000,1.065,ok,
8,random_forest,1.0,0.838,50000,10000,2.609,ok,
9,logistic_regression,0.8934,0.8504,50000,10000,4.799,ok,
9,linear_svm,0.9455,0.8194,10000,10000,5.803,ok,
9,rbf_svm,0.8738,0.8353,10000,10000,1.338,ok,
9,random_forest,1.0,0.8335,50000,10000,2.514,ok,
10,logistic_regression,0.9011,0.8537,50000,10000,4.087,ok,
10,linear_svm,0.9463,0.8264,10000,10000,5.476,ok,
10,rbf_svm,0.877,0.8421,10000,10000,1.252,ok,
10,random_forest,1.0,0.842,50000,10000,2.623,ok,
11,logistic_regression,0.90644,0.8578,50000,10000,4.926,ok,
11,linear_svm,0.9457,0.8318,10000,10000,5.279,ok,
11,rbf_svm,0.8796,0.8427,10000,10000,0.962,ok,
11,random_forest,1.0,0.8434,50000,10000,2.587,ok,
12,logistic_regression,0.90874,0.8593,50000,10000,4.413,ok,
12,linear_svm,0.9528,0.8317,10000,10000,5.123,ok,
12,rbf_svm,0.8849,0.8424,10000,10000,1.185,ok,
12,random_forest,1.0,0.8443,50000,10000,2.676,ok,
13,logistic_regression,0.91022,0.8673,50000,10000,4.366,ok,
13,linear_svm,0.9542,0.8409,10000,10000,4.802,ok,
13,rbf_svm,0.8857,0.8588,10000,10000,1.094,ok,
13,random_forest,1.0,0.8574,50000,10000,2.501,ok,
14,logistic_regression,0.91856,0.871,50000,10000,4.679,ok,
14,linear_svm,0.9611,0.8459,10000,10000,4.774,ok,
14,rbf_svm,0.8962,0.8548,10000,10000,0.852,ok,
14,random_forest,1.0,0.8569,50000,10000,2.696,ok,
15,logistic_regression,0.9156,0.8648,50000,10000,4.19,ok,
15,linear_svm,0.9598,0.8342,10000,10000,5.031,ok,
15,rbf_svm,0.8865,0.8472,10000,10000,1.239,ok,
15,random_forest,1.0,0.848,50000,10000,2.77,ok,
16,logistic_regression,0.9254,0.8755,50000,10000,3.906,ok,
16,linear_svm,0.964,0.8495,10000,10000,4.634,ok,
16,rbf_svm,0.8986,0.8597,10000,10000,1.007,ok,
16,random_forest,1.0,0.8601,50000,10000,2.757,ok,
17,logistic_regression,0.92456,0.8762,50000,10000,3.609,ok,
17,linear_svm,0.9684,0.8555,10000,10000,4.381,ok,
17,rbf_svm,0.9026,0.864,10000,10000,0.79,ok,
17,random_forest,1.0,0.8636,50000,10000,2.623,ok,
18,logistic_regression,0.93192,0.8854,50000,10000,4.005,ok,
18,linear_svm,0.9721,0.8629,10000,10000,4.102,ok,
18,rbf_svm,0.91,0.8737,10000,10000,0.932,ok,
18,random_forest,1.0,0.8762,50000,10000,2.639,ok,
19,logistic_regression,0.92378,0.8748,50000,10000,4.203,ok,
19,linear_svm,0.963,0.8535,10000,10000,4.533,ok,
19,rbf_svm,0.8972,0.8578,10000,10000,1.018,ok,
19,random_forest,1.0,0.8599,50000,10000,3.316,ok,
20,logistic_regression,0.92938,0.8811,50000,10000,7.923,ok,
20,linear_svm,0.9673,0.8584,10000,10000,5.16,ok,
20,rbf_svm,0.8983,0.8647,10000,10000,0.933,ok,
20,random_forest,1.0,0.8657,50000,10000,3.524,ok,
22,logistic_regression,0.9305,0.8842,50000,10000,6.946,ok,
22,linear_svm,0.9715,0.8606,10000,10000,5.214,ok,
22,rbf_svm,0.9004,0.867,10000,10000,1.226,ok,
22,random_forest,1.0,0.868,50000,10000,3.481,ok,
24,logistic_regression,0.93322,0.8821,50000,10000,6.326,ok,
24,linear_svm,0.9706,0.8636,10000,10000,4.817,ok,
24,rbf_svm,0.9074,0.8691,10000,10000,1.178,ok,
24,random_forest,1.0,0.8712,50000,10000,3.153,ok,
26,logistic_regression,0.9435,0.8908,50000,10000,3.643,ok,
26,linear_svm,0.98,0.873,10000,10000,3.897,ok,
26,rbf_svm,0.9192,0.8786,10000,10000,0.698,ok,
26,random_forest,1.0,0.8807,50000,10000,2.642,ok,
28,logistic_regression,0.9396,0.8903,50000,10000,3.316,ok,
28,linear_svm,0.9806,0.8664,10000,10000,3.931,ok,
28,rbf_svm,0.9182,0.8758,10000,10000,0.878,ok,
28,random_forest,1.0,0.874,50000,10000,2.609,ok,
30,logistic_regression,0.94546,0.8945,50000,10000,3.165,ok,
30,linear_svm,0.9827,0.8791,10000,10000,3.625,ok,
30,rbf_svm,0.9242,0.8811,10000,10000,0.793,ok,
30,random_forest,1.0,0.8838,50000,10000,2.609,ok,
35,logistic_regression,0.9401,0.8901,50000,10000,3.175,ok,
35,linear_svm,0.9783,0.8701,10000,10000,3.916,ok,
35,rbf_svm,0.9128,0.8729,10000,10000,0.702,ok,
35,random_forest,1.0,0.8718,50000,10000,2.624,ok,
40,logistic_regression,0.9428,0.8932,50000,10000,3.192,ok,
40,linear_svm,0.98,0.8767,10000,10000,3.726,ok,
40,rbf_svm,0.9182,0.8732,10000,10000,0.832,ok,
40,random_forest,1.0,0.8742,50000,10000,2.593,ok,
45,logistic_regression,0.94886,0.9007,50000,10000,3.536,ok,
45,linear_svm,0.9823,0.8822,10000,10000,3.773,ok,
45,rbf_svm,0.925,0.8838,10000,10000,0.792,ok,
45,random_forest,1.0,0.8863,50000,10000,2.665,ok,
50,logistic_regression,0.95514,0.9049,50000,10000,2.855,ok,
50,linear_svm,0.9872,0.8875,10000,10000,3.357,ok,
50,rbf_svm,0.9323,0.8962,10000,10000,0.552,ok,
50,random_forest,1.0,0.8961,50000,10000,2.701,ok,
60,logistic_regression,0.9574,0.9049,50000,10000,3.263,ok,
60,linear_svm,0.9894,0.8894,10000,10000,3.371,ok,
60,rbf_svm,0.9334,0.8943,10000,10000,0.746,ok,
60,random_forest,1.0,0.8953,50000,10000,2.44,ok,
70,logistic_regression,0.95916,0.906,50000,10000,2.719,ok,
70,linear_svm,0.99,0.891,10000,10000,3.225,ok,
70,rbf_svm,0.9388,0.8897,10000,10000,0.674,ok,
70,random_forest,1.0,0.892,50000,10000,2.632,ok,
80,logistic_regression,0.96634,0.9123,50000,10000,2.498,ok,
80,linear_svm,0.993,0.9009,10000,10000,3.041,ok,
80,rbf_svm,0.9467,0.9011,10000,10000,0.479,ok,
80,random_forest,1.0,0.903,50000,10000,2.61,ok,
90,logistic_regression,0.97078,0.9149,50000,10000,2.638,ok,
90,linear_svm,0.997,0.9031,10000,10000,3.004,ok,
90,rbf_svm,0.9557,0.9014,10000,10000,0.549,ok,
90,random_forest,1.0,0.9014,50000,10000,2.555,ok,
100,logistic_regression,0.97638,0.9175,50000,10000,2.665,ok,
100,linear_svm,0.9957,0.909,10000,10000,2.751,ok,
100,rbf_svm,0.9609,0.9088,10000,10000,0.496,ok,
100,random_forest,1.0,0.9101,50000,10000,2.57,ok,
110,logistic_regression,0.98168,0.9258,50000,10000,2.018,ok,
110,linear_svm,0.9976,0.9191,10000,10000,2.753,ok,
110,rbf_svm,0.9699,0.918,10000,10000,0.354,ok,
110,random_forest,1.0,0.9189,50000,10000,2.472,ok,
120,logistic_regression,0.98754,0.9288,50000,10000,1.875,ok,
