epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.46646,0.4346,50000,10000,7.959,ok,
0,linear_svm,0.532,0.3877,10000,10000,14.633,ok,
0,rbf_svm,0.5576,0.4099,10000,10000,6.865,ok,
0,random_forest,1.0,0.3806,50000,10000,2.328,ok,
1,logistic_regression,0.3325,0.2996,50000,10000,4.287,ok,
1,linear_svm,0.3742,0.2842,10000,10000,348.018,ok,
1,rbf_svm,0.328,0.2626,10000,10000,6.873,ok,
1,random_forest,1.0,0.3253,50000,10000,0.933,ok,
2,logistic_regression,0.5226,0.4869,50000,10000,5.363,ok,
2,linear_svm,0.5852,0.453,10000,10000,149.536,ok,
2,rbf_svm,0.576,0.4527,10000,10000,5.407,ok,
2,random_forest,1.0,0.4839,50000,10000,1.107,ok,
3,logistic_regression,0.63502,0.6024,50000,10000,5.659,ok,
3,linear_svm,0.7,0.5585,10000,10000,17.709,ok,
3,rbf_svm,0.6755,0.5694,10000,10000,4.659,ok,
3,random_forest,1.0,0.576,50000,10000,1.66,ok,
4,logistic_regression,0.73508,0.6941,50000,10000,4.616,ok,
4,linear_svm,0.7899,0.6488,10000,10000,11.466,ok,
4,rbf_svm,0.7627,0.6723,10000,10000,2.985,ok,
4,random_forest,1.0,0.6707,50000,10000,2.145,ok,
5,logistic_regression,0.78236,0.7446,50000,10000,4.98,ok,
5,linear_svm,0.8375,0.7018,10000,10000,9.402,ok,
5,rbf_svm,0.7933,0.7209,10000,10000,2.513,ok,
5,random_forest,1.0,0.7176,50000,10000,2.053,ok,
6,logistic_regression,0.82444,0.7896,50000,10000,4.878,ok,
6,linear_svm,0.8796,0.7567,10000,10000,7.923,ok,
6,rbf_svm,0.8237,0.7684,10000,10000,2.064,ok,
6,random_forest,1.0,0.7629,50000,10000,2.335,ok,
7,logistic_regression,0.8442,0.8097,50000,10000,5.275,ok,
7,linear_svm,0.9004,0.777,10000,10000,7.391,ok,
7,rbf_svm,0.8374,0.7949,10000,10000,1.861,ok,
7,random_forest,1.0,0.7891,50000,10000,2.655,ok,
8,logistic_regression,0.85942,0.8183,50000,10000,20.546,ok,
8,linear_svm,0.9127,0.7825,10000,10000,10.143,ok,
8,rbf_svm,0.8511,0.8076,10000,10000,2.132,ok,
8,random_forest,1.0,0.8058,50000,10000,2.705,ok,
9,logistic_regression,0.85826,0.8173,50000,10000,4.906,ok,
9,linear_svm,0.9102,0.7778,10000,10000,6.799,ok,
9,rbf_svm,0.8506,0.7985,10000,10000,1.786,ok,
9,random_forest,1.0,0.7961,50000,10000,2.476,ok,
10,logistic_regression,0.86776,0.8274,50000,10000,4.309,ok,
10,linear_svm,0.9178,0.7911,10000,10000,9.324,ok,
10,rbf_svm,0.8572,0.8072,10000,10000,2.084,ok,
10,random_forest,1.0,0.8048,50000,10000,3.056,ok,
11,logistic_regression,0.86794,0.8264,50000,10000,15.419,ok,
11,linear_svm,0.9185,0.7913,10000,10000,7.134,ok,
11,rbf_svm,0.8519,0.81,10000,10000,1.749,ok,
11,random_forest,1.0,0.803,50000,10000,2.573,ok,
12,logistic_regression,0.87576,0.8325,50000,10000,3.916,ok,
12,linear_svm,0.9226,0.7951,10000,10000,8.168,ok,
12,rbf_svm,0.8634,0.8128,10000,10000,1.998,ok,
12,random_forest,1.0,0.8107,50000,10000,3.249,ok,
13,logistic_regression,0.88102,0.8404,50000,10000,16.95,ok,
13,linear_svm,0.9289,0.8048,10000,10000,6.391,ok,
13,rbf_svm,0.864,0.8218,10000,10000,1.497,ok,
13,random_forest,1.0,0.8208,50000,10000,2.881,ok,
14,logistic_regression,0.86934,0.8258,50000,10000,19.613,ok,
14,linear_svm,0.9212,0.7955,10000,10000,9.25,ok,
14,rbf_svm,0.8528,0.8095,10000,10000,2.024,ok,
14,random_forest,1.0,0.8033,50000,10000,2.409,ok,
15,logistic_regression,0.88644,0.8402,50000,10000,3.969,ok,
15,linear_svm,0.9303,0.8099,10000,10000,6.159,ok,
15,rbf_svm,0.8685,0.8246,10000,10000,1.369,ok,
15,random_forest,1.0,0.8244,50000,10000,2.642,ok,
16,logistic_regression,0.89194,0.8478,50000,10000,3.75,ok,
16,linear_svm,0.94,0.82,10000,10000,7.085,ok,
16,rbf_svm,0.8721,0.8287,10000,10000,1.382,ok,
16,random_forest,1.0,0.8266,50000,10000,2.603,ok,
17,logistic_regression,0.88858,0.8473,50000,10000,4.155,ok,
17,linear_svm,0.938,0.8099,10000,10000,5.957,ok,
17,rbf_svm,0.8681,0.826,10000,10000,1.491,ok,
17,random_forest,1.0,0.8216,50000,10000,2.767,ok,
18,logistic_regression,0.89244,0.8463,50000,10000,4.242,ok,
18,linear_svm,0.9423,0.8143,10000,10000,5.848,ok,
18,rbf_svm,0.8711,0.83,10000,10000,1.389,ok,
18,random_forest,1.0,0.8298,50000,10000,2.676,ok,
19,logistic_regression,0.8941,0.8518,50000,10000,4.172,ok,
19,linear_svm,0.9447,0.8198,10000,10000,5.584,ok,
19,rbf_svm,0.877,0.8329,10000,10000,1.36,ok,
19,random_forest,1.0,0.8319,50000,10000,2.615,ok,
20,logistic_regression,0.8974,0.8525,50000,10000,4.529,ok,
20,linear_svm,0.9448,0.8227,10000,10000,5.275,ok,
20,rbf_svm,0.8772,0.8357,10000,10000,1.365,ok,
20,random_forest,1.0,0.8313,50000,10000,2.605,ok,
22,logistic_regression,0.8912,0.8487,50000,10000,4.654,ok,
22,linear_svm,0.9382,0.8229,10000,10000,5.969,ok,
22,rbf_svm,0.8732,0.8342,10000,10000,1.383,ok,
22,random_forest,1.0,0.8329,50000,10000,2.641,ok,
24,logistic_regression,0.88996,0.845,50000,10000,4.639,ok,
24,linear_svm,0.9418,0.8152,10000,10000,6.043,ok,
24,rbf_svm,0.8742,0.8224,10000,10000,1.506,ok,
24,random_forest,1.0,0.8194,50000,10000,2.441,ok,
26,logistic_regression,0.90164,0.8582,50000,10000,4.046,ok,
26,linear_svm,0.95,0.8277,10000,10000,5.551,ok,
26,rbf_svm,0.8821,0.8404,10000,10000,1.257,ok,
26,random_forest,1.0,0.8406,50000,10000,2.685,ok,
28,logistic_regression,0.90738,0.8647,50000,10000,3.943,ok,
28,linear_svm,0.9525,0.8363,10000,10000,5.277,ok,
28,rbf_svm,0.8903,0.8507,10000,10000,1.211,ok,
28,random_forest,1.0,0.8502,50000,10000,2.435,ok,
30,logistic_regression,0.89606,0.8502,50000,10000,4.669,ok,
30,linear_svm,0.9399,0.8229,10000,10000,6.115,ok,
30,rbf_svm,0.8681,0.8284,10000,10000,1.535,ok,
30,random_forest,1.0,0.8214,50000,10000,2.571,ok,
35,logistic_regression,0.90934,0.8642,50000,10000,3.661,ok,
35,linear_svm,0.955,0.837,10000,10000,5.083,ok,
35,rbf_svm,0.8862,0.8465,10000,10000,1.258,ok,
35,random_forest,1.0,0.8433,50000,10000,2.539,ok,
40,logistic_regression,0.91112,0.8702,50000,10000,3.792,ok,
40,linear_svm,0.956,0.844,10000,10000,4.942,ok,
40,rbf_svm,0.8932,0.8567,10000,10000,1.126,ok,
40,random_forest,1.0,0.8524,50000,10000,2.611,ok,
45,logistic_regression,0.9078,0.8603,50000,10000,4.542,ok,
45,linear_svm,0.9552,0.8357,10000,10000,6.335,ok,
45,rbf_svm,0.8847,0.8438,10000,10000,1.429,ok,
45,random_forest,1.0,0.8439,50000,10000,6.505,ok,
50,logistic_regression,0.9089,0.8646,50000,10000,4.599,ok,
50,linear_svm,0.9526,0.8365,10000,10000,5.104,ok,
50,rbf_svm,0.8849,0.8464,10000,10000,1.252,ok,
50,random_forest,1.0,0.8409,50000,10000,2.612,ok,
60,logistic_regression,0.90944,0.8701,50000,10000,4.348,ok,
60,linear_svm,0.9552,0.842,10000,10000,6.031,ok,
60,rbf_svm,0.8783,0.8428,10000,10000,1.297,ok,
60,random_forest,1.0,0.8423,50000,10000,2.443,ok,
70,logistic_regression,0.9199,0.8754,50000,10000,4.103,ok,
70,linear_svm,0.9648,0.8526,10000,10000,4.617,ok,
70,rbf_svm,0.8983,0.858,10000,10000,1.085,ok,
70,random_forest,1.0,0.861,50000,10000,2.532,ok,
80,logistic_regression,0.93116,0.8844,50000,10000,3.702,ok,
80,linear_svm,0.967,0.8627,10000,10000,5.009,ok,
80,rbf_svm,0.902,0.8652,10000,10000,1.011,ok,
80,random_forest,1.0,0.8659,50000,10000,2.501,ok,
90,logistic_regression,0.93598,0.8913,50000,10000,3.965,ok,
90,linear_svm,0.9725,0.8688,10000,10000,4.294,ok,
90,rbf_svm,0.9073,0.8742,10000,10000,0.925,ok,
90,random_forest,1.0,0.8736,50000,10000,2.588,ok,
100,logistic_regression,0.94012,0.8924,50000,10000,2.812,ok,
100,linear_svm,0.9776,0.8763,10000,10000,3.932,ok,
100,rbf_svm,0.9196,0.88,10000,10000,0.836,ok,
100,random_forest,1.0,0.8789,50000,10000,4.211,ok,
110,logistic_regression,0.94724,0.8943,50000,10000,8.374,ok,
110,linear_svm,0.9818,0.879,10000,10000,4.174,ok,
110,rbf_svm,0.9268,0.8811,10000,10000,1.093,ok,
110,random_forest,1.0,0.8809,50000,10000,2.531,ok,
120,logistic_regression,0.95826,0.9067,50000,10000,2.935,ok,
120,linear_svm,0.9869,0.8904,10000,10000,3.412,ok,
120,rbf_svm,0.9389,0.8967,10000,10000,0.675,ok,
120,random_forest,1.0,0.8979,50000,10000,2.537,ok,
130,logistic_regression,0.97028,0.9155,50000,10000,2.695,ok,
130,linear_svm,0.9935,0.9041,10000,10000,3.525,ok,
130,rbf_svm,0.9548,0.9097,10000,10000,0.588,ok,
130,random_forest,1.0,0.9092,50000,10000,2.561,ok,
140,logistic_regression,0.97882,0.919,50000,10000,2.184,ok,
140,linear_svm,0.9967,0.9121,10000,10000,2.743,ok,
140,rbf_svm,0.9706,0.9135,10000,10000,0.45,ok,
140,random_forest,1.0,0.9145,50000,10000,2.628,ok,
150,logistic_regression,0.9853,0.9223,50000,10000,1.62,ok,
150,linear_svm,0.9983,0.9167,10000,10000,2.57,ok,
150,rbf_svm,0.9739,0.9179,10000,10000,0.371,ok,
150,random_forest,1.0,0.9191,50000,10000,2.595,ok,
160,logistic_regression,0.99238,0.9268,50000,10000,1.409,ok,
160,linear_svm,0.9997,0.92,10000,10000,2.48,ok,
160,rbf_svm,0.9835,0.9223,10000,10000,0.318,ok,
160,random_forest,1.0,0.9224,50000,10000,2.34,ok,
170,logistic_regression,0.99846,0.9398,50000,10000,0.442,ok,
170,linear_svm,1.0,0.9355,10000,10000,2.336,ok,
170,rbf_svm,0.9969,0.9388,10000,10000,0.217,ok,
170,random_forest,1.0,0.939,50000,10000,1.719,ok,
180,logistic_regression,0.99974,0.9467,50000,10000,0.086,ok,
180,linear_svm,1.0,0.9468,10000,10000,2.334,ok,
180,rbf_svm,0.9997,0.946,10000,10000,0.156,ok,
180,random_forest,1.0,0.9459,50000,10000,1.117,ok,
190,logistic_regression,1.0,0.9513,50000,10000,0.084,ok,
190,linear_svm,1.0,0.9508,10000,10000,2.218,ok,
190,rbf_svm,1.0,0.9502,10000,10000,0.146,ok,
190,random_forest,1.0,0.9499,50000,10000,0.989,ok,
200,logistic_regression,1.0,0.9512,50000,10000,0.108,ok,
200,linear_svm,1.0,0.9511,10000,10000,2.092,ok,
200,rbf_svm,1.0,0.9502,10000,10000,0.147,ok,
200,random_forest,1.0,0.9514,50000,10000,0.957,ok,
