epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.196852
0,2,2040,0.136965
0,3,2040,0.128636
0,4,2040,0.111628
0,5,2040,0.102021
0,6,2040,0.099498
0,7,2040,0.102714
0,8,2040,0.096678
0,9,2040,0.102722
0,10,2040,0.090215
0,11,2040,0.082551
0,12,2040,0.100135
0,13,2040,0.085755
0,14,2040,0.070755
0,15,2040,0.082477
0,16,2040,0.100027
0,17,2040,0.068237
0,18,2040,0.080106
0,19,2040,0.092787
0,20,2040,0.078764
0,22,2040,0.113629
0,24,2040,0.086443
0,26,2040,0.071933
0,28,2040,0.095196
0,30,2040,0.070423
0,35,2040,0.082448
0,40,2040,0.076841
0,45,2040,0.104298
0,50,2040,0.084321
0,60,2040,0.078445
0,70,2040,0.090088
0,80,2040,0.067761
0,90,2040,0.081874
0,100,2040,0.087402
0,110,2040,0.074307
0,120,2040,0.083287
0,130,2040,0.078432
0,140,2040,0.070601
0,150,2040,0.06478
0,160,2040,0.060477
0,170,2040,0.060171
0,180,2040,0.060229
0,190,2040,0.060837
0,200,2040,0.062162
1,1,2040,1.0
1,2,2040,0.67814
1,3,2040,0.66489
1,4,2040,0.632172
1,5,2040,0.569626
1,6,2040,0.56874
1,7,2040,0.526231
1,8,2040,0.556569
1,9,2040,0.593016
1,10,2040,0.459651
1,11,2040,0.51736
1,12,2040,0.509797
1,13,2040,0.493385
1,14,2040,0.493442
1,15,2040,0.508946
1,16,2040,0.494995
1,17,2040,0.473709
1,18,2040,0.464469
1,19,2040,0.502827
1,20,2040,0.501504
1,22,2040,0.468762
1,24,2040,0.473676
1,26,2040,0.471711
1,28,2040,0.467001
1,30,2040,0.445462
1,35,2040,0.491312
1,40,2040,0.480775
1,45,2040,0.518486
1,50,2040,0.489687
1,60,2040,0.506589
1,70,2040,0.475947
1,80,2040,0.453146
1,90,2040,0.453766
1,100,2040,0.432946
1,110,2040,0.451278
1,120,2040,0.415173
1,130,2040,0.391964
1,140,2040,0.397673
1,150,2040,0.375655
1,160,2040,0.382531
1,170,2040,0.358642
1,180,2040,0.365091
1,190,2040,0.367549
1,200,2040,0.369865
2,2,2040,1.0
2,3,2040,0.81972
2,4,2040,0.797016
2,5,2040,0.768181
2,6,2040,0.723931
2,7,2040,0.72991
2,8,2040,0.675784
