epoch,n_samples,local_cka_change,cka_to_final,mean_future_cka,below_tau
0,2040,nan,0.062162,0.088089,0
1,2040,0.803148,0.369865,0.481725,0
2,2040,0.32186,0.503354,0.631933,0
3,2040,0.18028,0.559264,0.691181,0
4,2040,0.163591,0.620184,0.727519,0
5,2040,0.162283,0.629418,0.735716,0
6,2040,0.163286,0.664675,0.7664,0
7,2040,0.147786,0.674646,0.763656,0
8,2040,0.17623,0.663939,0.753659,0
9,2040,0.210476,0.653242,0.739604,0
10,2040,0.268982,0.694346,0.759253,0
11,2040,0.179486,0.710151,0.783402,0
12,2040,0.152907,0.692999,0.761178,0
13,2040,0.160416,0.701774,0.771945,0
14,2040,0.187933,0.696897,0.763636,0
15,2040,0.168498,0.692077,0.755587,0
16,2040,0.235043,0.710296,0.764263,0
17,2040,0.215163,0.714447,0.756511,0
18,2040,0.2382,0.69398,0.758336,0
19,2040,0.176611,0.741876,0.782362,0
20,2040,0.224842,0.695048,0.75319,0
22,2040,0.241504,0.716141,0.757882,0
24,2040,0.217008,0.732583,0.780538,0
26,2040,0.173456,0.733593,0.774517,0
28,2040,0.190792,0.735144,0.776877,0
30,2040,0.161873,0.740081,0.773026,0
35,2040,0.179806,0.742677,0.778418,0
40,2040,0.168582,0.729431,0.761294,0
45,2040,0.199696,0.765251,0.791658,0
50,2040,0.165764,0.755958,0.77946,0
60,2040,0.220828,0.721844,0.743702,0
70,2040,0.216347,0.774932,0.785047,0
80,2040,0.213131,0.781299,0.792466,0
90,2040,0.157988,0.810594,0.811941,0
100,2040,0.174534,0.818587,0.818236,0
110,2040,0.150243,0.836899,0.832056,0
120,2040,0.136973,0.859435,0.850544,0
130,2040,0.153013,0.868395,0.862792,0
140,2040,0.15659,0.875256,0.867361,0
150,2040,0.161896,0.903384,0.900513,0
160,2040,0.105254,0.942535,0.941296,0
170,2040,0.061545,0.979369,0.979197,0
180,2040,0.021184,0.996457,0.996517,0
190,2040,0.003424,0.999329,0.999329,1
200,2040,0.000671,1.0,nan,1
