run_name,lr,seed,epoch,component,probe,train_acc,test_acc,k_main,threshold_mode,threshold_value
final_lr010_seed2,0.1,2,0,full,logistic_regression,0.46642,0.4319,246,singular_mass,0.8
final_lr010_seed2,0.1,2,0,main,logistic_regression,0.43224,0.42,246,singular_mass,0.8
final_lr010_seed2,0.1,2,0,residual,logistic_regression,0.19876,0.1849,246,singular_mass,0.8
final_lr010_seed2,0.1,2,1,full,logistic_regression,0.60386,0.5704,154,singular_mass,0.8
final_lr010_seed2,0.1,2,1,main,logistic_regression,0.55956,0.5469,154,singular_mass,0.8
final_lr010_seed2,0.1,2,1,residual,logistic_regression,0.2438,0.2216,154,singular_mass,0.8
final_lr010_seed2,0.1,2,2,full,logistic_regression,0.72208,0.676,190,singular_mass,0.8
final_lr010_seed2,0.1,2,2,main,logistic_regression,0.6951,0.6682,190,singular_mass,0.8
final_lr010_seed2,0.1,2,2,residual,logistic_regression,0.22034,0.1997,190,singular_mass,0.8
final_lr010_seed2,0.1,2,3,full,logistic_regression,0.78408,0.7351,192,singular_mass,0.8
final_lr010_seed2,0.1,2,3,main,logistic_regression,0.75916,0.7345,192,singular_mass,0.8
final_lr010_seed2,0.1,2,3,residual,logistic_regression,0.21504,0.1999,192,singular_mass,0.8
final_lr010_seed2,0.1,2,4,full,logistic_regression,0.82954,0.788,191,singular_mass,0.8
final_lr010_seed2,0.1,2,4,main,logistic_regression,0.80768,0.7896,191,singular_mass,0.8
final_lr010_seed2,0.1,2,4,residual,logistic_regression,0.23282,0.2173,191,singular_mass,0.8
final_lr010_seed2,0.1,2,5,full,logistic_regression,0.85364,0.8132,190,singular_mass,0.8
final_lr010_seed2,0.1,2,5,main,logistic_regression,0.83356,0.8148,190,singular_mass,0.8
final_lr010_seed2,0.1,2,5,residual,logistic_regression,0.23352,0.2132,190,singular_mass,0.8
final_lr010_seed2,0.1,2,6,full,logistic_regression,0.87808,0.8277,183,singular_mass,0.8
final_lr010_seed2,0.1,2,6,main,logistic_regression,0.85996,0.8321,183,singular_mass,0.8
final_lr010_seed2,0.1,2,6,residual,logistic_regression,0.24162,0.2265,183,singular_mass,0.8
final_lr010_seed2,0.1,2,7,full,logistic_regression,0.89062,0.8456,176,singular_mass,0.8
final_lr010_seed2,0.1,2,7,main,logistic_regression,0.87282,0.8457,176,singular_mass,0.8
final_lr010_seed2,0.1,2,7,residual,logistic_regression,0.26082,0.2393,176,singular_mass,0.8
