run,lr,seed,epoch,cka_biased_tofinal,cka_debiased_tofinal,svcca_tofinal,cka_biased_tofinal_heldout,svcca_tofinal_heldout,cka_biased_consec,cka_debiased_consec
final_lr005_seed5,0.05,5,0,0.03846201954955609,0.03677977377073881,0.4003664510583198,0.03119649228048132,0.4044027110704027,,
final_lr005_seed5,0.05,5,1,0.18261154175631444,0.1836469097680341,0.4175783912220261,0.20468431868224782,0.425915032526226,0.0528667230456064,0.0527551538478603
final_lr005_seed5,0.05,5,2,0.4869329638463054,0.4864021616750819,0.5461055625963909,0.4966587593740716,0.5517388551244606,0.4364846336996091,0.431786072727173
final_lr005_seed5,0.05,5,3,0.5736074692417884,0.5725583257183131,0.6042982768861394,0.5723999648214076,0.5958188734294214,0.7441556463917599,0.7445227031707182
final_lr005_seed5,0.05,5,4,0.6248651779092904,0.6239132527195648,0.6214220544881431,0.6244854417417449,0.6193647816831211,0.8541569937569918,0.8538054377424705
final_lr005_seed5,0.05,5,5,0.6108466659498077,0.6098448937582732,0.6351862660361929,0.6094300019111782,0.6317040030570652,0.835444162090325,0.8351461381220502
final_lr005_seed5,0.05,5,6,0.6252779178558373,0.6244010336713047,0.6525376926508347,0.6216493707310986,0.646137156126467,0.8235983145289336,0.8232220614500264
final_lr005_seed5,0.05,5,7,0.6744805663433477,0.6736507780030796,0.6675780623750017,0.6693292393537866,0.6661706189011231,0.8678661707171547,0.8675764451034456
final_lr005_seed5,0.05,5,8,0.6985030707222128,0.6977607355234727,0.6693901613408001,0.6998094836980896,0.6681559871033125,0.8909938190056234,0.8907234745008227
final_lr005_seed5,0.05,5,9,0.6833638501215922,0.6825498930551341,0.6681708822298026,0.6859595099044201,0.6649993324872311,0.8694836452072,0.8691266071589947
final_lr005_seed5,0.05,5,10,0.709271478295253,0.7085505334779848,0.6780233016265659,0.7123754883684492,0.6683258041418563,0.8649803527490286,0.8645707100789634
final_lr005_seed5,0.05,5,11,0.7116270253055356,0.7109834537529716,0.6839295295723428,0.7097145204883911,0.6813089524394448,0.8875036742748064,0.8872271673051895
final_lr005_seed5,0.05,5,12,0.7400055020719977,0.7393005003886124,0.6910024933171951,0.7389561900921194,0.6811741144063643,0.874028633507674,0.8737557481940953
final_lr005_seed5,0.05,5,13,0.7188580006504838,0.7181890661366733,0.6886357181748667,0.7170644385018282,0.6844400328108179,0.8608392509674325,0.8605192881466699
final_lr005_seed5,0.05,5,14,0.7320475823782534,0.7313713906680765,0.6898990468906822,0.7341898720144681,0.6828117244635267,0.8992173823728055,0.8989533706806474
final_lr005_seed5,0.05,5,15,0.7399153736374947,0.7392163122239824,0.6828302546481165,0.7398220500016562,0.6797847388888576,0.8903277235478847,0.8900435090699096
final_lr005_seed5,0.05,5,16,0.7390464242225744,0.7384340621970602,0.6789503050231852,0.7392123159304393,0.6761542231654014,0.8604634770666787,0.8601030812524271
final_lr005_seed5,0.05,5,17,0.7516245005616129,0.7509693531549343,0.6833520027496099,0.7513798549820437,0.68416103674971,0.8338547184735126,0.8335314740523757
final_lr005_seed5,0.05,5,18,0.74793786071523,0.747238225990575,0.6786856528656624,0.7406006315418372,0.6706507291389119,0.8582175710092889,0.8578923384700354
final_lr005_seed5,0.05,5,19,0.744908831351228,0.7443322547849577,0.6788080786972316,0.74508255440272,0.6729133984913128,0.8750861387277827,0.8747604203940238
final_lr005_seed5,0.05,5,20,0.704020700850808,0.7032386762271744,0.6684267996419488,0.7071816724876941,0.6689922371016358,0.8267435072036379,0.8262899057369554
