epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.4709,0.4361,50000,10000,5.49,ok,
0,linear_svm,0.5218,0.3852,10000,10000,18.047,ok,
1,logistic_regression,0.6444,0.6074,50000,10000,6.679,ok,
1,linear_svm,0.7009,0.5679,10000,10000,16.361,ok,
2,logistic_regression,0.7565,0.7166,50000,10000,4.106,ok,
2,linear_svm,0.8095,0.6736,10000,10000,10.745,ok,
3,logistic_regression,0.8288,0.7931,50000,10000,3.809,ok,
3,linear_svm,0.8824,0.7482,10000,10000,7.715,ok,
4,logistic_regression,0.85692,0.811,50000,10000,3.975,ok,
4,linear_svm,0.9157,0.7734,10000,10000,6.748,ok,
5,logistic_regression,0.88228,0.8352,50000,10000,3.812,ok,
5,linear_svm,0.9372,0.7991,10000,10000,6.339,ok,
6,logistic_regression,0.8976,0.854,50000,10000,3.417,ok,
6,linear_svm,0.95,0.8204,10000,10000,5.985,ok,
7,logistic_regression,0.90992,0.8581,50000,10000,3.458,ok,
7,linear_svm,0.9604,0.8293,10000,10000,5.057,ok,
8,logistic_regression,0.92226,0.8675,50000,10000,3.318,ok,
8,linear_svm,0.9732,0.8408,10000,10000,5.433,ok,
9,logistic_regression,0.92326,0.8651,50000,10000,3.408,ok,
9,linear_svm,0.9732,0.8398,10000,10000,5.468,ok,
10,logistic_regression,0.93278,0.8754,50000,10000,3.193,ok,
10,linear_svm,0.9787,0.8506,10000,10000,4.932,ok,
11,logistic_regression,0.94296,0.8841,50000,10000,3.143,ok,
11,linear_svm,0.9847,0.8596,10000,10000,4.84,ok,
12,logistic_regression,0.9421,0.887,50000,10000,3.219,ok,
12,linear_svm,0.9861,0.8636,10000,10000,4.695,ok,
13,logistic_regression,0.94728,0.8886,50000,10000,2.939,ok,
13,linear_svm,0.9877,0.8676,10000,10000,4.703,ok,
14,logistic_regression,0.94606,0.8899,50000,10000,2.929,ok,
14,linear_svm,0.9894,0.868,10000,10000,4.54,ok,
15,logistic_regression,0.9498,0.8887,50000,10000,2.707,ok,
15,linear_svm,0.989,0.8712,10000,10000,4.566,ok,
16,logistic_regression,0.95216,0.8973,50000,10000,2.752,ok,
16,linear_svm,0.9891,0.8745,10000,10000,4.22,ok,
17,logistic_regression,0.95514,0.8947,50000,10000,3.097,ok,
17,linear_svm,0.9915,0.8771,10000,10000,4.287,ok,
18,logistic_regression,0.95086,0.8936,50000,10000,3.038,ok,
18,linear_svm,0.9887,0.8748,10000,10000,4.509,ok,
19,logistic_regression,0.95854,0.9027,50000,10000,3.018,ok,
19,linear_svm,0.9912,0.8827,10000,10000,4.002,ok,
20,logistic_regression,0.95512,0.8962,50000,10000,2.895,ok,
20,linear_svm,0.9921,0.8742,10000,10000,4.428,ok,
22,logistic_regression,0.9585,0.8967,50000,10000,3.072,ok,
22,linear_svm,0.9932,0.8809,10000,10000,4.139,ok,
24,logistic_regression,0.96496,0.9081,50000,10000,2.904,ok,
24,linear_svm,0.9941,0.8951,10000,10000,3.912,ok,
26,logistic_regression,0.96324,0.9023,50000,10000,2.501,ok,
26,linear_svm,0.9939,0.8916,10000,10000,3.965,ok,
28,logistic_regression,0.96002,0.9026,50000,10000,3.127,ok,
28,linear_svm,0.9888,0.8895,10000,10000,4.12,ok,
30,logistic_regression,0.96654,0.9103,50000,10000,2.434,ok,
30,linear_svm,0.9936,0.8977,10000,10000,3.935,ok,
35,logistic_regression,0.9701,0.9106,50000,10000,2.506,ok,
35,linear_svm,0.9951,0.8969,10000,10000,3.982,ok,
40,logistic_regression,0.96794,0.909,50000,10000,2.57,ok,
40,linear_svm,0.9945,0.8955,10000,10000,3.66,ok,
45,logistic_regression,0.97728,0.9139,50000,10000,2.075,ok,
45,linear_svm,0.9963,0.9048,10000,10000,3.237,ok,
50,logistic_regression,0.97284,0.911,50000,10000,2.924,ok,
50,linear_svm,0.9954,0.8993,10000,10000,3.56,ok,
60,logistic_regression,0.97422,0.9158,50000,10000,2.289,ok,
60,linear_svm,0.9953,0.9051,10000,10000,3.497,ok,
70,logistic_regression,0.9817,0.9185,50000,10000,2.247,ok,
70,linear_svm,0.9987,0.9095,10000,10000,2.905,ok,
80,logistic_regression,0.98278,0.9205,50000,10000,2.035,ok,
80,linear_svm,0.9977,0.9115,10000,10000,3.286,ok,
90,logistic_regression,0.98532,0.9206,50000,10000,1.97,ok,
90,linear_svm,0.999,0.9137,10000,10000,3.085,ok,
100,logistic_regression,0.99014,0.925,50000,10000,1.921,ok,
100,linear_svm,0.9997,0.9155,10000,10000,2.65,ok,
110,logistic_regression,0.99202,0.929,50000,10000,1.301,ok,
110,linear_svm,0.9998,0.9261,10000,10000,2.776,ok,
120,logistic_regression,0.99512,0.9328,50000,10000,0.966,ok,
120,linear_svm,0.9997,0.9285,10000,10000,2.943,ok,
130,logistic_regression,0.99516,0.9299,50000,10000,0.757,ok,
130,linear_svm,1.0,0.9278,10000,10000,3.075,ok,
135,logistic_regression,0.99714,0.9333,50000,10000,0.64,ok,
135,linear_svm,1.0,0.9287,10000,10000,2.501,ok,
140,logistic_regression,0.99818,0.9355,50000,10000,0.344,ok,
140,linear_svm,1.0,0.9342,10000,10000,2.48,ok,
145,logistic_regression,0.9987,0.9401,50000,10000,0.197,ok,
145,linear_svm,1.0,0.9399,10000,10000,2.595,ok,
150,logistic_regression,0.99884,0.9388,50000,10000,0.139,ok,
150,linear_svm,1.0,0.9376,10000,10000,2.806,ok,
155,logistic_regression,0.99916,0.9384,50000,10000,0.126,ok,
155,linear_svm,1.0,0.9368,10000,10000,2.588,ok,
160,logistic_regression,0.9998,0.9451,50000,10000,0.107,ok,
160,linear_svm,1.0,0.9442,10000,10000,2.226,ok,
165,logistic_regression,1.0,0.9495,50000,10000,0.077,ok,
165,linear_svm,1.0,0.9477,10000,10000,2.529,ok,
170,logistic_regression,1.0,0.9522,50000,10000,0.078,ok,
170,linear_svm,1.0,0.9515,10000,10000,2.488,ok,
175,logistic_regression,1.0,0.9537,50000,10000,0.079,ok,
175,linear_svm,1.0,0.9516,10000,10000,2.258,ok,
180,logistic_regression,1.0,0.9551,50000,10000,0.076,ok,
180,linear_svm,1.0,0.9538,10000,10000,2.402,ok,
185,logistic_regression,1.0,0.9543,50000,10000,0.076,ok,
185,linear_svm,1.0,0.953,10000,10000,2.513,ok,
190,logistic_regression,1.0,0.9546,50000,10000,0.079,ok,
190,linear_svm,1.0,0.9527,10000,10000,2.416,ok,
195,logistic_regression,1.0,0.9547,50000,10000,0.079,ok,
