seed,lr_a,lr_b,epoch,cka,comparison_type
1,0.05,0.2,100,0.7635225515213044,seed_matched_cross_lr_same_epoch
1,0.05,0.2,110,0.7803614024713745,seed_matched_cross_lr_same_epoch
1,0.05,0.2,120,0.7917970410567376,seed_matched_cross_lr_same_epoch
1,0.05,0.2,130,0.7903520410025562,seed_matched_cross_lr_same_epoch
1,0.05,0.2,140,0.8243490807189678,seed_matched_cross_lr_same_epoch
1,0.05,0.2,150,0.8398509035531604,seed_matched_cross_lr_same_epoch
1,0.05,0.2,160,0.8556559886184052,seed_matched_cross_lr_same_epoch
1,0.05,0.2,170,0.8886689992242438,seed_matched_cross_lr_same_epoch
1,0.05,0.2,180,0.9301344222333032,seed_matched_cross_lr_same_epoch
1,0.05,0.2,190,0.9460439259125504,seed_matched_cross_lr_same_epoch
1,0.05,0.2,200,0.9474067939480584,seed_matched_cross_lr_same_epoch
1,0.1,0.2,0,1.0,seed_matched_cross_lr_same_epoch
1,0.1,0.2,1,0.7207472089558524,seed_matched_cross_lr_same_epoch
1,0.1,0.2,2,0.6496144160575009,seed_matched_cross_lr_same_epoch
1,0.1,0.2,3,0.7105501580194611,seed_matched_cross_lr_same_epoch
1,0.1,0.2,4,0.7545582461848431,seed_matched_cross_lr_same_epoch
1,0.1,0.2,5,0.8171678119080387,seed_matched_cross_lr_same_epoch
1,0.1,0.2,6,0.8891127729495591,seed_matched_cross_lr_same_epoch
1,0.1,0.2,7,0.8507409251881446,seed_matched_cross_lr_same_epoch
1,0.1,0.2,8,0.860531523412588,seed_matched_cross_lr_same_epoch
1,0.1,0.2,9,0.8570550614189097,seed_matched_cross_lr_same_epoch
1,0.1,0.2,10,0.8359162826384088,seed_matched_cross_lr_same_epoch
1,0.1,0.2,11,0.8312574462406879,seed_matched_cross_lr_same_epoch
1,0.1,0.2,12,0.8300681429824134,seed_matched_cross_lr_same_epoch
1,0.1,0.2,13,0.8205724760702081,seed_matched_cross_lr_same_epoch
1,0.1,0.2,14,0.8353414952981714,seed_matched_cross_lr_same_epoch
1,0.1,0.2,15,0.8822751592187276,seed_matched_cross_lr_same_epoch
1,0.1,0.2,16,0.8296864367179873,seed_matched_cross_lr_same_epoch
1,0.1,0.2,17,0.8389726714883298,seed_matched_cross_lr_same_epoch
1,0.1,0.2,18,0.8090523640913952,seed_matched_cross_lr_same_epoch
1,0.1,0.2,19,0.8681595667662586,seed_matched_cross_lr_same_epoch
1,0.1,0.2,20,0.8276426519831602,seed_matched_cross_lr_same_epoch
1,0.1,0.2,22,0.8389473681701568,seed_matched_cross_lr_same_epoch
1,0.1,0.2,24,0.8161318653720587,seed_matched_cross_lr_same_epoch
1,0.1,0.2,26,0.8068118251893629,seed_matched_cross_lr_same_epoch
1,0.1,0.2,28,0.8164857076031838,seed_matched_cross_lr_same_epoch
1,0.1,0.2,30,0.7885014357600661,seed_matched_cross_lr_same_epoch
1,0.1,0.2,35,0.8631064292287686,seed_matched_cross_lr_same_epoch
1,0.1,0.2,40,0.8265378890546472,seed_matched_cross_lr_same_epoch
1,0.1,0.2,45,0.8095295875569648,seed_matched_cross_lr_same_epoch
1,0.1,0.2,50,0.8076583230395635,seed_matched_cross_lr_same_epoch
1,0.1,0.2,60,0.787515479809604,seed_matched_cross_lr_same_epoch
1,0.1,0.2,70,0.8113934210908128,seed_matched_cross_lr_same_epoch
1,0.1,0.2,80,0.8393985514610649,seed_matched_cross_lr_same_epoch
1,0.1,0.2,90,0.8096807089768571,seed_matched_cross_lr_same_epoch
1,0.1,0.2,100,0.863035345989377,seed_matched_cross_lr_same_epoch
1,0.1,0.2,110,0.8501797348610979,seed_matched_cross_lr_same_epoch
1,0.1,0.2,120,0.8547540020723337,seed_matched_cross_lr_same_epoch
1,0.1,0.2,130,0.8299182139498237,seed_matched_cross_lr_same_epoch
1,0.1,0.2,140,0.8680210632432895,seed_matched_cross_lr_same_epoch
1,0.1,0.2,150,0.8390386153115924,seed_matched_cross_lr_same_epoch
1,0.1,0.2,160,0.8644661427344058,seed_matched_cross_lr_same_epoch
1,0.1,0.2,170,0.8932781040312239,seed_matched_cross_lr_same_epoch
1,0.1,0.2,180,0.9308760349770487,seed_matched_cross_lr_same_epoch
1,0.1,0.2,190,0.9465129873002979,seed_matched_cross_lr_same_epoch
1,0.1,0.2,200,0.9476123823735295,seed_matched_cross_lr_same_epoch
2,0.05,0.1,0,1.0,seed_matched_cross_lr_same_epoch
2,0.05,0.1,1,0.3883169833964279,seed_matched_cross_lr_same_epoch
2,0.05,0.1,2,0.831278862369356,seed_matched_cross_lr_same_epoch
2,0.05,0.1,3,0.8816773969035372,seed_matched_cross_lr_same_epoch
2,0.05,0.1,4,0.7349602952232474,seed_matched_cross_lr_same_epoch
2,0.05,0.1,5,0.8545340344663915,seed_matched_cross_lr_same_epoch
2,0.05,0.1,6,0.8929606044322869,seed_matched_cross_lr_same_epoch
2,0.05,0.1,7,0.8688386232594079,seed_matched_cross_lr_same_epoch
2,0.05,0.1,8,0.8933226978808781,seed_matched_cross_lr_same_epoch
2,0.05,0.1,9,0.8564402469131268,seed_matched_cross_lr_same_epoch
2,0.05,0.1,10,0.8665399734969355,seed_matched_cross_lr_same_epoch
2,0.05,0.1,11,0.9127620126625567,seed_matched_cross_lr_same_epoch
2,0.05,0.1,12,0.8620749628500395,seed_matched_cross_lr_same_epoch
2,0.05,0.1,13,0.8844028535918776,seed_matched_cross_lr_same_epoch
2,0.05,0.1,14,0.885339838316417,seed_matched_cross_lr_same_epoch
2,0.05,0.1,15,0.8384991602859478,seed_matched_cross_lr_same_epoch
2,0.05,0.1,16,0.8494883901748433,seed_matched_cross_lr_same_epoch
2,0.05,0.1,17,0.8788597814512871,seed_matched_cross_lr_same_epoch
2,0.05,0.1,18,0.8721225286196846,seed_matched_cross_lr_same_epoch
2,0.05,0.1,19,0.8746073402990555,seed_matched_cross_lr_same_epoch
2,0.05,0.1,20,0.8568788259559958,seed_matched_cross_lr_same_epoch
2,0.05,0.1,22,0.8468466463625833,seed_matched_cross_lr_same_epoch
2,0.05,0.1,24,0.8918589967174337,seed_matched_cross_lr_same_epoch
2,0.05,0.1,26,0.8795033269815643,seed_matched_cross_lr_same_epoch
2,0.05,0.1,28,0.825678760459227,seed_matched_cross_lr_same_epoch
2,0.05,0.1,30,0.8472151944416976,seed_matched_cross_lr_same_epoch
2,0.05,0.1,35,0.8602404853840205,seed_matched_cross_lr_same_epoch
2,0.05,0.1,40,0.8469970605532556,seed_matched_cross_lr_same_epoch
2,0.05,0.1,45,0.8539908566143752,seed_matched_cross_lr_same_epoch
2,0.05,0.1,50,0.8516046390567602,seed_matched_cross_lr_same_epoch
2,0.05,0.1,60,0.8452530063349891,seed_matched_cross_lr_same_epoch
2,0.05,0.1,70,0.856153803163153,seed_matched_cross_lr_same_epoch
2,0.05,0.1,80,0.8327806907808605,seed_matched_cross_lr_same_epoch
2,0.05,0.1,90,0.8156614958445568,seed_matched_cross_lr_same_epoch
2,0.05,0.1,100,0.839345028070827,seed_matched_cross_lr_same_epoch
2,0.05,0.1,110,0.8537432205525303,seed_matched_cross_lr_same_epoch
2,0.05,0.1,120,0.8463217066664066,seed_matched_cross_lr_same_epoch
2,0.05,0.1,130,0.8583774544049398,seed_matched_cross_lr_same_epoch
2,0.05,0.1,140,0.8510022472260491,seed_matched_cross_lr_same_epoch
2,0.05,0.1,150,0.8747269726123816,seed_matched_cross_lr_same_epoch
2,0.05,0.1,160,0.9092826186504183,seed_matched_cross_lr_same_epoch
2,0.05,0.1,170,0.9410916927487176,seed_matched_cross_lr_same_epoch
2,0.05,0.1,180,0.9574816201113001,seed_matched_cross_lr_same_epoch
2,0.05,0.1,190,0.9624568639800487,seed_matched_cross_lr_same_epoch
2,0.05,0.1,200,0.9631698509425481,seed_matched_cross_lr_same_epoch
2,0.05,0.2,0,1.0,seed_matched_cross_lr_same_epoch
2,0.05,0.2,1,0.40406018612251976,seed_matched_cross_lr_same_epoch
2,0.05,0.2,2,0.605560322056924,seed_matched_cross_lr_same_epoch
2,0.05,0.2,3,0.6476798384705265,seed_matched_cross_lr_same_epoch
2,0.05,0.2,4,0.7182386401984221,seed_matched_cross_lr_same_epoch
2,0.05,0.2,5,0.7740991944439766,seed_matched_cross_lr_same_epoch
2,0.05,0.2,6,0.8451431030668076,seed_matched_cross_lr_same_epoch
2,0.05,0.2,7,0.8105671609222529,seed_matched_cross_lr_same_epoch
2,0.05,0.2,8,0.8482953534774693,seed_matched_cross_lr_same_epoch
2,0.05,0.2,9,0.8357058202254545,seed_matched_cross_lr_same_epoch
2,0.05,0.2,10,0.8056482674816758,seed_matched_cross_lr_same_epoch
2,0.05,0.2,11,0.7460759148361621,seed_matched_cross_lr_same_epoch
2,0.05,0.2,12,0.7809960829729707,seed_matched_cross_lr_same_epoch
2,0.05,0.2,13,0.839869328420102,seed_matched_cross_lr_same_epoch
2,0.05,0.2,14,0.7846612698499019,seed_matched_cross_lr_same_epoch
2,0.05,0.2,15,0.789669014193751,seed_matched_cross_lr_same_epoch
2,0.05,0.2,16,0.7983667027533377,seed_matched_cross_lr_same_epoch
2,0.05,0.2,17,0.7688648493656706,seed_matched_cross_lr_same_epoch
2,0.05,0.2,18,0.821297658789304,seed_matched_cross_lr_same_epoch
2,0.05,0.2,19,0.8227741510426063,seed_matched_cross_lr_same_epoch
2,0.05,0.2,20,0.8394413713967054,seed_matched_cross_lr_same_epoch
2,0.05,0.2,22,0.7948363877340268,seed_matched_cross_lr_same_epoch
2,0.05,0.2,24,0.8154753783438294,seed_matched_cross_lr_same_epoch
2,0.05,0.2,26,0.8042675410440396,seed_matched_cross_lr_same_epoch
2,0.05,0.2,28,0.7451834878869277,seed_matched_cross_lr_same_epoch
2,0.05,0.2,30,0.7020858414752283,seed_matched_cross_lr_same_epoch
2,0.05,0.2,35,0.8444135014204565,seed_matched_cross_lr_same_epoch
2,0.05,0.2,40,0.8007950849156057,seed_matched_cross_lr_same_epoch
2,0.05,0.2,45,0.7550348824137262,seed_matched_cross_lr_same_epoch
2,0.05,0.2,50,0.7668408992286077,seed_matched_cross_lr_same_epoch
2,0.05,0.2,60,0.7613819656044086,seed_matched_cross_lr_same_epoch
2,0.05,0.2,70,0.7864800698088912,seed_matched_cross_lr_same_epoch
2,0.05,0.2,80,0.7971382788516828,seed_matched_cross_lr_same_epoch
2,0.05,0.2,90,0.761463566792922,seed_matched_cross_lr_same_epoch
2,0.05,0.2,100,0.796059532574854,seed_matched_cross_lr_same_epoch
2,0.05,0.2,110,0.7753836164286889,seed_matched_cross_lr_same_epoch
2,0.05,0.2,120,0.7900963213961887,seed_matched_cross_lr_same_epoch
2,0.05,0.2,130,0.7919228960892973,seed_matched_cross_lr_same_epoch
2,0.05,0.2,140,0.8201366494929854,seed_matched_cross_lr_same_epoch
2,0.05,0.2,150,0.8357418615165803,seed_matched_cross_lr_same_epoch
2,0.05,0.2,160,0.8503392781028088,seed_matched_cross_lr_same_epoch
2,0.05,0.2,170,0.8953457717664765,seed_matched_cross_lr_same_epoch
