lr_a,lr_b,mean_final_cka,std_final_cka,n,min_final_cka,max_final_cka
0.05,0.1,0.9611519707068166,0.002919819851940127,5,0.9562662052478349,0.9631698509425481
0.05,0.2,0.9479367510087074,0.0027216107101840368,5,0.9437729083932774,0.9511309508154214
0.1,0.2,0.9513433175567775,0.003500281723488263,5,0.9476123823735295,0.9561544226052222
