lr,mean_within_lr_cross_seed_cka,std_within_lr_cross_seed_cka,n_pairs
0.05,0.9644887782720739,0.0007282107074703237,10
0.1,0.9599699916349118,0.0032759276585487447,10
0.2,0.9496070074028309,0.00243938784029195,10
