run,lr,seed,epoch,test_acc,test_nll,test_margin,head_acc_iter1,head_acc_iter3,head_acc_iter10
final_lr010_seed6,0.1,6,0,0.3872549019607843,1.8162469836027593,-0.602688835260862,0.2661764705882353,0.31519607843137254,0.3196078431372549
final_lr010_seed6,0.1,6,1,0.4745098039215686,1.5506850434677348,-0.16534721707968758,0.34705882352941175,0.3990196078431373,0.44803921568627453
final_lr010_seed6,0.1,6,2,0.6034313725490196,1.2409932472366938,0.8494251459908776,0.5147058823529411,0.5509803921568628,0.5990196078431372
final_lr010_seed6,0.1,6,3,0.6867647058823529,1.0067825021816994,2.229033551880061,0.6529411764705882,0.6661764705882353,0.6735294117647059
final_lr010_seed6,0.1,6,4,0.7524509803921569,0.8744277979984343,3.2245101402983454,0.7313725490196078,0.7573529411764706,0.7426470588235294
final_lr010_seed6,0.1,6,5,0.7818627450980392,0.7843294434661197,3.8041413559555517,0.7661764705882353,0.788235294117647,0.7730392156862745
final_lr010_seed6,0.1,6,6,0.7872549019607843,0.7208527087711912,4.014333997418553,0.7848039215686274,0.7676470588235295,0.7730392156862745
final_lr010_seed6,0.1,6,7,0.8088235294117647,0.674350489743715,5.0932068120250635,0.8259803921568627,0.8235294117647058,0.8093137254901961
final_lr010_seed6,0.1,6,8,0.8343137254901961,0.5670029309831092,5.018147992029419,0.832843137254902,0.8455882352941176,0.8338235294117647
final_lr010_seed6,0.1,6,9,0.8186274509803921,0.6191060421092923,4.846756086350291,0.8284313725490197,0.825,0.8166666666666667
final_lr010_seed6,0.1,6,10,0.85,0.5230725300044521,5.223417062236041,0.8392156862745098,0.8441176470588235,0.836764705882353
final_lr010_seed6,0.1,6,11,0.8343137254901961,0.5592908703439746,5.184372368482246,0.8323529411764706,0.8245098039215686,0.8333333333333334
final_lr010_seed6,0.1,6,12,0.8553921568627451,0.4900461681352676,5.296046064609997,0.8509803921568627,0.8504901960784313,0.8475490196078431
final_lr010_seed6,0.1,6,13,0.8450980392156863,0.5336701490384558,5.25673406380271,0.8235294117647058,0.8264705882352941,0.8401960784313726
final_lr010_seed6,0.1,6,14,0.8509803921568627,0.4811602821262505,5.843347789205851,0.8490196078431372,0.8534313725490196,0.8539215686274509
final_lr010_seed6,0.1,6,15,0.8642156862745098,0.4665666735151443,5.896916018728716,0.8647058823529412,0.8637254901960785,0.8485294117647059
final_lr010_seed6,0.1,6,16,0.875,0.441355699799533,6.152408386940904,0.8637254901960785,0.8715686274509804,0.8740196078431373
final_lr010_seed6,0.1,6,17,0.8549019607843137,0.47969286081955326,6.247389130886955,0.861764705882353,0.8485294117647059,0.8676470588235294
final_lr010_seed6,0.1,6,18,0.8696078431372549,0.433174142419875,6.169253212552369,0.8573529411764705,0.8642156862745098,0.8524509803921568
final_lr010_seed6,0.1,6,19,0.8666666666666667,0.4478968098826421,6.2690522669216096,0.85,0.8578431372549019,0.8602941176470589
final_lr010_seed6,0.1,6,20,0.8754901960784314,0.41715918780456895,6.178328138427518,0.8568627450980392,0.859313725490196,0.8686274509803922
final_lr010_seed6,0.1,6,22,0.8637254901960785,0.4399381488566692,6.195204313363812,0.8563725490196078,0.8573529411764705,0.8730392156862745
final_lr010_seed6,0.1,6,24,0.884313725490196,0.4163021452900766,6.10880167211741,0.865686274509804,0.8745098039215686,0.8808823529411764
final_lr010_seed6,0.1,6,26,0.8897058823529411,0.38594655503318975,6.391132006030418,0.8759803921568627,0.8852941176470588,0.878921568627451
final_lr010_seed6,0.1,6,28,0.8730392156862745,0.4175122867676066,6.601223924338792,0.8602941176470589,0.8455882352941176,0.8651960784313726
final_lr010_seed6,0.1,6,30,0.8779411764705882,0.41211750403398245,6.209674290666099,0.8588235294117647,0.8676470588235294,0.8705882352941177
final_lr010_seed6,0.1,6,35,0.8799019607843137,0.4134958447791929,6.873884462277322,0.8691176470588236,0.8681372549019608,0.8647058823529412
final_lr010_seed6,0.1,6,40,0.8799019607843137,0.41028242327167314,6.333834574307562,0.8622549019607844,0.8725490196078431,0.8764705882352941
final_lr010_seed6,0.1,6,45,0.8872549019607843,0.38843649689072623,7.012084050699392,0.8754901960784314,0.8799019607843137,0.8867647058823529
final_lr010_seed6,0.1,6,50,0.8823529411764706,0.40370189346749397,7.304312137987948,0.8794117647058823,0.8774509803921569,0.8857843137254902
final_lr010_seed6,0.1,6,60,0.8857843137254902,0.4214732715223031,7.9513759655638205,0.8735294117647059,0.8799019607843137,0.8764705882352941
final_lr010_seed6,0.1,6,70,0.9004901960784314,0.35034140745310033,8.30930657441322,0.8862745098039215,0.8975490196078432,0.9034313725490196
final_lr010_seed6,0.1,6,80,0.8857843137254902,0.40206839569226244,7.939338472816173,0.8818627450980392,0.8813725490196078,0.8852941176470588
final_lr010_seed6,0.1,6,90,0.9083333333333333,0.3553692221694674,8.66982035136056,0.9034313725490196,0.9019607843137255,0.9102941176470588
final_lr010_seed6,0.1,6,100,0.9024509803921569,0.3869992460566188,8.997727444480978,0.9034313725490196,0.8975490196078432,0.9034313725490196
