epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.47434,0.4409,50000,10000,31.738,ok,
0,linear_svm,0.5424,0.3901,10000,10000,15.772,ok,
0,rbf_svm,0.5617,0.4182,10000,10000,6.799,ok,
0,random_forest,1.0,0.3853,50000,10000,2.452,ok,
1,logistic_regression,0.70148,0.6661,50000,10000,4.726,ok,
1,linear_svm,0.7544,0.62,10000,10000,10.529,ok,
1,rbf_svm,0.7054,0.639,10000,10000,2.977,ok,
1,random_forest,1.0,0.6425,50000,10000,5.254,ok,
2,logistic_regression,0.7876,0.7442,50000,10000,18.788,ok,
2,linear_svm,0.8408,0.7111,10000,10000,10.437,ok,
2,rbf_svm,0.7884,0.7291,10000,10000,2.26,ok,
2,random_forest,1.0,0.7274,50000,10000,2.643,ok,
3,logistic_regression,0.83606,0.7927,50000,10000,3.118,ok,
3,linear_svm,0.8877,0.7475,10000,10000,6.68,ok,
3,rbf_svm,0.8333,0.7796,10000,10000,1.893,ok,
3,random_forest,1.0,0.7756,50000,10000,2.785,ok,
4,logistic_regression,0.86876,0.8253,50000,10000,4.262,ok,
4,linear_svm,0.9254,0.7894,10000,10000,5.707,ok,
4,rbf_svm,0.863,0.817,10000,10000,1.42,ok,
4,random_forest,1.0,0.8158,50000,10000,2.984,ok,
5,logistic_regression,0.88182,0.8322,50000,10000,3.343,ok,
5,linear_svm,0.9334,0.7974,10000,10000,5.482,ok,
5,rbf_svm,0.8665,0.8234,10000,10000,1.474,ok,
5,random_forest,1.0,0.8217,50000,10000,2.85,ok,
6,logistic_regression,0.90532,0.8554,50000,10000,3.626,ok,
6,linear_svm,0.9553,0.823,10000,10000,5.039,ok,
6,rbf_svm,0.8917,0.8498,10000,10000,1.11,ok,
6,random_forest,1.0,0.8495,50000,10000,2.829,ok,
7,logistic_regression,0.91286,0.8655,50000,10000,6.511,ok,
7,linear_svm,0.9647,0.8303,10000,10000,6.545,ok,
7,rbf_svm,0.9002,0.8565,10000,10000,1.482,ok,
7,random_forest,1.0,0.8551,50000,10000,5.878,ok,
8,logistic_regression,0.92134,0.8635,50000,10000,15.317,ok,
8,linear_svm,0.9692,0.8417,10000,10000,6.59,ok,
8,rbf_svm,0.9051,0.8619,10000,10000,1.455,ok,
8,random_forest,1.0,0.8622,50000,10000,2.809,ok,
9,logistic_regression,0.9313,0.8765,50000,10000,3.236,ok,
9,linear_svm,0.9776,0.8478,10000,10000,4.319,ok,
9,rbf_svm,0.9159,0.8677,10000,10000,0.96,ok,
9,random_forest,1.0,0.8693,50000,10000,2.769,ok,
10,logistic_regression,0.93564,0.8824,50000,10000,2.94,ok,
10,linear_svm,0.9792,0.859,10000,10000,4.499,ok,
10,rbf_svm,0.9166,0.8731,10000,10000,0.942,ok,
10,random_forest,1.0,0.8734,50000,10000,2.714,ok,
11,logistic_regression,0.93794,0.8815,50000,10000,3.276,ok,
11,linear_svm,0.9793,0.8544,10000,10000,4.498,ok,
11,rbf_svm,0.9174,0.871,10000,10000,0.993,ok,
11,random_forest,1.0,0.8717,50000,10000,4.826,ok,
12,logistic_regression,0.94334,0.8896,50000,10000,8.371,ok,
12,linear_svm,0.9832,0.8633,10000,10000,4.23,ok,
12,rbf_svm,0.9255,0.8783,10000,10000,0.871,ok,
12,random_forest,1.0,0.8799,50000,10000,3.806,ok,
13,logistic_regression,0.94534,0.8819,50000,10000,19.308,ok,
13,linear_svm,0.9843,0.8675,10000,10000,5.001,ok,
13,rbf_svm,0.9278,0.8777,10000,10000,1.156,ok,
13,random_forest,1.0,0.879,50000,10000,5.655,ok,
14,logistic_regression,0.94998,0.8938,50000,10000,8.364,ok,
14,linear_svm,0.9877,0.8715,10000,10000,4.023,ok,
14,rbf_svm,0.9357,0.8854,10000,10000,0.862,ok,
14,random_forest,1.0,0.8865,50000,10000,2.649,ok,
15,logistic_regression,0.95264,0.8884,50000,10000,2.802,ok,
15,linear_svm,0.9888,0.8701,10000,10000,3.966,ok,
15,rbf_svm,0.9325,0.8792,10000,10000,0.797,ok,
15,random_forest,1.0,0.8801,50000,10000,2.632,ok,
16,logistic_regression,0.95156,0.8952,50000,10000,3.077,ok,
16,linear_svm,0.988,0.8724,10000,10000,3.864,ok,
16,rbf_svm,0.9331,0.8835,10000,10000,0.806,ok,
16,random_forest,1.0,0.8849,50000,10000,2.619,ok,
17,logistic_regression,0.95726,0.8973,50000,10000,2.528,ok,
17,linear_svm,0.9895,0.8752,10000,10000,3.814,ok,
17,rbf_svm,0.9397,0.89,10000,10000,0.745,ok,
17,random_forest,1.0,0.8913,50000,10000,2.575,ok,
18,logistic_regression,0.94736,0.8891,50000,10000,3.665,ok,
18,linear_svm,0.9853,0.8713,10000,10000,3.949,ok,
18,rbf_svm,0.9242,0.875,10000,10000,0.844,ok,
18,random_forest,1.0,0.8756,50000,10000,2.601,ok,
19,logistic_regression,0.9566,0.8983,50000,10000,2.871,ok,
19,linear_svm,0.9913,0.88,10000,10000,3.728,ok,
19,rbf_svm,0.9377,0.887,10000,10000,0.812,ok,
19,random_forest,1.0,0.8898,50000,10000,3.094,ok,
20,logistic_regression,0.95826,0.902,50000,10000,16.897,ok,
20,linear_svm,0.9909,0.8833,10000,10000,4.322,ok,
20,rbf_svm,0.9405,0.8916,10000,10000,0.958,ok,
20,random_forest,1.0,0.8947,50000,10000,5.521,ok,
22,logistic_regression,0.9592,0.8974,50000,10000,13.32,ok,
22,linear_svm,0.9888,0.8811,10000,10000,4.49,ok,
22,rbf_svm,0.938,0.8898,10000,10000,0.986,ok,
22,random_forest,1.0,0.8895,50000,10000,2.557,ok,
24,logistic_regression,0.96392,0.9024,50000,10000,2.615,ok,
24,linear_svm,0.9948,0.886,10000,10000,3.248,ok,
24,rbf_svm,0.9494,0.8963,10000,10000,0.61,ok,
24,random_forest,1.0,0.8966,50000,10000,2.764,ok,
26,logistic_regression,0.96096,0.9049,50000,10000,2.644,ok,
26,linear_svm,0.9914,0.887,10000,10000,3.419,ok,
26,rbf_svm,0.941,0.8951,10000,10000,0.667,ok,
26,random_forest,1.0,0.8951,50000,10000,2.518,ok,
28,logistic_regression,0.96506,0.9073,50000,10000,2.76,ok,
28,linear_svm,0.9916,0.8914,10000,10000,3.335,ok,
28,rbf_svm,0.9472,0.8976,10000,10000,0.623,ok,
28,random_forest,1.0,0.9005,50000,10000,2.656,ok,
30,logistic_regression,0.96648,0.9084,50000,10000,2.399,ok,
30,linear_svm,0.9929,0.8988,10000,10000,3.338,ok,
30,rbf_svm,0.9513,0.9007,10000,10000,0.583,ok,
30,random_forest,1.0,0.9014,50000,10000,2.423,ok,
35,logistic_regression,0.9654,0.9044,50000,10000,2.579,ok,
35,linear_svm,0.9926,0.8909,10000,10000,3.511,ok,
35,rbf_svm,0.9431,0.8927,10000,10000,0.645,ok,
35,random_forest,1.0,0.895,50000,10000,2.772,ok,
40,logistic_regression,0.97048,0.9101,50000,10000,4.877,ok,
40,linear_svm,0.9951,0.8988,10000,10000,4.758,ok,
40,rbf_svm,0.9538,0.8973,10000,10000,0.574,ok,
40,random_forest,1.0,0.8978,50000,10000,4.601,ok,
45,logistic_regression,0.97104,0.913,50000,10000,69.74,ok,
45,linear_svm,0.9941,0.9017,10000,10000,3.534,ok,
45,rbf_svm,0.951,0.8974,10000,10000,0.64,ok,
45,random_forest,1.0,0.8992,50000,10000,2.572,ok,
50,logistic_regression,0.9756,0.9189,50000,10000,2.272,ok,
50,linear_svm,0.9949,0.9076,10000,10000,2.88,ok,
50,rbf_svm,0.9545,0.9074,10000,10000,0.517,ok,
50,random_forest,1.0,0.9081,50000,10000,2.484,ok,
60,logistic_regression,0.97422,0.914,50000,10000,2.245,ok,
60,linear_svm,0.9946,0.9017,10000,10000,3.022,ok,
60,rbf_svm,0.9518,0.9005,10000,10000,0.568,ok,
60,random_forest,1.0,0.9021,50000,10000,3.45,ok,
70,logistic_regression,0.98346,0.9217,50000,10000,5.438,ok,
70,linear_svm,0.9988,0.9134,10000,10000,3.249,ok,
70,rbf_svm,0.9736,0.9131,10000,10000,0.451,ok,
70,random_forest,1.0,0.9143,50000,10000,3.333,ok,
80,logistic_regression,0.98604,0.9275,50000,10000,4.624,ok,
80,linear_svm,0.9987,0.9195,10000,10000,3.255,ok,
80,rbf_svm,0.9775,0.9202,10000,10000,0.38,ok,
80,random_forest,1.0,0.9224,50000,10000,4.445,ok,
90,logistic_regression,0.98662,0.9256,50000,10000,1.422,ok,
90,linear_svm,0.9982,0.9167,10000,10000,2.605,ok,
90,rbf_svm,0.9776,0.919,10000,10000,0.356,ok,
90,random_forest,1.0,0.9191,50000,10000,2.533,ok,
100,logistic_regression,0.99056,0.927,50000,10000,1.499,ok,
100,linear_svm,0.9992,0.9219,10000,10000,2.45,ok,
100,rbf_svm,0.983,0.9211,10000,10000,0.33,ok,
100,random_forest,1.0,0.9227,50000,10000,2.327,ok,
110,logistic_regression,0.99078,0.9242,50000,10000,1.421,ok,
110,linear_svm,0.9994,0.9213,10000,10000,2.725,ok,
110,rbf_svm,0.9861,0.9202,10000,10000,0.304,ok,
110,random_forest,1.0,0.9217,50000,10000,2.362,ok,
120,logistic_regression,0.99458,0.9299,50000,10000,0.876,ok,
120,linear_svm,0.9998,0.9272,10000,10000,2.257,ok,
120,rbf_svm,0.9917,0.9278,10000,10000,0.253,ok,
120,random_forest,1.0,0.9294,50000,10000,2.134,ok,
130,logistic_regression,0.99564,0.9288,50000,10000,0.762,ok,
130,linear_svm,1.0,0.9237,10000,10000,2.056,ok,
130,rbf_svm,0.991,0.926,10000,10000,0.244,ok,
130,random_forest,1.0,0.9252,50000,10000,2.03,ok,
140,logistic_regression,0.9983,0.9379,50000,10000,0.456,ok,
140,linear_svm,1.0,0.9355,10000,10000,2.062,ok,
140,rbf_svm,0.9969,0.9374,10000,10000,0.195,ok,
140,random_forest,1.0,0.9375,50000,10000,1.625,ok,
