epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.140927
0,2,2040,0.095252
0,3,2040,0.125767
0,4,2040,0.096038
0,5,2040,0.093886
0,6,2040,0.087195
0,7,2040,0.092884
0,8,2040,0.099461
0,9,2040,0.081162
0,10,2040,0.074319
0,11,2040,0.106352
0,12,2040,0.084881
0,13,2040,0.09923
0,14,2040,0.089505
0,15,2040,0.092082
0,16,2040,0.095474
0,17,2040,0.099619
0,18,2040,0.08982
0,19,2040,0.09844
0,20,2040,0.092573
0,22,2040,0.074647
0,24,2040,0.09366
0,26,2040,0.096555
0,28,2040,0.076978
0,30,2040,0.079831
0,35,2040,0.085901
0,40,2040,0.072371
0,45,2040,0.074379
0,50,2040,0.086192
0,60,2040,0.08323
0,70,2040,0.076327
0,80,2040,0.083702
0,90,2040,0.082563
0,100,2040,0.081971
0,110,2040,0.073484
0,120,2040,0.082021
0,130,2040,0.075062
0,140,2040,0.078204
0,150,2040,0.063079
0,160,2040,0.067736
0,170,2040,0.065788
0,180,2040,0.063026
0,190,2040,0.063468
0,200,2040,0.063701
1,1,2040,1.0
1,2,2040,0.734427
1,3,2040,0.757743
1,4,2040,0.695912
1,5,2040,0.632456
1,6,2040,0.719563
1,7,2040,0.670642
1,8,2040,0.676555
1,9,2040,0.660879
1,10,2040,0.615286
1,11,2040,0.667209
1,12,2040,0.65561
1,13,2040,0.645245
1,14,2040,0.643537
1,15,2040,0.64601
1,16,2040,0.620109
1,17,2040,0.631823
1,18,2040,0.628462
1,19,2040,0.614924
1,20,2040,0.635221
1,22,2040,0.606064
1,24,2040,0.599687
1,26,2040,0.605058
1,28,2040,0.604222
1,30,2040,0.604449
1,35,2040,0.599818
1,40,2040,0.58193
1,45,2040,0.581609
1,50,2040,0.583594
1,60,2040,0.548539
1,70,2040,0.56537
1,80,2040,0.548918
1,90,2040,0.522885
1,100,2040,0.528638
1,110,2040,0.539584
1,120,2040,0.49397
1,130,2040,0.494449
1,140,2040,0.461574
1,150,2040,0.444867
1,160,2040,0.461811
1,170,2040,0.46129
1,180,2040,0.463118
1,190,2040,0.46346
1,200,2040,0.466884
2,2,2040,1.0
2,3,2040,0.793488
2,4,2040,0.76512
2,5,2040,0.667859
2,6,2040,0.753403
2,7,2040,0.735659
2,8,2040,0.707543
2,9,2040,0.678991
2,10,2040,0.676237
2,11,2040,0.678117
2,12,2040,0.691623
2,13,2040,0.701749
2,14,2040,0.689607
2,15,2040,0.663233
2,16,2040,0.685108
2,17,2040,0.684119
2,18,2040,0.626522
2,19,2040,0.659406
2,20,2040,0.694541
2,22,2040,0.624825
2,24,2040,0.649456
2,26,2040,0.674101
2,28,2040,0.666623
2,30,2040,0.658256
2,35,2040,0.654622
2,40,2040,0.641157
2,45,2040,0.653673
2,50,2040,0.627411
2,60,2040,0.594574
2,70,2040,0.592879
2,80,2040,0.605153
2,90,2040,0.586882
2,100,2040,0.5735
2,110,2040,0.591538
2,120,2040,0.544666
2,130,2040,0.536862
2,140,2040,0.515682
2,150,2040,0.4951
2,160,2040,0.519108
2,170,2040,0.515043
2,180,2040,0.516163
2,190,2040,0.51548
2,200,2040,0.520308
3,3,2040,1.0
3,4,2040,0.837989
3,5,2040,0.749445
3,6,2040,0.834928
3,7,2040,0.786609
3,8,2040,0.776883
3,9,2040,0.76362
3,10,2040,0.747692
3,11,2040,0.774043
3,12,2040,0.737808
3,13,2040,0.733882
3,14,2040,0.750728
3,15,2040,0.730419
3,16,2040,0.737103
3,17,2040,0.698673
3,18,2040,0.708415
3,19,2040,0.691583
3,20,2040,0.730714
3,22,2040,0.696588
3,24,2040,0.699435
3,26,2040,0.695506
3,28,2040,0.717969
3,30,2040,0.684417
3,35,2040,0.687842
3,40,2040,0.656714
3,45,2040,0.693202
3,50,2040,0.666535
3,60,2040,0.647674
3,70,2040,0.643339
3,80,2040,0.654252
3,90,2040,0.624016
3,100,2040,0.608608
3,110,2040,0.619362
3,120,2040,0.592487
3,130,2040,0.588918
3,140,2040,0.555701
3,150,2040,0.540328
3,160,2040,0.559437
3,170,2040,0.558571
3,180,2040,0.560571
3,190,2040,0.560489
3,200,2040,0.565431
4,4,2040,1.0
4,5,2040,0.857116
4,6,2040,0.890106
4,7,2040,0.868565
4,8,2040,0.874908
4,9,2040,0.848485
4,10,2040,0.855243
4,11,2040,0.837935
4,12,2040,0.819031
4,13,2040,0.798054
4,14,2040,0.81305
4,15,2040,0.828573
4,16,2040,0.792439
4,17,2040,0.783178
4,18,2040,0.797508
4,19,2040,0.779526
4,20,2040,0.812021
4,22,2040,0.788525
4,24,2040,0.766123
4,26,2040,0.764629
4,28,2040,0.783118
4,30,2040,0.751341
4,35,2040,0.758088
4,40,2040,0.733868
4,45,2040,0.755996
4,50,2040,0.733635
4,60,2040,0.719581
4,70,2040,0.721841
4,80,2040,0.715055
4,90,2040,0.701231
4,100,2040,0.68317
4,110,2040,0.695137
4,120,2040,0.651041
4,130,2040,0.666105
4,140,2040,0.628521
4,150,2040,0.614082
4,160,2040,0.633048
4,170,2040,0.634331
4,180,2040,0.636739
4,190,2040,0.636455
4,200,2040,0.642637
5,5,2040,1.0
5,6,2040,0.853394
5,7,2040,0.841183
5,8,2040,0.861818
5,9,2040,0.854333
5,10,2040,0.823263
5,11,2040,0.804273
