epoch,lr,train_loss,train_acc,test_loss,test_acc
0,0.05,nan,nan,2.673018887710571,0.1
1,0.05,1.556416982269287,0.43356,1.1989456689834594,0.5764
2,0.04999691581204152,1.0279148300933838,0.63486,1.0949009547233581,0.6312
3,0.04998766400914329,0.7872473260498047,0.72306,0.9341943161964417,0.6865
4,0.049972246874049255,0.6624432776260376,0.77104,0.629574263381958,0.7808
5,0.049950668210706796,0.5729667160224915,0.80154,0.8975988201141357,0.7188
6,0.04992293334332821,0.5157429047775268,0.82326,0.5775206807136536,0.8
7,0.04988904911507701,0.4668591483974457,0.839,0.5757257895469665,0.8186
8,0.049849023886379504,0.43456041608810425,0.85154,0.5226565307617187,0.827
9,0.04980286753286196,0.40555687383651734,0.85886,0.4626686321258545,0.8461
10,0.049750591442913945,0.3790441578292847,0.8689,0.4882861596107483,0.8343
11,0.049692208514878454,0.35850948979377745,0.87868,0.5650468032836914,0.8165
12,0.049627733153869355,0.3408328286361694,0.88216,0.42292920842170717,0.8551
13,0.049557181268217225,0.33005247034072877,0.88648,0.5856002036571503,0.8158
14,0.04948057026554415,0.32490772834300996,0.88732,0.5286391120910644,0.8317
15,0.04939791904846869,0.30851862020492554,0.89572,0.5952897145271301,0.8065
16,0.04930924800994192,0.297723827047348,0.89748,0.525128805065155,0.8272
17,0.049214579028215785,0.2950463225364685,0.89838,0.42344572587013246,0.8586
18,0.04911393546144496,0.28481855503082276,0.90238,0.45443281574249267,0.8512
19,0.049007342141923586,0.2792396199893951,0.9034,0.4638463300704956,0.8514
20,0.04889482536995826,0.27598400686740876,0.90414,0.4175954071998596,0.863
21,0.04877641290737885,0.267483336687088,0.90862,0.45402504539489746,0.8559
22,0.04865213397068864,0.2666474616622925,0.90864,0.4014082133293152,0.8702
23,0.04852201922385564,0.25646709440231324,0.91296,0.3650867277145386,0.8825
24,0.04838610077074669,0.2572472838687897,0.91208,0.36900337567329405,0.8801
25,0.04824441214720629,0.2529364552974701,0.9136,0.4495355547428131,0.8523
26,0.048096988312782175,0.24810592849731444,0.91418,0.4283288437843323,0.8612
27,0.04794386564209953,0.24401572722911835,0.91688,0.4016343473911285,0.8703
28,0.04778508191588613,0.2425204477596283,0.91558,0.47182780990600587,0.8518
29,0.04762067631165049,0.23895855697631835,0.9174,0.577700993347168,0.8213
30,0.047450689394015394,0.23406071926116942,0.91956,0.37632143697738646,0.8817
31,0.0472751631047092,0.2286988107585907,0.92088,0.4235694010734558,0.8634
32,0.04709414075221735,0.22780876150131227,0.92122,0.370946861076355,0.88
33,0.046907667001096595,0.22221874503612518,0.92344,0.40017925271987914,0.8684
34,0.04671578786095479,0.22440413246154786,0.92372,0.32127794008255006,0.8937
35,0.0465185506750986,0.2226472878265381,0.9237,0.45652238006591794,0.8532
36,0.04631600410885232,0.21650173184394836,0.92614,0.391897651386261,0.8673
37,0.04610819813755039,0.20862608659744264,0.92948,0.38864078340530395,0.8798
38,0.045895184034206775,0.21826496778488158,0.92574,0.3942544594764709,0.8743
39,0.04567701435686406,0.2080722642660141,0.92778,0.3698521735191345,0.8815
40,0.0454537429356256,0.21265498505592345,0.92648,0.4194573628425598,0.8667
41,0.045225424859373704,0.20652465051651,0.92912,0.44018859844207764,0.8646
42,0.04499211646217729,0.21023927474975587,0.92806,0.43700008511543276,0.8568
43,0.044753875309392274,0.20573129902362824,0.9286,0.39002224187850953,0.8751
44,0.044510760183458266,0.19516690430641173,0.93458,0.3180917086601257,0.8952
45,0.044262831069394756,0.1976329507160187,0.93296,0.3690717629671097,0.8802
46,0.0440101491400008,0.19404113542556764,0.93452,0.36806172733306886,0.8855
47,0.043752776740761515,0.1970024920988083,0.93296,0.386172167301178,0.8834
48,0.04349077737446526,0.1960546977519989,0.93252,0.3613877643585205,0.8807
49,0.043224215685535305,0.18972924656391144,0.93576,0.40760679502487185,0.8716
50,0.04295315744407974,0.19465486838817597,0.93306,0.39284625906944276,0.8779
51,0.0426776695296637,0.1822236635875702,0.93808,0.3412418339729309,0.8898
52,0.04239781991480787,0.18525003565311432,0.93706,0.3950308170318603,0.8711
53,0.04211367764821723,0.1842529037952423,0.93798,0.5930347884654998,0.8355
54,0.04182531283774434,0.18074941693305968,0.9379,0.38928064813613894,0.8781
55,0.041532796633091305,0.17873514343738556,0.93916,0.40647376556396486,0.872
56,0.0412362012082546,0.18096670762062073,0.93738,0.30349472963809965,0.9014
57,0.04093559974371725,0.1758934693336487,0.94038,0.33049724884033205,0.8957
58,0.04063106640839264,0.17206300769329072,0.94108,0.31005167483091356,0.8995
59,0.04032267634132442,0.17787864305973053,0.93852,0.34763872752189634,0.8927
60,0.040010505633147106,0.16921461928367615,0.9416,0.3975157131433487,0.8728
61,0.03969463130731184,0.171394543094635,0.94104,0.3869310668945313,0.8769
62,0.03937513130108197,0.17168509151935576,0.94068,0.33570478484630584,0.8949
63,0.03905208444630328,0.16447923610687257,0.9434,0.44679941606521606,0.8673
64,0.038725570449953305,0.16674368277549745,0.94314,0.4405771063566208,0.8635
65,0.03839566987447492,0.16179309823989868,0.94522,0.3247701253414154,0.8941
66,0.03806246411789873,0.15801709998130797,0.94604,0.47621916270256043,0.8618
67,0.037726035393759294,0.1590270391702652,0.9458,0.3838499981880188,0.8823
68,0.0373864667108102,0.15835598574638365,0.94606,0.3962962670326233,0.8802
69,0.03704384185254289,0.15679184836387633,0.94628,0.32449134802818297,0.8976
70,0.03669824535651435,0.15013426110744477,0.94856,0.3100649405479431,0.9011
71,0.03634976249348868,0.1554281486225128,0.94594,0.32716485061645506,0.8967
72,0.03599847924639789,0.14882587736606598,0.94886,0.33683111634254453,0.8915
73,0.03564448228912683,0.1509637045431137,0.94724,0.3224786554813385,0.8985
74,0.03528785896512774,0.14687529747486114,0.94996,0.32703528532981874,0.8976
75,0.03492869726586953,0.14427431381225586,0.95108,0.3481315484762192,0.8956
76,0.03456708580912726,0.14526661791801454,0.95082,0.46879530177116396,0.8655
77,0.03420311381711697,0.14393847382068634,0.95088,0.314719668340683,0.9019
78,0.03383687109448145,0.14342332087755202,0.95152,0.29713599033355714,0.9066
79,0.03346844800613231,0.1348974723792076,0.95418,0.39964125208854673,0.8792
80,0.03309793545495376,0.14025875414371491,0.95288,0.2964735194206238,0.9045
81,0.03272542485937371,0.13185205213069917,0.95422,0.34033091101646423,0.8953
82,0.03235100813080762,0.12921604930400848,0.95628,0.3424289354801178,0.9003
83,0.03197477765098076,0.1325946622800827,0.9547,0.3477632296562195,0.8926
84,0.03159682624913434,0.12926632018089296,0.95534,0.3154245133399963,0.902
85,0.031217247179121384,0.12301424801826477,0.9584,0.35490207340717317,0.8938
86,0.03083613409639766,0.13033379373550416,0.95526,0.31906786942481996,0.903
87,0.03045358103491359,0.12718350580453872,0.95654,0.27023781681060793,0.9155
