run,lr,seed,epoch,basis,test_acc,test_nll,test_margin,k
final_lr010_seed3,0.1,3,0,self,0.15245098039215688,2.2398529775717972,-0.2621687000516888,1
final_lr010_seed3,0.1,3,0,self,0.17892156862745098,2.188340740877346,-0.3968143112255281,2
final_lr010_seed3,0.1,3,0,self,0.24215686274509804,2.064292764446892,-0.4577632495678939,4
final_lr010_seed3,0.1,3,0,self,0.28921568627450983,1.957789808344627,-0.4768009850223386,8
final_lr010_seed3,0.1,3,0,self,0.3235294117647059,1.8698559459810895,-0.46745982287809834,16
final_lr010_seed3,0.1,3,0,self,0.35441176470588237,1.7547366603592198,-0.4259569101472116,32
final_lr010_seed3,0.1,3,0,self,0.36911764705882355,1.734632905408692,-0.4101274555609814,39
final_lr010_seed3,0.1,3,0,self,0.38088235294117645,1.7195760638587185,-0.4039806520577836,52
final_lr010_seed3,0.1,3,0,self,0.3813725490196078,1.711001241838631,-0.40431205470978404,64
final_lr010_seed3,0.1,3,0,self,0.40294117647058825,1.67306771527339,-0.3754991491811369,128
final_lr010_seed3,0.1,3,0,self,0.3862745098039216,1.6994113118443561,-0.43751809831661354,256
final_lr010_seed3,0.1,3,0,self,0.39019607843137255,1.8378033514475487,-0.6110901655103685,512
final_lr010_seed3,0.1,3,0,final,0.153921568627451,2.224652455958592,-0.2753424542956791,1
final_lr010_seed3,0.1,3,0,final,0.18480392156862746,2.207942397847652,-0.3424543337857117,2
final_lr010_seed3,0.1,3,0,final,0.19509803921568628,2.191061111947362,-0.37513127325756207,4
final_lr010_seed3,0.1,3,0,final,0.21568627450980393,2.138428763957309,-0.47030869392232777,8
final_lr010_seed3,0.1,3,0,final,0.27450980392156865,2.0329599631994184,-0.49047625522194077,16
final_lr010_seed3,0.1,3,0,final,0.29215686274509806,1.916814276652709,-0.4909397155951726,32
final_lr010_seed3,0.1,3,0,final,0.3191176470588235,1.8894318155569958,-0.4878457598888503,39
final_lr010_seed3,0.1,3,0,final,0.33578431372549017,1.8440566387865667,-0.48316945756901253,52
final_lr010_seed3,0.1,3,0,final,0.3431372549019608,1.822332870609222,-0.4847824500901246,64
final_lr010_seed3,0.1,3,0,final,0.3573529411764706,1.765974979897445,-0.48024533143595777,128
final_lr010_seed3,0.1,3,0,final,0.39362745098039215,1.7245603162431857,-0.4593442500731873,256
final_lr010_seed3,0.1,3,0,final,0.3877450980392157,1.772026929206408,-0.5346229900307276,512
final_lr010_seed3,0.1,3,2,self,0.2235294117647059,1.8062165616456838,-0.2541992946705957,1
final_lr010_seed3,0.1,3,2,self,0.38382352941176473,1.5419675443476144,-0.2858511971336149,2
final_lr010_seed3,0.1,3,2,self,0.4985294117647059,1.2940439012799336,-0.05117075280231185,4
final_lr010_seed3,0.1,3,2,self,0.5549019607843138,1.1855522753239907,0.3662331573339274,8
final_lr010_seed3,0.1,3,2,self,0.5799019607843138,1.1274906952764998,0.49137032456024715,16
final_lr010_seed3,0.1,3,2,self,0.5877450980392157,1.1001636307864922,0.5597824555102563,32
final_lr010_seed3,0.1,3,2,self,0.5950980392156863,1.0966755611269599,0.57415639630342,39
final_lr010_seed3,0.1,3,2,self,0.6009803921568627,1.0873948057811589,0.6101178085970751,52
final_lr010_seed3,0.1,3,2,self,0.6049019607843137,1.0830123779340368,0.6407524291786242,64
final_lr010_seed3,0.1,3,2,self,0.6107843137254902,1.0680300521170258,0.7415892324267475,128
final_lr010_seed3,0.1,3,2,self,0.6039215686274509,1.117441042771074,0.7954389492463887,256
final_lr010_seed3,0.1,3,2,self,0.5735294117647058,1.4040421335171036,0.9230469358043818,512
final_lr010_seed3,0.1,3,2,final,0.23921568627450981,1.7805987813937763,-0.2758231537257407,1
final_lr010_seed3,0.1,3,2,final,0.40441176470588236,1.51729517394646,-0.28106979565533713,2
final_lr010_seed3,0.1,3,2,final,0.5200980392156863,1.26734780533725,0.01485992498066374,4
final_lr010_seed3,0.1,3,2,final,0.5602941176470588,1.1676989311700352,0.43703889449664296,8
final_lr010_seed3,0.1,3,2,final,0.5843137254901961,1.1298193589999412,0.5118707158362884,16
