epoch,lr,train_loss,train_acc,test_loss,test_acc
0,0.05,nan,nan,2.493786828994751,0.1008
1,0.05,1.5845767570495606,0.42378,1.2418241585731506,0.5588
2,0.04999691581204152,1.0345764715194703,0.63114,1.034264843082428,0.6439
3,0.04998766400914329,0.7869504036331176,0.7251,0.9542029567718506,0.6761
4,0.049972246874049255,0.652666012210846,0.7725,0.6941059811592102,0.7612
5,0.049950668210706796,0.5776375415992737,0.79958,0.6413946650028228,0.7788
6,0.04992293334332821,0.5085117203807831,0.82322,0.760995364332199,0.7537
7,0.04988904911507701,0.4632748952865601,0.84084,0.5786438678264618,0.8182
8,0.049849023886379504,0.4260330571937561,0.85378,0.6374011736869812,0.7921
9,0.04980286753286196,0.4009727920150757,0.86166,0.5567451272010803,0.8161
10,0.049750591442913945,0.38009480298995973,0.8689,0.4680370451927185,0.8431
11,0.049692208514878454,0.35362495807647704,0.87812,0.637722588133812,0.7996
12,0.049627733153869355,0.3359798312664032,0.8852,0.41787855596542356,0.8614
13,0.049557181268217225,0.32836129480361936,0.88684,0.4644859312057495,0.8463
14,0.04948057026554415,0.31477841235160825,0.8924,0.6322839480876923,0.8085
15,0.04939791904846869,0.30832296571731566,0.8947,0.46556466770172117,0.8482
16,0.04930924800994192,0.2975901678848267,0.89642,0.6380234680175781,0.8034
17,0.049214579028215785,0.2923322440814972,0.8997,0.4447484105110168,0.8523
18,0.04911393546144496,0.28720119501113894,0.90068,0.43954096014499666,0.852
19,0.049007342141923586,0.2759835490608215,0.9043,0.3936839181900024,0.8693
20,0.04889482536995826,0.2729407195854187,0.90594,0.40953605365753176,0.8614
21,0.04877641290737885,0.2699835982131958,0.90762,0.47896129693984985,0.8439
22,0.04865213397068864,0.2662060968494415,0.90864,0.3950971323490143,0.8683
23,0.04852201922385564,0.2587996125268936,0.9106,0.4634735015869141,0.8498
24,0.04838610077074669,0.25101965381622315,0.91484,0.3829380279541016,0.8756
25,0.04824441214720629,0.25164915771484375,0.91386,0.42927145104408265,0.8599
26,0.048096988312782175,0.24564612879753112,0.91556,0.5135939473628998,0.8321
27,0.04794386564209953,0.2476411216545105,0.91564,0.35906181449890134,0.8801
28,0.04778508191588613,0.24208355770111084,0.9154,0.5358551473617553,0.8284
29,0.04762067631165049,0.23543987411499023,0.91882,0.38895519275665286,0.8713
30,0.047450689394015394,0.2380353373336792,0.91806,0.3765502604484558,0.8763
31,0.0472751631047092,0.22962373367309571,0.92108,0.3641870993614197,0.8812
32,0.04709414075221735,0.22866554869651795,0.92196,0.324357413482666,0.8949
33,0.046907667001096595,0.223148585562706,0.92334,0.3758548293113709,0.8775
34,0.04671578786095479,0.2249413625049591,0.92174,0.46182524275779724,0.8594
35,0.0465185506750986,0.22023762975692748,0.92364,0.36290395059585573,0.8822
36,0.04631600410885232,0.21954793535232545,0.92602,0.3936898792266846,0.8749
37,0.04610819813755039,0.21798067990779876,0.92572,0.44605700631141665,0.8557
38,0.045895184034206775,0.2172513235282898,0.92524,0.4056424816608429,0.8735
39,0.04567701435686406,0.20487961549758912,0.92986,0.5023987551689147,0.845
40,0.0454537429356256,0.21051002079963685,0.9265,0.44775009050369263,0.863
41,0.045225424859373704,0.20419492590904237,0.92956,0.3299524988412857,0.8926
42,0.04499211646217729,0.20018860620498657,0.93152,0.38741079750061036,0.8807
43,0.044753875309392274,0.20636032044887542,0.92874,0.3557559389591217,0.8837
44,0.044510760183458266,0.2021834193277359,0.92992,0.3400763607025146,0.89
45,0.044262831069394756,0.19818137771129607,0.93196,0.36559230642318724,0.8816
46,0.0440101491400008,0.19579111397743226,0.93248,0.3531086468696594,0.8848
47,0.043752776740761515,0.1965169334602356,0.93298,0.5047379961252213,0.8472
48,0.04349077737446526,0.19404436302185057,0.93366,0.32755846281051637,0.8937
49,0.043224215685535305,0.18862262674331665,0.93414,0.3694061825275421,0.8854
50,0.04295315744407974,0.1868193516254425,0.93608,0.3805246427536011,0.8778
51,0.0426776695296637,0.19072118535995483,0.93442,0.41834183526039126,0.8718
52,0.04239781991480787,0.18311891138076783,0.93772,0.42233798255920413,0.8658
53,0.04211367764821723,0.18799378534317016,0.9353,0.386042066526413,0.8823
54,0.04182531283774434,0.17920429409503938,0.93888,0.32809264702796936,0.896
55,0.041532796633091305,0.1815907823896408,0.93822,0.45456254839897153,0.8603
56,0.0412362012082546,0.172750947265625,0.9408,0.3523852168083191,0.8877
57,0.04093559974371725,0.1774899023103714,0.93938,0.34456551094055177,0.8889
58,0.04063106640839264,0.1737234928894043,0.94074,0.33369646253585816,0.8939
59,0.04032267634132442,0.16997785243988037,0.94128,0.30571481528282163,0.9035
60,0.040010505633147106,0.17020258300304414,0.94122,0.35909466886520386,0.8878
61,0.03969463130731184,0.17160656301021576,0.94044,0.37669179916381834,0.879
62,0.03937513130108197,0.16645845229148865,0.94408,0.32812847146987917,0.8948
63,0.03905208444630328,0.16338770719528198,0.94346,0.377731786441803,0.888
64,0.038725570449953305,0.1618845460963249,0.94478,0.3553275191307068,0.8887
65,0.03839566987447492,0.16339402136564254,0.94368,0.35056217851638793,0.8882
66,0.03806246411789873,0.1615420007276535,0.9446,0.3451694053173065,0.8877
67,0.037726035393759294,0.15911078144788743,0.94536,0.3553813190460205,0.8883
68,0.0373864667108102,0.16067958144187927,0.94412,0.37008000020980836,0.8835
69,0.03704384185254289,0.15621308873176576,0.94624,0.41545039799213407,0.8796
