epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.189058
0,2,2040,0.12064
0,3,2040,0.114709
0,4,2040,0.104695
0,5,2040,0.098396
0,6,2040,0.102427
0,7,2040,0.065839
0,8,2040,0.123158
0,9,2040,0.082396
0,10,2040,0.094149
0,11,2040,0.094622
0,12,2040,0.088801
0,13,2040,0.069302
0,14,2040,0.090105
0,15,2040,0.084395
0,16,2040,0.088602
0,17,2040,0.089242
0,18,2040,0.091589
0,19,2040,0.09164
0,20,2040,0.075335
0,22,2040,0.092044
0,24,2040,0.070909
0,26,2040,0.06211
0,28,2040,0.087064
0,30,2040,0.081233
0,35,2040,0.089323
0,40,2040,0.097899
0,45,2040,0.080604
0,50,2040,0.092945
0,60,2040,0.085683
0,70,2040,0.062033
0,80,2040,0.065951
0,90,2040,0.073036
0,100,2040,0.081942
0,110,2040,0.073552
0,120,2040,0.067326
0,130,2040,0.078055
0,140,2040,0.067398
0,150,2040,0.06683
0,160,2040,0.065586
0,170,2040,0.064641
0,180,2040,0.063981
0,190,2040,0.063766
0,200,2040,0.06317
1,1,2040,1.0
1,2,2040,0.703324
1,3,2040,0.709328
1,4,2040,0.699259
1,5,2040,0.702917
1,6,2040,0.57176
1,7,2040,0.627309
1,8,2040,0.685016
1,9,2040,0.611797
1,10,2040,0.61861
1,11,2040,0.575881
1,12,2040,0.584121
1,13,2040,0.570142
1,14,2040,0.586329
1,15,2040,0.651909
1,16,2040,0.565808
1,17,2040,0.584076
1,18,2040,0.611157
1,19,2040,0.598018
1,20,2040,0.569794
1,22,2040,0.592202
1,24,2040,0.588124
1,26,2040,0.576756
1,28,2040,0.597538
1,30,2040,0.602196
1,35,2040,0.572689
1,40,2040,0.555311
1,45,2040,0.530663
1,50,2040,0.57073
1,60,2040,0.564414
1,70,2040,0.529738
1,80,2040,0.506633
1,90,2040,0.509511
1,100,2040,0.498642
1,110,2040,0.504336
1,120,2040,0.505087
1,130,2040,0.461071
1,140,2040,0.459325
1,150,2040,0.455919
1,160,2040,0.447981
1,170,2040,0.450764
1,180,2040,0.449799
1,190,2040,0.451921
1,200,2040,0.451109
2,2,2040,1.0
2,3,2040,0.779763
2,4,2040,0.763475
2,5,2040,0.7623
2,6,2040,0.750855
2,7,2040,0.739327
2,8,2040,0.763843
2,9,2040,0.735515
2,10,2040,0.712039
2,11,2040,0.737883
2,12,2040,0.697688
2,13,2040,0.63991
2,14,2040,0.687112
2,15,2040,0.725031
2,16,2040,0.713704
2,17,2040,0.693607
2,18,2040,0.706725
2,19,2040,0.686656
2,20,2040,0.673697
2,22,2040,0.66241
2,24,2040,0.640435
2,26,2040,0.694233
2,28,2040,0.672609
2,30,2040,0.662727
2,35,2040,0.660596
2,40,2040,0.654066
2,45,2040,0.594866
2,50,2040,0.665201
2,60,2040,0.62391
2,70,2040,0.588602
2,80,2040,0.555684
2,90,2040,0.551517
2,100,2040,0.543501
2,110,2040,0.538494
2,120,2040,0.566633
2,130,2040,0.526958
2,140,2040,0.510706
2,150,2040,0.500827
2,160,2040,0.506076
2,170,2040,0.516754
2,180,2040,0.516574
2,190,2040,0.517123
2,200,2040,0.515583
3,3,2040,1.0
3,4,2040,0.808769
3,5,2040,0.787382
3,6,2040,0.816083
3,7,2040,0.780917
3,8,2040,0.770971
3,9,2040,0.745969
3,10,2040,0.764861
3,11,2040,0.71308
3,12,2040,0.728428
3,13,2040,0.671667
3,14,2040,0.712242
3,15,2040,0.768655
3,16,2040,0.721701
3,17,2040,0.714638
3,18,2040,0.725226
3,19,2040,0.720982
3,20,2040,0.718501
3,22,2040,0.717222
3,24,2040,0.674919
3,26,2040,0.720519
3,28,2040,0.687274
3,30,2040,0.710015
3,35,2040,0.684105
3,40,2040,0.677932
3,45,2040,0.642606
3,50,2040,0.685235
3,60,2040,0.623058
3,70,2040,0.613574
3,80,2040,0.594041
3,90,2040,0.572619
3,100,2040,0.575909
3,110,2040,0.577929
3,120,2040,0.592077
3,130,2040,0.56714
3,140,2040,0.552444
3,150,2040,0.539327
3,160,2040,0.544014
3,170,2040,0.553926
3,180,2040,0.554703
3,190,2040,0.554299
3,200,2040,0.553322
4,4,2040,1.0
4,5,2040,0.877098
4,6,2040,0.81054
4,7,2040,0.850551
4,8,2040,0.838533
4,9,2040,0.834554
4,10,2040,0.82953
4,11,2040,0.757514
4,12,2040,0.821849
4,13,2040,0.776981
4,14,2040,0.779507
4,15,2040,0.833348
4,16,2040,0.783577
4,17,2040,0.775341
4,18,2040,0.815961
4,19,2040,0.786901
4,20,2040,0.797584
4,22,2040,0.782394
4,24,2040,0.778007
4,26,2040,0.77625
4,28,2040,0.772849
4,30,2040,0.781526
4,35,2040,0.770497
4,40,2040,0.731509
4,45,2040,0.719368
4,50,2040,0.751723
4,60,2040,0.723776
4,70,2040,0.706317
4,80,2040,0.704652
4,90,2040,0.693413
4,100,2040,0.671101
4,110,2040,0.677896
4,120,2040,0.677971
4,130,2040,0.65639
4,140,2040,0.640938
4,150,2040,0.637216
4,160,2040,0.62951
4,170,2040,0.637369
4,180,2040,0.637166
4,190,2040,0.639157
4,200,2040,0.638025
5,5,2040,1.0
5,6,2040,0.779082
5,7,2040,0.874413
5,8,2040,0.859644
5,9,2040,0.832307
5,10,2040,0.844204
5,11,2040,0.796262
5,12,2040,0.828482
5,13,2040,0.792253
5,14,2040,0.809759
5,15,2040,0.831423
5,16,2040,0.790936
5,17,2040,0.808419
5,18,2040,0.816831
5,19,2040,0.831814
5,20,2040,0.804269
5,22,2040,0.795872
5,24,2040,0.802915
5,26,2040,0.78106
5,28,2040,0.786748
5,30,2040,0.806863
5,35,2040,0.784168
5,40,2040,0.750673
5,45,2040,0.754385
5,50,2040,0.766024
5,60,2040,0.756043
5,70,2040,0.735969
5,80,2040,0.717528
5,90,2040,0.709703
5,100,2040,0.691228
5,110,2040,0.701372
5,120,2040,0.704483
5,130,2040,0.675239
5,140,2040,0.665785
5,150,2040,0.663012
5,160,2040,0.651136
5,170,2040,0.661406
5,180,2040,0.661985
5,190,2040,0.664097
5,200,2040,0.662689
6,6,2040,1.0
6,7,2040,0.814751
6,8,2040,0.788679
6,9,2040,0.805232
6,10,2040,0.792326
6,11,2040,0.766853
6,12,2040,0.793522
6,13,2040,0.685763
6,14,2040,0.751001
6,15,2040,0.797897
6,16,2040,0.787531
6,17,2040,0.778615
6,18,2040,0.768084
6,19,2040,0.756165
6,20,2040,0.779359
6,22,2040,0.758083
6,24,2040,0.707178
6,26,2040,0.78308
6,28,2040,0.691238
6,30,2040,0.745116
6,35,2040,0.734343
6,40,2040,0.732451
6,45,2040,0.67666
6,50,2040,0.735572
6,60,2040,0.670384
6,70,2040,0.655281
6,80,2040,0.616514
6,90,2040,0.589609
6,100,2040,0.610191
6,110,2040,0.602811
6,120,2040,0.62036
6,130,2040,0.612246
6,140,2040,0.584074
6,150,2040,0.570451
6,160,2040,0.580445
6,170,2040,0.591836
6,180,2040,0.593605
6,190,2040,0.591142
6,200,2040,0.590127
7,7,2040,1.0
7,8,2040,0.864238
7,9,2040,0.85308
7,10,2040,0.866077
7,11,2040,0.824902
7,12,2040,0.856703
7,13,2040,0.816109
7,14,2040,0.832324
7,15,2040,0.852852
7,16,2040,0.81946
7,17,2040,0.845039
7,18,2040,0.837401
7,19,2040,0.83578
7,20,2040,0.828674
7,22,2040,0.810925
7,24,2040,0.809526
7,26,2040,0.81895
7,28,2040,0.783168
7,30,2040,0.814227
7,35,2040,0.815465
7,40,2040,0.783545
7,45,2040,0.760053
7,50,2040,0.79536
7,60,2040,0.769627
7,70,2040,0.767167
