run_name,lr,seed,epoch,component,probe,train_acc,test_acc,k_main,threshold_mode,threshold_value
final_lr005_seed1,0.05,1,0,full,logistic_regression,0.4782,0.4412,245,singular_mass,0.8
final_lr005_seed1,0.05,1,0,main,logistic_regression,0.44458,0.4231,245,singular_mass,0.8
final_lr005_seed1,0.05,1,0,residual,logistic_regression,0.19362,0.1782,245,singular_mass,0.8
final_lr005_seed1,0.05,1,1,full,logistic_regression,0.6893,0.6571,239,singular_mass,0.8
final_lr005_seed1,0.05,1,1,main,logistic_regression,0.6676,0.647,239,singular_mass,0.8
final_lr005_seed1,0.05,1,1,residual,logistic_regression,0.19236,0.1717,239,singular_mass,0.8
final_lr005_seed1,0.05,1,2,full,logistic_regression,0.79198,0.7469,242,singular_mass,0.8
final_lr005_seed1,0.05,1,2,main,logistic_regression,0.77202,0.7493,242,singular_mass,0.8
final_lr005_seed1,0.05,1,2,residual,logistic_regression,0.18584,0.1754,242,singular_mass,0.8
final_lr005_seed1,0.05,1,3,full,logistic_regression,0.8367,0.7989,237,singular_mass,0.8
final_lr005_seed1,0.05,1,3,main,logistic_regression,0.82112,0.799,237,singular_mass,0.8
final_lr005_seed1,0.05,1,3,residual,logistic_regression,0.19476,0.1753,237,singular_mass,0.8
final_lr005_seed1,0.05,1,4,full,logistic_regression,0.87172,0.8243,236,singular_mass,0.8
final_lr005_seed1,0.05,1,4,main,logistic_regression,0.85798,0.8306,236,singular_mass,0.8
final_lr005_seed1,0.05,1,4,residual,logistic_regression,0.19508,0.1782,236,singular_mass,0.8
final_lr005_seed1,0.05,1,5,full,logistic_regression,0.8906,0.8371,225,singular_mass,0.8
final_lr005_seed1,0.05,1,5,main,logistic_regression,0.87712,0.846,225,singular_mass,0.8
final_lr005_seed1,0.05,1,5,residual,logistic_regression,0.20586,0.2046,225,singular_mass,0.8
final_lr005_seed1,0.05,1,6,full,logistic_regression,0.89742,0.8445,218,singular_mass,0.8
final_lr005_seed1,0.05,1,6,main,logistic_regression,0.8826,0.8498,218,singular_mass,0.8
final_lr005_seed1,0.05,1,6,residual,logistic_regression,0.2182,0.205,218,singular_mass,0.8
final_lr005_seed1,0.05,1,7,full,logistic_regression,0.91938,0.8631,211,singular_mass,0.8
final_lr005_seed1,0.05,1,7,main,logistic_regression,0.90356,0.8695,211,singular_mass,0.8
final_lr005_seed1,0.05,1,7,residual,logistic_regression,0.22272,0.2046,211,singular_mass,0.8
final_lr005_seed1,0.05,1,8,full,logistic_regression,0.91746,0.8608,211,singular_mass,0.8
final_lr005_seed1,0.05,1,8,main,logistic_regression,0.90192,0.8635,211,singular_mass,0.8
final_lr005_seed1,0.05,1,8,residual,logistic_regression,0.22252,0.21,211,singular_mass,0.8
final_lr005_seed1,0.05,1,9,full,logistic_regression,0.92936,0.8658,202,singular_mass,0.8
final_lr005_seed1,0.05,1,9,main,logistic_regression,0.91406,0.8721,202,singular_mass,0.8
final_lr005_seed1,0.05,1,9,residual,logistic_regression,0.23434,0.2163,202,singular_mass,0.8
final_lr005_seed1,0.05,1,10,full,logistic_regression,0.93796,0.8711,203,singular_mass,0.8
final_lr005_seed1,0.05,1,10,main,logistic_regression,0.9238,0.8816,203,singular_mass,0.8
final_lr005_seed1,0.05,1,10,residual,logistic_regression,0.23722,0.2148,203,singular_mass,0.8
final_lr005_seed1,0.05,1,11,full,logistic_regression,0.94066,0.8735,197,singular_mass,0.8
final_lr005_seed1,0.05,1,11,main,logistic_regression,0.92418,0.8784,197,singular_mass,0.8
