epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
20,random_forest,1.0,0.8925,50000,10000,2.608,ok,
22,logistic_regression,0.9632,0.9048,50000,10000,3.22,ok,
22,linear_svm,0.9925,0.8853,10000,10000,3.346,ok,
22,rbf_svm,0.9435,0.8919,10000,10000,0.655,ok,
22,random_forest,1.0,0.8942,50000,10000,2.606,ok,
24,logistic_regression,0.96574,0.9079,50000,10000,2.728,ok,
24,linear_svm,0.9953,0.8924,10000,10000,3.334,ok,
24,rbf_svm,0.9472,0.8981,10000,10000,0.636,ok,
24,random_forest,1.0,0.9,50000,10000,2.719,ok,
26,logistic_regression,0.96466,0.9038,50000,10000,2.956,ok,
26,linear_svm,0.9928,0.8921,10000,10000,3.533,ok,
26,rbf_svm,0.9435,0.8913,10000,10000,0.653,ok,
26,random_forest,1.0,0.8927,50000,10000,2.673,ok,
28,logistic_regression,0.95624,0.8957,50000,10000,3.795,ok,
28,linear_svm,0.9864,0.8829,10000,10000,3.675,ok,
28,rbf_svm,0.9324,0.8777,10000,10000,0.738,ok,
28,random_forest,1.0,0.8798,50000,10000,2.619,ok,
30,logistic_regression,0.9686,0.9065,50000,10000,2.56,ok,
30,linear_svm,0.9941,0.894,10000,10000,3.203,ok,
30,rbf_svm,0.952,0.8993,10000,10000,0.586,ok,
30,random_forest,1.0,0.9008,50000,10000,2.736,ok,
35,logistic_regression,0.97154,0.9109,50000,10000,3.131,ok,
35,linear_svm,0.9959,0.901,10000,10000,3.142,ok,
35,rbf_svm,0.9528,0.9031,10000,10000,0.576,ok,
35,random_forest,1.0,0.9053,50000,10000,2.494,ok,
40,logistic_regression,0.9699,0.9154,50000,10000,2.711,ok,
40,linear_svm,0.9948,0.8988,10000,10000,3.218,ok,
40,rbf_svm,0.9487,0.9006,10000,10000,0.595,ok,
40,random_forest,1.0,0.9009,50000,10000,2.592,ok,
45,logistic_regression,0.97412,0.9134,50000,10000,2.355,ok,
45,linear_svm,0.9956,0.9049,10000,10000,2.84,ok,
45,rbf_svm,0.9594,0.9052,10000,10000,0.534,ok,
45,random_forest,1.0,0.9077,50000,10000,2.707,ok,
50,logistic_regression,0.97578,0.9124,50000,10000,2.317,ok,
50,linear_svm,0.996,0.9019,10000,10000,2.943,ok,
50,rbf_svm,0.9594,0.9015,10000,10000,0.516,ok,
50,random_forest,1.0,0.901,50000,10000,2.741,ok,
60,logistic_regression,0.97614,0.9181,50000,10000,2.813,ok,
60,linear_svm,0.9957,0.9034,10000,10000,2.946,ok,
60,rbf_svm,0.9601,0.9072,10000,10000,0.489,ok,
60,random_forest,1.0,0.9073,50000,10000,2.431,ok,
70,logistic_regression,0.97638,0.9113,50000,10000,2.495,ok,
70,linear_svm,0.9964,0.9012,10000,10000,2.715,ok,
70,rbf_svm,0.9604,0.8989,10000,10000,0.507,ok,
70,random_forest,1.0,0.9017,50000,10000,2.64,ok,
80,logistic_regression,0.98418,0.9209,50000,10000,1.917,ok,
80,linear_svm,0.9986,0.9146,10000,10000,2.638,ok,
80,rbf_svm,0.9727,0.9103,10000,10000,0.404,ok,
80,random_forest,1.0,0.9137,50000,10000,2.624,ok,
90,logistic_regression,0.98882,0.9271,50000,10000,1.532,ok,
90,linear_svm,0.9997,0.9204,10000,10000,2.501,ok,
90,rbf_svm,0.9795,0.9249,10000,10000,0.351,ok,
90,random_forest,1.0,0.9247,50000,10000,2.437,ok,
100,logistic_regression,0.98988,0.9233,50000,10000,1.691,ok,
100,linear_svm,0.9995,0.918,10000,10000,2.382,ok,
100,rbf_svm,0.9781,0.9179,10000,10000,0.351,ok,
100,random_forest,1.0,0.9173,50000,10000,2.583,ok,
110,logistic_regression,0.99284,0.9298,50000,10000,1.223,ok,
110,linear_svm,0.9999,0.9246,10000,10000,2.176,ok,
110,rbf_svm,0.9876,0.9245,10000,10000,0.273,ok,
110,random_forest,1.0,0.9269,50000,10000,2.243,ok,
120,logistic_regression,0.99388,0.9293,50000,10000,1.152,ok,
120,linear_svm,0.9996,0.9249,10000,10000,2.348,ok,
120,rbf_svm,0.9858,0.9252,10000,10000,0.29,ok,
120,random_forest,1.0,0.9253,50000,10000,2.342,ok,
130,logistic_regression,0.99468,0.9246,50000,10000,1.106,ok,
130,linear_svm,0.9997,0.9229,10000,10000,2.186,ok,
130,rbf_svm,0.9905,0.9224,10000,10000,0.277,ok,
130,random_forest,1.0,0.9249,50000,10000,2.283,ok,
140,logistic_regression,0.99804,0.933,50000,10000,0.387,ok,
140,linear_svm,0.9999,0.9334,10000,10000,2.116,ok,
140,rbf_svm,0.9964,0.9341,10000,10000,0.191,ok,
140,random_forest,1.0,0.9342,50000,10000,1.678,ok,
150,logistic_regression,0.99858,0.9384,50000,10000,0.231,ok,
150,linear_svm,1.0,0.9392,10000,10000,2.077,ok,
150,rbf_svm,0.9982,0.9403,10000,10000,0.177,ok,
150,random_forest,1.0,0.9408,50000,10000,1.447,ok,
160,logistic_regression,0.99986,0.9447,50000,10000,0.1,ok,
160,linear_svm,1.0,0.9429,10000,10000,2.075,ok,
160,rbf_svm,0.9997,0.9443,10000,10000,0.131,ok,
160,random_forest,1.0,0.9441,50000,10000,0.993,ok,
170,logistic_regression,1.0,0.9491,50000,10000,0.086,ok,
170,linear_svm,1.0,0.9485,10000,10000,2.092,ok,
170,rbf_svm,1.0,0.9496,10000,10000,0.122,ok,
170,random_forest,1.0,0.9499,50000,10000,0.903,ok,
180,logistic_regression,1.0,0.9517,50000,10000,0.076,ok,
180,linear_svm,1.0,0.951,10000,10000,1.846,ok,
180,rbf_svm,1.0,0.9522,10000,10000,0.12,ok,
180,random_forest,1.0,0.9516,50000,10000,0.836,ok,
190,logistic_regression,1.0,0.9515,50000,10000,0.092,ok,
190,linear_svm,1.0,0.9516,10000,10000,2.012,ok,
190,rbf_svm,1.0,0.9509,10000,10000,0.12,ok,
190,random_forest,1.0,0.9516,50000,10000,0.807,ok,
200,logistic_regression,1.0,0.9514,50000,10000,0.078,ok,
200,linear_svm,1.0,0.9512,10000,10000,2.108,ok,
200,rbf_svm,1.0,0.9513,10000,10000,0.111,ok,
200,random_forest,1.0,0.9512,50000,10000,0.862,ok,
