epoch,nc1_papyan,log10_nc1_papyan,nc2_etf_deviation,nc3_self_duality_frobenius,nc4_ncc_disagreement,nc1,log10_nc1,nc3_weight_mean_alignment,nc4_ncm_disagreement
0,38.57398884,1.586295,1.97024619,1.41764685,0.94914,38.57398884,1.586295,1.41764685,0.94914
1,216.59647174,2.335651,2.19566621,1.08672073,0.50712,216.59647174,2.335651,1.08672073,0.50712
2,19.33407889,1.286323,1.88744315,0.88156052,0.44272,19.33407889,1.286323,0.88156052,0.44272
3,9.09978312,0.959031,1.66593555,0.7253241,0.34144,9.09978312,0.959031,0.7253241,0.34144
4,3.03612976,0.48232,1.20056068,0.64579187,0.35094,3.03612976,0.48232,0.64579187,0.35094
5,2.09653302,0.321502,0.98510106,0.58011447,0.30296,2.09653302,0.321502,0.58011447,0.30296
6,1.6720468,0.223248,0.95466861,0.57460842,0.25448,1.6720468,0.223248,0.57460842,0.25448
7,1.15971143,0.06435,1.05530691,0.61842514,0.31298,1.15971143,0.06435,0.61842514,0.31298
8,1.0187387,0.008063,0.88820848,0.49850561,0.15698,1.0187387,0.008063,0.49850561,0.15698
9,0.96239768,-0.016645,0.90282741,0.52885535,0.19208,0.96239768,-0.016645,0.52885535,0.19208
10,1.13623552,0.055468,0.93734834,0.48625596,0.25792,1.13623552,0.055468,0.48625596,0.25792
11,0.89663388,-0.047385,1.00028567,0.48522158,0.12394,0.89663388,-0.047385,0.48522158,0.12394
12,0.85820649,-0.066408,0.96588593,0.52165451,0.17314,0.85820649,-0.066408,0.52165451,0.17314
13,0.87816158,-0.056426,0.83624925,0.56422683,0.23486,0.87816158,-0.056426,0.56422683,0.23486
14,0.77165203,-0.112578,0.64454834,0.44656131,0.16504,0.77165203,-0.112578,0.44656131,0.16504
15,0.71881836,-0.143381,0.78919371,0.44845133,0.13896,0.71881836,-0.143381,0.44845133,0.13896
16,0.76797011,-0.114656,0.83286422,0.48160344,0.18548,0.76797011,-0.114656,0.48160344,0.18548
17,0.66373144,-0.178008,0.85638807,0.51319644,0.19138,0.66373144,-0.178008,0.51319644,0.19138
18,0.86588559,-0.062539,0.93767873,0.5031544,0.21946,0.86588559,-0.062539,0.5031544,0.21946
19,0.73027115,-0.136516,0.86960811,0.48884301,0.11768,0.73027115,-0.136516,0.48884301,0.11768
20,0.71009838,-0.148681,0.74759458,0.45163985,0.10312,0.71009838,-0.148681,0.45163985,0.10312
22,0.73101898,-0.136071,0.86543446,0.46709983,0.1259,0.73101898,-0.136071,0.46709983,0.1259
24,0.69459249,-0.15827,0.84536628,0.43646369,0.12248,0.69459249,-0.15827,0.43646369,0.12248
26,0.66737185,-0.175632,0.76206659,0.49562515,0.15162,0.66737185,-0.175632,0.49562515,0.15162
28,0.61304142,-0.21251,0.71927407,0.4836248,0.11526,0.61304142,-0.21251,0.4836248,0.11526
30,0.66173262,-0.179317,1.0015237,0.51894286,0.17842,0.66173262,-0.179317,0.51894286,0.17842
35,0.6787061,-0.168318,0.82498942,0.47522814,0.19136,0.6787061,-0.168318,0.47522814,0.19136
40,0.84918828,-0.070996,0.87849025,0.50286865,0.21084,0.84918828,-0.070996,0.50286865,0.21084
45,0.61436181,-0.211576,0.86040096,0.46480912,0.13534,0.61436181,-0.211576,0.46480912,0.13534
50,0.61004931,-0.214635,0.85818996,0.44721915,0.15582,0.61004931,-0.214635,0.44721915,0.15582
60,0.54642482,-0.26247,0.84328947,0.45531794,0.09188,0.54642482,-0.26247,0.45531794,0.09188
70,0.69854687,-0.155804,0.80081449,0.51401794,0.33008,0.69854687,-0.155804,0.51401794,0.33008
80,0.52459104,-0.280179,0.76441288,0.38662035,0.08184,0.52459104,-0.280179,0.38662035,0.08184
90,0.52582623,-0.279158,0.88655516,0.42608116,0.09942,0.52582623,-0.279158,0.42608116,0.09942
100,0.44744167,-0.349264,0.71099685,0.39641103,0.123,0.44744167,-0.349264,0.39641103,0.123
110,0.46661408,-0.331042,0.59872597,0.34255692,0.12796,0.46661408,-0.331042,0.34255692,0.12796
120,0.3755227,-0.425364,0.57705329,0.31469275,0.0513,0.3755227,-0.425364,0.31469275,0.0513
130,0.33729402,-0.471991,0.58792473,0.2864592,0.03772,0.33729402,-0.471991,0.2864592,0.03772
140,0.27377867,-0.5626,0.46858319,0.2474919,0.03486,0.27377867,-0.5626,0.2474919,0.03486
150,0.25651878,-0.590881,0.5129576,0.25292264,0.03164,0.25651878,-0.590881,0.25292264,0.03164
160,0.18176861,-0.740481,0.34728097,0.21180444,0.00754,0.18176861,-0.740481,0.21180444,0.00754
170,0.11714972,-0.931259,0.26271384,0.20492601,0.00128,0.11714972,-0.931259,0.20492601,0.00128
180,0.06283915,-1.20177,0.22033154,0.19108179,8e-05,0.06283915,-1.20177,0.19108179,8e-05
190,0.04303392,-1.366189,0.21499805,0.19671073,0.0,0.04303392,-1.366189,0.19671073,0.0
200,0.04071573,-1.390238,0.21920189,0.19970306,0.0,0.04071573,-1.390238,0.19970306,0.0
