run_name,lr,seed,epoch,component,probe,train_acc,test_acc,k_main,threshold_mode,threshold_value
final_lr010_seed0,0.1,0,0,full,logistic_regression,0.47634,0.4417,251,singular_mass,0.8
final_lr010_seed0,0.1,0,0,main,logistic_regression,0.44258,0.4262,251,singular_mass,0.8
final_lr010_seed0,0.1,0,0,residual,logistic_regression,0.19918,0.1787,251,singular_mass,0.8
final_lr010_seed0,0.1,0,1,full,logistic_regression,0.56298,0.5251,128,singular_mass,0.8
final_lr010_seed0,0.1,0,1,main,logistic_regression,0.5118,0.5057,128,singular_mass,0.8
final_lr010_seed0,0.1,0,1,residual,logistic_regression,0.2616,0.2369,128,singular_mass,0.8
final_lr010_seed0,0.1,0,2,full,logistic_regression,0.65846,0.6264,174,singular_mass,0.8
final_lr010_seed0,0.1,0,2,main,logistic_regression,0.6286,0.6131,174,singular_mass,0.8
final_lr010_seed0,0.1,0,2,residual,logistic_regression,0.21984,0.1989,174,singular_mass,0.8
final_lr010_seed0,0.1,0,3,full,logistic_regression,0.74186,0.7006,185,singular_mass,0.8
final_lr010_seed0,0.1,0,3,main,logistic_regression,0.7169,0.6938,185,singular_mass,0.8
final_lr010_seed0,0.1,0,3,residual,logistic_regression,0.21672,0.1944,185,singular_mass,0.8
final_lr010_seed0,0.1,0,4,full,logistic_regression,0.79636,0.7601,190,singular_mass,0.8
final_lr010_seed0,0.1,0,4,main,logistic_regression,0.7757,0.7549,190,singular_mass,0.8
final_lr010_seed0,0.1,0,4,residual,logistic_regression,0.2305,0.2135,190,singular_mass,0.8
final_lr010_seed0,0.1,0,5,full,logistic_regression,0.84138,0.8031,195,singular_mass,0.8
final_lr010_seed0,0.1,0,5,main,logistic_regression,0.82232,0.8031,195,singular_mass,0.8
final_lr010_seed0,0.1,0,5,residual,logistic_regression,0.22428,0.2082,195,singular_mass,0.8
final_lr010_seed0,0.1,0,6,full,logistic_regression,0.86674,0.8214,189,singular_mass,0.8
final_lr010_seed0,0.1,0,6,main,logistic_regression,0.85,0.8294,189,singular_mass,0.8
final_lr010_seed0,0.1,0,6,residual,logistic_regression,0.24442,0.2335,189,singular_mass,0.8
final_lr010_seed0,0.1,0,7,full,logistic_regression,0.87794,0.8346,182,singular_mass,0.8
final_lr010_seed0,0.1,0,7,main,logistic_regression,0.85892,0.8355,182,singular_mass,0.8
final_lr010_seed0,0.1,0,7,residual,logistic_regression,0.23534,0.2177,182,singular_mass,0.8
final_lr010_seed0,0.1,0,8,full,logistic_regression,0.8903,0.8463,175,singular_mass,0.8
final_lr010_seed0,0.1,0,8,main,logistic_regression,0.87368,0.8516,175,singular_mass,0.8
final_lr010_seed0,0.1,0,8,residual,logistic_regression,0.2518,0.2292,175,singular_mass,0.8
final_lr010_seed0,0.1,0,9,full,logistic_regression,0.89494,0.8449,164,singular_mass,0.8
final_lr010_seed0,0.1,0,9,main,logistic_regression,0.87354,0.8488,164,singular_mass,0.8
final_lr010_seed0,0.1,0,9,residual,logistic_regression,0.26676,0.2528,164,singular_mass,0.8
final_lr010_seed0,0.1,0,10,full,logistic_regression,0.9034,0.8491,153,singular_mass,0.8
final_lr010_seed0,0.1,0,10,main,logistic_regression,0.88196,0.8557,153,singular_mass,0.8
final_lr010_seed0,0.1,0,10,residual,logistic_regression,0.27738,0.2565,153,singular_mass,0.8
final_lr010_seed0,0.1,0,11,full,logistic_regression,0.90812,0.8556,147,singular_mass,0.8
final_lr010_seed0,0.1,0,11,main,logistic_regression,0.88698,0.8546,147,singular_mass,0.8
final_lr010_seed0,0.1,0,11,residual,logistic_regression,0.2977,0.283,147,singular_mass,0.8
final_lr010_seed0,0.1,0,12,full,logistic_regression,0.9119,0.8538,146,singular_mass,0.8
final_lr010_seed0,0.1,0,12,main,logistic_regression,0.88924,0.8561,146,singular_mass,0.8
final_lr010_seed0,0.1,0,12,residual,logistic_regression,0.29644,0.277,146,singular_mass,0.8
final_lr010_seed0,0.1,0,13,full,logistic_regression,0.91378,0.8636,133,singular_mass,0.8
final_lr010_seed0,0.1,0,13,main,logistic_regression,0.89286,0.8634,133,singular_mass,0.8
final_lr010_seed0,0.1,0,13,residual,logistic_regression,0.31504,0.2982,133,singular_mass,0.8
final_lr010_seed0,0.1,0,14,full,logistic_regression,0.9224,0.8661,133,singular_mass,0.8
