epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.134829
0,2,2040,0.142453
0,3,2040,0.07462
0,4,2040,0.063525
0,5,2040,0.05465
0,6,2040,0.066179
0,7,2040,0.060458
0,8,2040,0.055028
0,9,2040,0.060142
0,10,2040,0.061416
0,11,2040,0.049204
0,12,2040,0.054255
0,13,2040,0.04938
0,14,2040,0.051898
0,15,2040,0.067229
0,16,2040,0.053904
0,17,2040,0.049211
0,18,2040,0.056322
0,19,2040,0.058572
0,20,2040,0.050517
0,22,2040,0.064471
0,24,2040,0.050602
0,26,2040,0.054684
0,28,2040,0.044764
0,30,2040,0.051542
0,35,2040,0.058083
0,40,2040,0.051371
0,45,2040,0.045915
0,50,2040,0.045378
0,60,2040,0.046128
0,70,2040,0.058776
0,80,2040,0.057673
0,90,2040,0.053453
0,100,2040,0.045025
0,110,2040,0.05432
0,120,2040,0.04729
0,130,2040,0.042045
0,140,2040,0.05592
0,150,2040,0.042371
0,160,2040,0.044815
0,170,2040,0.042881
0,180,2040,0.041877
0,190,2040,0.040834
0,200,2040,0.040912
1,1,2040,1.0
1,2,2040,0.705118
1,3,2040,0.584113
1,4,2040,0.55797
1,5,2040,0.528393
1,6,2040,0.529207
1,7,2040,0.525815
1,8,2040,0.507389
1,9,2040,0.50232
1,10,2040,0.468497
1,11,2040,0.468837
1,12,2040,0.497496
1,13,2040,0.50175
1,14,2040,0.513306
1,15,2040,0.399889
1,16,2040,0.464496
1,17,2040,0.499648
1,18,2040,0.428723
1,19,2040,0.490334
1,20,2040,0.435025
1,22,2040,0.475642
1,24,2040,0.459021
1,26,2040,0.44626
1,28,2040,0.455193
1,30,2040,0.476217
1,35,2040,0.452042
1,40,2040,0.449569
1,45,2040,0.4615
1,50,2040,0.470631
1,60,2040,0.44451
1,70,2040,0.429951
1,80,2040,0.424381
1,90,2040,0.447486
1,100,2040,0.429398
1,110,2040,0.397977
1,120,2040,0.403392
1,130,2040,0.371825
1,140,2040,0.384701
1,150,2040,0.352727
1,160,2040,0.345928
1,170,2040,0.339306
1,180,2040,0.344485
1,190,2040,0.344883
1,200,2040,0.344841
2,2,2040,1.0
2,3,2040,0.810251
2,4,2040,0.710625
2,5,2040,0.707112
2,6,2040,0.704066
2,7,2040,0.700498
2,8,2040,0.642611
2,9,2040,0.634907
2,10,2040,0.645843
2,11,2040,0.636186
2,12,2040,0.627076
2,13,2040,0.657121
2,14,2040,0.66279
2,15,2040,0.558698
2,16,2040,0.614559
2,17,2040,0.654557
2,18,2040,0.593277
2,19,2040,0.645625
2,20,2040,0.58581
2,22,2040,0.63016
2,24,2040,0.595267
2,26,2040,0.598368
2,28,2040,0.594672
2,30,2040,0.637184
2,35,2040,0.608014
2,40,2040,0.601619
2,45,2040,0.601272
2,50,2040,0.593012
2,60,2040,0.584094
2,70,2040,0.584385
2,80,2040,0.553895
2,90,2040,0.580562
2,100,2040,0.560124
2,110,2040,0.535208
2,120,2040,0.540317
2,130,2040,0.498074
2,140,2040,0.519219
2,150,2040,0.467613
2,160,2040,0.466979
2,170,2040,0.459273
2,180,2040,0.467457
2,190,2040,0.468287
2,200,2040,0.468886
3,3,2040,1.0
3,4,2040,0.750017
3,5,2040,0.768181
3,6,2040,0.745618
3,7,2040,0.771103
3,8,2040,0.682899
3,9,2040,0.704626
3,10,2040,0.734911
3,11,2040,0.698152
3,12,2040,0.6796
3,13,2040,0.736127
3,14,2040,0.737728
3,15,2040,0.620145
3,16,2040,0.684228
3,17,2040,0.729969
3,18,2040,0.635902
3,19,2040,0.706253
3,20,2040,0.675467
3,22,2040,0.681957
3,24,2040,0.645865
3,26,2040,0.643465
3,28,2040,0.685006
3,30,2040,0.703952
3,35,2040,0.669032
3,40,2040,0.68529
3,45,2040,0.666238
3,50,2040,0.632059
3,60,2040,0.650762
3,70,2040,0.62293
3,80,2040,0.622347
3,90,2040,0.648948
3,100,2040,0.629587
3,110,2040,0.596391
3,120,2040,0.614868
3,130,2040,0.572481
3,140,2040,0.569902
3,150,2040,0.522912
3,160,2040,0.522137
3,170,2040,0.516213
3,180,2040,0.525332
3,190,2040,0.527412
3,200,2040,0.529841
4,4,2040,1.0
4,5,2040,0.760067
4,6,2040,0.844897
4,7,2040,0.821455
4,8,2040,0.84577
4,9,2040,0.706649
4,10,2040,0.686496
4,11,2040,0.757882
4,12,2040,0.820533
4,13,2040,0.738167
4,14,2040,0.740597
4,15,2040,0.642058
4,16,2040,0.717897
4,17,2040,0.735524
4,18,2040,0.727924
4,19,2040,0.765518
4,20,2040,0.696634
4,22,2040,0.753557
4,24,2040,0.741645
4,26,2040,0.748309
4,28,2040,0.697064
4,30,2040,0.732815
4,35,2040,0.728225
4,40,2040,0.706162
4,45,2040,0.723452
4,50,2040,0.736115
4,60,2040,0.698122
4,70,2040,0.716943
4,80,2040,0.675383
4,90,2040,0.663837
4,100,2040,0.660493
4,110,2040,0.620763
4,120,2040,0.640754
4,130,2040,0.592493
4,140,2040,0.596091
4,150,2040,0.544163
4,160,2040,0.557161
4,170,2040,0.552693
4,180,2040,0.563093
4,190,2040,0.566566
4,200,2040,0.565496
5,5,2040,1.0
5,6,2040,0.816251
5,7,2040,0.82697
5,8,2040,0.748807
5,9,2040,0.744748
5,10,2040,0.774841
5,11,2040,0.762435
5,12,2040,0.752983
5,13,2040,0.798687
5,14,2040,0.792334
5,15,2040,0.665388
5,16,2040,0.747524
5,17,2040,0.807957
5,18,2040,0.747613
5,19,2040,0.74664
5,20,2040,0.726167
5,22,2040,0.758342
5,24,2040,0.71881
5,26,2040,0.726479
5,28,2040,0.735429
5,30,2040,0.762327
5,35,2040,0.736744
5,40,2040,0.760176
5,45,2040,0.738276
5,50,2040,0.733567
5,60,2040,0.730897
5,70,2040,0.712001
5,80,2040,0.701106
5,90,2040,0.720391
5,100,2040,0.714051
5,110,2040,0.678018
5,120,2040,0.69177
5,130,2040,0.658024
5,140,2040,0.648282
5,150,2040,0.612958
5,160,2040,0.619689
5,170,2040,0.602281
5,180,2040,0.611039
5,190,2040,0.613429
5,200,2040,0.614678
6,6,2040,1.0
6,7,2040,0.886627
6,8,2040,0.852957
6,9,2040,0.778447
6,10,2040,0.774213
6,11,2040,0.850319
6,12,2040,0.809261
6,13,2040,0.829461
6,14,2040,0.797484
6,15,2040,0.728025
6,16,2040,0.807871
6,17,2040,0.805054
6,18,2040,0.823714
6,19,2040,0.812411
6,20,2040,0.745005
6,22,2040,0.782825
6,24,2040,0.788035
6,26,2040,0.7894
6,28,2040,0.770965
6,30,2040,0.794129
6,35,2040,0.789412
6,40,2040,0.794088
6,45,2040,0.777384
6,50,2040,0.794956
6,60,2040,0.758792
6,70,2040,0.794524
6,80,2040,0.745893
6,90,2040,0.752417
6,100,2040,0.749578
6,110,2040,0.704587
6,120,2040,0.731837
6,130,2040,0.68825
6,140,2040,0.679321
6,150,2040,0.643368
6,160,2040,0.640892
6,170,2040,0.632928
