epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
0,0.05,,,0.1,,0.038584,0.05353,0,48.91915987,1.689479,1.94738965,1.40724355,0.96476,0.4421,0.3893,0.4029,0.3745,,,0.06718099,0.86429166,1410.79232981,0.0,1410792329805704.8,500,50,1,0.5102,0.46453714405800145,0.5619000000000001,0.4090574760954082,0.5506,0.42334769360092467,0.5771,0.39350635704528736,,
1,0.05,1.594323670463562,0.42066,0.5212,0.903717,0.453215,0.571864,0,6.05338841,0.781999,1.52977545,0.64204968,0.31624,0.6488,0.6108,0.6335,0.6276,,0.15119169,0.08978876,0.90265254,65.91300815,0.0,65913008147796.914,500,50,1,0.3035,0.6817274351161081,0.34040000000000004,0.6417988862036356,0.32000000000000006,0.665650940422402,0.32399999999999995,0.6594515078280971,,
2,0.0499969158120415,1.0470232028961182,0.62646,0.6695,0.277852,0.520363,0.616999,0,2.18093956,0.338644,1.10384949,0.55922953,0.18638,0.7516,0.7047,0.7322,0.7282,,0.05935077,0.07626519,0.90467075,58.00332697,0.0,58003326966148.08,500,50,1,0.2007,0.7897446674372177,0.24650000000000005,0.7404644320689293,0.22130000000000005,0.7693600924661133,0.22340000000000004,0.7651570873174319,,
3,0.0499876640091432,0.7978187964439392,0.71832,0.7456,0.213339,0.6301,0.73431,0,1.24446747,0.094984,1.05533611,0.53946834,0.14016,0.7973,0.7564,0.7886,0.7863,,0.04484567,0.08035245,0.92665192,59.36004642,0.0,59360046423304.43,500,50,1,0.15500000000000003,0.8377640012609016,0.19480000000000008,0.7947882736156352,0.16490000000000005,0.8286224650625197,0.1653,0.8262057371020279,,
4,0.0499722468740492,0.6665088650512695,0.7678,0.7675,0.26765,0.504353,0.602152,0,1.03537743,0.015099,1.19800225,0.66316958,0.13634,0.82,0.781,0.8072,0.8084,,0.12843601,0.23029428,0.81198298,69.40219513,0.0,69402195132476.72,500,50,1,0.13230000000000008,0.8616160554796679,0.17020000000000002,0.8206367552800252,0.14629999999999999,0.8481664390038878,0.1432,0.8494273405484922,,
5,0.0499506682107067,0.5780838795089722,0.8002,0.752,0.340473,0.664177,0.757489,0,0.82338248,-0.084398,0.95216604,0.57081033,0.17254,0.839,0.806,0.8326,0.8316,,0.14523902,0.1012673,0.91827339,69.76310174,0.0,69763101737443.85,500,50,1,0.11330000000000007,0.8815803299359042,0.1452,0.8469055374592834,0.12090000000000001,0.8748555216980141,0.12,0.8738047704108438,,
6,0.0499229333433282,0.5148924707984924,0.82254,0.7514,0.179908,0.639495,0.728354,0,0.82152907,-0.085377,0.85249918,0.60865134,0.18788,0.8426,0.8122,0.8385,0.8396,,0.0658035,0.14197583,0.88733865,64.44985263,0.0,64449852630088.48,500,50,1,0.10970000000000002,0.8853630345697173,0.139,0.8534201954397395,0.11499999999999999,0.8810549542923191,0.11199999999999999,0.8822107807082064,,
7,0.049889049115077,0.4725731624603271,0.8374,0.7419,0.156136,0.692209,0.774001,0,0.6830505,-0.165547,0.82619232,0.56105061,0.2061,0.8579,0.8344,0.8541,0.8519,,0.06611353,0.12962499,0.90345722,85.47450035,0.0,85474500353518.77,500,50,1,0.09440000000000004,0.9014395292634233,0.11680000000000001,0.8767468740149207,0.09940000000000004,0.8974466743721761,0.09970000000000001,0.8951350215404014,,
8,0.0498490238863795,0.4285906400203705,0.85244,0.8318,0.121551,0.704746,0.78825,0,0.58501921,-0.23283,0.81160224,0.55400069,0.09306,0.8702,0.8414,0.8621,0.8638,,0.03398688,0.14774831,0.89701847,67.46666174,0.0,67466661737038.71,500,50,1,0.08210000000000006,0.9143637700956183,0.10980000000000001,0.884102133025113,0.09140000000000004,0.9058526846695387,0.08779999999999999,0.9076389618577283,,
9,0.0498028675328619,0.4030982474994659,0.8601,0.8236,0.132884,0.691724,0.767828,0,0.59633105,-0.224513,0.84704968,0.54417074,0.11784,0.8737,0.8453,0.868,0.8673,,0.06241913,0.13898349,0.89287381,63.41541384,0.0,63415413836202.97,500,50,1,0.0786,0.9180413996007145,0.1059,0.8882000630450773,0.08550000000000002,0.9120521172638436,0.08430000000000004,0.9113165913628244,,
