epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.096283
0,2,2040,0.060419
0,3,2040,0.07424
0,4,2040,0.04994
0,5,2040,0.061141
0,6,2040,0.067498
0,7,2040,0.05557
0,8,2040,0.051588
0,9,2040,0.05587
0,10,2040,0.056702
0,11,2040,0.051078
0,12,2040,0.071703
0,13,2040,0.055517
0,14,2040,0.059664
0,15,2040,0.047406
0,16,2040,0.067303
0,17,2040,0.04622
0,18,2040,0.068413
0,19,2040,0.051255
0,20,2040,0.052875
0,22,2040,0.066346
0,24,2040,0.050329
0,26,2040,0.049316
0,28,2040,0.049402
0,30,2040,0.054848
0,35,2040,0.076417
0,40,2040,0.048432
0,45,2040,0.056693
0,50,2040,0.044949
0,60,2040,0.049552
0,70,2040,0.047076
0,80,2040,0.047852
0,90,2040,0.042649
0,100,2040,0.04459
0,110,2040,0.058586
0,120,2040,0.042498
0,130,2040,0.04615
0,140,2040,0.041077
0,150,2040,0.044004
0,160,2040,0.039632
0,170,2040,0.038593
0,180,2040,0.038594
0,190,2040,0.038451
0,200,2040,0.038584
1,1,2040,1.0
1,2,2040,0.722148
1,3,2040,0.73796
1,4,2040,0.73225
1,5,2040,0.663961
1,6,2040,0.65436
1,7,2040,0.634747
1,8,2040,0.643133
1,9,2040,0.664279
1,10,2040,0.642126
1,11,2040,0.603672
1,12,2040,0.669218
1,13,2040,0.652557
1,14,2040,0.618822
1,15,2040,0.548252
1,16,2040,0.608792
1,17,2040,0.604307
1,18,2040,0.620392
1,19,2040,0.601285
1,20,2040,0.59085
1,22,2040,0.622415
1,24,2040,0.576426
1,26,2040,0.53938
1,28,2040,0.578603
1,30,2040,0.601657
1,35,2040,0.582582
1,40,2040,0.56363
1,45,2040,0.566394
1,50,2040,0.580961
1,60,2040,0.531327
1,70,2040,0.511698
1,80,2040,0.503342
1,90,2040,0.525159
1,100,2040,0.475731
1,110,2040,0.497338
1,120,2040,0.49756
1,130,2040,0.473296
1,140,2040,0.462631
1,150,2040,0.431007
1,160,2040,0.450708
1,170,2040,0.449003
1,180,2040,0.4502
1,190,2040,0.45277
1,200,2040,0.453215
2,2,2040,1.0
2,3,2040,0.786661
2,4,2040,0.701465
2,5,2040,0.740591
2,6,2040,0.646654
2,7,2040,0.705002
2,8,2040,0.675062
2,9,2040,0.67846
2,10,2040,0.682734
2,11,2040,0.686821
2,12,2040,0.631123
2,13,2040,0.671166
2,14,2040,0.695833
2,15,2040,0.629184
2,16,2040,0.635555
2,17,2040,0.641419
2,18,2040,0.628961
2,19,2040,0.635724
2,20,2040,0.612675
2,22,2040,0.615947
2,24,2040,0.636803
2,26,2040,0.638876
2,28,2040,0.656313
2,30,2040,0.618287
2,35,2040,0.635849
2,40,2040,0.593019
2,45,2040,0.624466
2,50,2040,0.616812
2,60,2040,0.604774
2,70,2040,0.600651
2,80,2040,0.559579
2,90,2040,0.590291
2,100,2040,0.560789
2,110,2040,0.563355
2,120,2040,0.564893
2,130,2040,0.52931
2,140,2040,0.530538
2,150,2040,0.502189
2,160,2040,0.515019
2,170,2040,0.516632
2,180,2040,0.516707
2,190,2040,0.517417
2,200,2040,0.520363
3,3,2040,1.0
3,4,2040,0.73235
3,5,2040,0.870961
3,6,2040,0.815833
3,7,2040,0.835188
3,8,2040,0.832818
3,9,2040,0.83348
3,10,2040,0.824992
3,11,2040,0.807199
3,12,2040,0.805016
3,13,2040,0.82155
3,14,2040,0.811351
