epoch,nc1_papyan,log10_nc1_papyan,nc2_etf_deviation,nc3_self_duality_frobenius,nc4_ncc_disagreement,nc1,log10_nc1,nc3_weight_mean_alignment,nc4_ncm_disagreement
0,48.91915987,1.689479,1.94738965,1.40724355,0.96476,48.91915987,1.689479,1.40724355,0.96476
1,6.05338841,0.781999,1.52977545,0.64204968,0.31624,6.05338841,0.781999,0.64204968,0.31624
2,2.18093956,0.338644,1.10384949,0.55922953,0.18638,2.18093956,0.338644,0.55922953,0.18638
3,1.24446747,0.094984,1.05533611,0.53946834,0.14016,1.24446747,0.094984,0.53946834,0.14016
4,1.03537743,0.015099,1.19800225,0.66316958,0.13634,1.03537743,0.015099,0.66316958,0.13634
5,0.82338248,-0.084398,0.95216604,0.57081033,0.17254,0.82338248,-0.084398,0.57081033,0.17254
6,0.82152907,-0.085377,0.85249918,0.60865134,0.18788,0.82152907,-0.085377,0.60865134,0.18788
7,0.6830505,-0.165547,0.82619232,0.56105061,0.2061,0.6830505,-0.165547,0.56105061,0.2061
8,0.58501921,-0.23283,0.81160224,0.55400069,0.09306,0.58501921,-0.23283,0.55400069,0.09306
9,0.59633105,-0.224513,0.84704968,0.54417074,0.11784,0.59633105,-0.224513,0.54417074,0.11784
10,0.54047004,-0.267228,0.74590314,0.50265212,0.08814,0.54047004,-0.267228,0.50265212,0.08814
11,0.55681623,-0.254288,0.70810913,0.46244043,0.0692,0.55681623,-0.254288,0.46244043,0.0692
12,0.46615865,-0.331466,0.81270763,0.49244423,0.09384,0.46615865,-0.331466,0.49244423,0.09384
13,0.4864409,-0.31297,0.85132568,0.51154294,0.07292,0.4864409,-0.31297,0.51154294,0.07292
14,0.44650786,-0.350171,0.74184,0.43509912,0.07548,0.44650786,-0.350171,0.43509912,0.07548
15,0.49473538,-0.305627,0.61857828,0.41461156,0.1023,0.49473538,-0.305627,0.41461156,0.1023
16,0.42578335,-0.370811,0.6444329,0.40984797,0.0711,0.42578335,-0.370811,0.40984797,0.0711
17,0.42601508,-0.370575,0.68514872,0.44663049,0.06448,0.42601508,-0.370575,0.44663049,0.06448
18,0.41270535,-0.38436,0.67784437,0.4278849,0.07416,0.41270535,-0.38436,0.4278849,0.07416
19,0.43996828,-0.356579,0.61765907,0.39166,0.06228,0.43996828,-0.356579,0.39166,0.06228
20,0.44314122,-0.353458,0.6370951,0.37780386,0.04646,0.44314122,-0.353458,0.37780386,0.04646
22,0.39858361,-0.399481,0.62371847,0.39192186,0.07744,0.39858361,-0.399481,0.39192186,0.07744
24,0.36892127,-0.433066,0.66860977,0.3735732,0.04346,0.36892127,-0.433066,0.3735732,0.04346
26,0.36113743,-0.442327,0.50362408,0.32769443,0.04544,0.36113743,-0.442327,0.32769443,0.04544
28,0.35242937,-0.452928,0.6095223,0.34786672,0.05744,0.35242937,-0.452928,0.34786672,0.05744
30,0.35847778,-0.445538,0.58992438,0.35701995,0.06638,0.35847778,-0.445538,0.35701995,0.06638
35,0.32200994,-0.492131,0.50910331,0.31276666,0.04454,0.32200994,-0.492131,0.31276666,0.04454
40,0.30947439,-0.509375,0.5336337,0.33643138,0.06464,0.30947439,-0.509375,0.33643138,0.06464
45,0.31124166,-0.506902,0.55291743,0.32220776,0.04672,0.31124166,-0.506902,0.32220776,0.04672
50,0.27919804,-0.554088,0.52698947,0.26900552,0.0251,0.27919804,-0.554088,0.26900552,0.0251
60,0.27758625,-0.556602,0.44149445,0.26103832,0.04696,0.27758625,-0.556602,0.26103832,0.04696
70,0.26477613,-0.577121,0.47228891,0.23060022,0.03012,0.26477613,-0.577121,0.23060022,0.03012
80,0.23962862,-0.620461,0.38248857,0.23849481,0.02032,0.23962862,-0.620461,0.23849481,0.02032
90,0.22614327,-0.645616,0.45696835,0.26282385,0.03244,0.22614327,-0.645616,0.26282385,0.03244
100,0.17948095,-0.745982,0.34902479,0.20419019,0.01322,0.17948095,-0.745982,0.20419019,0.01322
110,0.17255777,-0.763065,0.32294617,0.21090758,0.01716,0.17255777,-0.763065,0.21090758,0.01716
120,0.13827921,-0.859243,0.30560505,0.20256164,0.01112,0.13827921,-0.859243,0.20256164,0.01112
130,0.12757313,-0.894241,0.27396679,0.21387632,0.0096,0.12757313,-0.894241,0.21387632,0.0096
140,0.09210311,-1.035726,0.26353478,0.18000323,0.0022,0.09210311,-1.035726,0.18000323,0.0022
150,0.0596863,-1.224125,0.18645951,0.16126566,0.00042,0.0596863,-1.224125,0.16126566,0.00042
160,0.02985265,-1.525017,0.17762334,0.15989643,0.0,0.02985265,-1.525017,0.15989643,0.0
170,0.0180929,-1.742492,0.17750595,0.16163786,0.0,0.0180929,-1.742492,0.16163786,0.0
180,0.01424399,-1.846368,0.18073566,0.16290764,0.0,0.01424399,-1.846368,0.16290764,0.0
190,0.01304995,-1.884391,0.18073294,0.16402248,0.0,0.01304995,-1.884391,0.16402248,0.0
200,0.01295264,-1.887642,0.17983742,0.16748175,0.0,0.01295264,-1.887642,0.16748175,0.0
