epoch_a,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,24,26,28,30,35,40,45,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200
0,1.000000,0.185448,0.161248,0.176648,0.125208,0.099407,0.127956,0.083446,0.101431,0.105104,0.110652,0.088049,0.127032,0.078453,0.081597,0.113330,0.077409,0.117828,0.068043,0.090347,0.071405,0.073226,0.086683,0.096671,0.081948,0.084479,0.098067,0.081260,0.059680,0.092924,0.088332,0.086120,0.086592,0.070633,0.084307,0.067834,0.071706,0.076954,0.080240,0.064077,0.065331,0.066784,0.064622,0.063648,0.061644
1,0.184235,0.683859,0.739491,0.826123,0.746767,0.748871,0.666780,0.613990,0.677849,0.634539,0.659867,0.629752,0.657986,0.636529,0.631700,0.593943,0.593072,0.675721,0.570846,0.590982,0.595751,0.571539,0.693751,0.611828,0.607218,0.532068,0.618989,0.616795,0.587183,0.571697,0.532069,0.606560,0.574196,0.600367,0.618745,0.570974,0.562945,0.593363,0.523583,0.516091,0.500624,0.489178,0.464052,0.473259,0.473150
2,0.120145,0.478036,0.610536,0.680565,0.630898,0.763427,0.776923,0.720394,0.726301,0.751240,0.734020,0.695286,0.736966,0.725967,0.666239,0.735346,0.740254,0.687574,0.674412,0.671451,0.707241,0.606275,0.685093,0.700011,0.658634,0.635797,0.701974,0.688906,0.600702,0.675416,0.721543,0.648632,0.695527,0.659299,0.673879,0.649398,0.656566,0.675890,0.598533,0.569815,0.549676,0.537070,0.523942,0.536886,0.534897
3,0.113619,0.473356,0.585151,0.670810,0.657866,0.744501,0.772008,0.771618,0.782322,0.717789,0.769462,0.693270,0.757433,0.763567,0.683093,0.741123,0.746024,0.706328,0.741357,0.730903,0.741679,0.683172,0.742487,0.755268,0.686512,0.641206,0.697715,0.748640,0.637306,0.751108,0.712499,0.670343,0.696862,0.709206,0.692435,0.678172,0.695139,0.715642,0.624237,0.582126,0.589258,0.570076,0.553647,0.564899,0.564381
4,0.101342,0.494521,0.567605,0.640405,0.733791,0.765918,0.786001,0.791509,0.788380,0.782972,0.797496,0.747469,0.789160,0.787254,0.777555,0.740055,0.784749,0.735344,0.778248,0.770862,0.769596,0.760356,0.791519,0.765973,0.769524,0.697223,0.759788,0.756513,0.707470,0.729128,0.730859,0.746191,0.726297,0.773211,0.786714,0.774794,0.731497,0.782199,0.714952,0.696383,0.676467,0.648955,0.636496,0.646808,0.646948
5,0.096984,0.504450,0.553507,0.672183,0.680269,0.805121,0.768330,0.785459,0.803465,0.810413,0.800161,0.798370,0.799230,0.801756,0.782053,0.764122,0.770962,0.790618,0.740183,0.787290,0.772681,0.751941,0.800779,0.771333,0.784439,0.722255,0.785331,0.770735,0.759461,0.749557,0.745642,0.776873,0.747603,0.755670,0.806122,0.780581,0.764130,0.806255,0.750213,0.722039,0.703630,0.676933,0.663188,0.675186,0.674760
6,0.102209,0.386707,0.515481,0.588401,0.571732,0.713282,0.863296,0.806782,0.789170,0.731934,0.825968,0.716739,0.783221,0.785712,0.698674,0.808344,0.831020,0.706248,0.819520,0.772247,0.793726,0.703813,0.753462,0.783607,0.689897,0.678383,0.712657,0.779314,0.631736,0.802812,0.786151,0.688181,0.739482,0.722368,0.721116,0.707505,0.743771,0.759154,0.676526,0.618239,0.620334,0.611848,0.599261,0.609309,0.607334
7,0.064665,0.402481,0.500024,0.605523,0.635139,0.758721,0.774149,0.813512,0.804991,0.784514,0.796989,0.818260,0.809168,0.794286,0.794037,0.794751,0.805518,0.785024,0.788009,0.802619,0.780664,0.755871,0.801765,0.797599,0.779335,0.726765,0.792789,0.791231,0.767982,0.766861,0.782313,0.786251,0.767548,0.776905,0.811792,0.797709,0.783959,0.814588,0.767760,0.743445,0.713180,0.688061,0.680265,0.695179,0.694965
8,0.120065,0.504778,0.560073,0.666208,0.671119,0.780287,0.793219,0.792644,0.839307,0.809762,0.799692,0.812355,0.824048,0.812189,0.783034,0.807916,0.819065,0.822682,0.770038,0.806194,0.778211,0.746112,0.826069,0.797377,0.774571,0.718624,0.821274,0.789141,0.765316,0.748654,0.803119,0.763754,0.786172,0.783922,0.832437,0.788282,0.779878,0.821353,0.767171,0.726490,0.714299,0.695605,0.676563,0.692179,0.689149
