epoch,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included
0,nan,0.14233214,0.77453194,1954.44868892,0.0,1954448688916641.2,500,50,1
1,0.30102705,0.26006574,0.68962154,6.53030076,0.0,6530300764039.408,500,50,1
2,0.22104959,0.11546492,0.87860419,7.20656735,0.0,7206567349520.579,500,50,1
3,0.08250285,0.16417337,0.86909173,12.00132897,0.0,12001328971124.844,500,50,1
4,0.17560803,0.1595559,0.83454218,14.75817262,0.0,14758172618952.418,500,50,1
5,0.17275555,0.16905217,0.88558518,15.29217439,0.0,15292174394535.283,500,50,1
6,0.13168018,0.14205909,0.86462915,15.25134905,0.0,15251349053128.137,500,50,1
7,0.08211424,0.14572582,0.88465392,16.45623923,0.0,16456239227214.799,500,50,1
8,0.0798931,0.14713296,0.8983142,15.96445228,0.0,15964452282544.926,500,50,1
9,0.1008885,0.18849051,0.85562384,18.60518711,0.0,18605187114591.734,500,50,1
10,0.11199716,0.20632608,0.82833212,18.86004897,0.0,18860048973507.312,500,50,1
11,0.12712554,0.14963468,0.88108155,19.26465697,0.0,19264656974651.41,500,50,1
12,0.1443568,0.15560851,0.8658641,17.60105612,0.0,17601056120168.617,500,50,1
13,0.1279559,0.2336061,0.84465228,18.98912461,0.0,18989124608128.52,500,50,1
14,0.15110587,0.10680525,0.88437857,17.88879663,0.0,17888796633725.387,500,50,1
15,0.15542279,0.21239896,0.85728108,16.3065083,0.0,16306508297020.295,500,50,1
16,0.10528919,0.1486354,0.87391546,20.22638833,0.0,20226388325256.676,500,50,1
17,0.13927123,0.20382551,0.85946962,19.51754828,0.0,19517548282232.645,500,50,1
18,0.08922564,0.13907738,0.88961639,18.35130577,0.0,18351305768313.133,500,50,1
19,0.11266761,0.14186095,0.88883829,16.45835784,0.0,16458357837194.406,500,50,1
20,0.13870511,0.18857578,0.84810811,22.18169615,0.0,22181696153413.4,500,50,1
22,0.12463684,0.18698441,0.84520061,15.9941819,0.0,15994181903709.941,500,50,1
24,0.14062012,0.15934359,0.8741066,16.5526417,0.0,16552641696355.576,500,50,1
26,0.12589715,0.14368553,0.89210682,19.55439693,0.0,19554396932934.152,500,50,1
28,0.10756559,0.15310557,0.88189938,16.19365558,0.0,16193655582536.135,500,50,1
30,0.14496557,0.20339021,0.83511477,17.04535016,0.0,17045350156072.076,500,50,1
35,0.12447852,0.15177774,0.8825181,16.64172831,0.0,16641728313238.246,500,50,1
40,0.1120826,0.1357342,0.87387863,21.19578584,0.0,21195785839311.188,500,50,1
45,0.09045751,0.14067705,0.89423564,19.26224009,0.0,19262240093160.094,500,50,1
50,0.14364528,0.23676329,0.81169027,26.67963801,0.0,26679638011076.207,500,50,1
60,0.09304386,0.18736227,0.85252808,25.57781406,0.0,25577814057973.215,500,50,1
70,0.14196518,0.15097745,0.88413762,26.95183252,0.0,26951832515718.56,500,50,1
80,0.07519549,0.13879604,0.89172657,26.34659916,0.0,26346599160191.043,500,50,1
90,0.08762465,0.14636635,0.88479084,30.52130504,0.0,30521305037801.63,500,50,1
100,0.10402211,0.1250418,0.89056699,27.16322904,0.0,27163229044410.117,500,50,1
110,0.12647643,0.11373835,0.90947562,30.60868909,0.0,30608689094671.535,500,50,1
120,0.05106998,0.09758868,0.91762114,32.89878997,0.0,32898789973068.88,500,50,1
130,0.05002654,0.1002463,0.91330853,34.12775955,0.0,34127759550685.043,500,50,1
140,0.07599221,0.06244552,0.94482391,37.95769633,0.0,37957696331152.99,500,50,1
150,0.03483728,0.05550243,0.94968635,38.68637369,0.0,38686373689244.23,500,50,1
160,0.03235686,0.03055341,0.97035425,37.88263271,0.0,37882632712298.875,500,50,1
170,0.02333926,0.01206266,0.98765426,37.82768305,0.0,37827683050753.66,500,50,1
180,0.01265719,0.00254058,0.99747895,37.00492474,0.0,37004924742941.94,500,50,1
190,0.00250152,0.00069752,0.99930248,36.65456102,0.0,36654561024090.68,500,50,1
200,0.00069752,0.0,nan,36.45278593,0.0,36452785932143.75,500,50,1
