epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
10,0.1990023657716557,0.5957740830039978,0.79602,0.6489,0.227728,0.573825,0.67126,0,0.9802725,-0.008653,0.9639249,0.56198105,0.27908,0.8215,0.7853,0.7945,0.7859,,0.11199716,0.20632608,0.82833212,18.86004897,0.0,18860048973507.312,500,50,1,0.1279,0.8651010951979781,0.16380000000000006,0.8269797809604044,0.15500000000000003,0.8366680707666385,0.16299999999999992,0.8276116259477675,,
11,0.1987688340595138,0.589954361000061,0.79792,0.7405,0.265707,0.635186,0.724137,0,0.78144308,-0.107103,0.80850032,0.49578788,0.15042,0.8412,0.8065,0.8227,0.8196,,0.12712554,0.14963468,0.88108155,19.26465697,0.0,19264656974651.41,500,50,1,0.10820000000000007,0.8858466722830665,0.14260000000000006,0.8493049705139006,0.12680000000000002,0.8663647851727043,0.12929999999999997,0.863100252737995,,
12,0.1985109326154774,0.5681072503757477,0.80556,0.6893,0.282748,0.623563,0.722518,0,0.88731628,-0.051922,0.98438522,0.53563789,0.23522,0.8419,0.8089,0.8198,0.8182,,0.1443568,0.15560851,0.8658641,17.60105612,0.0,17601056120168.617,500,50,1,0.10750000000000004,0.8865838247683235,0.1402000000000001,0.8518323504633529,0.12970000000000004,0.8633108677337826,0.13069999999999993,0.8616259477674811,,
13,0.1982287250728689,0.5623303022384644,0.80792,0.7775,0.19866,0.642022,0.743926,0,0.7072364,-0.150435,1.04863252,0.54684751,0.16214,0.848,0.8138,0.8297,0.8303,,0.1279559,0.2336061,0.84465228,18.98912461,0.0,18989124608128.52,500,50,1,0.10140000000000005,0.8930075821398483,0.1353000000000001,0.8569924178601516,0.11980000000000002,0.8737363100252737,0.11859999999999993,0.874368155012637,,
14,0.1979222810621766,0.5550506484794616,0.81062,0.678,0.23197,0.630519,0.712565,0,0.83151328,-0.080131,0.86000753,0.49807231,0.23416,0.8471,0.8138,0.827,0.8239,,0.15110587,0.10680525,0.88437857,17.88879663,0.0,17888796633725.387,500,50,1,0.10230000000000006,0.8920598146588037,0.1353000000000001,0.8569924178601516,0.12250000000000005,0.8708930075821398,0.125,0.8676284751474305,,
15,0.1975916761938747,0.5476074539279938,0.81328,0.7441,0.287094,0.630261,0.721711,0,0.75443779,-0.122377,0.82253451,0.53056422,0.1976,0.8463,0.8166,0.8342,0.8356,,0.15542279,0.21239896,0.85728108,16.3065083,0.0,16306508297020.297,500,50,1,0.10309999999999997,0.891217354675653,0.13250000000000006,0.8599410278011794,0.11529999999999996,0.8784751474304971,0.11329999999999996,0.879949452401011,,
16,0.1972369920397677,0.5440956200027466,0.8152,0.6525,0.250803,0.614009,0.694911,0,0.91750803,-0.03739,0.99542329,0.55844118,0.27712,0.8478,0.8107,0.8266,0.8252,,0.10528919,0.1486354,0.87391546,20.22638833,0.0,20226388325256.68,500,50,1,0.10160000000000002,0.8927969671440606,0.13840000000000008,0.8537278854254423,0.12290000000000001,0.8704717775905645,0.12369999999999992,0.8689974726200506,,
17,0.1968583161128631,0.5360126927185058,0.81566,0.7602,0.282113,0.625696,0.72241,0,0.74314689,-0.128925,0.84570532,0.53607454,0.11958,0.8522,0.8201,0.8349,0.8339,,0.13927123,0.20382551,0.85946962,19.51754828,0.0,19517548282232.645,500,50,1,0.09720000000000006,0.89743049705139,0.129,0.8636267902274642,0.11460000000000004,0.879212299915754,0.11499999999999999,0.8781592249368155,,
18,0.1964557418457798,0.5249922860717774,0.82018,0.7818,0.212902,0.688566,0.760407,0,0.62296233,-0.205538,0.80498507,0.42587753,0.14124,0.8526,0.8272,0.8424,0.8415,,0.08922564,0.13907738,0.88961639,18.35130577,0.0,18351305768313.133,500,50,1,0.0968,0.8978517270429655,0.12190000000000001,0.8711036225779276,0.10709999999999997,0.8871103622577928,0.10739999999999994,0.8861625947767481,,
19,0.1960293685676943,0.5260632533645629,0.82266,0.7458,0.242404,0.6518,0.729136,0,0.76269794,-0.117647,0.79651576,0.4930794,0.17132,0.843,0.8169,0.8255,0.8276,,0.11266761,0.14186095,0.88883829,16.45835784,0.0,16458357837194.406,500,50,1,0.10640000000000005,0.8877422072451558,0.1322000000000001,0.8602569502948609,0.124,0.8693133951137321,0.12129999999999996,0.871524852569503,,
20,0.195579301479833,0.5267683522415161,0.8213,0.7584,0.278162,0.63897,0.711833,0,0.73581584,-0.133231,1.04585523,0.51803245,0.1602,0.8565,0.8263,0.8411,0.8385,,0.13870511,0.18857578,0.84810811,22.18169615,0.0,22181696153413.4,500,50,1,0.09289999999999998,0.9019587194608256,0.12280000000000002,0.870155855096883,0.10840000000000005,0.8857413647851726,0.11039999999999994,0.8830033698399327,,
22,0.1946085358827545,0.5189028110599517,0.82366,0.6945,0.283174,0.617917,0.694126,0,0.83938687,-0.076038,0.86770716,0.49055777,0.21502,0.8449,0.8129,0.8241,0.8214,,0.12463684,0.18698441,0.84520061,15.9941819,0.0,15994181903709.94,500,50,1,0.10450000000000004,0.889743049705139,0.1362000000000001,0.8560446503791069,0.12539999999999996,0.8678390901432183,0.12749999999999995,0.8649957877000842,,
24,0.1935444030829867,0.5141364570999145,0.82446,0.7569,0.305811,0.642523,0.708383,0,0.74119243,-0.130069,0.71145852,0.4542529,0.11904,0.8455,0.8222,0.8269,0.8251,,0.14062012,0.15934359,0.8741066,16.5526417,0.0,16552641696355.576,500,50,1,0.10389999999999999,0.8903748946925021,0.1269,0.8658382476832351,0.12260000000000004,0.870787700084246,0.12380000000000002,0.8688921651221566,,
26,0.1923879532511287,0.5017354075145721,0.82862,0.7882,0.278498,0.686284,0.756734,0,0.61039502,-0.214389,0.88668275,0.45920273,0.1605,0.8633,0.8311,0.8472,0.8447,,0.12589715,0.14368553,0.89210682,19.55439693,0.0,19554396932934.152,500,50,1,0.08610000000000007,0.9091196293176074,0.1180000000000001,0.8752106149957877,0.10230000000000006,0.8921651221566975,0.10419999999999996,0.8895324347093513,,
28,0.1911403276635445,0.5074563953018189,0.82746,0.8067,0.206298,0.677134,0.745408,0,0.63975436,-0.193987,0.84348351,0.47903246,0.1173,0.8601,0.8337,0.8446,0.8423,,0.10756559,0.15310557,0.88189938,16.19365558,0.0,16193655582536.137,500,50,1,0.08930000000000005,0.9057497893850042,0.11540000000000006,0.8779486099410277,0.1049,0.8894271272114574,0.10659999999999992,0.887005054759899,,
30,0.1898027575760615,0.4950216253662109,0.83098,0.7224,0.258873,0.600422,0.679526,0,0.88977789,-0.050718,0.91040105,0.53458841,0.21486,0.8487,0.8199,0.8259,0.8226,,0.14496557,0.20339021,0.83511477,17.04535016,0.0,17045350156072.076,500,50,1,0.10070000000000001,0.8937447346251053,0.1292000000000001,0.8634161752316765,0.12360000000000004,0.8697346251053074,0.12629999999999997,0.8662594776748105,,
35,0.1860742027003944,0.4850402591896057,0.83436,0.7924,0.274248,0.684345,0.741963,0,0.61884186,-0.20842,0.67501502,0.44142872,0.11878,0.8628,0.8372,0.8488,0.8487,,0.12447852,0.15177774,0.8825181,16.64172831,0.0,16641728313238.246,500,50,1,0.08660000000000001,0.9085930918281382,0.1119,0.8816343723673126,0.10070000000000001,0.8938500421229991,0.10019999999999996,0.8937447346251053,,
40,0.1818149717425024,0.4683880203342437,0.84104,0.7109,0.274288,0.642171,0.706778,0,0.67796637,-0.168792,0.94986645,0.49117654,0.22118,0.8608,0.8388,0.8418,0.843,,0.1120826,0.1357342,0.87387863,21.19578584,0.0,21195785839311.188,500,50,1,0.08860000000000001,0.9064869418702611,0.11030000000000006,0.8833192923336142,0.10770000000000002,0.8864785172704297,0.1059,0.8877422072451558,,
45,0.177051324277579,0.4634966723632812,0.84228,0.8077,0.222669,0.699811,0.760725,0,0.62147599,-0.206576,0.81526549,0.43443255,0.112,0.87,0.8447,0.8528,0.8526,,0.09045751,0.14067705,0.89423564,19.26224009,0.0,19262240093160.094,500,50,1,0.07940000000000003,0.9161752316764954,0.10440000000000005,0.8895324347093513,0.09670000000000001,0.8980623420387531,0.09629999999999994,0.8978517270429655,,
50,0.1718126297763189,0.4516269557189941,0.84638,0.7753,0.237215,0.632231,0.701166,0,0.65000987,-0.18708,0.99418333,0.49895768,0.16428,0.8638,0.8361,0.8456,0.8434,,0.14364528,0.23676329,0.81169027,26.67963801,0.0,26679638011076.207,500,50,1,0.08560000000000001,0.9096461668070767,0.1130000000000001,0.8804759898904801,0.10389999999999999,0.890480202190396,0.10549999999999993,0.8881634372367313,,
60,0.1600420225325884,0.4367843848800659,0.8519,0.8332,0.175653,0.685501,0.738599,0,0.55838064,-0.25307,0.84632795,0.45629861,0.09316,0.8751,0.8508,0.8592,0.8592,,0.09304386,0.18736227,0.85252808,25.57781406,0.0,25577814057973.21,500,50,1,0.07430000000000003,0.9215459140690817,0.09830000000000005,0.8959561920808762,0.09030000000000005,0.9048020219039595,0.0897,0.9048020219039595,,
70,0.1467929814260574,0.4126216082096099,0.85898,0.8105,0.250811,0.695932,0.745099,0,0.54783562,-0.26135,0.66596354,0.43169152,0.13406,0.8802,0.8591,0.8635,0.863,,0.14196518,0.15097745,0.88413762,26.95183252,0.0,26951832515718.56,500,50,1,0.06920000000000004,0.926916596461668,0.09000000000000008,0.9046967144060657,0.08599999999999997,0.9093302443133952,0.08589999999999998,0.9088037068239259,,
80,0.132391741819815,0.3883981285285949,0.86958,0.8247,0.193919,0.711881,0.759185,0,0.50488019,-0.296812,0.72164925,0.41297681,0.11648,0.8891,0.8671,0.8728,0.8741,,0.07519549,0.13879604,0.89172657,26.34659916,0.0,26346599160191.043,500,50,1,0.06030000000000002,0.9362889637742208,0.08200000000000007,0.9131213142375737,0.07669999999999999,0.9191238416175231,0.07479999999999998,0.9204928390901432,,
90,0.117192910027941,0.3553976235675812,0.8791,0.8259,0.18704,0.723087,0.760816,0,0.48618915,-0.313195,0.72050533,0.40644634,0.10844,0.8883,0.8686,0.871,0.8724,,0.08762465,0.14636635,0.88479084,30.52130504,0.0,30521305037801.63,500,50,1,0.06110000000000004,0.9354465037910699,0.08050000000000002,0.9147009267059815,0.07850000000000001,0.9172283066554339,0.07650000000000001,0.9187026116259477,,
100,0.1015707317311821,0.3268953349113464,0.88764,0.7908,0.206865,0.715187,0.742348,0,0.49043265,-0.309421,0.68535821,0.37131348,0.1558,0.8929,0.8772,0.8746,0.8757,,0.10402211,0.1250418,0.89056699,27.16322904,0.0,27163229044410.12,500,50,1,0.056499999999999995,0.9402906486941871,0.07190000000000007,0.9237573715248526,0.07489999999999997,0.9210193765796125,0.07319999999999993,0.9221777590564448,,
110,0.0859098768062418,0.2951127235603332,0.89936,0.8441,0.243848,0.749151,0.775273,0,0.44034726,-0.356205,0.66107551,0.36235047,0.09344,0.9017,0.8884,0.8884,0.8922,,0.12647643,0.11373835,0.90947562,30.60868909,0.0,30608689094671.53,500,50,1,0.047700000000000076,0.9495577085088458,0.06070000000000009,0.9355518112889637,0.06110000000000004,0.9355518112889637,0.05669999999999997,0.93955349620893,,
120,0.0705959674767696,0.2599865244865417,0.91172,0.8605,0.166974,0.789514,0.80381,0,0.34803537,-0.458377,0.56972833,0.334873,0.08094,0.9077,0.8946,0.8995,0.901,,0.05106998,0.09758868,0.91762114,32.89878997,0.0,32898789973068.88,500,50,1,0.04170000000000007,0.9558761583824767,0.054500000000000104,0.9420808761583824,0.050000000000000044,0.9472409435551811,0.04789999999999994,0.948820556023589,,
130,0.0560060830144085,0.2207341645145416,0.92456,0.8708,0.153477,0.787862,0.79418,0,0.33040712,-0.480951,0.52543392,0.31899471,0.06478,0.9139,0.9024,0.9032,0.9041,,0.05002654,0.1002463,0.91330853,34.12775955,0.0,34127759550685.043,500,50,1,0.035499999999999976,0.9624052232518956,0.046700000000000075,0.9502948609941028,0.04630000000000001,0.9511373209772536,0.04479999999999995,0.9520850884582982,,
140,0.0424994747956721,0.1728873943328857,0.9415,0.8875,0.183828,0.823897,0.827032,0,0.27878764,-0.554726,0.46460358,0.2480982,0.03112,0.9193,0.9119,0.9063,0.9074,,0.07599221,0.06244552,0.94482391,37.95769633,0.0,37957696331152.99,500,50,1,0.030100000000000016,0.9680918281381634,0.03720000000000001,0.9602990732940185,0.043200000000000016,0.9544018534119629,0.04149999999999998,0.9555602358887952,,
150,0.0304087203407685,0.1255582331895828,0.95706,0.9073,0.158386,0.860395,0.859868,0,0.23330635,-0.632073,0.35986326,0.23368312,0.01724,0.9251,0.9178,0.9155,0.918,,0.03483728,0.05550243,0.94968635,38.68637369,0.0,38686373689244.23,500,50,1,0.02429999999999999,0.9741996630160068,0.031300000000000106,0.9665122156697556,0.03400000000000003,0.9640901432181971,0.030899999999999928,0.9667228306655434,,
160,0.0200315341512909,0.0801274168109893,0.97268,0.9232,0.132724,0.898253,0.896172,0,0.15703795,-0.803995,0.29691263,0.20673533,0.00542,0.9325,0.9256,0.9307,0.9299,,0.03235686,0.03055341,0.97035425,37.88263271,0.0,37882632712298.88,500,50,1,0.016900000000000026,0.9819924178601517,0.023500000000000076,0.974726200505476,0.01880000000000004,0.9800968828980623,0.019000000000000017,0.9792544229149115,,
170,0.0116234369911306,0.0337319231057167,0.98908,0.932,0.105055,0.93834,0.937652,0,0.11233286,-0.949493,0.23216974,0.20358972,0.00266,0.9365,0.9346,0.9372,0.9369,,0.02333926,0.01206266,0.98765426,37.82768305,0.0,37827683050753.66,500,50,1,0.012900000000000023,0.9862047177759057,0.014500000000000068,0.9842038753159225,0.012299999999999978,0.9869418702611626,0.01200000000000001,0.986625947767481,,
180,0.0053914641172454,0.0058843518307805,0.99886,0.9473,0.063875,0.987264,0.987207,0,0.05757929,-1.239734,0.20077279,0.19049892,6e-05,0.9471,0.9465,0.9472,0.9477,,0.01265719,0.00254058,0.99747895,37.00492474,0.0,37004924742941.94,500,50,1,0.0022999999999999687,0.9973673125526538,0.0026000000000000467,0.9967354675652906,0.0022999999999999687,0.9974726200505476,0.0011999999999999789,0.9979991575400169,,
190,0.0014890673845226,0.0023562898174114,0.99986,0.9483,0.01285,0.998547,0.998547,1,0.04008847,-1.396981,0.20343007,0.18876488,0.0,0.9486,0.9476,0.9482,0.949,,0.00250152,0.00069752,0.99930248,36.65456102,0.0,36654561024090.68,500,50,1,0.0008000000000000229,0.9989469250210615,0.0015000000000000568,0.9978938500421229,0.0012999999999999678,0.9985256950294862,-9.999999999998899e-05,0.9993681550126369,,
200,1.2336751833941238e-05,0.0021427297469228,0.99988,0.9496,0.001453,1.0,,1,0.03756703,-1.425193,0.20194375,0.18983875,0.0,0.9494,0.9491,0.9495,0.9489,,0.00069752,0.0,,36.45278593,0.0,36452785932143.75,500,50,1,0.0,0.9997893850042123,0.0,0.9994734625105308,0.0,0.9998946925021062,0.0,0.999262847514743,,
