epoch_a,epoch_b,n_samples,cka_value
0,0,2040,1.0
0,1,2040,0.303439
0,2,2040,0.112953
0,3,2040,0.112385
0,4,2040,0.161928
0,5,2040,0.091783
0,6,2040,0.110941
0,7,2040,0.084967
0,8,2040,0.105376
0,9,2040,0.08995
0,10,2040,0.098818
0,11,2040,0.084233
0,12,2040,0.092577
0,13,2040,0.077565
0,14,2040,0.093137
0,15,2040,0.106546
0,16,2040,0.104236
0,17,2040,0.089559
0,18,2040,0.058495
0,19,2040,0.077647
0,20,2040,0.079072
0,22,2040,0.079889
0,24,2040,0.088116
0,26,2040,0.080918
0,28,2040,0.080376
0,30,2040,0.089739
0,35,2040,0.089843
0,40,2040,0.099641
0,45,2040,0.065357
0,50,2040,0.092992
0,60,2040,0.119176
0,70,2040,0.072086
0,80,2040,0.073779
0,90,2040,0.078624
0,100,2040,0.078427
0,110,2040,0.093856
0,120,2040,0.087252
0,130,2040,0.060001
0,140,2040,0.089828
0,150,2040,0.078556
0,160,2040,0.068338
0,170,2040,0.070578
0,180,2040,0.071414
0,190,2040,0.070209
0,200,2040,0.069306
1,1,2040,1.0
1,2,2040,0.615163
1,3,2040,0.52741
1,4,2040,0.651914
1,5,2040,0.502081
1,6,2040,0.524583
1,7,2040,0.481701
1,8,2040,0.527947
1,9,2040,0.527121
1,10,2040,0.579558
1,11,2040,0.484735
1,12,2040,0.516205
1,13,2040,0.459604
1,14,2040,0.582436
1,15,2040,0.509972
1,16,2040,0.498567
1,17,2040,0.541906
1,18,2040,0.426043
1,19,2040,0.443703
1,20,2040,0.482597
1,22,2040,0.477545
1,24,2040,0.531971
1,26,2040,0.491998
1,28,2040,0.494972
1,30,2040,0.419682
1,35,2040,0.468164
1,40,2040,0.514339
1,45,2040,0.467023
1,50,2040,0.498935
1,60,2040,0.484443
1,70,2040,0.469707
1,80,2040,0.454046
1,90,2040,0.479676
1,100,2040,0.487333
1,110,2040,0.507301
1,120,2040,0.46602
1,130,2040,0.399027
1,140,2040,0.444457
1,150,2040,0.393729
1,160,2040,0.374693
1,170,2040,0.375703
1,180,2040,0.381297
1,190,2040,0.381489
1,200,2040,0.379091
2,2,2040,1.0
2,3,2040,0.817896
2,4,2040,0.769872
2,5,2040,0.780735
2,6,2040,0.722541
2,7,2040,0.753117
2,8,2040,0.701386
2,9,2040,0.73406
2,10,2040,0.740133
2,11,2040,0.690513
2,12,2040,0.654295
2,13,2040,0.684593
2,14,2040,0.696261
2,15,2040,0.733003
2,16,2040,0.698358
2,17,2040,0.635483
2,18,2040,0.676474
2,19,2040,0.689207
2,20,2040,0.692363
2,22,2040,0.620248
2,24,2040,0.678103
2,26,2040,0.66568
2,28,2040,0.694026
2,30,2040,0.673968
2,35,2040,0.644907
2,40,2040,0.664447
2,45,2040,0.634717
2,50,2040,0.667834
2,60,2040,0.626163
2,70,2040,0.591803
2,80,2040,0.663752
2,90,2040,0.644979
2,100,2040,0.625344
2,110,2040,0.624518
2,120,2040,0.623486
2,130,2040,0.527991
2,140,2040,0.57223
2,150,2040,0.510732
2,160,2040,0.505479
2,170,2040,0.498138
2,180,2040,0.514298
2,190,2040,0.517376
2,200,2040,0.513646
3,3,2040,1.0
3,4,2040,0.789984
3,5,2040,0.838334
3,6,2040,0.829772
3,7,2040,0.795156
3,8,2040,0.760234
3,9,2040,0.751551
3,10,2040,0.762648
3,11,2040,0.695446
3,12,2040,0.677165
3,13,2040,0.746068
3,14,2040,0.711293
3,15,2040,0.800135
3,16,2040,0.761921
3,17,2040,0.697594
3,18,2040,0.747768
3,19,2040,0.76856
3,20,2040,0.759684
3,22,2040,0.698842
3,24,2040,0.750618
3,26,2040,0.75017
3,28,2040,0.748551
3,30,2040,0.738428
3,35,2040,0.682805
3,40,2040,0.71258
3,45,2040,0.689233
3,50,2040,0.719029
3,60,2040,0.689267
3,70,2040,0.632518
3,80,2040,0.694598
3,90,2040,0.662431
3,100,2040,0.663143
3,110,2040,0.666873
3,120,2040,0.656158
3,130,2040,0.569659
3,140,2040,0.618364
3,150,2040,0.5575
3,160,2040,0.545858
3,170,2040,0.546831
3,180,2040,0.560768
3,190,2040,0.562776
3,200,2040,0.558556
4,4,2040,1.0
4,5,2040,0.817722
4,6,2040,0.807995
4,7,2040,0.810859
4,8,2040,0.802888
4,9,2040,0.815339
4,10,2040,0.804186
4,11,2040,0.772917
4,12,2040,0.748302
4,13,2040,0.735381
4,14,2040,0.784603
4,15,2040,0.804301
4,16,2040,0.781715
4,17,2040,0.732571
4,18,2040,0.738436
4,19,2040,0.76068
4,20,2040,0.775403
4,22,2040,0.732095
4,24,2040,0.76752
4,26,2040,0.718583
4,28,2040,0.774715
4,30,2040,0.746837
4,35,2040,0.744811
4,40,2040,0.761759
4,45,2040,0.706892
4,50,2040,0.743549
4,60,2040,0.760147
4,70,2040,0.708638
4,80,2040,0.726388
4,90,2040,0.72608
4,100,2040,0.745728
4,110,2040,0.732651
4,120,2040,0.727374
4,130,2040,0.654044
4,140,2040,0.698449
4,150,2040,0.64582
4,160,2040,0.628379
4,170,2040,0.629036
4,180,2040,0.637061
4,190,2040,0.640386
4,200,2040,0.636293
5,5,2040,1.0
5,6,2040,0.833494
5,7,2040,0.862572
5,8,2040,0.825011
5,9,2040,0.825852
5,10,2040,0.827938
5,11,2040,0.793847
5,12,2040,0.736839
5,13,2040,0.804218
5,14,2040,0.756517
5,15,2040,0.838261
5,16,2040,0.808868
5,17,2040,0.749999
5,18,2040,0.795797
5,19,2040,0.833397
5,20,2040,0.834065
5,22,2040,0.778811
5,24,2040,0.789405
5,26,2040,0.771246
5,28,2040,0.814379
5,30,2040,0.800573
5,35,2040,0.741349
5,40,2040,0.773224
5,45,2040,0.738846
5,50,2040,0.776897
5,60,2040,0.748739
5,70,2040,0.702454
5,80,2040,0.748025
5,90,2040,0.733791
5,100,2040,0.751746
5,110,2040,0.728556
5,120,2040,0.736839
5,130,2040,0.671762
5,140,2040,0.695043
5,150,2040,0.65719
5,160,2040,0.63946
5,170,2040,0.63671
