run,lr,seed,epoch,component,fisher,sing_val
final_lr020_seed2,0.2,2,0,0,0.14539473726198296,2613.6631276115695
final_lr020_seed2,0.2,2,0,1,0.12840484683527154,562.9848430660861
final_lr020_seed2,0.2,2,0,2,0.042368856589670004,350.706673268671
final_lr020_seed2,0.2,2,0,3,0.1021860295014845,253.08978970564553
final_lr020_seed2,0.2,2,0,4,0.04953419898514318,233.84112298318385
final_lr020_seed2,0.2,2,0,5,0.09203061073936628,205.76808897166853
final_lr020_seed2,0.2,2,0,6,0.03299806260501163,188.46524558980505
final_lr020_seed2,0.2,2,0,7,0.014755212839601383,159.24024193620926
final_lr020_seed2,0.2,2,0,8,0.03291767005406135,142.65243458958943
final_lr020_seed2,0.2,2,0,9,0.02139134879893931,135.28474161845776
final_lr020_seed2,0.2,2,0,10,0.0030400524248564782,123.9594108913631
final_lr020_seed2,0.2,2,0,11,0.01922122169460404,119.6169162721678
final_lr020_seed2,0.2,2,0,12,0.009822029238112854,115.42222192761358
final_lr020_seed2,0.2,2,0,13,0.01829715124690943,110.58430958551907
final_lr020_seed2,0.2,2,0,14,0.017011246682811367,102.92527434461881
final_lr020_seed2,0.2,2,0,15,0.055574921736680834,100.27114706133736
final_lr020_seed2,0.2,2,0,16,0.01415814093858475,98.92697500626132
final_lr020_seed2,0.2,2,0,17,0.0019835163463770055,96.37837199685677
final_lr020_seed2,0.2,2,0,18,0.005670411948426832,92.46453146139436
final_lr020_seed2,0.2,2,0,19,0.00440787759348042,86.90446219479703
final_lr020_seed2,0.2,2,0,20,0.005825092359141801,85.54362939132
final_lr020_seed2,0.2,2,0,21,0.011487891897967742,84.24628468687047
final_lr020_seed2,0.2,2,0,22,0.0021454757253181137,82.28294789708855
final_lr020_seed2,0.2,2,0,23,0.02909081793727422,81.3743104657219
final_lr020_seed2,0.2,2,0,24,0.0044740529182266875,78.02048735642458
final_lr020_seed2,0.2,2,0,25,0.022323565030032685,76.75410148739391
final_lr020_seed2,0.2,2,0,26,0.028820648345322643,76.48085434393924
final_lr020_seed2,0.2,2,0,27,0.01322618355377639,72.33403888039139
final_lr020_seed2,0.2,2,0,28,0.00257855398331304,71.33376969638579
final_lr020_seed2,0.2,2,0,29,0.011880752138538925,70.97135210313967
final_lr020_seed2,0.2,2,0,30,0.0079876183197148,69.10024482639646
final_lr020_seed2,0.2,2,0,31,0.007654579833934875,67.29503746350288
final_lr020_seed2,0.2,2,0,32,0.011204545780121426,67.23625715885564
final_lr020_seed2,0.2,2,0,33,0.0038106756983610187,65.19175266054016
final_lr020_seed2,0.2,2,0,34,0.008322978159723781,64.510413601171
final_lr020_seed2,0.2,2,0,35,0.0020845520993932956,63.36300096431585
final_lr020_seed2,0.2,2,0,36,0.007788350733051483,61.70457676865763
final_lr020_seed2,0.2,2,0,37,0.002880009586660949,61.12802179470161
final_lr020_seed2,0.2,2,0,38,0.010041648651026892,60.7464366825012
final_lr020_seed2,0.2,2,0,39,0.003722469508297028,59.54488273070956
final_lr020_seed2,0.2,2,0,40,0.0030562074885235853,59.232575748918464
final_lr020_seed2,0.2,2,0,41,0.005001829702959836,58.107295708210366
final_lr020_seed2,0.2,2,0,42,0.003664550908395243,57.7741988755789
final_lr020_seed2,0.2,2,0,43,0.010092759131927706,56.43811503271455
final_lr020_seed2,0.2,2,0,44,0.0026055553302472743,55.71244694782869
final_lr020_seed2,0.2,2,0,45,0.0023042343332629837,55.58472474081846
final_lr020_seed2,0.2,2,0,46,0.014270442271770522,55.15133803408001
final_lr020_seed2,0.2,2,0,47,0.0026239759090127064,54.17126076361852
final_lr020_seed2,0.2,2,0,48,0.007051408859272806,53.797517463184555
final_lr020_seed2,0.2,2,0,49,0.004430497306731466,52.97568173154688
final_lr020_seed2,0.2,2,0,50,0.010283983976476013,52.67407669378824
final_lr020_seed2,0.2,2,0,51,0.004102569439367377,52.33509598440953
final_lr020_seed2,0.2,2,0,52,0.005280291900674874,51.96142152906571
final_lr020_seed2,0.2,2,0,53,0.004866974693320071,51.172636485767576
final_lr020_seed2,0.2,2,0,54,0.001856894978925247,50.74004921336466
final_lr020_seed2,0.2,2,0,55,0.0016925132000946202,50.478473501848335
final_lr020_seed2,0.2,2,0,56,0.0038845812104076455,49.79985229516208
final_lr020_seed2,0.2,2,0,57,0.004947806687658175,49.23014770382833
final_lr020_seed2,0.2,2,0,58,0.0010152931443466813,48.98600215341432
final_lr020_seed2,0.2,2,0,59,0.004081984374450163,48.689917285806224
final_lr020_seed2,0.2,2,0,60,0.0008511858641084754,48.1914220366507
final_lr020_seed2,0.2,2,0,61,0.002495057037923168,47.69308467199545
final_lr020_seed2,0.2,2,0,62,0.0012945929176892941,47.27495710750033
final_lr020_seed2,0.2,2,0,63,0.0032929174107171584,47.06837779472021
final_lr020_seed2,0.2,2,1,0,1.0434404118908422,245.70192367679223
final_lr020_seed2,0.2,2,1,1,0.022927026410331286,137.34904879939134
final_lr020_seed2,0.2,2,1,2,0.13273634244070856,112.00079006045755
final_lr020_seed2,0.2,2,1,3,0.02197017728272738,59.66410834793824
final_lr020_seed2,0.2,2,1,4,0.07108331025166982,42.22257997591063
final_lr020_seed2,0.2,2,1,5,0.0228589508711232,24.644506636071924
final_lr020_seed2,0.2,2,1,6,0.013532522100518987,16.560029331639093
final_lr020_seed2,0.2,2,1,7,0.004141495866811275,13.447698178999868
final_lr020_seed2,0.2,2,1,8,0.006266696461010229,11.622280472088548
final_lr020_seed2,0.2,2,1,9,0.005695489241618106,9.740635365412462
final_lr020_seed2,0.2,2,1,10,0.012791346688136664,8.640592075746508
final_lr020_seed2,0.2,2,1,11,0.00683548640731977,7.88943325823717
final_lr020_seed2,0.2,2,1,12,0.010626989276663222,6.312562964685666
final_lr020_seed2,0.2,2,1,13,0.0028365089232177967,4.992246948454238
final_lr020_seed2,0.2,2,1,14,0.007411225493738401,4.913732090846702
final_lr020_seed2,0.2,2,1,15,0.006958304299166004,4.89130407237019
final_lr020_seed2,0.2,2,1,16,0.010337417792559447,4.353115946628429
final_lr020_seed2,0.2,2,1,17,0.01758235559045342,3.60261445652816
final_lr020_seed2,0.2,2,1,18,0.002829283293242042,3.316937131205097
final_lr020_seed2,0.2,2,1,19,0.0008643842701663593,2.897906832622032
final_lr020_seed2,0.2,2,1,20,0.0027686212339229385,2.7517070344246206
final_lr020_seed2,0.2,2,1,21,0.0008318797923817328,2.649206206374178
final_lr020_seed2,0.2,2,1,22,0.0018127816079401174,2.529938135640866
final_lr020_seed2,0.2,2,1,23,0.003823223557593944,2.4424912785236628
final_lr020_seed2,0.2,2,1,24,0.0008127823606792895,2.3627036041865805
final_lr020_seed2,0.2,2,1,25,0.0031810818013690624,2.2619632210670177
final_lr020_seed2,0.2,2,1,26,0.0022484227538967856,2.0815286300738736
final_lr020_seed2,0.2,2,1,27,0.004044569814483133,1.9615174388802585
final_lr020_seed2,0.2,2,1,28,0.00369623494082977,1.8064923891714304
final_lr020_seed2,0.2,2,1,29,0.004356322906017132,1.7738082862267122
final_lr020_seed2,0.2,2,1,30,0.003873394533974314,1.6924505272108967
final_lr020_seed2,0.2,2,1,31,0.0010771876043586424,1.648893460825741
final_lr020_seed2,0.2,2,1,32,0.0015141229249915947,1.5825147685863474
final_lr020_seed2,0.2,2,1,33,0.0015790274596431677,1.464771672168705
final_lr020_seed2,0.2,2,1,34,0.0011585325484659485,1.4177399343223105
final_lr020_seed2,0.2,2,1,35,0.0013170071325297765,1.3475459649951014
final_lr020_seed2,0.2,2,1,36,0.0022971826680784698,1.2646018875588285
final_lr020_seed2,0.2,2,1,37,0.001541501593464021,1.2299723390493469
final_lr020_seed2,0.2,2,1,38,0.0032070691224097827,1.193923310015595
final_lr020_seed2,0.2,2,1,39,0.0010098211239267765,1.13117499691977
final_lr020_seed2,0.2,2,1,40,0.0011593950406622057,1.1050604427273543
final_lr020_seed2,0.2,2,1,41,0.0013652235101611178,1.0690909392575982
final_lr020_seed2,0.2,2,1,42,0.0015769487844480457,1.0450674836085887
final_lr020_seed2,0.2,2,1,43,0.0005600425833328105,1.0266004653130791
final_lr020_seed2,0.2,2,1,44,0.0021691600580153758,0.9836936907288965
final_lr020_seed2,0.2,2,1,45,0.0013437016451541104,0.9392519649095468
final_lr020_seed2,0.2,2,1,46,0.0007349238096521631,0.9306069062510316
final_lr020_seed2,0.2,2,1,47,0.0007632757994286568,0.8911704080363196
final_lr020_seed2,0.2,2,1,48,0.0009672836288912535,0.8667472951131381
final_lr020_seed2,0.2,2,1,49,0.0015252273772473816,0.8369038212888025
final_lr020_seed2,0.2,2,1,50,0.001735440194683483,0.8192580739663724
final_lr020_seed2,0.2,2,1,51,0.00040727978270866847,0.7923148035156912
final_lr020_seed2,0.2,2,1,52,0.0007964569296454953,0.7813361586762507
final_lr020_seed2,0.2,2,1,53,0.0007240759797620736,0.7625413224469266
final_lr020_seed2,0.2,2,1,54,0.0009612343996808162,0.7554698438356715
final_lr020_seed2,0.2,2,1,55,0.0019138211218597233,0.7306110857710348
final_lr020_seed2,0.2,2,1,56,0.0009187263729566744,0.7195598496787752
final_lr020_seed2,0.2,2,1,57,0.0010623062967641539,0.714003879350832
final_lr020_seed2,0.2,2,1,58,0.0013265064479532167,0.6868785861965458
final_lr020_seed2,0.2,2,1,59,0.001707180772493576,0.6545796319768651
final_lr020_seed2,0.2,2,1,60,0.0011908601003858751,0.6446978059018381
final_lr020_seed2,0.2,2,1,61,0.0026489485734080046,0.614651726120274
final_lr020_seed2,0.2,2,1,62,0.0010413920415744983,0.599074385775267
final_lr020_seed2,0.2,2,1,63,0.0010651294305011614,0.5895857615686747
final_lr020_seed2,0.2,2,2,0,1.2691674446073127,301.0764289451102
final_lr020_seed2,0.2,2,2,1,0.3411171152784431,200.52976406274928
final_lr020_seed2,0.2,2,2,2,0.48250075018741145,185.8448870602852
final_lr020_seed2,0.2,2,2,3,0.23224838696294975,111.7592876573754
final_lr020_seed2,0.2,2,2,4,0.054241507693904574,94.30565654561079
final_lr020_seed2,0.2,2,2,5,0.08763677679380023,84.81734473737949
final_lr020_seed2,0.2,2,2,6,0.022346400254312948,66.69436643968673
final_lr020_seed2,0.2,2,2,7,0.05897633507362727,61.23753175996555
final_lr020_seed2,0.2,2,2,8,0.11340135506325531,48.06793371114209
final_lr020_seed2,0.2,2,2,9,0.039475405230463244,44.84665280076933
final_lr020_seed2,0.2,2,2,10,0.039943264724940884,39.20508089489858
final_lr020_seed2,0.2,2,2,11,0.012146336838179174,33.95695335634614
final_lr020_seed2,0.2,2,2,12,0.038857825020370156,31.701893884262766
final_lr020_seed2,0.2,2,2,13,0.013182059804493284,30.48225076043121
final_lr020_seed2,0.2,2,2,14,0.016640588946660772,26.544098958507185
final_lr020_seed2,0.2,2,2,15,0.033699006909476865,21.168422226301445
final_lr020_seed2,0.2,2,2,16,0.006312981499995503,20.928215886595797
final_lr020_seed2,0.2,2,2,17,0.005121321833073709,18.647221070142166
final_lr020_seed2,0.2,2,2,18,0.019516055774904197,17.76671984567681
final_lr020_seed2,0.2,2,2,19,0.007841885640495481,16.57524416524679
final_lr020_seed2,0.2,2,2,20,0.007311853332818414,16.001301271433604
final_lr020_seed2,0.2,2,2,21,0.00874934530978172,15.453410635354247
final_lr020_seed2,0.2,2,2,22,0.007487733373234425,14.750236591966969
final_lr020_seed2,0.2,2,2,23,0.004334564275591548,13.924940172279337
final_lr020_seed2,0.2,2,2,24,0.009699832707403943,13.538555028737278
final_lr020_seed2,0.2,2,2,25,0.011718821186990486,11.442793761014917
final_lr020_seed2,0.2,2,2,26,0.005419540225533692,10.727226696524724
final_lr020_seed2,0.2,2,2,27,0.006281893241233543,10.201551170143793
final_lr020_seed2,0.2,2,2,28,0.0030980873152322962,9.909703845114052
final_lr020_seed2,0.2,2,2,29,0.005317585653207416,9.641076989034111
final_lr020_seed2,0.2,2,2,30,0.007871608610519271,9.044680240044372
final_lr020_seed2,0.2,2,2,31,0.003523236877317862,8.795514762449132
final_lr020_seed2,0.2,2,2,32,0.011471717685905068,8.385226310602295
final_lr020_seed2,0.2,2,2,33,0.0077774796239061346,8.13006313925403
final_lr020_seed2,0.2,2,2,34,0.0049158223601514835,7.65426222177663
final_lr020_seed2,0.2,2,2,35,0.004402589061372068,7.488284965333656
final_lr020_seed2,0.2,2,2,36,0.0075524890875106835,7.279592622245215
final_lr020_seed2,0.2,2,2,37,0.00217900325690943,6.793363341402035
final_lr020_seed2,0.2,2,2,38,0.0026819230271689525,6.696831879298303
final_lr020_seed2,0.2,2,2,39,0.007379702062621522,6.530901735809466
final_lr020_seed2,0.2,2,2,40,0.0029459890465832407,6.266719470158168
final_lr020_seed2,0.2,2,2,41,0.004582679260071031,6.165577795713345
final_lr020_seed2,0.2,2,2,42,0.0031582031698310703,6.124132428341937
final_lr020_seed2,0.2,2,2,43,0.002429265467220334,5.8226235731374185
final_lr020_seed2,0.2,2,2,44,0.0026473280272469334,5.7856357576464
final_lr020_seed2,0.2,2,2,45,0.007234780828463765,5.532995393049449
final_lr020_seed2,0.2,2,2,46,0.0063849416696856644,5.3534786959618685
final_lr020_seed2,0.2,2,2,47,0.007058601640912516,5.232496165097164
final_lr020_seed2,0.2,2,2,48,0.006510276937413326,4.963684679483543
final_lr020_seed2,0.2,2,2,49,0.006136146002352284,4.894067436113508
final_lr020_seed2,0.2,2,2,50,0.005046451493317532,4.808229688329622
final_lr020_seed2,0.2,2,2,51,0.0034270448556540487,4.739455840515503
final_lr020_seed2,0.2,2,2,52,0.0018618124153167187,4.648444137299611
final_lr020_seed2,0.2,2,2,53,0.004513045606245885,4.467738743559198
final_lr020_seed2,0.2,2,2,54,0.002187919740266804,4.368330874980152
final_lr020_seed2,0.2,2,2,55,0.0054106607578626766,4.315947534919522
final_lr020_seed2,0.2,2,2,56,0.0023239436862028204,4.227731472757568
final_lr020_seed2,0.2,2,2,57,0.0021830584348651494,4.181685584880799
final_lr020_seed2,0.2,2,2,58,0.0017964721322737927,3.99268897652885
final_lr020_seed2,0.2,2,2,59,0.005978848121903685,3.8984090107061844
final_lr020_seed2,0.2,2,2,60,0.0026435729520460065,3.8759114106801764
final_lr020_seed2,0.2,2,2,61,0.0065327204451362,3.7845723519190786
final_lr020_seed2,0.2,2,2,62,0.0014873624782923776,3.7104787027567254
final_lr020_seed2,0.2,2,2,63,0.0018878672735538169,3.6927992615419356
final_lr020_seed2,0.2,2,3,0,1.716856895910664,376.12132164345377
final_lr020_seed2,0.2,2,3,1,0.646142154799651,245.33592100855097
final_lr020_seed2,0.2,2,3,2,0.45931116498808683,205.27442645447243
final_lr020_seed2,0.2,2,3,3,0.48036987115756713,191.81872673444627
final_lr020_seed2,0.2,2,3,4,0.2946280635167152,137.01470029922396
final_lr020_seed2,0.2,2,3,5,0.24660779243528244,121.68233134083893
final_lr020_seed2,0.2,2,3,6,0.16311422415742236,111.00821373086117
final_lr020_seed2,0.2,2,3,7,0.0879007263745297,88.73553988474616
final_lr020_seed2,0.2,2,3,8,0.08612050849415967,76.83440714053424
final_lr020_seed2,0.2,2,3,9,0.06486074572935444,63.40008987123627
final_lr020_seed2,0.2,2,3,10,0.02069687028540653,59.12826937730166
final_lr020_seed2,0.2,2,3,11,0.023406372450223343,53.16978283112228
final_lr020_seed2,0.2,2,3,12,0.013560261561777982,49.7641012163321
final_lr020_seed2,0.2,2,3,13,0.04665320640518392,46.96067445946988
final_lr020_seed2,0.2,2,3,14,0.024727766682167366,41.78610132648951
final_lr020_seed2,0.2,2,3,15,0.012827940621113766,37.474264830955704
final_lr020_seed2,0.2,2,3,16,0.010759918774539913,35.8505917201961
final_lr020_seed2,0.2,2,3,17,0.01628158790652574,33.19132830774919
final_lr020_seed2,0.2,2,3,18,0.012940777889994044,31.35166306522552
final_lr020_seed2,0.2,2,3,19,0.01086069492588988,30.444615950419273
final_lr020_seed2,0.2,2,3,20,0.012343720104452345,28.49768287799076
final_lr020_seed2,0.2,2,3,21,0.009514752680057845,27.27793168782722
final_lr020_seed2,0.2,2,3,22,0.00652061723009214,25.399553729057473
final_lr020_seed2,0.2,2,3,23,0.010482230008650699,23.985669303155007
final_lr020_seed2,0.2,2,3,24,0.020618886132390005,22.892006695839065
final_lr020_seed2,0.2,2,3,25,0.01078011093559498,20.823586431835675
final_lr020_seed2,0.2,2,3,26,0.010567582789497387,19.682325013684995
final_lr020_seed2,0.2,2,3,27,0.014760867271968198,19.207856891511664
final_lr020_seed2,0.2,2,3,28,0.008029204676717652,18.677020146225104
final_lr020_seed2,0.2,2,3,29,0.008321431208745952,17.926537713309372
final_lr020_seed2,0.2,2,3,30,0.006297008299777758,16.33306349258033
final_lr020_seed2,0.2,2,3,31,0.007528456514625784,15.836920129567185
final_lr020_seed2,0.2,2,3,32,0.0071126056409968235,15.636327554160767
final_lr020_seed2,0.2,2,3,33,0.009928184172814086,15.313492944767512
final_lr020_seed2,0.2,2,3,34,0.00880377483783326,14.192679946482802
final_lr020_seed2,0.2,2,3,35,0.006308441480190521,13.746937408104664
final_lr020_seed2,0.2,2,3,36,0.005933504417269347,13.250506259516571
final_lr020_seed2,0.2,2,3,37,0.012117753442403836,12.973996284355708
final_lr020_seed2,0.2,2,3,38,0.0038565747167192675,12.457218775962225
final_lr020_seed2,0.2,2,3,39,0.002789767167247334,12.013351828009089
final_lr020_seed2,0.2,2,3,40,0.006394802383864453,11.762487022812982
final_lr020_seed2,0.2,2,3,41,0.0018919955077346291,11.616838557460703
final_lr020_seed2,0.2,2,3,42,0.006739873823801838,11.4696674220669
final_lr020_seed2,0.2,2,3,43,0.00808254239985779,11.184256942138612
final_lr020_seed2,0.2,2,3,44,0.003638129747059423,10.867340932394818
final_lr020_seed2,0.2,2,3,45,0.004515545403366452,10.470008486846837
final_lr020_seed2,0.2,2,3,46,0.001485941100116099,10.1336501905178
final_lr020_seed2,0.2,2,3,47,0.006929137535799264,10.028356181236642
final_lr020_seed2,0.2,2,3,48,0.0025412815323472555,9.911021910382978
final_lr020_seed2,0.2,2,3,49,0.0035300788810505896,9.703862031617541
final_lr020_seed2,0.2,2,3,50,0.004899764112059639,9.479749787962824
final_lr020_seed2,0.2,2,3,51,0.011824976740024092,9.259636974241248
final_lr020_seed2,0.2,2,3,52,0.0020827924581702886,8.900502545708045
final_lr020_seed2,0.2,2,3,53,0.009783513375342475,8.686151867374539
final_lr020_seed2,0.2,2,3,54,0.004631954733789753,8.519266472122563
final_lr020_seed2,0.2,2,3,55,0.0032325169819849378,8.435778331451802
final_lr020_seed2,0.2,2,3,56,0.0040110546843856966,8.313007957837264
final_lr020_seed2,0.2,2,3,57,0.0039717789022352176,8.160732714074554
final_lr020_seed2,0.2,2,3,58,0.0031206542782181122,7.951841639718938
final_lr020_seed2,0.2,2,3,59,0.0023960197544471494,7.801508487864642
final_lr020_seed2,0.2,2,3,60,0.0023032360793612617,7.55414111051705
final_lr020_seed2,0.2,2,3,61,0.002170293312139624,7.4534688399777
final_lr020_seed2,0.2,2,3,62,0.004377541344179357,7.4219476529517685
final_lr020_seed2,0.2,2,3,63,0.0016447913743641031,7.275209042279193
final_lr020_seed2,0.2,2,4,0,2.687857746096199,313.71309771502257
final_lr020_seed2,0.2,2,4,1,1.4461574283948209,237.79857647555235
final_lr020_seed2,0.2,2,4,2,0.510612776413633,194.67052751654148
final_lr020_seed2,0.2,2,4,3,0.6629311836687248,184.64130983392124
final_lr020_seed2,0.2,2,4,4,0.6628842382177369,157.0010332125978
final_lr020_seed2,0.2,2,4,5,0.5173282978894287,145.1263385787866
final_lr020_seed2,0.2,2,4,6,0.40694108189464423,111.75553422469564
final_lr020_seed2,0.2,2,4,7,0.09470007417318782,85.73775953232084
final_lr020_seed2,0.2,2,4,8,0.07604241752098792,76.97852332404138
final_lr020_seed2,0.2,2,4,9,0.08862945455979777,69.08818956197506
final_lr020_seed2,0.2,2,4,10,0.09608153397187198,66.01211665617625
final_lr020_seed2,0.2,2,4,11,0.02786764008341356,62.74696725129198
final_lr020_seed2,0.2,2,4,12,0.026253550838443714,55.77432210567828
final_lr020_seed2,0.2,2,4,13,0.05022399946965048,49.77497495583558
final_lr020_seed2,0.2,2,4,14,0.015606365949350293,48.72744083045581
final_lr020_seed2,0.2,2,4,15,0.017864327587578853,47.09958721834284
final_lr020_seed2,0.2,2,4,16,0.027930759238274767,41.14140883909535
final_lr020_seed2,0.2,2,4,17,0.006229002947508243,37.699317241081914
final_lr020_seed2,0.2,2,4,18,0.014575000006737567,35.01573973311393
final_lr020_seed2,0.2,2,4,19,0.0217026633913818,32.986274407487265
final_lr020_seed2,0.2,2,4,20,0.008594398392175476,31.43160349407352
final_lr020_seed2,0.2,2,4,21,0.0223976648438753,29.890662802140728
final_lr020_seed2,0.2,2,4,22,0.009129845099254472,28.493235121660295
final_lr020_seed2,0.2,2,4,23,0.007642061396428372,27.06336169441014
final_lr020_seed2,0.2,2,4,24,0.00895437056538929,25.79827203654562
final_lr020_seed2,0.2,2,4,25,0.013800274774053713,25.538031961759064
final_lr020_seed2,0.2,2,4,26,0.028768089422784828,24.11289488624781
final_lr020_seed2,0.2,2,4,27,0.007039807100628115,23.302726891994002
final_lr020_seed2,0.2,2,4,28,0.0077103353676648365,22.80187373414953
final_lr020_seed2,0.2,2,4,29,0.003994969214586554,21.059652129645727
final_lr020_seed2,0.2,2,4,30,0.014368236340279639,20.28623469390693
final_lr020_seed2,0.2,2,4,31,0.012429039056409914,19.847193715044693
final_lr020_seed2,0.2,2,4,32,0.0092117851586049,19.35487875828836
final_lr020_seed2,0.2,2,4,33,0.011811529642568647,19.123410718990208
final_lr020_seed2,0.2,2,4,34,0.011120358483929423,18.59817713438713
final_lr020_seed2,0.2,2,4,35,0.005722189933258224,17.869967154321373
final_lr020_seed2,0.2,2,4,36,0.013812429084836736,17.501712792566536
final_lr020_seed2,0.2,2,4,37,0.005374872314112614,17.18427806786038
final_lr020_seed2,0.2,2,4,38,0.006340397412514754,16.41182189404258
