epoch,nc1_papyan,log10_nc1_papyan,nc2_etf_deviation,nc3_self_duality_frobenius,nc4_ncc_disagreement,nc1,log10_nc1,nc3_weight_mean_alignment,nc4_ncm_disagreement
0,38.57398884,1.586295,1.97024619,1.41764685,0.94914,38.57398884,1.586295,1.41764685,0.94914
1,6.43545152,0.808579,1.49128641,0.60114248,0.23666,6.43545152,0.808579,0.60114248,0.23666
2,2.25784583,0.353694,1.19109198,0.58770171,0.26854,2.25784583,0.353694,0.58770171,0.26854
3,1.48724485,0.172382,1.03301863,0.59666423,0.21668,1.48724485,0.172382,0.59666423,0.21668
4,0.93489113,-0.029239,0.88796808,0.54056804,0.0996,0.93489113,-0.029239,0.54056804,0.0996
5,0.92852431,-0.032207,0.84686744,0.57609486,0.2163,0.92852431,-0.032207,0.57609486,0.2163
6,0.71598816,-0.145094,0.98884621,0.55626091,0.13548,0.71598816,-0.145094,0.55626091,0.13548
7,0.63192578,-0.199334,0.85995448,0.56718515,0.1256,0.63192578,-0.199334,0.56718515,0.1256
8,0.63732993,-0.195636,0.90264505,0.57493651,0.11688,0.63732993,-0.195636,0.57493651,0.11688
9,0.55380643,-0.256642,0.82692461,0.53723365,0.07576,0.55380643,-0.256642,0.53723365,0.07576
10,0.55889615,-0.252669,0.66184683,0.4980281,0.08324,0.55889615,-0.252669,0.4980281,0.08324
11,0.55308724,-0.257206,0.83000031,0.53273533,0.12124,0.55308724,-0.257206,0.53273533,0.12124
12,0.50253956,-0.29883,0.6763959,0.44063987,0.05214,0.50253956,-0.29883,0.44063987,0.05214
13,0.48883317,-0.310839,0.75553069,0.48527619,0.1339,0.48883317,-0.310839,0.48527619,0.1339
14,0.47897727,-0.319685,0.68762092,0.45427197,0.1058,0.47897727,-0.319685,0.45427197,0.1058
15,0.46626402,-0.331368,0.73268699,0.472657,0.12362,0.46626402,-0.331368,0.472657,0.12362
16,0.46514728,-0.33241,0.6586253,0.41948381,0.10926,0.46514728,-0.33241,0.41948381,0.10926
17,0.4314306,-0.365089,0.67879436,0.41618958,0.0879,0.4314306,-0.365089,0.41618958,0.0879
18,0.49247929,-0.307612,0.62984277,0.37828703,0.0566,0.49247929,-0.307612,0.37828703,0.0566
19,0.41927687,-0.377499,0.66057814,0.41401489,0.08074,0.41927687,-0.377499,0.41401489,0.08074
20,0.40434748,-0.393245,0.65746758,0.41565147,0.07286,0.40434748,-0.393245,0.41565147,0.07286
22,0.41108669,-0.386067,0.59896577,0.38720496,0.06644,0.41108669,-0.386067,0.38720496,0.06644
24,0.37144725,-0.430103,0.59265352,0.34335107,0.0468,0.37144725,-0.430103,0.34335107,0.0468
26,0.37580586,-0.425036,0.59453056,0.36085901,0.05176,0.37580586,-0.425036,0.36085901,0.05176
28,0.35646754,-0.44798,0.59262834,0.36863561,0.08914,0.35646754,-0.44798,0.36863561,0.08914
30,0.34743326,-0.459129,0.63984521,0.34456128,0.04592,0.34743326,-0.459129,0.34456128,0.04592
35,0.36433349,-0.438501,0.5953705,0.3443513,0.06048,0.36433349,-0.438501,0.3443513,0.06048
40,0.32865247,-0.483263,0.57314492,0.31747934,0.05556,0.32865247,-0.483263,0.31747934,0.05556
45,0.34199854,-0.465976,0.53630104,0.30274704,0.04182,0.34199854,-0.465976,0.30274704,0.04182
50,0.29375597,-0.532013,0.60633322,0.30611489,0.04648,0.29375597,-0.532013,0.30611489,0.04648
60,0.32265679,-0.491259,0.53501002,0.29305447,0.03666,0.32265679,-0.491259,0.29305447,0.03666
70,0.24883772,-0.604084,0.46210142,0.25598902,0.0198,0.24883772,-0.604084,0.25598902,0.0198
80,0.21530135,-0.666953,0.44329575,0.24574484,0.02856,0.21530135,-0.666953,0.24574484,0.02856
90,0.20985129,-0.678088,0.36516732,0.22049511,0.01766,0.20985129,-0.678088,0.22049511,0.01766
100,0.19249579,-0.715579,0.369499,0.21910855,0.01162,0.19249579,-0.715579,0.21910855,0.01162
110,0.17533387,-0.756134,0.38920124,0.22697653,0.01218,0.17533387,-0.756134,0.22697653,0.01218
120,0.13511873,-0.869284,0.31941266,0.19052663,0.0041,0.13511873,-0.869284,0.19052663,0.0041
130,0.12946548,-0.887846,0.26698114,0.20613162,0.01146,0.12946548,-0.887846,0.20613162,0.01146
140,0.08730929,-1.05894,0.19681513,0.16382799,0.00116,0.08730929,-1.05894,0.16382799,0.00116
150,0.05821813,-1.234942,0.17205072,0.16340896,0.00024,0.05821813,-1.234942,0.16340896,0.00024
160,0.03256663,-1.487227,0.17350599,0.16217063,4e-05,0.03256663,-1.487227,0.16217063,4e-05
170,0.01896862,-1.721964,0.17369639,0.16307672,0.0,0.01896862,-1.721964,0.16307672,0.0
180,0.01471307,-1.832297,0.17881773,0.16305056,0.0,0.01471307,-1.832297,0.16305056,0.0
190,0.01357967,-1.867111,0.1781075,0.16508654,0.0,0.01357967,-1.867111,0.16508654,0.0
200,0.01351166,-1.869291,0.1779558,0.16585862,0.0,0.01351166,-1.869291,0.16585862,0.0
