run_name,lr,seed,epoch,component,probe,train_acc,test_acc,k_main,threshold_mode,threshold_value
final_lr005_seed3,0.05,3,0,full,logistic_regression,0.47378,0.4411,243,singular_mass,0.8
final_lr005_seed3,0.05,3,0,main,logistic_regression,0.44594,0.4292,243,singular_mass,0.8
final_lr005_seed3,0.05,3,0,residual,logistic_regression,0.19662,0.1787,243,singular_mass,0.8
final_lr005_seed3,0.05,3,1,full,logistic_regression,0.70176,0.6653,237,singular_mass,0.8
final_lr005_seed3,0.05,3,1,main,logistic_regression,0.68272,0.6637,237,singular_mass,0.8
final_lr005_seed3,0.05,3,1,residual,logistic_regression,0.1918,0.1671,237,singular_mass,0.8
final_lr005_seed3,0.05,3,2,full,logistic_regression,0.78802,0.7438,234,singular_mass,0.8
final_lr005_seed3,0.05,3,2,main,logistic_regression,0.76948,0.7478,234,singular_mass,0.8
final_lr005_seed3,0.05,3,2,residual,logistic_regression,0.19144,0.1708,234,singular_mass,0.8
final_lr005_seed3,0.05,3,3,full,logistic_regression,0.83592,0.7914,239,singular_mass,0.8
final_lr005_seed3,0.05,3,3,main,logistic_regression,0.8207,0.7941,239,singular_mass,0.8
final_lr005_seed3,0.05,3,3,residual,logistic_regression,0.18994,0.1779,239,singular_mass,0.8
final_lr005_seed3,0.05,3,4,full,logistic_regression,0.86946,0.8235,229,singular_mass,0.8
final_lr005_seed3,0.05,3,4,main,logistic_regression,0.85456,0.8281,229,singular_mass,0.8
final_lr005_seed3,0.05,3,4,residual,logistic_regression,0.21142,0.1863,229,singular_mass,0.8
final_lr005_seed3,0.05,3,5,full,logistic_regression,0.88258,0.8292,226,singular_mass,0.8
final_lr005_seed3,0.05,3,5,main,logistic_regression,0.86688,0.8339,226,singular_mass,0.8
final_lr005_seed3,0.05,3,5,residual,logistic_regression,0.20564,0.1843,226,singular_mass,0.8
final_lr005_seed3,0.05,3,6,full,logistic_regression,0.90666,0.8538,221,singular_mass,0.8
final_lr005_seed3,0.05,3,6,main,logistic_regression,0.892,0.8607,221,singular_mass,0.8
final_lr005_seed3,0.05,3,6,residual,logistic_regression,0.20756,0.1951,221,singular_mass,0.8
final_lr005_seed3,0.05,3,7,full,logistic_regression,0.91386,0.8607,214,singular_mass,0.8
