epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.46598,0.442,50000,10000,18.248,ok,
0,linear_svm,0.5284,0.3846,10000,10000,30.271,ok,
0,rbf_svm,0.4962,0.3862,10000,10000,14.661,ok,
0,random_forest,1.0,0.3791,50000,10000,3.412,ok,
1,logistic_regression,0.50728,0.4783,50000,10000,11.785,ok,
1,linear_svm,0.5637,0.4419,10000,10000,126.946,ok,
1,rbf_svm,0.5708,0.4442,10000,10000,12.197,ok,
1,random_forest,1.0,0.4743,50000,10000,2.081,ok,
2,logistic_regression,0.64162,0.6013,50000,10000,10.616,ok,
2,linear_svm,0.6968,0.5638,10000,10000,33.739,ok,
2,rbf_svm,0.6956,0.5836,10000,10000,6.974,ok,
2,random_forest,1.0,0.5843,50000,10000,2.829,ok,
3,logistic_regression,0.7488,0.7156,50000,10000,10.289,ok,
3,linear_svm,0.8038,0.6707,10000,10000,26.246,ok,
3,rbf_svm,0.7785,0.6938,10000,10000,6.225,ok,
3,random_forest,1.0,0.6946,50000,10000,3.178,ok,
4,logistic_regression,0.81092,0.7726,50000,10000,8.961,ok,
4,linear_svm,0.8639,0.7278,10000,10000,22.368,ok,
4,rbf_svm,0.8127,0.7504,10000,10000,4.578,ok,
4,random_forest,1.0,0.7458,50000,10000,3.653,ok,
5,logistic_regression,0.82988,0.7956,50000,10000,11.234,ok,
5,linear_svm,0.8859,0.7562,10000,10000,26.109,ok,
5,rbf_svm,0.8239,0.7772,10000,10000,3.401,ok,
5,random_forest,1.0,0.7747,50000,10000,3.489,ok,
6,logistic_regression,0.85152,0.8171,50000,10000,8.989,ok,
6,linear_svm,0.9096,0.7787,10000,10000,17.905,ok,
6,rbf_svm,0.845,0.8012,10000,10000,3.794,ok,
6,random_forest,1.0,0.7966,50000,10000,3.532,ok,
7,logistic_regression,0.86122,0.8193,50000,10000,10.76,ok,
7,linear_svm,0.9153,0.7905,10000,10000,35.729,ok,
7,rbf_svm,0.8431,0.8003,10000,10000,3.424,ok,
7,random_forest,1.0,0.7987,50000,10000,3.607,ok,
8,logistic_regression,0.8667,0.8251,50000,10000,8.332,ok,
8,linear_svm,0.9219,0.7891,10000,10000,38.12,ok,
8,rbf_svm,0.8522,0.8089,10000,10000,2.925,ok,
8,random_forest,1.0,0.808,50000,10000,3.759,ok,
9,logistic_regression,0.87512,0.8354,50000,10000,9.729,ok,
9,linear_svm,0.9271,0.8014,10000,10000,15.423,ok,
9,rbf_svm,0.8624,0.8141,10000,10000,2.883,ok,
9,random_forest,1.0,0.8167,50000,10000,3.632,ok,
10,logistic_regression,0.8648,0.8215,50000,10000,10.841,ok,
10,linear_svm,0.912,0.7853,10000,10000,18.629,ok,
10,rbf_svm,0.8381,0.7945,10000,10000,3.429,ok,
10,random_forest,1.0,0.7859,50000,10000,3.601,ok,
11,logistic_regression,0.88508,0.8412,50000,10000,9.75,ok,
11,linear_svm,0.9344,0.8065,10000,10000,18.374,ok,
11,rbf_svm,0.8661,0.8227,10000,10000,2.241,ok,
11,random_forest,1.0,0.8196,50000,10000,3.949,ok,
12,logistic_regression,0.88114,0.8419,50000,10000,8.173,ok,
12,linear_svm,0.932,0.8089,10000,10000,23.708,ok,
12,rbf_svm,0.8607,0.8198,10000,10000,3.261,ok,
12,random_forest,1.0,0.8182,50000,10000,3.516,ok,
13,logistic_regression,0.89276,0.848,50000,10000,10.724,ok,
13,linear_svm,0.9393,0.8138,10000,10000,33.018,ok,
13,rbf_svm,0.8781,0.8297,10000,10000,2.544,ok,
13,random_forest,1.0,0.8303,50000,10000,3.776,ok,
14,logistic_regression,0.88816,0.8471,50000,10000,9.081,ok,
14,linear_svm,0.9342,0.8138,10000,10000,15.338,ok,
14,rbf_svm,0.8705,0.827,10000,10000,2.466,ok,
14,random_forest,1.0,0.8239,50000,10000,3.415,ok,
15,logistic_regression,0.89074,0.8463,50000,10000,7.943,ok,
15,linear_svm,0.9426,0.8166,10000,10000,14.729,ok,
15,rbf_svm,0.8743,0.8342,10000,10000,3.944,ok,
15,random_forest,1.0,0.8356,50000,10000,3.641,ok,
16,logistic_regression,0.88914,0.8478,50000,10000,8.32,ok,
16,linear_svm,0.9384,0.8107,10000,10000,16.564,ok,
