epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
0,0.2,,,0.1,,0.041685,0.057561,0,48.91915987,1.689479,1.94738965,1.40724355,0.96476,0.4421,0.3893,0.4029,0.3745,,,0.06809216,0.81854632,1410.79232981,0.0,1410792329805704.8,500,50,1,0.5103,0.46448833788611055,0.562,0.409014498844295,0.5488999999999999,0.4233032149611263,0.5773999999999999,0.3934650136583316,,
1,0.2,2.22711389125824,0.20386,0.3204,0.862906,0.351857,0.471072,0,205.0828084,2.311929,2.3499705,1.10579449,0.4948,0.4173,0.3895,0.3865,0.4225,,0.20663147,0.17090061,0.8220467,5.34602417,0.0,5346024173616.408,500,50,1,0.5351,0.43843244379071233,0.5618000000000001,0.40922462702248374,0.5652999999999999,0.4060727043496533,0.5294,0.4438957764236184,,
2,0.199987663248166,1.6337552819061278,0.38624,0.436,0.274567,0.414498,0.528881,0,23.36139853,1.368499,1.66108392,0.86920454,0.37402,0.5472,0.5118,0.5269,0.5337,,0.16586678,0.12684357,0.83450604,6.08942231,0.0,6089422308942.933,500,50,1,0.4052,0.5749106955242699,0.4395,0.5377180079848708,0.42489999999999994,0.5535826854381173,0.4182,0.5607270434965328,,
3,0.1999506560365731,1.3371510761260987,0.50868,0.5662,0.261263,0.486928,0.596221,0,5.05402222,0.703637,1.33499394,0.73019336,0.2891,0.6561,0.6162,0.6284,0.6303,,0.09231581,0.14530199,0.84861339,9.2570119,0.0,9257011898535.664,500,50,1,0.2963,0.6893254885480143,0.33510000000000006,0.6474049169993696,0.3234,0.66022273586888,0.3216,0.6622189535616726,,
4,0.199888987496197,1.0964825397109983,0.60434,0.5426,0.273955,0.519936,0.646325,0,2.68095828,0.42829,1.35318955,0.68626155,0.34548,0.7166,0.6712,0.6923,0.6894,,0.13488073,0.18295541,0.8548937,10.5727696,0.0,10572769595822.418,500,50,1,0.2358,0.7528892624500946,0.2801,0.7051901660012608,0.25949999999999995,0.7273586888001682,0.26249999999999996,0.7243118302164321,,
5,0.1998026728428271,0.9173518192100524,0.67716,0.6508,0.259295,0.605854,0.721174,0,1.37221597,0.137422,1.24433031,0.59808989,0.2435,0.7772,0.7347,0.7569,0.7534,,0.08878149,0.17976415,0.8793014,13.47467076,0.0,13474670758960.566,500,50,1,0.17520000000000002,0.8165581004412692,0.21660000000000001,0.7719058625761716,0.19489999999999996,0.7952300903551166,0.1985,0.7915528472368144,,
6,0.1996917333733128,0.8007661766624451,0.72142,0.6694,0.180429,0.625778,0.729727,0,1.13548141,0.05518,1.04660962,0.55622612,0.22022,0.8017,0.7654,0.7784,0.7759,,0.06907252,0.13740995,0.89480034,11.32739652,0.0,11327396516777.514,500,50,1,0.15070000000000006,0.8422988022693844,0.18590000000000007,0.8041605379281361,0.1734,0.8178188695104014,0.17599999999999993,0.8151922672830427,,
7,0.199556196460308,0.7299296146583557,0.74978,0.699,0.188779,0.611587,0.717773,0,1.14706131,0.059587,1.03595079,0.55372169,0.18764,0.7959,0.7611,0.7758,0.7691,,0.06979717,0.1772211,0.86925875,17.81789562,0.0,17817895615971.68,500,50,1,0.15649999999999997,0.8362050851019123,0.19020000000000004,0.7996427820970793,0.17599999999999993,0.8150872031939483,0.18279999999999996,0.808047909224627,,
8,0.199396095545518,0.6840975696182251,0.7642,0.7489,0.186585,0.63794,0.730713,0,0.88605363,-0.05254,0.85371144,0.51753153,0.15314,0.8235,0.7862,0.8114,0.8075,,0.06173662,0.16432753,0.88726785,15.05278342,0.0,15052783423831.805,500,50,1,0.12890000000000001,0.8652027736919521,0.16510000000000002,0.8260138684597604,0.14039999999999997,0.8524900189115361,0.14439999999999997,0.8483925194368565,,
9,0.1992114701314478,0.6564217330741883,0.7754,0.6437,0.291625,0.598947,0.696327,0,1.1159387,0.04764,1.04612885,0.55216316,0.26032,0.8182,0.7795,0.7991,0.794,,0.12327948,0.12668316,0.87645425,16.83515365,0.0,16835153646504.068,500,50,1,0.13419999999999999,0.8596343769699517,0.17180000000000006,0.8189745744904392,0.15269999999999995,0.8395671359529313,0.15789999999999993,0.8342088674091196,,
10,0.1990023657716557,0.6446018947982788,0.7802,0.5554,0.313922,0.560919,0.639491,0,1.04861812,0.020617,1.09435316,0.61067696,0.38162,0.8185,0.7804,0.7986,0.7907,,0.111328,0.20014259,0.83512424,19.25477323,0.0,19254773234028.05,500,50,1,0.13390000000000002,0.8599495692372348,0.17090000000000005,0.8199201512922883,0.1532,0.8390418155074596,0.1612,0.8307417524690061,,
11,0.1987688340595138,0.6187484733772278,0.79032,0.7518,0.270701,0.662425,0.759037,0,0.75413978,-0.122548,0.93443621,0.48674649,0.13734,0.8392,0.8069,0.8277,0.8249,,0.13505917,0.13597585,0.90219274,16.66384688,0.0,16663846882453.008,500,50,1,0.11320000000000008,0.8816978356797646,0.14440000000000008,0.8477621349022904,0.12409999999999999,0.8696154654339147,0.127,0.8666736709392729,,
12,0.1985109326154774,0.6114174031639099,0.7914,0.7575,0.194508,0.662874,0.749797,0,0.78437691,-0.105475,0.8672827,0.47137572,0.13166,0.837,0.7974,0.8182,0.8176,,0.06907654,0.13881054,0.90106032,13.40040581,0.0,13400405806779.96,500,50,1,0.11540000000000006,0.879386425719689,0.15390000000000004,0.8377810464383274,0.13359999999999994,0.8596343769699517,0.13429999999999997,0.8590039924353856,,
13,0.1982287250728689,0.5893105834770203,0.79716,0.7286,0.203846,0.622318,0.726334,0,0.84789148,-0.07166,0.97492401,0.57020106,0.17906,0.8326,0.8027,0.8201,0.8146,,0.08530412,0.21359124,0.86008776,19.03667878,0.0,19036678778162.254,500,50,1,0.11980000000000002,0.8747636057995377,0.14860000000000007,0.8433494431603278,0.13169999999999993,0.8616305946627444,0.13729999999999998,0.8558520697625551,,
