epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
0,0.05,,,0.1012,,0.058217,0.076958,0,46.088308,1.663591,1.95053467,1.42801768,0.9362,0.4346,0.3877,0.4099,0.3806,,,0.08770614,0.85990225,1665.81396486,0.0,1665813964857850.5,500,50,1,0.5199,0.45526922271108317,0.5671999999999999,0.4061386968363712,0.5443,0.42939451078985963,0.5739000000000001,0.39870102660800333,,
1,0.05,1.7663707970809936,0.369,0.4608,0.939587,0.154277,0.213343,0,23.03618174,1.36241,1.79464556,0.67122911,0.39788,0.5976,0.553,0.5605,0.5655,,0.20210921,0.13893457,0.82507621,46.55954136,0.0,46559541363893.83,500,50,1,0.3569,0.6260213702074168,0.4018999999999999,0.5793002304630213,0.39370000000000005,0.5871569243662267,0.389,0.592394720301697,,
2,0.0499969158120415,1.1716897407722473,0.57418,0.5922,0.576843,0.514163,0.645842,0,3.66610461,0.564205,1.35415404,0.63429352,0.27466,0.7152,0.6741,0.6945,0.6931,,0.16650272,0.11338782,0.90467543,56.11746939,0.0,56117469390333.19,500,50,1,0.23930000000000007,0.7492143306096793,0.28079999999999994,0.7061596480201132,0.25970000000000004,0.7275298554368321,0.26139999999999997,0.7260632725749006,,
3,0.0499876640091432,0.880327458820343,0.6892,0.6763,0.169322,0.546592,0.686424,0,1.62308426,0.210341,1.23618392,0.63616266,0.20498,0.7749,0.7325,0.7607,0.7601,,0.04222651,0.13196631,0.89870035,50.31055207,0.0,50310552069676.36,500,50,1,0.17959999999999998,0.8117536140791956,0.22239999999999993,0.7673371045464069,0.1935,0.7968782736224597,0.19440000000000002,0.7962497381102033,,
4,0.0499722468740492,0.7127149290084839,0.75144,0.7509,0.234324,0.482545,0.591354,0,1.42302396,0.153212,1.24021629,0.68047008,0.16582,0.8132,0.776,0.7994,0.7962,,0.05853081,0.19250602,0.85719554,55.52546824,0.0,55525468236479.8,500,50,1,0.14129999999999998,0.8518751309448984,0.17889999999999995,0.8129059291849989,0.15480000000000005,0.8374188141630002,0.1583,0.8340666247642992,,
5,0.0499506682107067,0.6162884447479248,0.78594,0.7634,0.288232,0.622774,0.736184,0,0.87348829,-0.058743,0.96723369,0.59982604,0.1594,0.8302,0.7997,0.8297,0.825,,0.08723384,0.16207347,0.88211383,62.6429847,0.0,62642984695519.15,500,50,1,0.12429999999999997,0.8696836371254977,0.1552,0.8377330819191284,0.12450000000000006,0.8691598575319506,0.12950000000000006,0.8642363293526084,,
6,0.0499229333433282,0.5412236091041565,0.81288,0.7819,0.127971,0.658245,0.769252,0,0.7867432,-0.104167,0.84874603,0.55724517,0.12254,0.8491,0.8176,0.8397,0.8391,,0.04022015,0.12148695,0.91374877,53.36071133,0.0,53360711327558.99,500,50,1,0.10540000000000005,0.8894825057615755,0.13729999999999998,0.8564843913681123,0.11450000000000005,0.8796354494028913,0.11540000000000006,0.8790069138906348,,
7,0.049889049115077,0.4875775501441955,0.83228,0.8026,0.108202,0.64263,0.757864,0,0.66368759,-0.178036,1.00774528,0.58531294,0.12794,0.8553,0.8295,0.8508,0.8513,,0.04246717,0.16445751,0.88444926,64.2921479,0.0,64292147896711.43,500,50,1,0.09920000000000007,0.8959773727215588,0.12539999999999996,0.8689503456945318,0.10340000000000005,0.8912633563796355,0.10320000000000007,0.8917871359731824,,
8,0.0498490238863795,0.4486167777824402,0.84428,0.8201,0.094718,0.656912,0.764548,0,0.62614595,-0.203324,0.92408338,0.55686073,0.11198,0.8644,0.8343,0.8594,0.8606,,0.03423819,0.16990313,0.88022543,63.74270677,0.0,63742706771966.89,500,50,1,0.09010000000000007,0.9055101613241148,0.12059999999999993,0.8739786297925833,0.0948,0.9002723653886445,0.09389999999999998,0.9015294364131574,,
9,0.0498028675328619,0.4150118211555481,0.85784,0.8096,0.109364,0.699612,0.79287,0,0.55695825,-0.254177,0.8499343,0.52317048,0.12802,0.8704,0.847,0.8642,0.8644,,0.05511273,0.12444673,0.910487,52.43370785,0.0,52433707850533.805,500,50,1,0.08410000000000006,0.9117955164466792,0.1079,0.8872826314686779,0.09000000000000008,0.905300649486696,0.09010000000000007,0.9055101613241148,,
10,0.0497505914429139,0.3953546192550659,0.86406,0.848,0.117204,0.722735,0.801648,0,0.53390788,-0.272534,0.68258251,0.46527697,0.08446,0.8769,0.8519,0.8733,0.8711,,0.05900146,0.09161486,0.93368104,45.44089122,0.0,45440891215242.1,500,50,1,0.0776,0.9186046511627907,0.10299999999999998,0.8924156714854389,0.08090000000000008,0.914833438089252,0.08340000000000003,0.9125288078776451,,
11,0.0496922085148784,0.3691137498474121,0.87156,0.8404,0.131224,0.713953,0.797186,0,0.51360892,-0.289367,0.76789141,0.47897611,0.09504,0.8797,0.8567,0.8766,0.8762,,0.04628287,0.09962626,0.92609428,42.70670176,0.0,42706701756845.87,500,50,1,0.07479999999999998,0.9215378168866541,0.09819999999999995,0.8974439555834904,0.0776,0.9182903834066625,0.07830000000000004,0.9178713597318249,,
12,0.0496277331538693,0.3509190414619446,0.87834,0.8293,0.126186,0.705597,0.786338,0,0.52205153,-0.282287,0.75439599,0.48940543,0.07372,0.88,0.8573,0.8734,0.8727,,0.04531772,0.13327194,0.90461091,42.56341687,0.0,42563416870306.82,500,50,1,0.07450000000000001,0.9218520846427823,0.09760000000000002,0.8980724910957468,0.0808000000000001,0.9149381940079614,0.08179999999999998,0.9142049025769956,,
13,0.0495571812682172,0.3379695340538025,0.88304,0.8637,0.133972,0.737188,0.806399,0,0.45414508,-0.342805,0.71970588,0.42959125,0.04618,0.8862,0.8642,0.8806,0.8798,,0.05089209,0.08599196,0.93412983,44.7684677,0.0,44768467695573.48,500,50,1,0.06830000000000003,0.9283469516027656,0.0907,0.905300649486696,0.0736,0.9224806201550388,0.07469999999999999,0.9216425728053635,,
14,0.0494805702655441,0.3224001345539093,0.89008,0.8554,0.135338,0.730338,0.794743,0,0.47023998,-0.32768,0.6538686,0.44457218,0.07696,0.8924,0.8689,0.8822,0.8817,,0.03996778,0.10199096,0.92433089,39.85584238,0.0,39855842383966.76,500,50,1,0.062100000000000044,0.9348418185627487,0.08599999999999997,0.9102241776660381,0.07200000000000006,0.9241567148543892,0.07279999999999998,0.9236329352608422,,
15,0.0493979190484686,0.3142035681819916,0.8903,0.8685,0.139867,0.747181,0.810531,0,0.41551525,-0.381413,0.67411912,0.42860815,0.0558,0.8939,0.8749,0.8865,0.8876,,0.04396918,0.0880567,0.93356801,39.79052724,0.0,39790527240089.75,500,50,1,0.06059999999999999,0.9364131573433899,0.07999999999999996,0.9165095327886026,0.0677000000000001,0.9286612193588937,0.06690000000000007,0.9298135344646972,,
16,0.0493092480099419,0.3042669211959838,0.89596,0.844,0.122605,0.752435,0.811068,0,0.4188735,-0.377917,0.67901599,0.42016845,0.07268,0.8964,0.8789,0.8926,0.8949,,0.04810928,0.07042777,0.94143384,35.00826039,0.0,35008260394377.12,500,50,1,0.05810000000000004,0.9390320553111251,0.07599999999999996,0.9206997695369789,0.0616000000000001,0.9350513304001675,0.059599999999999986,0.937460716530484,,
17,0.0492145790282157,0.2958944314861297,0.89736,0.8352,0.161507,0.733127,0.782659,0,0.43198272,-0.364534,0.67465308,0.41939889,0.11042,0.8962,0.8764,0.8894,0.8901,,0.07233093,0.09588628,0.91512601,37.18911082,0.0,37189110821183.92,500,50,1,0.05830000000000002,0.9388225434737063,0.07850000000000001,0.9180808715692436,0.06480000000000008,0.9316991410014666,0.06440000000000001,0.9324324324324325,,
18,0.0491139354614449,0.2912517380809784,0.90072,0.8269,0.166994,0.72239,0.778424,0,0.44339237,-0.353212,0.75352545,0.44217071,0.12488,0.8934,0.875,0.8856,0.8853,,0.08032943,0.09115815,0.91983549,36.37380433,0.0,36373804327570.95,500,50,1,0.06110000000000004,0.9358893777498428,0.07989999999999997,0.916614288707312,0.0686,0.9277184160905092,0.06920000000000004,0.9274041483343809,,
19,0.0490073421419235,0.2901381227874756,0.90036,0.851,0.148503,0.751732,0.801959,0,0.41228986,-0.384797,0.67197779,0.41280329,0.07348,0.903,0.8816,0.8904,0.8914,,0.05213694,0.0807792,0.93501262,33.4306017,0.0,33430601704447.957,500,50,1,0.05149999999999999,0.9459459459459459,0.07329999999999992,0.9235281793421328,0.06380000000000008,0.9327467001885607,0.06310000000000004,0.9337942593756546,,
20,0.0488948253699582,0.2769716029739379,0.90516,0.8632,0.112856,0.751916,0.797896,0,0.4041661,-0.39344,0.671956,0.38500692,0.04884,0.8986,0.8784,0.8836,0.8833,,0.03113788,0.07861205,0.93212056,34.86834843,0.0,34868348434437.65,500,50,1,0.05590000000000006,0.941336685522732,0.07650000000000001,0.9201759899434317,0.0706,0.925623297716321,0.07120000000000004,0.9253090299601927,,
22,0.0486521339706886,0.2645258234977722,0.91018,0.8761,0.136683,0.776115,0.801751,0,0.38326087,-0.416506,0.57309938,0.35902096,0.03818,0.9009,0.8832,0.8892,0.8912,,0.03753122,0.06949301,0.93825992,34.55593497,0.0,34555934967682.15,500,50,1,0.05359999999999998,0.9437460716530485,0.07169999999999999,0.9252042740414833,0.06500000000000006,0.9314896291640478,0.06330000000000002,0.933584747538236,,
24,0.0483861007707466,0.2611515143966675,0.90868,0.8607,0.165105,0.751696,0.787575,0,0.375102,-0.425851,0.68574936,0.40052133,0.06416,0.9044,0.8923,0.8934,0.8945,,0.04871022,0.10123554,0.91249612,36.9349516,0.0,36934951601318.695,500,50,1,0.05010000000000003,0.9474125288078776,0.06259999999999999,0.9347370626440393,0.060800000000000076,0.9358893777498428,0.06000000000000005,0.9370416928556463,,
26,0.0480969883127821,0.2494334938240051,0.91422,0.8449,0.119429,0.764984,0.798828,0,0.37425839,-0.426828,0.65537805,0.3807201,0.09496,0.9065,0.892,0.8941,0.897,,0.04392936,0.08262491,0.92844314,34.8944289,0.0,34894428903202.758,500,50,1,0.04800000000000004,0.9496124031007752,0.06289999999999996,0.9344227948879111,0.06010000000000004,0.9366226691808087,0.057499999999999996,0.9396605908233815,,
28,0.0477850819158861,0.2403815951251983,0.9174,0.8559,0.147167,0.751036,0.786182,0,0.38904334,-0.410002,0.64389161,0.3679355,0.06046,0.9032,0.8895,0.89,0.8915,,0.04914748,0.07367424,0.9329761,35.09343499,0.0,35093434986619.81,500,50,1,0.05130000000000001,0.9461554577833647,0.06540000000000001,0.931803896920176,0.06420000000000003,0.9323276765137231,0.06300000000000006,0.933899015294364,,
30,0.0474506893940153,0.2361023459911346,0.91764,0.8634,0.165314,0.772127,0.799538,0,0.36281139,-0.440319,0.57451061,0.33705392,0.0678,0.9062,0.8926,0.8943,0.8932,,0.04357144,0.07587872,0.93123103,34.8907952,0.0,34890795203139.92,500,50,1,0.04830000000000001,0.949298135344647,0.06230000000000002,0.9350513304001675,0.059900000000000064,0.9368321810182275,0.06130000000000002,0.935679865912424,,
35,0.0465185506750986,0.2217930349254608,0.92308,0.8708,0.166925,0.767094,0.792351,0,0.35257573,-0.452748,0.71310986,0.34213623,0.053,0.9083,0.898,0.8956,0.8975,,0.05839745,0.06665653,0.93933542,35.86529183,0.0,35865291831448.3,500,50,1,0.04620000000000002,0.9514980096375445,0.05689999999999995,0.9407081500104756,0.058600000000000096,0.9381940079614498,0.05700000000000005,0.9401843704169285,,
40,0.0454537429356256,0.2043063008069992,0.9286,0.874,0.171208,0.790757,0.803904,0,0.31438105,-0.502544,0.56844241,0.33235634,0.05064,0.9099,0.8974,0.9006,0.9027,,0.06247895,0.07921795,0.92752816,37.16914191,0.0,37169141911768.016,500,50,1,0.04459999999999997,0.9531741043368951,0.057499999999999996,0.9400796144982191,0.05360000000000009,0.9434318038969202,0.05180000000000007,0.9456316781898176,,
45,0.0442628310693947,0.1982685054588318,0.93158,0.8758,0.15774,0.807209,0.813827,0,0.31010616,-0.50849,0.54137206,0.29594891,0.03874,0.9079,0.8979,0.8958,0.8955,,0.05189275,0.05788514,0.94583515,37.84866321,0.0,37848663208097.17,500,50,1,0.046599999999999975,0.9510789859627069,0.05699999999999994,0.9406033940917662,0.05840000000000001,0.9384035197988687,0.05900000000000005,0.9380892520427404,,
50,0.0429531574440797,0.1884425284552574,0.93676,0.8566,0.154251,0.799689,0.814149,0,0.32339581,-0.490266,0.56417524,0.31935864,0.0733,0.9154,0.9034,0.9013,0.9039,,0.03887306,0.05361979,0.94907315,31.35735381,0.0,31357353806021.49,500,50,1,0.039100000000000024,0.9589356798659124,0.05149999999999999,0.9463649696207835,0.05290000000000006,0.9441650953278861,0.05059999999999998,0.9468887492143306,,
