epoch,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included
0,nan,0.08770614,0.85990225,1665.81396486,0.0,1665813964857850.5,500,50,1
1,0.20210921,0.13893457,0.82507621,46.55954136,0.0,46559541363893.83,500,50,1
2,0.16650272,0.11338782,0.90467543,56.11746939,0.0,56117469390333.19,500,50,1
3,0.04222651,0.13196631,0.89870035,50.31055207,0.0,50310552069676.36,500,50,1
4,0.05853081,0.19250602,0.85719554,55.52546824,0.0,55525468236479.8,500,50,1
5,0.08723384,0.16207347,0.88211383,62.6429847,0.0,62642984695519.15,500,50,1
6,0.04022015,0.12148695,0.91374877,53.36071133,0.0,53360711327558.99,500,50,1
7,0.04246717,0.16445751,0.88444926,64.2921479,0.0,64292147896711.43,500,50,1
8,0.03423819,0.16990313,0.88022543,63.74270677,0.0,63742706771966.89,500,50,1
9,0.05511273,0.12444673,0.910487,52.43370785,0.0,52433707850533.805,500,50,1
10,0.05900146,0.09161486,0.93368104,45.44089122,0.0,45440891215242.1,500,50,1
11,0.04628287,0.09962626,0.92609428,42.70670176,0.0,42706701756845.87,500,50,1
12,0.04531772,0.13327194,0.90461091,42.56341687,0.0,42563416870306.82,500,50,1
13,0.05089209,0.08599196,0.93412983,44.7684677,0.0,44768467695573.48,500,50,1
14,0.03996778,0.10199096,0.92433089,39.85584238,0.0,39855842383966.76,500,50,1
15,0.04396918,0.0880567,0.93356801,39.79052724,0.0,39790527240089.75,500,50,1
16,0.04810928,0.07042777,0.94143384,35.00826039,0.0,35008260394377.117,500,50,1
17,0.07233093,0.09588628,0.91512601,37.18911082,0.0,37189110821183.914,500,50,1
18,0.08032943,0.09115815,0.91983549,36.37380433,0.0,36373804327570.945,500,50,1
19,0.05213694,0.0807792,0.93501262,33.4306017,0.0,33430601704447.953,500,50,1
20,0.03113788,0.07861205,0.93212056,34.86834843,0.0,34868348434437.65,500,50,1
22,0.03753122,0.06949301,0.93825992,34.55593497,0.0,34555934967682.15,500,50,1
24,0.04871022,0.10123554,0.91249612,36.9349516,0.0,36934951601318.695,500,50,1
26,0.04392936,0.08262491,0.92844314,34.8944289,0.0,34894428903202.754,500,50,1
28,0.04914748,0.07367424,0.9329761,35.09343499,0.0,35093434986619.812,500,50,1
30,0.04357144,0.07587872,0.93123103,34.8907952,0.0,34890795203139.918,500,50,1
35,0.05839745,0.06665653,0.93933542,35.86529183,0.0,35865291831448.3,500,50,1
40,0.06247895,0.07921795,0.92752816,37.16914191,0.0,37169141911768.016,500,50,1
45,0.05189275,0.05788514,0.94583515,37.84866321,0.0,37848663208097.17,500,50,1
50,0.03887306,0.05361979,0.94907315,31.35735381,0.0,31357353806021.49,500,50,1
60,0.0396553,0.05230852,0.94869114,36.71466167,0.0,36714661669946.22,500,50,1
70,0.03798047,0.0464248,0.95338184,37.52679999,0.0,37526799985732.805,500,50,1
80,0.03904177,0.0375709,0.95947888,38.72449943,0.0,38724499426414.43,500,50,1
90,0.04414505,0.04305224,0.95510185,38.25023348,0.0,38250233479581.1,500,50,1
100,0.03844375,0.02986999,0.96882149,37.45441618,0.0,37454416182635.68,500,50,1
110,0.02273273,0.0275689,0.96960434,38.18240834,0.0,38182408344759.94,500,50,1
120,0.02441101,0.0192864,0.978134,37.41948027,0.0,37419480265025.695,500,50,1
130,0.02344681,0.01807786,0.97969696,36.76824489,0.0,36768244886981.6,500,50,1
140,0.02318966,0.01052951,0.98949808,36.39576004,0.0,36395760040591.086,500,50,1
150,0.01063361,0.00599728,0.99360932,36.0496265,0.0,36049626498728.3,500,50,1
160,0.0076785,0.00438598,0.99662181,34.83312586,0.0,34833125864356.375,500,50,1
170,0.00270473,0.0012172,0.99906831,34.2916452,0.0,34291645197734.367,500,50,1
180,0.00076062,0.00040972,0.99961356,33.89887751,0.0,33898877507268.117,500,50,1
190,0.00036316,0.00041677,0.99958323,33.85550005,0.0,33855500051685.246,500,50,1
200,0.00041677,0.0,nan,33.74005043,0.0,33740050426346.117,500,50,1
