epoch,nc1_papyan,log10_nc1_papyan,nc2_etf_deviation,nc3_self_duality_frobenius,nc4_ncc_disagreement,nc1,log10_nc1,nc3_weight_mean_alignment,nc4_ncm_disagreement
0,43.26733288,1.63616,2.03561796,1.41560673,0.92824,43.26733288,1.63616,1.41560673,0.92824
1,30.49487443,1.484227,1.85391704,0.76357505,0.44242,30.49487443,1.484227,0.76357505,0.44242
2,6.65952151,0.823443,1.59695972,0.64302176,0.31596,6.65952151,0.823443,0.64302176,0.31596
3,2.75976157,0.440872,1.41927244,0.69021361,0.2357,2.75976157,0.440872,0.69021361,0.2357
4,1.62955363,0.212069,1.08582282,0.60569167,0.24378,1.62955363,0.212069,0.60569167,0.24378
5,1.08825979,0.036733,1.11993185,0.56958699,0.14574,1.08825979,0.036733,0.56958699,0.14574
6,0.85545478,-0.067803,1.00290754,0.52424623,0.14688,0.85545478,-0.067803,0.52424623,0.14688
7,0.75041728,-0.124697,1.08355445,0.54528539,0.1387,0.75041728,-0.124697,0.54528539,0.1387
8,0.73829125,-0.131772,0.89750171,0.53873166,0.17472,0.73829125,-0.131772,0.53873166,0.17472
9,0.68249337,-0.165902,0.8588717,0.45065756,0.05828,0.68249337,-0.165902,0.45065756,0.05828
10,0.65988097,-0.180534,0.87955033,0.52998651,0.13742,0.65988097,-0.180534,0.52998651,0.13742
11,0.60119651,-0.220984,0.81868431,0.45814094,0.10008,0.60119651,-0.220984,0.45814094,0.10008
12,0.57960138,-0.236871,0.81180887,0.44371859,0.09608,0.57960138,-0.236871,0.44371859,0.09608
13,0.6474747,-0.188777,0.89992075,0.47881913,0.15018,0.6474747,-0.188777,0.47881913,0.15018
14,0.58074846,-0.236012,0.85978123,0.46511099,0.10712,0.58074846,-0.236012,0.46511099,0.10712
15,0.58469456,-0.233071,0.85306674,0.479212,0.10602,0.58469456,-0.233071,0.479212,0.10602
16,0.59149437,-0.228049,0.76088381,0.4216653,0.12786,0.59149437,-0.228049,0.4216653,0.12786
17,0.51469099,-0.288453,0.80678876,0.43797901,0.05772,0.51469099,-0.288453,0.43797901,0.05772
18,0.49587076,-0.304631,0.79944296,0.38635674,0.09244,0.49587076,-0.304631,0.38635674,0.09244
19,0.54286676,-0.265307,0.74263119,0.40370722,0.0919,0.54286676,-0.265307,0.40370722,0.0919
20,0.53110304,-0.274821,0.8912684,0.4722363,0.16716,0.53110304,-0.274821,0.4722363,0.16716
22,0.53062433,-0.275213,0.73463009,0.39955036,0.12566,0.53062433,-0.275213,0.39955036,0.12566
24,0.5447858,-0.263774,0.74477735,0.40104353,0.10736,0.5447858,-0.263774,0.40104353,0.10736
26,0.51109088,-0.291502,0.73092027,0.37537017,0.08526,0.51109088,-0.291502,0.37537017,0.08526
28,0.47428887,-0.323957,0.73182478,0.37478095,0.10104,0.47428887,-0.323957,0.37478095,0.10104
30,0.56415762,-0.2486,0.65655088,0.42699687,0.13478,0.56415762,-0.2486,0.42699687,0.13478
35,0.43854692,-0.357984,0.6252704,0.36644341,0.08718,0.43854692,-0.357984,0.36644341,0.08718
40,0.48557563,-0.313743,0.75372665,0.41084975,0.1412,0.48557563,-0.313743,0.41084975,0.1412
45,0.43422146,-0.362289,0.72998927,0.34514278,0.08774,0.43422146,-0.362289,0.34514278,0.08774
50,0.42230198,-0.374377,0.66761913,0.3307754,0.06822,0.42230198,-0.374377,0.3307754,0.06822
60,0.42279678,-0.373868,0.60097085,0.33749213,0.06956,0.42279678,-0.373868,0.33749213,0.06956
70,0.36838418,-0.433699,0.5342095,0.29768906,0.04918,0.36838418,-0.433699,0.29768906,0.04918
80,0.3322047,-0.478594,0.66963857,0.32222867,0.0729,0.3322047,-0.478594,0.32222867,0.0729
90,0.31815754,-0.497358,0.54903014,0.31290379,0.05602,0.31815754,-0.497358,0.31290379,0.05602
100,0.30960725,-0.509189,0.5081356,0.27144758,0.04448,0.30960725,-0.509189,0.27144758,0.04448
110,0.24942868,-0.603054,0.50651395,0.24387668,0.0228,0.24942868,-0.603054,0.24387668,0.0228
120,0.24480878,-0.611173,0.41528328,0.24819513,0.03364,0.24480878,-0.611173,0.24819513,0.03364
130,0.18513903,-0.732502,0.33116187,0.19954773,0.01464,0.18513903,-0.732502,0.19954773,0.01464
140,0.1662184,-0.779321,0.34509424,0.21003425,0.00996,0.1662184,-0.779321,0.21003425,0.00996
150,0.1302248,-0.885306,0.25827101,0.1819103,0.00402,0.1302248,-0.885306,0.1819103,0.00402
160,0.08965211,-1.047439,0.23985681,0.17650266,0.00126,0.08965211,-1.047439,0.17650266,0.00126
170,0.04317117,-1.364806,0.21326945,0.1713495,6e-05,0.04317117,-1.364806,0.1713495,6e-05
180,0.02566014,-1.590741,0.20442698,0.17347782,0.0,0.02566014,-1.590741,0.17347782,0.0
190,0.02165398,-1.664462,0.2106549,0.17583712,0.0,0.02165398,-1.664462,0.17583712,0.0
200,0.02102608,-1.677242,0.21133963,0.17534171,0.0,0.02102608,-1.677242,0.17534171,0.0
