epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
15,logistic_regression,0.95296,0.8957,50000,10000,2.713,ok,
15,linear_svm,0.9893,0.8735,10000,10000,3.658,ok,
16,logistic_regression,0.95754,0.8984,50000,10000,2.711,ok,
16,linear_svm,0.9887,0.8787,10000,10000,3.65,ok,
17,logistic_regression,0.95594,0.8983,50000,10000,2.905,ok,
17,linear_svm,0.9849,0.8743,10000,10000,3.515,ok,
18,logistic_regression,0.9583,0.8975,50000,10000,2.845,ok,
18,linear_svm,0.9887,0.8782,10000,10000,3.519,ok,
19,logistic_regression,0.95676,0.8969,50000,10000,2.881,ok,
19,linear_svm,0.9868,0.8789,10000,10000,3.719,ok,
20,logistic_regression,0.96384,0.9029,50000,10000,2.547,ok,
20,linear_svm,0.9919,0.8878,10000,10000,3.428,ok,
22,logistic_regression,0.96162,0.9026,50000,10000,2.584,ok,
22,linear_svm,0.9895,0.8817,10000,10000,3.339,ok,
24,logistic_regression,0.9641,0.9023,50000,10000,2.627,ok,
24,linear_svm,0.9894,0.8872,10000,10000,3.254,ok,
26,logistic_regression,0.96458,0.9031,50000,10000,2.379,ok,
26,linear_svm,0.9911,0.8845,10000,10000,3.368,ok,
28,logistic_regression,0.96496,0.9095,50000,10000,2.482,ok,
28,linear_svm,0.9917,0.8956,10000,10000,3.112,ok,
30,logistic_regression,0.97174,0.9126,50000,10000,2.513,ok,
30,linear_svm,0.9931,0.9009,10000,10000,3.128,ok,
35,logistic_regression,0.97116,0.9147,50000,10000,2.781,ok,
35,linear_svm,0.9947,0.9037,10000,10000,2.985,ok,
40,logistic_regression,0.97388,0.9162,50000,10000,2.607,ok,
40,linear_svm,0.9955,0.9041,10000,10000,2.913,ok,
45,logistic_regression,0.97524,0.9138,50000,10000,2.572,ok,
45,linear_svm,0.9953,0.9069,10000,10000,2.928,ok,
50,logistic_regression,0.9761,0.9157,50000,10000,2.268,ok,
50,linear_svm,0.9946,0.9066,10000,10000,2.924,ok,
60,logistic_regression,0.97742,0.9159,50000,10000,2.199,ok,
60,linear_svm,0.9955,0.9056,10000,10000,2.8,ok,
70,logistic_regression,0.98346,0.9206,50000,10000,1.774,ok,
70,linear_svm,0.9991,0.9136,10000,10000,2.458,ok,
80,logistic_regression,0.98208,0.9145,50000,10000,1.977,ok,
80,linear_svm,0.9984,0.904,10000,10000,2.605,ok,
90,logistic_regression,0.98816,0.9248,50000,10000,1.302,ok,
90,linear_svm,0.9995,0.9178,10000,10000,2.36,ok,
100,logistic_regression,0.98908,0.9258,50000,10000,1.341,ok,
100,linear_svm,0.9994,0.9204,10000,10000,2.343,ok,
110,logistic_regression,0.9912,0.9247,50000,10000,1.259,ok,
110,linear_svm,0.9996,0.9192,10000,10000,2.274,ok,
120,logistic_regression,0.99376,0.9264,50000,10000,0.994,ok,
120,linear_svm,0.9998,0.9227,10000,10000,2.318,ok,
130,logistic_regression,0.99662,0.9347,50000,10000,0.594,ok,
130,linear_svm,1.0,0.9307,10000,10000,2.329,ok,
135,logistic_regression,0.9966,0.9325,50000,10000,0.441,ok,
135,linear_svm,1.0,0.9298,10000,10000,2.051,ok,
140,logistic_regression,0.9975,0.9343,50000,10000,0.419,ok,
140,linear_svm,1.0,0.9315,10000,10000,2.172,ok,
145,logistic_regression,0.99786,0.9393,50000,10000,0.112,ok,
145,linear_svm,1.0,0.936,10000,10000,1.972,ok,
150,logistic_regression,0.99896,0.9396,50000,10000,0.114,ok,
150,linear_svm,1.0,0.9401,10000,10000,2.311,ok,
155,logistic_regression,0.9997,0.9459,50000,10000,0.096,ok,
155,linear_svm,1.0,0.9441,10000,10000,2.034,ok,
160,logistic_regression,0.99986,0.9475,50000,10000,0.081,ok,
160,linear_svm,1.0,0.9464,10000,10000,2.124,ok,
165,logistic_regression,0.99998,0.9487,50000,10000,0.072,ok,
165,linear_svm,1.0,0.9485,10000,10000,2.055,ok,
170,logistic_regression,1.0,0.9507,50000,10000,0.072,ok,
170,linear_svm,1.0,0.9512,10000,10000,2.108,ok,
175,logistic_regression,1.0,0.9526,50000,10000,0.072,ok,
175,linear_svm,1.0,0.9518,10000,10000,1.956,ok,
180,logistic_regression,1.0,0.953,50000,10000,0.072,ok,
180,linear_svm,1.0,0.9534,10000,10000,1.823,ok,
185,logistic_regression,1.0,0.954,50000,10000,0.072,ok,
185,linear_svm,1.0,0.9536,10000,10000,1.887,ok,
190,logistic_regression,1.0,0.954,50000,10000,0.073,ok,
190,linear_svm,1.0,0.9537,10000,10000,1.956,ok,
195,logistic_regression,1.0,0.9537,50000,10000,0.072,ok,
195,linear_svm,1.0,0.9542,10000,10000,1.88,ok,
200,logistic_regression,1.0,0.9548,50000,10000,0.072,ok,
200,linear_svm,1.0,0.9543,10000,10000,1.863,ok,
