epoch,probe_name,train_acc,test_acc,n_train,n_test,fit_seconds,status,error_message
0,logistic_regression,0.46618,0.4394,50000,10000,5.9,ok,
0,linear_svm,0.5254,0.3806,10000,10000,14.034,ok,
1,logistic_regression,0.6726,0.6347,50000,10000,4.257,ok,
1,linear_svm,0.7306,0.59,10000,10000,11.375,ok,
2,logistic_regression,0.78124,0.7394,50000,10000,3.706,ok,
2,linear_svm,0.8326,0.7006,10000,10000,7.947,ok,
3,logistic_regression,0.83872,0.7935,50000,10000,3.437,ok,
3,linear_svm,0.8941,0.7518,10000,10000,6.345,ok,
4,logistic_regression,0.86926,0.8247,50000,10000,3.678,ok,
4,linear_svm,0.9262,0.7833,10000,10000,5.879,ok,
5,logistic_regression,0.8856,0.8393,50000,10000,3.706,ok,
5,linear_svm,0.9421,0.7969,10000,10000,5.521,ok,
6,logistic_regression,0.90142,0.8516,50000,10000,3.519,ok,
6,linear_svm,0.9501,0.8172,10000,10000,4.937,ok,
7,logistic_regression,0.91584,0.8698,50000,10000,3.146,ok,
7,linear_svm,0.9631,0.835,10000,10000,4.619,ok,
8,logistic_regression,0.92454,0.8682,50000,10000,3.269,ok,
8,linear_svm,0.9696,0.8412,10000,10000,4.337,ok,
9,logistic_regression,0.93232,0.8776,50000,10000,2.872,ok,
9,linear_svm,0.9754,0.8499,10000,10000,4.196,ok,
10,logistic_regression,0.94028,0.8809,50000,10000,3.175,ok,
10,linear_svm,0.977,0.8606,10000,10000,4.226,ok,
11,logistic_regression,0.94068,0.8874,50000,10000,3.216,ok,
11,linear_svm,0.9802,0.8604,10000,10000,4.681,ok,
12,logistic_regression,0.9455,0.8872,50000,10000,2.734,ok,
12,linear_svm,0.9841,0.8635,10000,10000,4.0,ok,
13,logistic_regression,0.94948,0.8904,50000,10000,2.647,ok,
13,linear_svm,0.984,0.87,10000,10000,4.001,ok,
14,logistic_regression,0.94994,0.8904,50000,10000,2.796,ok,
14,linear_svm,0.9842,0.8714,10000,10000,3.945,ok,
