epoch,lr,train_loss,train_acc,network_test_acc,local_cka_change,cka_to_final,mean_future_cka,below_tau,nc1,log10_nc1,nc2_etf_deviation,nc3_weight_mean_alignment,nc4_ncm_disagreement,logistic_acc,linear_svm_acc,rbf_svm_acc,rf_acc,lightgbm_acc,entk_distance_prev,entk_distance_final,mean_future_entk_similarity,entk_within_class_mean,entk_between_class_mean,entk_within_between_ratio,n_subset,per_class_subset_size,bias_included,logistic_gap_to_final,logistic_relative_to_final_network,linear_svm_gap_to_final,linear_svm_relative_to_final_network,rbf_svm_gap_to_final,rbf_svm_relative_to_final_network,rf_gap_to_final,rf_relative_to_final_network,lightgbm_gap_to_final,lightgbm_relative_to_final_network
0,0.1,,,0.1,,0.066138,0.095241,0,43.26733288,1.63616,2.03561796,1.41560673,0.92824,0.442,0.3846,0.3862,0.3791,,,0.14303236,0.80050802,1954.44868892,0.0,1954448688916640.8,500,50,1,0.5130999999999999,0.46277876662129624,0.5699000000000001,0.40268034760758037,0.5688,0.4043555648623181,0.5755,0.39692178829441943,,
1,0.1,1.9727411938858035,0.29746,0.4053,0.837333,0.312404,0.410783,0,30.49487443,1.484227,1.85391704,0.76357505,0.44242,0.5282,0.4949,0.485,0.5017,,0.2840077,0.21306209,0.76764792,14.09788372,0.0,14097883723173.838,500,50,1,0.42689999999999995,0.5530310962202911,0.4596,0.5181656371060622,0.47,0.5078002303423725,0.45289999999999997,0.5252853104386975,,
2,0.099993831624083,1.4505859133148191,0.46764,0.5072,0.35797,0.467335,0.588878,0,6.65952151,0.823443,1.59695972,0.64302176,0.31596,0.6236,0.5846,0.5943,0.5953,,0.17068779,0.09942688,0.90441677,14.48117359,0.0,14481173594378.922,500,50,1,0.3314999999999999,0.652915925034028,0.3699,0.6120825044497958,0.3606999999999999,0.6222385090566434,0.35929999999999995,0.6232855198408545,,
3,0.0999753280182865,1.1778102814102174,0.57282,0.5954,0.201626,0.514278,0.641022,0,2.75976157,0.440872,1.41927244,0.69021361,0.2357,0.6978,0.6626,0.6783,0.6773,,0.06435781,0.17877661,0.86519793,20.53882892,0.0,20538828923648.043,500,50,1,0.2573,0.7306041252224899,0.29190000000000005,0.6937493456182598,0.27669999999999995,0.7101874149303739,0.2773,0.7091404041461628,,
4,0.0999444937480985,0.9520147189521788,0.66342,0.6477,0.239179,0.571599,0.680339,0,1.62955363,0.212069,1.08582282,0.60569167,0.24378,0.7492,0.7133,0.7325,0.7298,,0.09839456,0.11958054,0.8945006,23.45475408,0.0,23454754075467.32,500,50,1,0.20589999999999997,0.7844204795309392,0.24119999999999997,0.7468327923777616,0.22249999999999992,0.7669353994346143,0.2248,0.7641084703172443,,
5,0.0999013364214135,0.7934616829872131,0.72234,0.7474,0.160066,0.6348,0.748666,0,1.08825979,0.036733,1.11993185,0.56958699,0.14574,0.7992,0.7641,0.7866,0.7836,,0.04407148,0.12745233,0.91000892,21.41055681,0.0,21410556814649.062,500,50,1,0.15589999999999993,0.8367710187414931,0.1904,0.8000209402156843,0.1684,0.8235786828604335,0.17100000000000004,0.8204376505078003,,
6,0.0998458666866564,0.6699426451683045,0.76764,0.7619,0.120115,0.662498,0.765259,0,0.85545478,-0.067803,1.00290754,0.52424623,0.14688,0.8269,0.7867,0.814,0.8129,,0.0360727,0.12059876,0.91151107,20.70332381,0.0,20703323808674.617,500,50,1,0.12819999999999998,0.8657732174641399,0.16780000000000006,0.8236833839388545,0.14100000000000001,0.852266778347817,0.14170000000000005,0.8511150664851848,,
7,0.099778098230154,0.5980683700942994,0.79334,0.7698,0.125626,0.671995,0.773393,0,0.75041728,-0.124697,1.08355445,0.54528539,0.1387,0.8362,0.8008,0.8252,0.8235,,0.0484922,0.14001033,0.90453681,23.59711115,0.0,23597111152674.01,500,50,1,0.1188999999999999,0.875510417757303,0.15370000000000006,0.8384462359962308,0.12979999999999992,0.8639932991309811,0.1311,0.8622133807978223,,
8,0.099698047772759,0.5578602327346802,0.80692,0.7523,0.162494,0.674509,0.751531,0,0.73829125,-0.131772,0.89750171,0.53873166,0.17472,0.8466,0.8119,0.8307,0.8325,,0.07078626,0.13844463,0.9016294,22.42971682,0.0,22429716816048.637,500,50,1,0.10849999999999993,0.8863993299130982,0.14260000000000006,0.8500680557009738,0.12429999999999997,0.869751858444142,0.12209999999999999,0.871636477855722,,
9,0.0996057350657239,0.5238700910377503,0.81884,0.8216,0.151981,0.702953,0.78746,0,0.68249337,-0.165902,0.8588717,0.45065756,0.05828,0.8482,0.8184,0.8397,0.8378,,0.06375594,0.12482189,0.91350062,18.79717201,0.0,18797172011751.39,500,50,1,0.1069,0.8880745471678358,0.1361,0.8568736257983458,0.11529999999999996,0.8791749555020417,0.11680000000000001,0.8771856350120406,,
10,0.0995011828858278,0.5030498265457153,0.8281,0.7918,0.189633,0.636162,0.718598,0,0.65988097,-0.180534,0.87955033,0.52998651,0.13742,0.8542,0.8268,0.8399,0.8367,,0.09590911,0.23661705,0.82486193,22.99656992,0.0,22996569919517.52,500,50,1,0.10089999999999999,0.8943566118731023,0.12770000000000004,0.8656685163857188,0.11509999999999998,0.8793843576588839,0.1179,0.8760339231494085,,
11,0.0993844170297569,0.4868319442081451,0.83164,0.8114,0.207826,0.701194,0.777083,0,0.60119651,-0.220984,0.81868431,0.45814094,0.10008,0.8594,0.8364,0.8445,0.8478,,0.11052283,0.12732831,0.90390056,24.84314588,0.0,24843145876229.97,500,50,1,0.0956999999999999,0.899801067951,0.11809999999999998,0.8757198199141452,0.11049999999999993,0.8842006072662549,0.1068,0.8876557428541515,,
12,0.0992554663077387,0.460514268951416,0.84322,0.8143,0.178733,0.709127,0.772924,0,0.57960138,-0.236871,0.81180887,0.44371859,0.09608,0.8713,0.8432,0.8521,0.8535,,0.07990536,0.12210638,0.90707096,24.3250949,0.0,24325094897689.598,500,50,1,0.08379999999999999,0.9122604962831117,0.11130000000000007,0.8828394932467805,0.10289999999999999,0.892157889226259,0.10109999999999997,0.8936237043241546,,
13,0.0991143625364344,0.4544557752132416,0.8469,0.7703,0.232045,0.683054,0.755358,0,0.6474747,-0.188777,0.89992075,0.47881913,0.15018,0.8663,0.8367,0.8482,0.8487,,0.12464803,0.15345142,0.88226855,22.13199861,0.0,22131998614628.38,500,50,1,0.08879999999999999,0.9070254423620563,0.11780000000000002,0.8760339231494085,0.1068,0.8880745471678358,0.1059,0.8885980525599414,,
14,0.0989611405310883,0.4428970694160461,0.84876,0.8055,0.140034,0.694333,0.758381,0,0.58074846,-0.236012,0.85978123,0.46511099,0.10712,0.8722,0.8478,0.8571,0.8609,,0.05245518,0.14489309,0.88754686,26.71512625,0.0,26715126252785.76,500,50,1,0.08289999999999997,0.9132028059889017,0.10670000000000002,0.8876557428541515,0.09789999999999999,0.8973929431473144,0.0937,0.9013715841273165,,
15,0.0987958380969373,0.4293895085144043,0.85326,0.7912,0.190764,0.683205,0.745299,0,0.58469456,-0.233071,0.85306674,0.479212,0.10602,0.8673,0.845,0.854,0.8542,,0.09616635,0.16545726,0.86433521,24.01373006,0.0,24013730060932.938,500,50,1,0.08779999999999999,0.9080724531462674,0.10950000000000004,0.8847241126583604,0.10099999999999998,0.8941472097162602,0.10040000000000004,0.8943566118731023,,
16,0.0986184960198838,0.4231023892211914,0.85516,0.8009,0.212925,0.719106,0.773495,0,0.59149437,-0.228049,0.76088381,0.4216653,0.12786,0.8733,0.8504,0.86,0.8596,,0.13112644,0.11138176,0.91201189,25.64679041,0.0,25646790405127.64,500,50,1,0.08179999999999998,0.9143545178515339,0.10409999999999997,0.8903779708931003,0.09499999999999997,0.9004292744215265,0.09499999999999997,0.9000104701078422,,
17,0.0984291580564315,0.4163190271186828,0.8574,0.8463,0.212299,0.715019,0.774507,0,0.51469099,-0.288453,0.80678876,0.43797901,0.05772,0.8828,0.8542,0.8718,0.8698,,0.09293641,0.13456072,0.89848193,23.21778637,0.0,23217786373627.12,500,50,1,0.07229999999999992,0.9243011203015392,0.10030000000000006,0.8943566118731023,0.08319999999999994,0.9127840016752173,0.08479999999999999,0.9106899801067951,,
18,0.0982278709228899,0.4005627569580078,0.86318,0.8307,0.149212,0.732413,0.783318,0,0.49587076,-0.304631,0.79944296,0.38635674,0.09244,0.878,0.8511,0.8672,0.8698,,0.05743653,0.10450503,0.91650976,26.88502567,0.0,26885025671406.598,500,50,1,0.07709999999999995,0.919275468537326,0.10340000000000005,0.891110878442048,0.08779999999999999,0.9079677520678463,0.08479999999999999,0.9106899801067951,,
19,0.0980146842838471,0.3943344633674621,0.86534,0.825,0.179611,0.732594,0.774253,0,0.54286676,-0.265307,0.74263119,0.40370722,0.0919,0.8805,0.855,0.8632,0.8699,,0.08133013,0.11808746,0.90456934,25.74325696,0.0,25743256961721.527,500,50,1,0.0746,0.9218929954978536,0.09950000000000003,0.8951942205004711,0.09179999999999999,0.903779708931002,0.0847,0.9107946811852162,,
20,0.0977896507399165,0.3893694930648804,0.86718,0.7797,0.1867,0.705551,0.760659,0,0.53110304,-0.274821,0.8912684,0.4722363,0.16716,0.8846,0.8616,0.8648,0.8667,,0.10243148,0.15915144,0.87912929,30.35284645,0.0,30352846453785.195,500,50,1,0.0704999999999999,0.9261857397131191,0.09289999999999998,0.9021044916762644,0.09019999999999995,0.9054549261857398,0.08789999999999998,0.9074442466757409,,
22,0.0973042679413772,0.3797544051551819,0.871,0.8089,0.21034,0.718521,0.769547,0,0.53062433,-0.275213,0.73463009,0.39955036,0.12566,0.8834,0.8582,0.8658,0.8641,,0.09832122,0.13013709,0.90011397,27.76268855,0.0,27762688545583.613,500,50,1,0.07169999999999999,0.9249293267720657,0.09630000000000005,0.8985446550099466,0.08919999999999995,0.9065019369699509,0.09050000000000002,0.904722018636792,,
24,0.0967722015414933,0.3700784560203552,0.87356,0.8102,0.159286,0.721484,0.76357,0,0.5447858,-0.263774,0.74477735,0.40104353,0.10736,0.8823,0.8578,0.8676,0.8682,,0.06693195,0.11898263,0.90041657,28.63072958,0.0,28630729582029.656,500,50,1,0.07279999999999998,0.9237776149094336,0.09670000000000001,0.8981258506962623,0.08739999999999992,0.9083865563815308,0.08640000000000003,0.9090147628520574,,
26,0.0961939766255643,0.3601198851203918,0.87748,0.818,0.176948,0.738497,0.771103,0,0.51109088,-0.291502,0.73092027,0.37537017,0.08526,0.8911,0.8666,0.8771,0.878,,0.0671956,0.09141306,0.91533263,28.25397576,0.0,28253975758127.48,500,50,1,0.06399999999999995,0.932991309810491,0.08789999999999998,0.9073395455973198,0.07789999999999997,0.918333158831536,0.0766,0.919275468537326,,
28,0.0955701638317722,0.3559346795558929,0.87884,0.8386,0.174613,0.747438,0.782559,0,0.47428887,-0.323957,0.73182478,0.37478095,0.10104,0.8915,0.8703,0.8765,0.8777,,0.06961286,0.11805592,0.90499465,27.79625993,0.0,27796259930642.63,500,50,1,0.06359999999999999,0.9334101141241755,0.08420000000000005,0.9112134854989007,0.07850000000000001,0.9177049523610094,0.07689999999999997,0.9189613653020627,,
30,0.0949013787880307,0.3554033556556701,0.8789,0.7849,0.256134,0.673001,0.708116,0,0.56415762,-0.2486,0.65655088,0.42699687,0.13478,0.8789,0.8579,0.8591,0.8629,,0.13429004,0.15422875,0.86163296,26.24533069,0.0,26245330692759.48,500,50,1,0.07619999999999993,0.920217778243116,0.09660000000000002,0.8982305517746834,0.09589999999999999,0.8994869647157366,0.0917,0.9034656056957387,,
