epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,24,26,28,30,35,40,45,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200
0,1.0,0.162667,0.176257,0.15288,0.135973,0.131438,0.123362,0.138314,0.096636,0.110686,0.072447,0.120346,0.087058,0.126774,0.097922,0.09455,0.105056,0.087066,0.090522,0.106464,0.099216,0.076058,0.081201,0.085179,0.083219,0.063588,0.066839,0.084177,0.093049,0.093135,0.079661,0.087682,0.075818,0.078309,0.084109,0.086335,0.086005,0.078354,0.085902,0.072798,0.068826,0.067112,0.065068,0.066392,0.066138
1,0.162667,1.0,0.64203,0.552163,0.596391,0.544261,0.506067,0.498768,0.424584,0.452725,0.359779,0.4568,0.425564,0.473563,0.451983,0.427241,0.470123,0.410395,0.407431,0.416888,0.440609,0.421683,0.410455,0.40873,0.399394,0.331965,0.377955,0.375295,0.401569,0.383969,0.398844,0.371518,0.369824,0.369531,0.367006,0.396533,0.362402,0.329943,0.343472,0.334945,0.310697,0.30784,0.309558,0.310769,0.312404
2,0.176257,0.64203,1.0,0.798374,0.74487,0.761358,0.704716,0.715997,0.61304,0.652449,0.569234,0.64901,0.643879,0.657768,0.6484,0.631404,0.637007,0.599695,0.609183,0.607064,0.614285,0.607179,0.613871,0.607579,0.586194,0.509752,0.553232,0.568286,0.616016,0.574238,0.561364,0.553213,0.567359,0.538433,0.54713,0.56445,0.522228,0.481933,0.510359,0.475477,0.460043,0.460414,0.463294,0.465765,0.467335
3,0.15288,0.552163,0.798374,1.0,0.760821,0.801798,0.770749,0.800772,0.676461,0.737563,0.708717,0.717477,0.712711,0.674916,0.685688,0.722872,0.666946,0.706451,0.674455,0.654709,0.644382,0.671476,0.690645,0.656278,0.635436,0.648902,0.576065,0.631909,0.67979,0.653623,0.607866,0.603696,0.620293,0.592296,0.621394,0.599879,0.567533,0.52414,0.549934,0.499614,0.495923,0.503281,0.5103,0.509844,0.514278
4,0.135973,0.596391,0.74487,0.760821,1.0,0.839934,0.819185,0.779294,0.737677,0.757475,0.670657,0.760472,0.755073,0.712146,0.706071,0.693455,0.736597,0.709509,0.711356,0.703413,0.705783,0.717353,0.699617,0.697833,0.709291,0.6313,0.693282,0.656477,0.699227,0.660927,0.678182,0.671044,0.654293,0.655013,0.647676,0.682991,0.629834,0.595267,0.607145,0.587804,0.568951,0.561679,0.568084,0.570591,0.571599
5,0.131438,0.544261,0.761358,0.801798,0.839934,1.0,0.879885,0.880601,0.812893,0.840533,0.752526,0.837132,0.799465,0.794137,0.798364,0.810902,0.802829,0.77731,0.791473,0.782162,0.802643,0.784478,0.797592,0.77633,0.773726,0.696333,0.732248,0.725211,0.777728,0.750203,0.758465,0.73542,0.744141,0.727084,0.723635,0.738839,0.698978,0.651948,0.670654,0.630048,0.621543,0.623143,0.631191,0.631392,0.6348
6,0.123362,0.506067,0.704716,0.770749,0.819185,0.879885,1.0,0.874374,0.819204,0.858494,0.779996,0.841422,0.838219,0.82119,0.804361,0.764779,0.811933,0.827743,0.812557,0.814182,0.812719,0.786106,0.798782,0.79716,0.801003,0.730201,0.745304,0.772933,0.799926,0.746153,0.781421,0.762486,0.777678,0.775985,0.758726,0.751953,0.714429,0.68104,0.683438,0.659139,0.647231,0.649024,0.656835,0.659227,0.662498
7,0.138314,0.498768,0.715997,0.800772,0.779294,0.880601,0.874374,1.0,0.837506,0.881684,0.840191,0.874633,0.828774,0.827002,0.832843,0.860821,0.809433,0.814743,0.805008,0.788503,0.813792,0.826222,0.829896,0.788745,0.778882,0.76436,0.741941,0.751281,0.816317,0.802944,0.768987,0.776902,0.777577,0.761785,0.76542,0.762992,0.723362,0.680017,0.70968,0.658071,0.65054,0.65774,0.668541,0.666397,0.671995
8,0.096636,0.424584,0.61304,0.676461,0.737677,0.812893,0.819204,0.837506,1.0,0.848019,0.748652,0.808471,0.785214,0.779053,0.813492,0.792017,0.796753,0.771841,0.798053,0.781292,0.807,0.818642,0.786441,0.782177,0.783531,0.689973,0.761381,0.758047,0.758871,0.726994,0.754786,0.747623,0.783033,0.748613,0.757549,0.760512,0.707553,0.681457,0.699754,0.673065,0.663558,0.662464,0.670378,0.674345,0.674509
